Sequence No;Turboveg No;Group No;Relevé number;SIVIMID;EUNIS_REVISED;EUNIS2020;EUNISL1;EUNISL2;PCluster;Class;Order;Alliance;Sintaxon;Aspect;Slope;Area;Year;DEG_LON;DEG_LAT;Accuracy;Elevation;EUNIS_VGG
426;660;5;660;T-P06989;V39;V37;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Galio aparines-Conietum maculati;;NA;20;1984;-6.802239258;42.46180761;3 - UTM10x10 + Elevation;580;V39
427;671;5;671;T-P09642;V39;V;Ruderal;V39;0;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Geranio robertiani-Caryolophetum sempervirentis;;NA;12;1987;-7.134998199;42.63934742;3 - UTM10x10 + Elevation;600;V39
428;74;5;74;Q-P09157;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Geranio lusitanici-Scrophularietum herminii;;NA;NA;2004;-7.890158938;41.81366373;3 - UTM10x10 + Elevation;980;V39
429;208;5;208;R-P22245;V39;R;Ruderal;V39;0;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Geranio robertiani-Caryolophetum sempervirentis;;5;10;1999;-8.085085853;41.90421193;1 - UTM1x1 + Elevation;380;V39
430;667;5;667;T-P09638;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Geranio robertiani-Caryolophetum sempervirentis;;NA;15;1987;-7.225867201;42.5766016;3 - UTM10x10 + Elevation;600;V39
431;571;5;571;T-P06546;V39;R55;Ruderal;V39;0;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Geranietum robertiano-lucidi;;NA;6;1995;-3.530960773;43.35757123;1 - UTM1x1 + Elevation;50;V39
432;224;5;224;R-P23942;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Geranio robertiani-Caryolophetum sempervirentis;SE;60;10;1986;-6.951458027;42.35950892;3 - UTM10x10 + Elevation;960;V39
433;608;5;608;T-P06584;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Circaeo lutetianae-Stachyetalia sylvaticae;Aegopodion podagrariae;Galio aparines-Anthriscetum sylvestris;;NA;30;1995;-2.895027842;42.87068951;1 - UTM1x1 + Elevation;570;V39
434;359;5;359;S-P11143;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Geranio robertiani-Cariolophetum sempervirentis;;NA;30;1989;-4.446161128;42.92103694;1 - UTM1x1 + Elevation;1130;V39
435;582;5;582;T-P06558;V39;V;Ruderal;V39;0;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Geranietum robertiano-lucidi;;NA;5;1995;-2.391946774;42.98438914;1 - UTM1x1 + Elevation;960;V39
436;568;5;568;T-P06543;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Geranietum robertiano-lucidi;;NA;6;1995;-1.86232006;42.83806942;1 - UTM1x1 + Elevation;850;V39
437;662;5;662;T-P07927;V39;R55;Ruderal;V39;0;Epilobietea angustifolii;Circaeo lutetianae-Stachyetalia sylvaticae;Aegopodion podagrariae;Galio aparines-Anthriscetum sylvestris;;NA;5;1999;-1.552657428;42.89400694;1 - UTM1x1 + Elevation;500;V39
438;573;5;573;T-P06548;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Geranietum robertiano-lucidi;;NA;8;1995;-3.227958271;42.84889796;1 - UTM1x1 + Elevation;750;V39
439;669;5;669;T-P09640;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Geranio robertiani-Caryolophetum sempervirentis;;NA;8;1987;-7.128461106;42.54054228;3 - UTM10x10 + Elevation;850;V39
440;580;5;580;T-P06556;V39;R55;Ruderal;V39;0;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Geranietum robertiano-lucidi;;NA;3;1995;-2.384677651;42.97534521;1 - UTM1x1 + Elevation;870;V39
441;231;5;231;R-P23989;V39;V39;Ruderal;V39;0;Chenopodietea;Chenopodietalia;Geranio pusilli-Anthriscion caucalidis;Anthrisco-Geranietum lucidi;E;90;2;1986;-6.812063445;42.30300642;3 - UTM10x10 + Elevation;990;V39
442;991;5;991;U-P05024;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Geranietum robertiano-lucidi;;NA;6;2005;-1.862386131;42.83446799;1 - UTM1x1 + Elevation;850;V39
443;672;5;672;T-P09643;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Geranio robertiani-Caryolophetum sempervirentis;;NA;10;1987;-7.2087329;42.57543265;3 - UTM10x10 + Elevation;550;V39
444;360;5;360;S-P11144;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Geranio robertiani-Cariolophetum sempervirentis;;NA;20;1989;-4.487612527;43.01415687;1 - UTM1x1 + Elevation;1200;V39
445;204;5;204;R-P22241;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Geranio robertiani-Caryolophetum sempervirentis;SE;5;20;1999;-7.985576936;41.95720345;3 - UTM10x10 + Elevation;600;V39
446;255;5;255;R-P24041;V37;V33;Ruderal;V39;0;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis;Bromo diandri-Carduetum tenuiflori;;NA;15;1986;-6.871727466;42.40545324;3 - UTM10x10 + Elevation;350;V39
447;288;5;288;R-P24666;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Geranio robertiani-Caryolophetum sempervirentis;;5;7;2012;-6.7084962;42.39825169;1 - UTM1x1 + Elevation;797;V39
448;799;5;799;T-P12283;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Geranio robertiani-Caryolophetum sempervirentis;SE;18;10;1988;-6.544916555;42.94188403;3 - UTM10x10 + Elevation;930;V39
449;233;5;233;R-P23991;V39;V39;Ruderal;V39;0;Chenopodietea;Chenopodietalia;Geranio pusilli-Anthriscion caucalidis;Anthrisco-Geranietum lucidi;W;35;4;1986;-6.799957766;42.30340878;3 - UTM10x10 + Elevation;900;V39
450;572;5;572;T-P06547;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Geranietum robertiano-lucidi;;NA;10;1995;-1.823085561;42.97094829;1 - UTM1x1 + Elevation;600;V39
451;604;5;604;T-P06580;V39;R;Ruderal;V39;0;Epilobietea angustifolii;Circaeo lutetianae-Stachyetalia sylvaticae;Aegopodion podagrariae;Galio aparines-Anthriscetum sylvestris;;NA;8;1995;-2.828591366;42.98767691;1 - UTM1x1 + Elevation;640;V39
452;285;5;285;R-P24663;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Geranio robertiani-Caryolophetum sempervirentis;;NA;8;2012;-6.727176107;42.42645875;1 - UTM1x1 + Elevation;435;V39
453;676;5;676;T-P09647;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Geranio robertiani-Caryolophetum sempervirentis;;NA;10;1987;-7.170412927;42.62185481;3 - UTM10x10 + Elevation;600;V39
454;54;5;54;Q-P08752;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Geranio robertiani-Cariolophetum sempervirentis;;NA;20;1990;-4.67882657;42.91605961;3 - UTM10x10 + Elevation;1300;V39
455;677;5;677;T-P09648;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Geranio robertiani-Caryolophetum sempervirentis;;NA;40;1987;-7.656255378;42.59770078;3 - UTM10x10 + Elevation;650;V39
456;581;5;581;T-P06557;V39;R57;Ruderal;V39;0;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Geranietum robertiano-lucidi;;NA;6;1995;-2.343117619;42.96250711;1 - UTM1x1 + Elevation;1150;V39
457;574;5;574;T-P06549;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Geranietum robertiano-lucidi;;NA;10;1995;-3.188756175;42.83636183;1 - UTM1x1 + Elevation;900;V39
458;750;5;750;T-P11884;V39;R55;Ruderal;V39;0;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Geranio robertiani-Caryolophetum sempervirentis;;NA;40;1988;-5.018145493;42.83942945;4 - UTM10x10 + Centroid;950;V39
459;121;5;121;Q-P10110;V39;R55;Ruderal;V39;0;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Geranio robertiani-Caryolophetum sempervirentis;;NA;30;2000;-7.067471709;41.86021488;3 - UTM10x10 + Elevation;620;V39
460;222;5;222;R-P23937;V39;V38;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Comunidad de Chenopodium bonus-henricus;NE;10;80;1986;-6.789888778;42.25691991;1 - UTM1x1 + Elevation;1850;V39
461;647;5;647;T-P06626;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Balloto-Conion maculati;Urtico dioicae-Sambucetum ebuli;;NA;8;1995;-2.635351482;42.89176958;1 - UTM1x1 + Elevation;520;V39
462;71;5;71;Q-P09154;V39;V38;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Geranio lusitanici-Scrophularietum herminii;;NA;NA;2004;-8.142281322;42.04570422;3 - UTM10x10 + Elevation;1050;V39
463;107;5;107;Q-P10095;V39;?;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Balloto-Conion maculati;Comunidad de Chaerophyllum temulum y Urtica dioica;W;81;5;2000;-6.850539008;41.89832036;3 - UTM10x10 + Elevation;800;V39
464;220;5;220;R-P23935;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Galio aparines-Conietum maculati;;NA;2;1986;-6.794250948;42.2891911;3 - UTM10x10 + Elevation;980;V39
465;278;5;278;R-P24656;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Geranio robertiani-Caryolophetum sempervirentis;N;NA;5;2012;-6.673297363;42.33635588;1 - UTM1x1 + Elevation;902;V39
466;663;5;663;T-P07928;V39;R55;Ruderal;V39;0;Epilobietea angustifolii;Circaeo lutetianae-Stachyetalia sylvaticae;Aegopodion podagrariae;Galio aparines-Anthriscetum sylvestris;;NA;40;1999;-1.808144245;42.85552861;1 - UTM1x1 + Elevation;400;V39
467;607;5;607;T-P06583;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Circaeo lutetianae-Stachyetalia sylvaticae;Aegopodion podagrariae;Galio aparines-Anthriscetum sylvestris;;NA;25;1995;-2.890037871;42.92291529;1 - UTM1x1 + Elevation;600;V39
468;579;5;579;T-P06555;V39;R57;Ruderal;V39;0;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Geranietum robertiano-lucidi;;NA;4;1995;-1.882625593;43.20386979;1 - UTM1x1 + Elevation;180;V39
469;813;5;813;T-P13198;V39;R55;Ruderal;V39;0;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Oxalido acetosellae-Geranietum robertiani;;NA;15;1997;-1.103909513;42.9901076;1 - UTM1x1 + Elevation;890;V39
470;2;5;2;NEW-OMAR-BA08;R55;NA;Ruderal;V39;0;Epilobietea angustifolii;Convolvuletalia sepium;Senecionion fluviatilis;Comunidad de Equisetum telmateia;SO;5;15;1981;-5.694921052;43.32559713;500;225;V39
471;936;5;936;T-P36756;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Geranio robertiani-Caryolophetum sempervirentis;;0;15;1993;-7.587462991;42.49064127;1 - UTM1x1 + Elevation;280;V39
472;286;5;286;R-P24664;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Geranio robertiani-Caryolophetum sempervirentis;;NA;3;2012;-6.628567767;42.40261375;1 - UTM1x1 + Elevation;906;V39
473;705;5;705;T-P11659;V39;R55;Ruderal;V39;0;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Geranio robertiani-Caryolophetum sempervirentis;;NA;2;1988;-5.652107694;42.92825608;3 - UTM10x10 + Elevation;1130;V39
474;935;5;935;T-P36755;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Geranio robertiani-Caryolophetum sempervirentis;;0;25;1993;-7.440211869;42.57568335;1 - UTM1x1 + Elevation;380;V39
475;567;5;567;T-P06542;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Geranietum robertiano-lucidi;;NA;10;1995;-2.309589955;42.67053712;2 - UTM1x1 + Centroid;500;V39
476;670;5;670;T-P09641;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Geranio robertiani-Caryolophetum sempervirentis;;NA;10;1987;-7.153864656;42.62966002;3 - UTM10x10 + Elevation;670;V39
477;295;5;295;R-P24673;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Galio aparines-Conietum maculati;;5;15;2012;-6.806796313;42.41663522;1 - UTM1x1 + Elevation;375;V39
478;675;5;675;T-P09646;V39;?;Ruderal;V39;0;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Geranio robertiani-Caryolophetum sempervirentis;;NA;16;1987;-7.116600445;42.65621784;3 - UTM10x10 + Elevation;650;V39
479;279;5;279;R-P24657;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Geranio robertiani-Caryolophetum sempervirentis;N;15;10;2012;-6.677199256;42.32002271;1 - UTM1x1 + Elevation;1050;V39
480;429;5;429;S-P16232;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Geranio robertiani-Cariolophetum sempervirentis;;NA;20;1987;-6.276102577;42.63295209;3 - UTM10x10 + Elevation;800;V39
481;284;5;284;R-P24662;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Geranio robertiani-Caryolophetum sempervirentis;;60;30;2012;-6.69268168;42.41857237;1 - UTM1x1 + Elevation;474;V39
482;119;5;119;Q-P10107;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Geranio robertiani-Caryolophetum sempervirentis;;NA;5;2000;-6.94308629;41.95280375;3 - UTM10x10 + Elevation;840;V39
483;815;5;815;T-P13200;V39;R55;Ruderal;V39;0;Epilobietea angustifolii;Circaeo lutetianae-Stachyetalia sylvaticae;Aegopodion podagrariae;Galio aparines-Anthriscetum sylvestris;;NA;150;1997;-2.892541738;42.89229986;1 - UTM1x1 + Elevation;580;V39
484;432;5;432;S-P16235;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Geranio robertiani-Cariolophetum sempervirentis;;NA;40;1987;-6.295195632;42.25420972;3 - UTM10x10 + Elevation;980;V39
485;290;5;290;R-P24668;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Geranio robertiani-Caryolophetum sempervirentis;;NA;5;2012;-6.516097979;42.34669323;1 - UTM1x1 + Elevation;1200;V39
486;230;5;230;R-P23951;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Comunidad de Smyrnium olusatrum;S;15;2;1986;-6.792109824;42.33428357;3 - UTM10x10 + Elevation;900;V39
487;205;5;205;R-P22242;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Geranio robertiani-Caryolophetum sempervirentis;NW;NA;15;1999;-7.960557953;41.94568548;3 - UTM10x10 + Elevation;815;V39
488;681;5;681;T-P10797;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Galio aparines-Conietum maculati;;NA;3;1984;-6.498769109;41.85736331;3 - UTM10x10 + Elevation;690;V39
489;673;5;673;T-P09644;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Geranio robertiani-Caryolophetum sempervirentis;;NA;15;1987;-7.144253079;42.63180946;3 - UTM10x10 + Elevation;650;V39
490;227;5;227;R-P23948;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Geranio robertiani-Caryolophetum sempervirentis;N;15;20;1986;-6.860262829;42.37702709;1 - UTM1x1 + Elevation;660;V39
491;431;5;431;S-P16234;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Geranio robertiani-Cariolophetum sempervirentis;;NA;20;1987;-6.501838542;42.61366083;3 - UTM10x10 + Elevation;630;V39
492;430;5;430;S-P16233;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Geranio robertiani-Cariolophetum sempervirentis;;NA;4;1987;-5.838343321;42.82113585;3 - UTM10x10 + Elevation;1000;V39
493;707;5;707;T-P11661;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Geranio robertiani-Caryolophetum sempervirentis;;NA;8;1988;-5.640404681;42.94113308;3 - UTM10x10 + Elevation;1140;V39
494;427;5;427;S-P16230;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Geranio robertiani-Cariolophetum sempervirentis;;NA;20;1987;-5.868498864;42.83839277;3 - UTM10x10 + Elevation;1050;V39
495;812;5;812;T-P13196;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Geranietum robertiano-lucidi;;NA;6;1997;-2.759690412;43.04158337;2 - UTM1x1 + Centroid;1090;V39
496;578;5;578;T-P06554;V39;R;Ruderal;V39;0;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Geranietum robertiano-lucidi;;NA;6;1995;-2.39447045;42.97719846;1 - UTM1x1 + Elevation;740;V39
497;293;5;293;R-P24671;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Galio aparines-Conietum maculati;;3;3;2012;-6.54860636;42.27725598;1 - UTM1x1 + Elevation;889;V39
498;814;5;814;T-P13199;V39;R55;Ruderal;V39;0;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Oxalido acetosellae-Geranietum robertiani;;NA;15;1997;-1.106472059;42.98654814;1 - UTM1x1 + Elevation;890;V39
499;710;5;710;T-P11664;V39;R55;Ruderal;V39;0;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Geranio robertiani-Caryolophetum sempervirentis;S;4.5;15;1988;-5.633247428;42.91697961;4 - UTM10x10 + Centroid;1000;V39
500;111;5;111;Q-P10099;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Galio aparines-Conietum maculati;;NA;2;2000;-6.807617165;41.78449342;3 - UTM10x10 + Elevation;680;V39
501;118;5;118;Q-P10106;V39;R55;Ruderal;V39;0;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Geranio robertiani-Caryolophetum sempervirentis;;NA;4;2000;-6.912067329;41.72154811;3 - UTM10x10 + Elevation;790;V39
502;753;5;753;T-P11888;V39;R55;Ruderal;V39;0;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Geranio robertiani-Caryolophetum sempervirentis;;NA;40;1988;-5.503423208;42.82715264;3 - UTM10x10 + Elevation;1030;V39
503;70;5;70;Q-P09153;V39;V;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Geranio lusitanici-Scrophularietum herminii;;NA;NA;2004;-8.125972742;41.84117573;2 - UTM1x1 + Centroid;1120;V39
504;558;5;558;T-P05968;V39;V32;Ruderal;V39;0;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Chelidonio maji-Smyrnietum olusatri;;0;15;1997;-7.618385246;42.54701789;2 - UTM1x1 + Centroid;410;V39
505;433;5;433;S-P16236;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis;Geranio robertiani-Cariolophetum sempervirentis;;NA;25;1987;-6.377725136;42.1653602;3 - UTM10x10 + Elevation;1090;V39
506;687;5;687;T-P11641;V39;V;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Chenopodio boni-henrici-Senecietum durieui;E;54;12;1988;-5.820855853;42.9206175;3 - UTM10x10 + Elevation;1400;V39
507;920;5;920;T-P35974;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Chenopodio boni-henrici-Senecietum durieui;N;9;10;1983;-5.973504431;43.03740811;3 - UTM10x10 + Elevation;1800;V39
508;347;5;347;S-P11130;V39;R57;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Senecioni duriaei-Chenopodietum boni-henrici;N;2;10;1989;-4.429480143;43.04731528;1 - UTM1x1 + Elevation;1960;V39
509;351;5;351;S-P11135;V39;R;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Senecioni duriaei-Chenopodietum boni-henrici;;NA;10;1989;-4.407221638;43.04038732;1 - UTM1x1 + Elevation;1940;V39
510;350;5;350;S-P11134;V39;V;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Senecioni duriaei-Chenopodietum boni-henrici;SE;5;8;1989;-4.341871144;42.97093409;2 - UTM1x1 + Centroid;1710;V39
511;918;5;918;T-P35971;V39;V38;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Chenopodio boni-henrici-Senecietum durieui;E;18;10;1983;-5.882226613;42.87046378;2 - UTM1x1 + Centroid;1650;V39
512;683;5;683;T-P11637;V39;V;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Chenopodio boni-henrici-Senecietum durieui;N;36;20;1988;-5.873425387;42.94452123;3 - UTM10x10 + Elevation;1500;V39
513;684;5;684;T-P11638;V39;V37;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Chenopodio boni-henrici-Senecietum durieui;NE;36;15;1988;-5.834468808;42.8968695;3 - UTM10x10 + Elevation;1470;V39
514;523;5;523;T-P04813;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Senecioni duriaei-Chenopodietum boni-henrici;;NA;10;1984;-4.822576379;43.05433533;3 - UTM10x10 + Elevation;1400;V39
515;857;5;857;T-P18960;V38;V38;Ruderal;V39;0;Mulgedio-Aconitetea;Senecioni rupestris-Rumicetalia;Rumicion alpini;Chenopodion subalpinum;;NA;20;1958;-6.484745261;43.01011245;4 - UTM10x10 + Centroid;1409;V39
516;685;5;685;T-P11639;V39;R;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Chenopodio boni-henrici-Senecietum durieui;N;45;12;1988;-5.831034095;42.87534389;3 - UTM10x10 + Elevation;1430;V39
517;452;5;452;S-P18286;V39;V39;Ruderal;V39;0;Mulgedio-Aconitetea;Senecioni rupestris-Rumicetalia;Rumicion alpini;Chenopodion subalpinum;NE;15;20;1974;-5.928699398;43.17902885;1 - UTM1x1 + Elevation;1540;V39
518;916;5;916;T-P35968;V39;R;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Chenopodio boni-henrici-Senecietum durieui;N;36;10;1983;-5.831939783;42.89513125;1 - UTM1x1 + Elevation;1500;V39
519;749;5;749;T-P11883;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Senecioni duriaei-Chenopodietum boni-henrici;;NA;8;1988;-4.824177325;43.02549475;3 - UTM10x10 + Elevation;1380;V39
520;689;5;689;T-P11643;V39;H25;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Chenopodio boni-henrici-Senecietum durieui;E;54;10;1988;-5.828752755;42.8790021;3 - UTM10x10 + Elevation;1550;V39
521;2060;5;2060;T-P12270;V35;V35;Trampled;V35;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Chenopodio boni-henrici-Senecietum durieui;;NA;10;1988;-6.213856679;42.98588442;3 - UTM10x10 + Elevation;1350;V39
522;688;5;688;T-P11642;V39;R;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Chenopodio boni-henrici-Senecietum durieui;N;54;20;1988;-5.907957042;42.94905109;3 - UTM10x10 + Elevation;1460;V39
523;691;5;691;T-P11645;V39;V38;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Chenopodio boni-henrici-Senecietum durieui;NE;36;15;1988;-5.919417286;42.880326;3 - UTM10x10 + Elevation;1470;V39
524;2059;5;2059;T-P12269;V35;V35;Trampled;V35;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Chenopodio boni-henrici-Senecietum durieui;;NA;10;1988;-6.243923613;43.0444621;3 - UTM10x10 + Elevation;1300;V39
525;1261;5;1261;S-P11131;V39;R;Weed;V15A;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Senecioni duriaei-Chenopodietum boni-henrici;;NA;10;1989;-4.429521961;43.04911572;1 - UTM1x1 + Elevation;1760;V39
526;919;5;919;T-P35973;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Chenopodio boni-henrici-Senecietum durieui;NE;7.2;10;1983;-5.951695753;43.04337567;3 - UTM10x10 + Elevation;1800;V39
527;496;5;496;S-P21804;V39;H25;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Chenopodio boni-henrici-Senecietum durieui;;NA;10;1981;-6.283627571;43.05233259;3 - UTM10x10 + Elevation;1640;V39
528;686;5;686;T-P11640;V39;V37;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Chenopodio boni-henrici-Senecietum durieui;E;45;15;1988;-5.827869342;42.9132408;3 - UTM10x10 + Elevation;1500;V39
