Sequence No;Turboveg No;Group No;Relevé number;SIVIMID;EUNIS_REVISED;EUNIS2020;EUNISL1;EUNISL2;PCluster;Class;Order;Alliance;Sintaxon;Aspect;Slope;Area;Year;DEG_LON;DEG_LAT;Accuracy;Elevation
1490;435;4;435;S-P17958;V37;V37;Ruderal;V37;5;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis;Sisymbrio officinalis-Hordeetum murini;;NA;20;1982;-2.611687398;43.14923601;2 - UTM1x1 + Centroid;304
1491;436;4;436;S-P17959;V37;V37;Ruderal;V37;5;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis;Sisymbrio officinalis-Hordeetum murini;;NA;30;1982;-2.611687398;43.14923601;2 - UTM1x1 + Centroid;304
1520;1952;4;1952;S-P17960;V37;V37;Trampled;V35;5;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis;Sisymbrio officinalis-Hordeetum murini;;NA;30;1982;-2.684642517;43.31154527;2 - UTM1x1 + Centroid;137
1446;1953;4;1953;S-P17961;V37;V37;Trampled;V35;5;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis;Sisymbrio officinalis-Hordeetum murini;;NA;30;1982;-2.684642517;43.31154527;2 - UTM1x1 + Centroid;137
1494;437;4;437;S-P17962;V37;V37;Ruderal;V37;5;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis;Sisymbrio officinalis-Hordeetum murini;;NA;20;1982;-2.722045556;43.22159565;2 - UTM1x1 + Centroid;208
1141;438;3;438;S-P17963;V39;R57;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Balloto-Conion maculati;Urtico dioicae-Sambucetum ebuli;;NA;20;1982;-2.739314292;43.21443251;1 - UTM1x1 + Elevation;110
893;439;3;439;S-P17964;V39;R57;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Balloto-Conion maculati;Urtico dioicae-Sambucetum ebuli;;NA;30;1982;-2.734389712;43.21442118;1 - UTM1x1 + Elevation;110
1003;440;3;440;S-P17965;V39;R57;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Balloto-Conion maculati;Urtico dioicae-Sambucetum ebuli;;NA;20;1982;-2.662416887;43.31688458;1 - UTM1x1 + Elevation;90
1037;441;3;441;S-P17966;V39;R57;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Balloto-Conion maculati;Urtico dioicae-Sambucetum ebuli;;NA;20;1982;-2.657473961;43.3186708;1 - UTM1x1 + Elevation;80
946;442;3;442;S-P17967;V39;R;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Balloto-Conion maculati;Urtico dioicae-Sambucetum ebuli;;NA;30;1982;-2.65095979;43.16377029;1 - UTM1x1 + Elevation;180
951;443;3;443;S-P17968;V39;R57;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Balloto-Conion maculati;Urtico dioicae-Sambucetum ebuli;;NA;30;1982;-2.648478904;43.16736462;1 - UTM1x1 + Elevation;180
992;444;3;444;S-P17969;V39;V;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Balloto-Conion maculati;Urtico dioicae-Sambucetum ebuli;;NA;30;1982;-2.646008126;43.16915796;1 - UTM1x1 + Elevation;180
779;445;3;445;S-P17970;V39;R57;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Balloto-Conion maculati;Urtico dioicae-Sambucetum ebuli;;NA;20;1982;-2.575129549;43.10047977;1 - UTM1x1 + Elevation;250
1074;446;3;446;S-P17971;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Balloto-Conion maculati;Urtico dioicae-Sambucetum ebuli;;NA;20;1982;-2.577587227;43.10048887;1 - UTM1x1 + Elevation;250
990;447;3;447;S-P17972;V39;R;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Balloto-Conion maculati;Urtico dioicae-Sambucetum ebuli;;NA;10;1982;-2.673561842;43.07739006;2 - UTM1x1 + Centroid;450
1386;1954;4;1954;S-P17973;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Saginion procumbentis;Bryo argentei-Saginetum procumbentis;;NA;2;1982;-2.640431574;43.28079915;1 - UTM1x1 + Elevation;250
1207;1955;4;1955;S-P17974;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Saginion procumbentis;Bryo argentei-Saginetum procumbentis;;NA;2;1982;-2.640431574;43.28079915;1 - UTM1x1 + Elevation;250
1387;1956;4;1956;S-P17975;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Saginion procumbentis;Bryo argentei-Saginetum procumbentis;;NA;2;1982;-2.589863612;43.10233451;1 - UTM1x1 + Elevation;350
1204;1957;4;1957;S-P17976;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Saginion procumbentis;Bryo argentei-Saginetum procumbentis;;NA;2;1982;-2.587417949;43.10052473;1 - UTM1x1 + Elevation;350
1275;1958;4;1958;S-P17977;V35;V35;Trampled;V34;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Saginion procumbentis;Bryo argentei-Saginetum procumbentis;;NA;2;1982;-2.623875168;43.16728638;2 - UTM1x1 + Centroid;180
1173;1959;4;1959;S-P17978;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Saginion procumbentis;Bryo argentei-Saginetum procumbentis;;NA;1;1982;-2.623875168;43.16728638;2 - UTM1x1 + Centroid;180
1397;1960;4;1960;S-P17979;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Saginion procumbentis;Bryo argentei-Saginetum procumbentis;;NA;1;1982;-2.701402888;43.41424167;1 - UTM1x1 + Elevation;20
1398;1961;4;1961;S-P18271;V35;V35;Trampled;V35;0;Molinio-Arrhenatheretea;Potentillo-Polygonetalia avicularis;Potentillion anserinae;Asociación de Lolium perenne-Plantago major;;NA;20;1974;-5.901270464;43.27517071;2 - UTM1x1 + Centroid;210
1399;1962;4;1962;S-P18272;V35;V35;Trampled;V35;0;Molinio-Arrhenatheretea;Potentillo-Polygonetalia avicularis;Potentillion anserinae;Asociación de Lolium perenne-Plantago major;E;30;20;1974;-5.920125607;43.1540368;1 - UTM1x1 + Elevation;850
1198;1963;4;1963;S-P18274;V35;V35;Trampled;V35;0;Molinio-Arrhenatheretea;Potentillo-Polygonetalia avicularis;Potentillion anserinae;Asociación de Lolium perenne-Plantago major;;NA;30;1974;-5.945297316;43.16599674;2 - UTM1x1 + Centroid;540
1371;1964;4;1964;S-P18277;V37;V37;Trampled;V35;0;Molinio-Arrhenatheretea;Potentillo-Polygonetalia avicularis;Potentillion anserinae;Asociación de Lolium perenne-Plantago major;N;20;25;1974;-5.969519298;43.15816686;1 - UTM1x1 + Elevation;490
773;448;3;448;S-P18282;V39;V38;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Balloto-Conion maculati;Urtico dioicae-Sambucetum ebuli;S;40;30;1974;-5.92266808;43.15577265;1 - UTM1x1 + Elevation;850
780;449;3;449;S-P18283;V39;V38;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Balloto-Conion maculati;Urtico dioicae-Sambucetum ebuli;SE;30;30;1974;-5.92266808;43.15577265;1 - UTM1x1 + Elevation;830
1118;450;3;450;S-P18284;V39;V38;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Balloto-Conion maculati;Urtico dioicae-Sambucetum ebuli;;NA;40;1974;-6.025787152;43.20171132;1 - UTM1x1 + Elevation;300
935;451;3;451;S-P18285;V39;R57;Ruderal;V39;0;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Balloto-Conion maculati;Urtico dioicae-Sambucetum ebuli;S;20;40;1974;-6.028245514;43.20164621;2 - UTM1x1 + Centroid;250
1042;452;3;452;S-P18286;V39;V39;Ruderal;V39;0;Mulgedio-Aconitetea;Senecioni rupestris-Rumicetalia;Rumicion alpini;Chenopodion subalpinum;NE;15;20;1974;-5.928699398;43.17902885;1 - UTM1x1 + Elevation;1540
1040;453;3;453;S-P18287;V39;V39;Ruderal;V39;0;Mulgedio-Aconitetea;Senecioni rupestris-Rumicetalia;Rumicion alpini;Chenopodion subalpinum;W;10;30;1974;-5.928699398;43.17902885;1 - UTM1x1 + Elevation;1570
777;454;3;454;S-P18288;V39;V;Ruderal;V39;0;Mulgedio-Aconitetea;Senecioni rupestris-Rumicetalia;Rumicion alpini;Chenopodion subalpinum;;NA;15;1974;-5.934735765;43.20228451;2 - UTM1x1 + Centroid;1760
1025;455;3;455;S-P18289;V39;V;Ruderal;V39;0;Mulgedio-Aconitetea;Senecioni rupestris-Rumicetalia;Rumicion alpini;Chenopodion subalpinum;N;20;20;1974;-5.934649484;43.20048592;1 - UTM1x1 + Elevation;1600
1430;456;4;456;S-P18290;V37;V37;Ruderal;V37;5;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis;Sisymbrio officinalis-Hordeetum murini;;NA;15;1974;-5.969432129;43.15636831;2 - UTM1x1 + Centroid;420
1436;457;4;457;S-P18291;V37;V37;Ruderal;V37;5;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis;Sisymbrio officinalis-Hordeetum murini;;NA;8;1974;-5.969432129;43.15636831;2 - UTM1x1 + Centroid;380
1182;1965;4;1965;S-P18292;V37;V37;Trampled;V35;5;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis;Sisymbrio officinalis-Hordeetum murini;SE;20;10;1974;-5.993299718;43.19176191;3 - UTM10x10 + Elevation;350
1700;1329;5;1329;S-P18293;V15;V37;Weed;V15B;5;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis;Sisymbrio officinalis-Hordeetum murini;N;50;15;1974;-5.993299718;43.19176191;3 - UTM10x10 + Elevation;360
1459;458;4;458;S-P18294;V37;V37;Ruderal;V37;5;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis;Sisymbrio officinalis-Hordeetum murini;NW;30;15;1974;-5.993299718;43.19176191;3 - UTM10x10 + Elevation;370
1090;459;3;459;S-P18295;V37;R57;Ruderal;V37;0;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis;Sisymbrio officinalis-Hordeetum murini;SW;20;20;1974;-5.874621222;43.23262495;1 - UTM1x1 + Elevation;310
1076;460;3;460;S-P18296;V37;V37;Ruderal;V37;5;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis;Sisymbrio officinalis-Hordeetum murini;E;25;15;1974;-5.272624467;43.10479993;4 - UTM10x10 + Centroid;290
2148;1330;5;1330;S-P18297;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Polygono-Chenopodion polyspermi;S;30;20;1974;-5.92292549;43.16116851;1 - UTM1x1 + Elevation;930
2141;1331;5;1331;S-P18298;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Polygono-Chenopodion polyspermi;;NA;20;1974;-6.064759579;43.19346982;1 - UTM1x1 + Elevation;450
1972;1332;5;1332;S-P18299;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Polygono-Chenopodion polyspermi;;NA;35;1974;-5.971801567;43.15450593;1 - UTM1x1 + Elevation;480
2142;1333;5;1333;S-P18300;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Polygono-Chenopodion polyspermi;;NA;20;1974;-5.969432129;43.15636831;1 - UTM1x1 + Elevation;450
1879;1334;5;1334;S-P18301;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Polygono-Chenopodion polyspermi;;NA;20;1974;-5.976103332;43.17763085;4 - UTM10x10 + Centroid;300
2024;1335;5;1335;S-P18302;V15;V37;Weed;V15A;0;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Polygono-Chenopodion polyspermi;SW;15;20;1974;-6.025787152;43.20171132;1 - UTM1x1 + Elevation;280
2045;1336;5;1336;S-P18303;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Polygono-Chenopodion polyspermi;;NA;20;1974;-5.920211322;43.15583543;1 - UTM1x1 + Elevation;880
1818;1337;5;1337;S-P18304;V15;V37;Weed;V15B;0;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Polygono-Chenopodion polyspermi;;NA;20;1974;-5.976103332;43.17763085;4 - UTM10x10 + Centroid;320
1699;1338;5;1338;S-P18305;V15;V37;Weed;V15B;0;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Polygono-Chenopodion polyspermi;;NA;30;1974;-6.028245514;43.20164621;2 - UTM1x1 + Centroid;260
1843;1339;5;1339;S-P18306;V15;V15;Weed;V15B;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Polygono-Chenopodion polyspermi;;NA;25;1974;-5.97197604;43.15810302;1 - UTM1x1 + Elevation;440
1844;1340;5;1340;S-P19638;V15;V15;Weed;V15B;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Chenopodietalia albi;N;5;100;1972;-8.094531643;43.09755987;3 - UTM10x10 + Elevation;510
1785;1341;5;1341;S-P19639;V15;V15;Weed;V15B;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Chenopodietalia albi;S;5;100;1972;-8.088912404;43.14822496;3 - UTM10x10 + Elevation;490
1553;1342;5;1342;S-P19640;V15;V15;Weed;V15C;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Chenopodietalia albi;;NA;100;1972;-8.097725607;43.10641983;3 - UTM10x10 + Elevation;470
1558;1343;5;1343;S-P19641;V15;V15;Weed;V15C;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Chenopodietalia albi;;NA;100;1972;-8.090827989;43.11212926;3 - UTM10x10 + Elevation;490
1551;1344;5;1344;S-P19642;V15;V15;Weed;V15C;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Chenopodietalia albi;;NA;100;1972;-8.02314755;43.12593125;3 - UTM10x10 + Elevation;490
1927;1345;5;1345;S-P19643;V15;V15;Weed;V15A;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Chenopodietalia albi;;NA;25;1972;-8.051502377;43.11207612;3 - UTM10x10 + Elevation;480
1922;1346;5;1346;S-P19644;V15;V15;Weed;V15A;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Chenopodietalia albi;;NA;25;1972;-8.064636093;43.18171421;3 - UTM10x10 + Elevation;475
555;1966;3;1966;S-P19645;V35;V;Trampled;V35;0;NA;NA;NA;Associació-Desconeguda;S;NA;NA;1972;-8.138701304;43.12618824;3 - UTM10x10 + Elevation;480
1570;1347;5;1347;S-P19648;V15;V15;Weed;V15C;0;NA;NA;NA;Associació-Desconeguda;;NA;NA;1972;-7.898781588;43.16914822;3 - UTM10x10 + Elevation;470
508;461;3;461;S-P19649;V37;V37;Ruderal;V37;0;NA;NA;NA;Associació-Desconeguda;;NA;NA;1972;-8.119661845;43.16305414;3 - UTM10x10 + Elevation;480
219;462;2;462;S-P19747;V38;V38;Ruderal;V38;6;Artemisietea vulgaris;Carthametalia lanati;Carduo carpetani-Cirsion odontolepidis;Carduo carpetani-Onopordetum acanthii;;NA;150;2001;-5.639464935;42.80428532;3 - UTM10x10 + Elevation;950
1465;1967;4;1967;S-P19749;V35;V35;Trampled;V35;4;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polygono-Coronopodion;Matricario-Polygonetum arenastrii;;4.5;5;2001;-5.595407568;42.80349211;3 - UTM10x10 + Elevation;1000
778;463;3;463;S-P19751;V39;V39;Ruderal;V39;7;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Arction lappae;Galio aparines-Conietum maculati;S;1.8;4;2001;-5.633738198;42.784607;3 - UTM10x10 + Elevation;970
23;2229;1;2229;S-P20227;U37;H32d;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Oxali-Parietarietum diffusae;S;NA;5;1972;-8.835928453;42.28608529;3 - UTM10x10 + Elevation;50
41;2230;1;2230;S-P20228;U37;H32d;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Oxali-Parietarietum diffusae;SW;NA;10;1972;-8.810109025;42.32160787;3 - UTM10x10 + Elevation;70
26;2231;1;2231;S-P20229;U37;V;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Oxali-Parietarietum diffusae;E;NA;10;1972;-8.680480713;42.28311436;3 - UTM10x10 + Elevation;10
2208;2232;5;2232;S-P20230;U37;V15;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Oxali-Parietarietum diffusae;S;NA;10;1972;-8.82620396;42.25957595;3 - UTM10x10 + Elevation;50
582;2233;3;2233;S-P20231;U37;V;Walls;U37;0;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Galio valantiae-Parietarion judaicae;Oxali-Parietarietum diffusae;E;NA;10;1972;-8.69927276;42.22276562;3 - UTM10x10 + Elevation;50
1952;1348;5;1348;S-P20358;V15;V15;Weed;V15A;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Chrysanthemum segetum-Raphanetum;SW;NA;10;1972;-8.815893813;42.25289956;3 - UTM10x10 + Elevation;20
1848;1349;5;1349;S-P20359;V15;V15;Weed;V15A;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Chrysanthemum segetum-Raphanetum;S;NA;10;1972;-8.762577319;42.19978799;3 - UTM10x10 + Elevation;10
1845;1350;5;1350;S-P20360;V15;V32;Weed;V15A;0;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Chrysanthemum segetum-Raphanetum;NW;NA;10;1972;-8.807528945;42.31993864;3 - UTM10x10 + Elevation;60
1860;1351;5;1351;S-P20361;V15;R;Weed;V15A;0;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Chrysanthemum segetum-Raphanetum;NW;NA;10;1972;-8.846578977;42.29634309;3 - UTM10x10 + Elevation;20
2173;1352;5;1352;S-P20362;V15;V32;Weed;V15A;0;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Chrysanthemum segetum-Raphanetum;SW;NA;15;1972;-8.715038524;42.23638179;3 - UTM10x10 + Elevation;40
2171;1353;5;1353;S-P20363;V15;V32;Weed;V15A;0;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Chrysanthemum segetum-Raphanetum;S;NA;10;1972;-8.692361542;42.22671075;3 - UTM10x10 + Elevation;50
528;464;3;464;S-P20364;V39;R22;Ruderal;V37;0;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Chrysanthemum segetum-Raphanetum;E;NA;10;1972;-8.695258067;42.23196771;3 - UTM10x10 + Elevation;80
2214;1354;5;1354;S-P20365;V15;V15;Weed;V15A;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Chrysanthemum segetum-Raphanetum;N;NA;5;1972;-8.741504596;42.42049594;3 - UTM10x10 + Elevation;100
2277;1355;5;1355;S-P20366;V15;V32;Weed;V15A;0;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Chrysanthemum segetum-Raphanetum;NW;NA;8;1972;-8.671631958;42.29255581;3 - UTM10x10 + Elevation;50
2291;1356;5;1356;S-P20367;V15;V32;Weed;V15A;0;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Chrysanthemum segetum-Raphanetum;SW;NA;10;1972;-8.788432989;42.25734148;4 - UTM10x10 + Centroid;700
2211;1357;5;1357;S-P20368;V15;V32;Weed;V15A;0;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Chrysanthemum segetum-Raphanetum;W;NA;10;1972;-8.831525551;42.26470565;3 - UTM10x10 + Elevation;80
2210;1358;5;1358;S-P20369;V15;V32;Weed;V15A;0;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Chrysanthemum segetum-Raphanetum;W;NA;10;1972;-8.83493295;42.27533393;3 - UTM10x10 + Elevation;150
2296;1359;5;1359;S-P20370;V15;V15;Weed;V15A;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Chrysanthemum segetum-Raphanetum;S;NA;10;1972;-8.778387429;42.31961549;3 - UTM10x10 + Elevation;110
1869;1360;5;1360;S-P20371;V15;V;Weed;V15A;0;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Chrysanthemum segetum-Raphanetum;S;NA;15;1972;-8.784260051;42.27790969;3 - UTM10x10 + Elevation;100
1953;1361;5;1361;S-P20372;V15;V32;Weed;V15A;0;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Chrysanthemum segetum-Raphanetum;NW;NA;10;1972;-8.807070288;42.26235004;3 - UTM10x10 + Elevation;100
2298;1362;5;1362;S-P20373;V15;V32;Weed;V15A;0;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Chrysanthemum segetum-Raphanetum;SW;NA;10;1972;-8.852072083;42.30326336;3 - UTM10x10 + Elevation;50
2145;1363;5;1363;S-P20374;V15;V32;Weed;V15A;0;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Chrysanthemum segetum-Raphanetum;SW;NA;11;1972;-8.768499807;42.18508625;3 - UTM10x10 + Elevation;90
1865;1364;5;1364;S-P20375;V15;V32;Weed;V15A;0;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Chrysanthemum segetum-Raphanetum;NW;NA;5;1972;-8.77437999;42.32881996;3 - UTM10x10 + Elevation;20
2282;1365;5;1365;S-P20376;V15;V15;Weed;V15A;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Chrysanthemum segetum-Raphanetum;NE;NA;10;1972;-8.784260051;42.27790969;3 - UTM10x10 + Elevation;110
1881;1366;5;1366;S-P20377;V15;V;Weed;V15A;0;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Chrysanthemum segetum-Raphanetum;SE;NA;10;1972;-8.771750482;42.30014667;3 - UTM10x10 + Elevation;300
1850;1367;5;1367;S-P20378;V15;V32;Weed;V15A;0;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Chrysanthemum segetum-Raphanetum;SE;NA;10;1972;-8.793370647;42.32425804;3 - UTM10x10 + Elevation;120
1728;1368;5;1368;S-P20379;V15;V15;Weed;V15B;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Chrysanthemum segetum-Raphanetum;E;NA;4;1972;-8.792431791;42.1820759;3 - UTM10x10 + Elevation;50
2152;1369;5;1369;S-P20380;V15;R;Weed;V15A;0;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Chrysanthemum segetum-Raphanetum;SE;NA;5;1972;-8.71524754;42.2921837;3 - UTM10x10 + Elevation;50
2164;1370;5;1370;S-P20381;V15;V15;Weed;V15A;2;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Chrysanthemum segetum-Raphanetum;W;NA;5;1972;-8.655053696;42.32398425;3 - UTM10x10 + Elevation;50
2160;1371;5;1371;S-P20382;V15;V32;Weed;V15A;0;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Chrysanthemum segetum-Raphanetum;S;NA;5;1972;-8.73873381;42.28380534;3 - UTM10x10 + Elevation;40
2150;1372;5;1372;S-P20383;V15;V32;Weed;V15A;0;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Chrysanthemum segetum-Raphanetum;SE;NA;4;1972;-8.728858924;42.22848846;3 - UTM10x10 + Elevation;40
2167;1373;5;1373;S-P20384;V15;V32;Weed;V15A;0;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Chrysanthemum segetum-Raphanetum;S;NA;5;1972;-8.745086926;42.22047253;3 - UTM10x10 + Elevation;40
2153;1374;5;1374;S-P20385;V15;V32;Weed;V15A;0;Papaveretea rhoeadis;Aperetalia spicae-venti;Scleranthion annui;Chrysanthemum segetum-Raphanetum;N;NA;7;1972;-8.70650693;42.22240476;3 - UTM10x10 + Elevation;40
1943;1375;5;1375;S-P20386;V15;V32;Weed;V15A;0;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Panicum sanguinale-Mercurialis annua;SE;NA;10;1972;-8.763843749;42.18712146;3 - UTM10x10 + Elevation;100
1948;1376;5;1376;S-P20387;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Panicum sanguinale-Mercurialis annua;SE;NA;30;1972;-8.812854767;42.32506898;3 - UTM10x10 + Elevation;100
1684;1377;5;1377;S-P20388;V15;V15;Weed;V15B;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Panicum sanguinale-Mercurialis annua;E;NA;20;1972;-8.791120671;42.32617246;3 - UTM10x10 + Elevation;50
1786;1378;5;1378;S-P20389;V15;V;Weed;V15B;0;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Panicum sanguinale-Mercurialis annua;W;NA;30;1972;-8.733845821;42.36326797;3 - UTM10x10 + Elevation;20
1790;1379;5;1379;S-P20390;V15;V15;Weed;V15B;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Panicum sanguinale-Mercurialis annua;SW;NA;20;1972;-8.740604573;42.35752745;3 - UTM10x10 + Elevation;30
1783;1380;5;1380;S-P20391;V15;V15;Weed;V15B;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Panicum sanguinale-Mercurialis annua;NW;NA;20;1972;-8.862219828;42.25593399;3 - UTM10x10 + Elevation;80
1791;1381;5;1381;S-P20392;V15;V15;Weed;V15B;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Panicum sanguinale-Mercurialis annua;SW;NA;30;1972;-8.763843749;42.18712146;3 - UTM10x10 + Elevation;100
1789;1382;5;1382;S-P20393;V15;V15;Weed;V15B;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Panicum sanguinale-Mercurialis annua;S;NA;20;1972;-8.809547093;42.28922975;3 - UTM10x10 + Elevation;60
1894;1383;5;1383;S-P20394;V15;V15;Weed;V15A;2;Digitario sanguinalis-Eragrostietea;Eragrostietalia;Spergulo arvensis-Erodion cicutariae;Panicum sanguinale-Mercurialis annua;SW;NA;6;1972;-8.827528709;42.27391134;3 - UTM10x10 + Elevation;60
