"Relevé number","SIVIMID","Original.Taxon","Analysis.Names","Cover","Cover.percent"
"233","S-P20431","Erigeron canadense","Erigeron canadensis","+",1
"233","S-P20431","Foeniculum vulgare","Foeniculum vulgare","+",1
"233","S-P20431","Galium mollugo subsp. elatum","Galium mollugo","+",1
"233","S-P20431","Geranium dissectum","Geranium dissectum","+",1
"233","S-P20431","Geranium molle","Geranium molle","+",1
"233","S-P20431","Holcus lanatus","Holcus lanatus","1",5
"233","S-P20431","Hordeum murinum","Hordeum murinum","1",5
"233","S-P20431","Poa annua","Ochlopoa annua","+",1
"233","S-P20431","Paspalum dilatatum","Paspalum dilatatum","+",1
"233","S-P20431","Anchusa sempervirens","Pentaglottis sempervirens","+",1
"233","S-P20431","Plantago lanceolata","Plantago lanceolata","+",1
"233","S-P20431","Pteridium aquilinum","Pteridium aquilinum","1",5
"233","S-P20431","Ranunculus repens","Ranunculus repens","+",1
"233","S-P20431","Rubus ulmifolius","Rubus ulmifolius","p",62.5
"233","S-P20431","Rumex obtusifolius","Rumex obtusifolius","+",1
"233","S-P20431","Rumex pulcher subsp. pulcher","Rumex pulcher","+",1
"233","S-P20431","Salix viminea","Salix viminalis","+",1
"233","S-P20431","Sambucus nigra","Sambucus nigra","+",1
"233","S-P20431","Scrophularia scorodonia","Scrophularia scorodonia","+",1
"233","S-P20431","Silene alba subsp. divaricata","Silene latifolia","+",1
"233","S-P20431","Sonchus asper","Sonchus asper","+",1
"233","S-P20431","Trifolium repens","Trifolium repens","+",1
"233","S-P20431","Urtica dioica","Urtica dioica","+",1
"234","S-P20432","Agrostis tenuis","Agrostis capillaris","+",1
"234","S-P20432","Bellis peprennis","Bellis perennis","+",1
"234","S-P20432","Bromus mollis","Bromus hordeaceus","+",1
"234","S-P20432","Campanula rapunculus","Campanula rapunculus","+",1
"234","S-P20432","Cerastium glomeratum","Cerastium glomeratum","+",1
"234","S-P20432","Chrysanthemum myconis","Coleostephus myconis","+",1
"234","S-P20432","Crepis capillaris","Crepis capillaris","+",1
"234","S-P20432","Dactylis glomerata","Dactylis glomerata","+",1
"234","S-P20432","Daucus carota subsp. maximus","Daucus carota","+",1
"234","S-P20432","Digitalis purpurea","Digitalis purpurea","1",5
"234","S-P20432","Erigeron canadense","Erigeron canadensis","+",1
"234","S-P20432","Foeniculum vulgare","Foeniculum vulgare","+",1
"234","S-P20432","Galium mollugo subsp. elatum","Galium mollugo","+",1
"234","S-P20432","Holcus lanatus","Holcus lanatus","1",5
"234","S-P20432","Hypochaeris radicata","Hypochaeris radicata","+",1
"234","S-P20432","Senecio foliosus","Jacobaea vulgaris","+",1
"234","S-P20432","Jasione montana","Jasione montana","+",1
"234","S-P20432","Juncus bufonius","Juncus bufonius","+",1
"234","S-P20432","Juncus effusus","Juncus effusus","+",1
"234","S-P20432","Malva sylvestris","Malva sylvestris","+",1
"234","S-P20432","Picris hieracioides","Picris hieracioides","+",1
"234","S-P20432","Plantago lanceolata","Plantago lanceolata","+",1
"234","S-P20432","Polygonum aviculare","Polygonum aviculare","+",1
"234","S-P20432","Raphanus raphanistrum subsp. microcarpus","Raphanus raphanistrum","+",1
"234","S-P20432","Rumex obtusifolius","Rumex obtusifolius","+",1
"234","S-P20432","Rumex pulcher subsp. pulcher","Rumex pulcher","+",1
"234","S-P20432","Scrophularia scorodonia","Scrophularia scorodonia","1",5
"234","S-P20432","Senecio vulgaris","Senecio vulgaris","+",1
"234","S-P20432","Sonchus asper","Sonchus asper","+",1
"234","S-P20432","Sonchus oleraceus","Sonchus oleraceus","+",1
"234","S-P20432","Spergularia purpurea","Spergularia purpurea","+",1
"235","S-P20433","Achillea millefolium","Achillea millefolium","+",1
"235","S-P20433","Adenocarpus complicatus","Adenocarpus complicatus","+",1
"235","S-P20433","Agrostis tenuis","Agrostis capillaris","+",1
"235","S-P20433","Agrostis stolonifera","Agrostis stolonifera","+",1
"235","S-P20433","Anthemis arvensis","Anthemis arvensis","+",1
"235","S-P20433","Avena alba","Avena barbata","+",1
"235","S-P20433","Brachypodium pinnatum","Brachypodium rupestre","+",1
"235","S-P20433","Bromus mollis","Bromus hordeaceus","+",1
"235","S-P20433","Campanula patula","Campanula patula","+",1
"235","S-P20433","Cerastium semidecandrum subsp. semidecandrum","Cerastium semidecandrum","+",1
"235","S-P20433","Chelidonium majus","Chelidonium majus","+",1
"235","S-P20433","Cirsium filipendulum","Cirsium filipendulum","+",1
"235","S-P20433","Chrysanthemum myconis","Coleostephus myconis","+",1
"235","S-P20433","Conium maculatum","Conium maculatum","+",1
"235","S-P20433","Crepis capillaris","Crepis capillaris","+",1
"235","S-P20433","Cynodon dactylon","Cynodon dactylon","b",5
"235","S-P20433","Dactylis glomerata","Dactylis glomerata","+",1
"235","S-P20433","Daucus carota subsp. maximus","Daucus carota","+",1
"235","S-P20433","Digitalis purpurea","Digitalis purpurea","+",1
"235","S-P20433","Chenopodium ambrosioides","Dysphania ambrosioides","+",1
"235","S-P20433","Foeniculum vulgare","Foeniculum vulgare","+",1
"235","S-P20433","Galium mollugo subsp. elatum","Galium mollugo","+",1
"235","S-P20433","Geranium molle","Geranium molle","+",1
"235","S-P20433","Gnaphalium purpureum var. purpureum","Gnaphalium purpureum","+",1
"235","S-P20433","Senecio foliosus","Jacobaea vulgaris","+",1
"235","S-P20433","Mentha rotundifolia","Mentha suaveolens","+",1
"235","S-P20433","Oxalis corniculata","Oxalis corniculata","+",1
"235","S-P20433","Paspalum dilatatum","Paspalum dilatatum","+",1
"235","S-P20433","Plantago lanceolata","Plantago lanceolata","+",1
"235","S-P20433","Brunella vulgaris","Prunella vulgaris","+",1
"235","S-P20433","Arrhenatherum longifolium","Pseudarrhenatherum longifolium","+",1
"235","S-P20433","Pteridium aquilinum","Pteridium aquilinum","2",15
"235","S-P20433","Ranunculus bulbosus","Ranunculus bulbosus","+",1
"235","S-P20433","Ranunculus repens","Ranunculus repens","+",1
"235","S-P20433","Raphanus raphanistrum subsp. microcarpus","Raphanus raphanistrum","+",1
"235","S-P20433","Rubus ulmifolius","Rubus ulmifolius","k",37.5
"235","S-P20433","Rumex pulcher subsp. pulcher","Rumex pulcher","+",1
"235","S-P20433","Salix atrocinerea","Salix cinerea subsp. oleifolia","+",1
"235","S-P20433","Silene alba subsp. divaricata","Silene latifolia","+",1
"235","S-P20433","Sonchus oleraceus","Sonchus oleraceus","+",1
"235","S-P20433","Trifolium repens","Trifolium repens","+",1
"235","S-P20433","Vicia sativa subsp. nigra","Vicia sativa","+",1
"236","S-P21804","Agrostis tenuis","Agrostis capillaris","a",5
"236","S-P21804","Cirsium vulgare","Cirsium vulgare","+",1
"236","S-P21804","Digitalis purpurea","Digitalis purpurea","+",1
"236","S-P21804","Galeopsis tetrahit","Galeopsis tetrahit","+",1
"236","S-P21804","Malva neglecta","Malva neglecta","a",5
"236","S-P21804","Poa supina","Ochlopoa supina","1",5
"236","S-P21804","Senecio duriaei","Senecio duriaei","a",5
"236","S-P21804","Urtica dioica","Urtica dioica","1",5
"237","S-P21809","Gagea fistulosa","Gagea liotardii","3",37.5
"237","S-P21809","Galeopsis tetrahit","Galeopsis tetrahit","2",15
"237","S-P21809","Geranium pyrenaicum","Geranium pyrenaicum","+",1
"237","S-P21809","Lamium album","Lamium album","a",5
"237","S-P21809","Malva neglecta","Malva neglecta","a",5
"237","S-P21809","Poa supina","Ochlopoa supina","1",5
"237","S-P21809","Polygonum aviculare","Polygonum aviculare","+",1
"237","S-P21809","Senecio duriaei","Senecio duriaei","a",5
"237","S-P21809","Stellaria media","Stellaria media","1",5
"237","S-P21809","Taraxacum officinale","Taraxacum","+",1
"237","S-P21809","Trifolium repens","Trifolium repens","+",1
"237","S-P21809","Urtica dioica","Urtica dioica","3",37.5
"238","S-P21810","Arctium minus","Arctium minus","a",5
"238","S-P21810","Ballota nigra subsp. foetida","Ballota nigra","+",1
"238","S-P21810","Dactylis glomerata","Dactylis glomerata","1",5
"238","S-P21810","Senecio jacobaea","Jacobaea vulgaris","+",1
"238","S-P21810","Lapsana communis","Lapsana communis","1",5
"238","S-P21810","Ligusticum lucidum subsp. lucidum","Ligusticum lucidum","+",1
"238","S-P21810","Malva neglecta","Malva neglecta","+",1
"238","S-P21810","Nepeta latifolia","Nepeta cantabrica","+",1
"238","S-P21810","Sonchus oleraceus","Sonchus oleraceus","a",5
"238","S-P21810","Torilis arvensis subsp. purpurea","Torilis africana","a",5
"238","S-P21810","Urtica dioica","Urtica dioica","3",37.5
"239","S-P21812","Arctium minus","Arctium minus","+",1
"239","S-P21812","Ballota nigra subsp. foetida","Ballota nigra","1",5
"239","S-P21812","Dactylis glomerata","Dactylis glomerata","1",5
"239","S-P21812","Lamium maculatum","Lamium maculatum","+",1
"239","S-P21812","Lapsana communis","Lapsana communis","1",5
"239","S-P21812","Lolium parenne","Lolium perenne","+",1
"239","S-P21812","Malva neglecta","Malva neglecta","+",1
"239","S-P21812","Marrubium vulgare","Marrubium vulgare","+",1
"239","S-P21812","Polygonum persicaria","Persicaria maculosa","a",5
"239","S-P21812","Polygonum aviculare","Polygonum aviculare","+",1
"239","S-P21812","Sherardia arvensis","Sherardia arvensis","a",5
"239","S-P21812","Sisymbrium officinale","Sisymbrium officinale","+",1
"239","S-P21812","Sonchus oleraceus","Sonchus oleraceus","+",1
"239","S-P21812","Urtica dioica","Urtica dioica","4",62.5
"239","S-P21812","Urtica urens","Urtica urens","a",5
"239","S-P21812","Verbena officinalis","Verbena officinalis","+",1
"240","T-P02602","Bromus sterilis","Anisantha sterilis","3",37.5
"240","T-P02602","Bryonia cretica subsp. dioica","Bryonia dioica","+",1
"240","T-P02602","Chenopodium album","Chenopodium album","+",1
"240","T-P02602","Conium maculatum","Conium maculatum","2",15
"240","T-P02602","Echium vulgare","Echium vulgare","1",5
"240","T-P02602","Galium aparine","Galium aparine","1",5
"240","T-P02602","Hordeum murinum","Hordeum murinum","1",5
"240","T-P02602","Lactuca virosa","Lactuca serriola","+",1
"240","T-P02602","Malva sylvestris","Malva sylvestris","1",5
"240","T-P02602","Onopordum acanthium","Onopordum acanthium","3",37.5
"240","T-P02602","Rubus ulmifolius","Rubus ulmifolius","+",1
"241","T-P03067","Calystegia sepium","Calystegia sepium","+",1
"241","T-P03067","Dactylis glomerata","Dactylis glomerata","1",5
"241","T-P03067","Galium aparine","Galium aparine","+",1
"241","T-P03067","Geranium dissectum","Geranium dissectum","+",1
"241","T-P03067","Geranium pyrenaicum","Geranium pyrenaicum","+",1
"241","T-P03067","Lamium maculatum","Lamium maculatum","+",1
"241","T-P03067","Lapsana communis","Lapsana communis","+",1
"241","T-P03067","Lotus corniculatus","Lotus corniculatus","+",1
"241","T-P03067","Malva sylvestris","Malva sylvestris","+",1
"241","T-P03067","Origanum vulgare","Origanum vulgare","+",1
"241","T-P03067","Pteridium aquilinum","Pteridium aquilinum","+",1
"241","T-P03067","Ranunculus acris","Ranunculus acris","1",5
"241","T-P03067","Rubus ulmifolius","Rubus ulmifolius","1",5
"241","T-P03067","Rumex obtusifolius","Rumex obtusifolius","+",1
"241","T-P03067","Sambucus ebulus","Sambucus ebulus","2",15
"241","T-P03067","Sonchus oleraceus","Sonchus oleraceus","+",1
"241","T-P03067","Urtica dioica","Urtica dioica","3",37.5
"242","T-P03068","Bromus sterilis","Anisantha sterilis","+",1
"242","T-P03068","Calystegia sepium","Calystegia sepium","1",5
"242","T-P03068","Dactylis glomerata","Dactylis glomerata","+",1
"242","T-P03068","Galium aparine","Galium aparine","+",1
"242","T-P03068","Geranium dissectum","Geranium dissectum","+",1
"242","T-P03068","Holcus lanatus","Holcus lanatus","+",1
"242","T-P03068","Dorycnium rectum","Lotus pedunculatus","+",1
"242","T-P03068","Malva sylvestris","Malva sylvestris","+",1
"242","T-P03068","Origanum vulgare","Origanum vulgare","+",1
"242","T-P03068","Ranunculus acris","Ranunculus acris","+",1
"242","T-P03068","Rubus ulmifolius","Rubus ulmifolius","1",5
"242","T-P03068","Sambucus ebulus","Sambucus ebulus","3",37.5
"242","T-P03068","Senecio vulgaris","Senecio vulgaris","+",1
"242","T-P03068","Sonchus oleraceus","Sonchus oleraceus","+",1
"242","T-P03068","Stellaria holostea","Stellaria holostea","+",1
"242","T-P03068","Urtica dioica","Urtica dioica","1",5
"243","T-P03069","Calystegia sepium","Calystegia sepium","1",5
"243","T-P03069","Cirsium vulgare","Cirsium vulgare","1",5
"243","T-P03069","Dactylis glomerata","Dactylis glomerata","2",15
"243","T-P03069","Galium aparine","Galium aparine","1",5
"243","T-P03069","Geranium dissectum","Geranium dissectum","+",1
"243","T-P03069","Holcus lanatus","Holcus lanatus","+",1
"243","T-P03069","Lamium maculatum","Lamium maculatum","1",5
"243","T-P03069","Lapsana communis","Lapsana communis","+",1
"243","T-P03069","Lotus corniculatus","Lotus corniculatus","+",1
"243","T-P03069","Dorycnium rectum","Lotus pedunculatus","+",1
"243","T-P03069","Malva sylvestris","Malva sylvestris","2",15
"243","T-P03069","Origanum vulgare","Origanum vulgare","1",5
"243","T-P03069","Ranunculus acris","Ranunculus acris","1",5
"243","T-P03069","Rubus ulmifolius","Rubus ulmifolius","1",5
"243","T-P03069","Rumex obtusifolius","Rumex obtusifolius","1",5
"243","T-P03069","Sambucus ebulus","Sambucus ebulus","2",15
"243","T-P03069","Sonchus oleraceus","Sonchus oleraceus","+",1
"243","T-P03069","Stellaria holostea","Stellaria holostea","+",1
"243","T-P03069","Urtica dioica","Urtica dioica","2",15
"244","T-P03070","Bromus sterilis","Anisantha sterilis","+",1
"244","T-P03070","Calystegia sepium","Calystegia sepium","1",5
"244","T-P03070","Cirsium vulgare","Cirsium vulgare","1",5
"244","T-P03070","Dactylis glomerata","Dactylis glomerata","1",5
"244","T-P03070","Holcus lanatus","Holcus lanatus","+",1
"244","T-P03070","Lapsana communis","Lapsana communis","+",1
"244","T-P03070","Lavatera cretica","Malva multiflora","+",1
"244","T-P03070","Malva sylvestris","Malva sylvestris","1",5
"244","T-P03070","Raphanus raphanistrum","Raphanus raphanistrum","+",1
"244","T-P03070","Rumex obtusifolius","Rumex obtusifolius","1",5
"244","T-P03070","Sambucus ebulus","Sambucus ebulus","5",87.5
"244","T-P03070","Senecio vulgaris","Senecio vulgaris","+",1
"244","T-P03070","Sonchus oleraceus","Sonchus oleraceus","+",1
"244","T-P03070","Urtica dioica","Urtica dioica","2",15
"245","T-P03071","Cirsium vulgare","Cirsium vulgare","+",1
"245","T-P03071","Galium aparine","Galium aparine","+",1
"245","T-P03071","Geranium pyrenaicum","Geranium pyrenaicum","1",5
"245","T-P03071","Lamium maculatum","Lamium maculatum","1",5
"245","T-P03071","Lotus corniculatus","Lotus corniculatus","+",1
"245","T-P03071","Sonchus oleraceus","Sonchus oleraceus","+",1
"245","T-P03071","Urtica dioica","Urtica dioica","4",62.5
"246","T-P03072","Angelica sylvestris","Angelica sylvestris","1",5
"246","T-P03072","Calystegia sepium","Calystegia sepium","+",1
"246","T-P03072","Galium aparine","Galium aparine","+",1
"246","T-P03072","Geranium pyrenaicum","Geranium pyrenaicum","+",1
"246","T-P03072","Origanum vulgare","Origanum vulgare","+",1
"246","T-P03072","Sambucus ebulus","Sambucus ebulus","3",37.5
"246","T-P03072","Sonchus oleraceus","Sonchus oleraceus","+",1
"246","T-P03072","Urtica dioica","Urtica dioica","+",1
"247","T-P03073","Angelica sylvestris","Angelica sylvestris","1",5
"247","T-P03073","Galium aparine","Galium aparine","+",1
"247","T-P03073","Rumex obtusifolius","Rumex obtusifolius","+",1
"247","T-P03073","Sambucus ebulus","Sambucus ebulus","3",37.5
"247","T-P03073","Senecio vulgaris","Senecio vulgaris","+",1
"248","T-P04812","Arctium minus","Arctium minus","+",1
"248","T-P04812","Cruciata laevipes","Cruciata laevipes","1",5
"248","T-P04812","Cynoglossum officinale","Cynoglossum creticum","1",5
"248","T-P04812","Geranium pyrenaicum","Geranium pyrenaicum","2",15
"248","T-P04812","Lamium maculatum","Lamium maculatum","2",15
"248","T-P04812","Lolium perenne","Lolium perenne","1",5
"248","T-P04812","Malva pusilla","Malva neglecta","+",1
"248","T-P04812","Sherardia arvensis","Sherardia arvensis","+",1
"248","T-P04812","Stellaria media","Stellaria media","2",15
"248","T-P04812","Taraxacum officinale","Taraxacum","1",5
"248","T-P04812","Urtica dioica","Urtica dioica","5",87.5
"249","T-P04813","Artemisia vulgaris","Artemisia vulgaris","1",5
"249","T-P04813","Asperugo procumbens","Asperugo procumbens","1",5
"249","T-P04813","Bromus hordeaceus","Bromus hordeaceus","2",15
"249","T-P04813","Cynoglossum officinale","Cynoglossum creticum","+",1
"249","T-P04813","Dactylis glomerata","Dactylis glomerata","1",5
"249","T-P04813","Galeopsis carpetana","Galeopsis angustifolia","+",1
"249","T-P04813","Galium aparine","Galium aparine","+",1
"249","T-P04813","Geranium pyrenaicum","Geranium pyrenaicum","+",1
"249","T-P04813","Malva moschata","Malva moschata","+",1
"249","T-P04813","Rumex crispus","Rumex crispus","1",5
"249","T-P04813","Senecio duriaei","Senecio duriaei","3",37.5
"249","T-P04813","Urtica dioica","Urtica dioica","3",37.5
"249","T-P04813","Verbascum thapsus","Verbascum thapsus","+",1
"250","T-P04814","Geranium pyrenaicum","Geranium pyrenaicum","1",5
"250","T-P04814","Taraxacum officinale","Taraxacum","+",1
"250","T-P04814","Urtica dioica","Urtica dioica","3",37.5
"251","T-P04815","Adenostyles pyrenaica","Adenostyles alpina","+",1
"251","T-P04815","Sisymbrium austriacum subsp. chrysanthum","Sisymbrium austriacum","3",37.5
"251","T-P04815","Urtica dioica","Urtica dioica","+",1
"252","T-P04816","Echium asturicum","Echium vulgare","+",1
"252","T-P04816","Geranium pyrenaicum","Geranium pyrenaicum","+",1
"252","T-P04816","Malva moschata","Malva moschata","2",15
"252","T-P04816","Myosotis alpestris","Myosotis alpestris","1",5
"252","T-P04816","Rumex crispus","Rumex crispus","+",1
"252","T-P04816","Urtica dioica","Urtica dioica","4",62.5
"253","T-P05178","Bromus diandrus","Anisantha diandra","1",5
"253","T-P05178","Brassica napus","Brassica napus","+",1
"253","T-P05178","Galium aparine","Galium aparine","1",5
"253","T-P05178","Lamium maculatum","Lamium maculatum","1",5
"253","T-P05178","Plantago lanceolata","Plantago lanceolata","+",1
"253","T-P05178","Pteridium aquilinum","Pteridium aquilinum","+",1
"253","T-P05178","Rubus ulmifolius","Rubus ulmifolius","+",1
"253","T-P05178","Rumex obtusifolius","Rumex obtusifolius","1",5
"253","T-P05178","Sambucus ebulus","Sambucus ebulus","2",15
"253","T-P05178","Solanum nigrum","Solanum nigrum","1",5
"253","T-P05178","Sonchus oleraceus","Sonchus oleraceus","+",1
"253","T-P05178","Urtica dioica","Urtica dioica","4",62.5
"254","T-P05179","Bromus diandrus","Anisantha diandra","1",5
"254","T-P05179","Calystegia sepium","Calystegia sepium","+",1
"254","T-P05179","Galium aparine","Galium aparine","1",5
"254","T-P05179","Geranium dissectum","Geranium dissectum","1",5
"254","T-P05179","Holcus lanatus","Holcus lanatus","1",5
"254","T-P05179","Lamium maculatum","Lamium maculatum","1",5
"254","T-P05179","Sambucus ebulus","Sambucus ebulus","3",37.5
"254","T-P05179","Sonchus oleraceus","Sonchus oleraceus","+",1
"254","T-P05179","Urtica dioica","Urtica dioica","3",37.5
"255","T-P05180","Agrostis stolonifera","Agrostis stolonifera","1",5
"255","T-P05180","Calystegia sepium","Calystegia sepium","+",1
"255","T-P05180","Dactylis glomerata","Dactylis glomerata","1",5
"255","T-P05180","Galium aparine","Galium aparine","1",5
"255","T-P05180","Geranium dissectum","Geranium dissectum","+",1
"255","T-P05180","Geranium robertianum","Geranium robertianum","+",1
"255","T-P05180","Holcus lanatus","Holcus lanatus","2",15
"255","T-P05180","Lolium multiflorum","Lolium multiflorum","1",5
"255","T-P05180","Ranunculus despectus","Ranunculus acris","+",1
"255","T-P05180","Rubus ulmifolius","Rubus ulmifolius","1",5
"255","T-P05180","Rumex obtusifolius","Rumex obtusifolius","+",1
"255","T-P05180","Sambucus ebulus","Sambucus ebulus","4",62.5
"255","T-P05180","Festuca arundinacea","Schedonorus arundinaceus","1",5
"255","T-P05180","Urtica dioica","Urtica dioica","2",15
"256","T-P05181","Bromus diandrus","Anisantha diandra","2",15
"256","T-P05181","Arctium minus","Arctium minus","+",1
"256","T-P05181","Calystegia sepium","Calystegia sepium","1",5
"256","T-P05181","Dactylis glomerata","Dactylis glomerata","+",1
"256","T-P05181","Geranium dissectum","Geranium dissectum","1",5
"256","T-P05181","Lapsana communis","Lapsana communis","+",1
"256","T-P05181","Lolium perenne","Lolium perenne","1",5
"256","T-P05181","Poa trivialis","Poa trivialis","1",5
"256","T-P05181","Ranunculus despectus","Ranunculus acris","1",5
"256","T-P05181","Sambucus ebulus","Sambucus ebulus","4",62.5
"256","T-P05181","Sonchus asper","Sonchus asper","1",5
"256","T-P05181","Urtica dioica","Urtica dioica","3",37.5
"257","T-P05182","Angelica sylvestris","Angelica sylvestris","+",1
"257","T-P05182","Arctium minus","Arctium minus","3",37.5
"257","T-P05182","Arum italicum","Arum italicum","+",1
"257","T-P05182","Geranium robertianum","Geranium robertianum","1",5
"257","T-P05182","Mentha suaveolens","Mentha suaveolens","+",1
"257","T-P05182","Rumex obtusifolius","Rumex obtusifolius","+",1
"257","T-P05182","Sambucus ebulus","Sambucus ebulus","2",15
"257","T-P05182","Scrophularia auriculata","Scrophularia auriculata","+",1
"257","T-P05182","Urtica dioica","Urtica dioica","2",15
"257","T-P05182","Verbena officinalis","Verbena officinalis","+",1
"258","T-P05183","Bromus diandrus","Anisantha diandra","+",1
"258","T-P05183","Dactylis glomerata","Dactylis glomerata","+",1
"258","T-P05183","Dipsacus fullonum","Dipsacus fullonum","+",1
"258","T-P05183","Foeniculum vulgare","Foeniculum vulgare","+",1
"258","T-P05183","Holcus lanatus","Holcus lanatus","+",1
"258","T-P05183","Hordeum murinum","Hordeum murinum","1",5
"258","T-P05183","Lolium multiflorum","Lolium multiflorum","+",1
"258","T-P05183","Lavatera cretica","Malva multiflora","+",1
"258","T-P05183","Poa trivialis","Poa trivialis","+",1
"258","T-P05183","Sambucus ebulus","Sambucus ebulus","5",87.5
"258","T-P05183","Festuca arundinacea","Schedonorus arundinaceus","+",1
"258","T-P05183","Sonchus oleraceus","Sonchus oleraceus","+",1
"258","T-P05183","Urtica dioica","Urtica dioica","3",37.5
"259","T-P05184","Borago officinalis","Borago officinalis","+",1
"259","T-P05184","Fumaria capreolata","Fumaria capreolata","+",1
"259","T-P05184","Geum urbanum","Geum urbanum","+",1
"259","T-P05184","Lamium maculatum","Lamium maculatum","2",15
"259","T-P05184","Parietaria judaica","Parietaria judaica","2",15
"259","T-P05184","Picris hieracioides","Picris hieracioides","1",5
"259","T-P05184","Rubus ulmifolius","Rubus ulmifolius","+",1
"259","T-P05184","Sambucus ebulus","Sambucus ebulus","2",15
"259","T-P05184","Sinapis arvensis","Sinapis arvensis","+",1
"259","T-P05184","Smyrnium olusatrum","Smyrnium olusatrum","1",5
"259","T-P05184","Sonchus oleraceus","Sonchus oleraceus","+",1
"259","T-P05184","Urtica dioica","Urtica dioica","4",62.5
"260","T-P05961","Chelidonium majus","Chelidonium majus","+",1
"260","T-P05961","Dactylis glomerata","Dactylis glomerata","+",1
"260","T-P05961","Echium plantagineum","Echium plantagineum","+",1
"260","T-P05961","Cheiranthus cheiri","Erysimum cheiri","+",1
"260","T-P05961","Foeniculum vulgare","Foeniculum vulgare","1",5
"260","T-P05961","Galium aparine","Galium aparine","1",5
"260","T-P05961","Lavatera cretica","Malva multiflora","y",0.1
"260","T-P05961","Parietaria judaica","Parietaria judaica","1",5
"260","T-P05961","Phytolacca americana","Phytolacca americana","+",1
"260","T-P05961","Sinapis alba subsp. mairei","Sinapis alba","4",62.5
"260","T-P05961","Smyrnium olusatrum","Smyrnium olusatrum","5",87.5
"260","T-P05961","Sonchus oleraceus","Sonchus oleraceus","+",1
"261","T-P05962","Carduus tenuiflorus","Carduus tenuiflorus","+",1
"261","T-P05962","Dactylis glomerata","Dactylis glomerata","+",1
"261","T-P05962","Foeniculum vulgare","Foeniculum vulgare","+",1
"261","T-P05962","Galium aparine","Galium aparine","+",1
"261","T-P05962","Geranium molle","Geranium molle","1",5
"261","T-P05962","Hedera helix","Hedera helix s.l.","1",5
"261","T-P05962","Lamium maculatum","Lamium maculatum","+",1
"261","T-P05962","Phytolacca americana","Phytolacca americana","+",1
"261","T-P05962","Rumex crispus","Rumex crispus","+",1
"261","T-P05962","Smyrnium olusatrum","Smyrnium olusatrum","5",87.5
"262","T-P05963","Bromus diandrus","Anisantha diandra","+",1
"262","T-P05963","Chelidonium majus","Chelidonium majus","+",1
"262","T-P05963","Foeniculum vulgare","Foeniculum vulgare","1",5
"262","T-P05963","Galium aparine","Galium aparine","1",5
"262","T-P05963","Geranium molle","Geranium molle","+",1
"262","T-P05963","Medicago arabica","Medicago arabica","1",5
"262","T-P05963","Silene latifolia","Silene latifolia","+",1
"262","T-P05963","Smyrnium olusatrum","Smyrnium olusatrum","5",87.5
"262","T-P05963","Vicia sativa","Vicia sativa","+",1
"263","T-P05964","Bromus diandrus","Anisantha diandra","1",5
"263","T-P05964","Chelidonium majus","Chelidonium majus","1",5
"263","T-P05964","Galium aparine","Galium aparine","1",5
"263","T-P05964","Smyrnium olusatrum","Smyrnium olusatrum","5",87.5
"263","T-P05964","Sonchus oleraceus","Sonchus oleraceus","y",0.1
"263","T-P05964","Urtica dioica","Urtica dioica","1",5
"263","T-P05964","Urtica membranacea","Urtica membranacea","+",1
"264","T-P05965","Arum italicum","Arum italicum","1",5
"264","T-P05965","Asphodelus albus","Asphodelus albus","1",5
"264","T-P05965","Ballota nigra subsp. foetida","Ballota nigra","+",1
"264","T-P05965","Castanea sativa","Castanea sativa","+",1
"264","T-P05965","Galium aparine","Galium aparine","+",1
"264","T-P05965","Geranium lucidum","Geranium lucidum","y",0.1
"264","T-P05965","Oenanthe crocata","Oenanthe crocata","y",0.1
"264","T-P05965","Polygonatum odoratum","Polygonatum odoratum","+",1
"264","T-P05965","Pteridium aquilinum","Pteridium aquilinum","2",15
"264","T-P05965","Sambucus nigra","Sambucus nigra","y",0.1
"264","T-P05965","Silene latifolia","Silene latifolia","1",5
"264","T-P05965","Smyrnium olusatrum","Smyrnium olusatrum","5",87.5
"264","T-P05965","Urtica dioica","Urtica dioica","3",37.5
"265","T-P05966","Bromus diandrus","Anisantha diandra","1",5
"265","T-P05966","Bryonia cretica","Bryonia dioica","+",1
"265","T-P05966","Chelidonium majus","Chelidonium majus","2",15
"265","T-P05966","Galium aparine","Galium aparine","1",5
"265","T-P05966","Geranium lucidum","Geranium lucidum","+",1
"265","T-P05966","Lamium maculatum","Lamium maculatum","2",15
"265","T-P05966","Mentha suaveolens","Mentha suaveolens","y",0.1
"265","T-P05966","Silene latifolia","Silene latifolia","1",5
"265","T-P05966","Smyrnium olusatrum","Smyrnium olusatrum","4",62.5
"265","T-P05966","Urtica dioica","Urtica dioica","2",15
"266","T-P05967","Bromus diandrus","Anisantha diandra","2",15
"266","T-P05967","Arum italicum","Arum italicum","+",1
"266","T-P05967","Bryonia cretica","Bryonia dioica","1",5
"266","T-P05967","Carduus tenuiflorus","Carduus tenuiflorus","+",1
"266","T-P05967","Dactylis glomerata","Dactylis glomerata","y",0.1
"266","T-P05967","Galactites tomentosa","Galactites tomentosus","1",5
"266","T-P05967","Galium aparine","Galium aparine","1",5
"266","T-P05967","Geranium lucidum","Geranium lucidum","1",5
"266","T-P05967","Geranium molle","Geranium molle","+",1
"266","T-P05967","Lamium maculatum","Lamium maculatum","+",1
"266","T-P05967","Pentaglottis sempervirens","Pentaglottis sempervirens","1",5
