"Relevé number","SIVIMID","Original.Taxon","Analysis.Names","Cover","Cover.percent"
"1312","T-P02592","Hordeum murinum","Hordeum murinum","4",62.5
"1312","T-P02592","Lolium perenne","Lolium perenne","3",37.5
"1312","T-P02592","Plantago lanceolata","Plantago lanceolata","+",1
"1312","T-P02592","Cucubalus baccifer","Silene baccifera","+",1
"1312","T-P02592","Sonchus asper","Sonchus asper","+",1
"1312","T-P02592","Urtica dioica","Urtica dioica","+",1
"1313","T-P02593","Bromus hordeaceus","Bromus hordeaceus","+",1
"1313","T-P02593","Chenopodium album","Chenopodium album","+",1
"1313","T-P02593","Chamaemelum mixtum","Cladanthus mixtus","+",1
"1313","T-P02593","Eryngium campestre","Eryngium campestre","1",5
"1313","T-P02593","Hordeum murinum","Hordeum murinum","5",87.5
"1313","T-P02593","Lolium perenne","Lolium perenne","1",5
"1313","T-P02593","Polygonum aviculare","Polygonum aviculare","+",1
"1313","T-P02593","Raphanus raphanistrum","Raphanus raphanistrum","+",1
"1314","T-P02594","Agrostis capillaris","Agrostis capillaris","1",5
"1314","T-P02594","Bromus hordeaceus","Bromus hordeaceus","1",5
"1314","T-P02594","Chenopodium album","Chenopodium album","+",1
"1314","T-P02594","Chamaemelum mixtum","Cladanthus mixtus","+",1
"1314","T-P02594","Convolvulus arvensis","Convolvulus arvensis","1",5
"1314","T-P02594","Crepis capillaris","Crepis capillaris","+",1
"1314","T-P02594","Eryngium campestre","Eryngium campestre","1",5
"1314","T-P02594","Hordeum murinum","Hordeum murinum","4",62.5
"1314","T-P02594","Hypochoeris radicata","Hypochaeris radicata","+",1
"1314","T-P02594","Senecio jacobaea","Jacobaea vulgaris","+",1
"1314","T-P02594","Lolium perenne","Lolium perenne","1",5
"1314","T-P02594","Plantago lanceolata","Plantago lanceolata","+",1
"1314","T-P02594","Trifolium pratense","Trifolium pratense","+",1
"1314","T-P02594","Trifolium repens","Trifolium repens","+",1
"1315","T-P02595","Bromus rigidus","Anisantha rigida","+",1
"1315","T-P02595","Bromus sterilis","Anisantha sterilis","4",62.5
"1315","T-P02595","Bellis perennis","Bellis perennis","+",1
"1315","T-P02595","Bromus hordeaceus","Bromus hordeaceus","+",1
"1315","T-P02595","Chamaemelum mixtum","Cladanthus mixtus","+",1
"1315","T-P02595","Galium aparine","Galium aparine","+",1
"1315","T-P02595","Hordeum murinum","Hordeum murinum","1",5
"1315","T-P02595","Senecio jacobaea","Jacobaea vulgaris","+",1
"1315","T-P02595","Lepidium heterophyllum","Lepidium heterophyllum","+",1
"1315","T-P02595","Lolium perenne","Lolium perenne","1",5
"1315","T-P02595","Medicago arabica","Medicago arabica","1",5
"1315","T-P02595","Plantago lanceolata","Plantago lanceolata","+",1
"1315","T-P02595","Ranunculus parviflorus","Ranunculus parviflorus","+",1
"1315","T-P02595","Stellaria media","Stellaria media","+",1
"1315","T-P02595","Taraxacum officinale","Taraxacum","+",1
"1315","T-P02595","Trifolium pratense","Trifolium pratense","+",1
"1315","T-P02595","Trifolium repens","Trifolium repens","2",15
"1315","T-P02595","Urtica dioica","Urtica dioica","1",5
"1316","T-P02598","Amaranthus retroflexus","Amaranthus retroflexus","+",1
"1316","T-P02598","Chenopodium album","Chenopodium album","1",5
"1316","T-P02598","Convolvulus arvensis","Convolvulus arvensis","3",37.5
"1316","T-P02598","Erodium cicutarium","Erodium cicutarium","+",1
"1316","T-P02598","Lamium amplexicaule","Lamium amplexicaule","+",1
"1316","T-P02598","Stellaria media","Stellaria media","+",1
"1317","T-P02599","Cynodon dactylon","Cynodon dactylon","1",5
"1317","T-P02599","Poa annua","Ochlopoa annua","2",15
"1317","T-P02599","Plantago major","Plantago major","+",1
"1317","T-P02599","Polygonum aviculare","Polygonum aviculare","1",5
"1317","T-P02599","Sclerochloa dura","Sclerochloa dura","+",1
"1318","T-P02602","Bromus sterilis","Anisantha sterilis","3",37.5
"1318","T-P02602","Bryonia cretica subsp. dioica","Bryonia dioica","+",1
"1318","T-P02602","Chenopodium album","Chenopodium album","+",1
"1318","T-P02602","Conium maculatum","Conium maculatum","2",15
"1318","T-P02602","Echium vulgare","Echium vulgare","1",5
"1318","T-P02602","Galium aparine","Galium aparine","1",5
"1318","T-P02602","Hordeum murinum","Hordeum murinum","1",5
"1318","T-P02602","Lactuca virosa","Lactuca serriola","+",1
"1318","T-P02602","Malva sylvestris","Malva sylvestris","1",5
"1318","T-P02602","Onopordum acanthium","Onopordum acanthium","3",37.5
"1318","T-P02602","Rubus ulmifolius","Rubus ulmifolius","+",1
"1319","T-P02609","Anacyclus clavatus","Anacyclus clavatus","3",37.5
"1319","T-P02609","Bromus sterilis","Anisantha sterilis","1",5
"1319","T-P02609","Carduus carpetanus","Carduus carpetanus","+",1
"1319","T-P02609","Centaurea solstitialis","Centaurea solstitialis","3",37.5
"1319","T-P02609","Dipsacus sylvestris","Dipsacus fullonum","+",1
"1319","T-P02609","Echium vulgare","Echium vulgare","+",1
"1319","T-P02609","Erodium cicutarium","Erodium cicutarium","1",5
"1319","T-P02609","Eryngium campestre","Eryngium campestre","1",5
"1319","T-P02609","Hirschfeldia incana","Hirschfeldia incana","1",5
"1319","T-P02609","Hordeum murinum","Hordeum murinum","1",5
"1319","T-P02609","Lapsana communis","Lapsana communis","+",1
"1319","T-P02609","Lolium perenne","Lolium perenne","+",1
"1319","T-P02609","Medicago arabica","Medicago arabica","1",5
"1319","T-P02609","Onopordum acanthium","Onopordum acanthium","3",37.5
"1319","T-P02609","Papaver rhoeas","Papaver rhoeas","+",1
"1319","T-P02609","Trifolium strictum","Trifolium strictum","+",1
"1320","T-P03067","Calystegia sepium","Calystegia sepium","+",1
"1320","T-P03067","Dactylis glomerata","Dactylis glomerata","1",5
"1320","T-P03067","Galium aparine","Galium aparine","+",1
"1320","T-P03067","Geranium dissectum","Geranium dissectum","+",1
"1320","T-P03067","Geranium pyrenaicum","Geranium pyrenaicum","+",1
"1320","T-P03067","Lamium maculatum","Lamium maculatum","+",1
"1320","T-P03067","Lapsana communis","Lapsana communis","+",1
"1320","T-P03067","Lotus corniculatus","Lotus corniculatus","+",1
"1320","T-P03067","Malva sylvestris","Malva sylvestris","+",1
"1320","T-P03067","Origanum vulgare","Origanum vulgare","+",1
"1320","T-P03067","Pteridium aquilinum","Pteridium aquilinum","+",1
"1320","T-P03067","Ranunculus acris","Ranunculus acris","1",5
"1320","T-P03067","Rubus ulmifolius","Rubus ulmifolius","1",5
"1320","T-P03067","Rumex obtusifolius","Rumex obtusifolius","+",1
"1320","T-P03067","Sambucus ebulus","Sambucus ebulus","2",15
"1320","T-P03067","Sonchus oleraceus","Sonchus oleraceus","+",1
"1320","T-P03067","Urtica dioica","Urtica dioica","3",37.5
"1321","T-P03068","Bromus sterilis","Anisantha sterilis","+",1
"1321","T-P03068","Calystegia sepium","Calystegia sepium","1",5
"1321","T-P03068","Dactylis glomerata","Dactylis glomerata","+",1
"1321","T-P03068","Galium aparine","Galium aparine","+",1
"1321","T-P03068","Geranium dissectum","Geranium dissectum","+",1
"1321","T-P03068","Holcus lanatus","Holcus lanatus","+",1
"1321","T-P03068","Dorycnium rectum","Lotus pedunculatus","+",1
"1321","T-P03068","Malva sylvestris","Malva sylvestris","+",1
"1321","T-P03068","Origanum vulgare","Origanum vulgare","+",1
"1321","T-P03068","Ranunculus acris","Ranunculus acris","+",1
"1321","T-P03068","Rubus ulmifolius","Rubus ulmifolius","1",5
"1321","T-P03068","Sambucus ebulus","Sambucus ebulus","3",37.5
"1321","T-P03068","Senecio vulgaris","Senecio vulgaris","+",1
"1321","T-P03068","Sonchus oleraceus","Sonchus oleraceus","+",1
"1321","T-P03068","Stellaria holostea","Stellaria holostea","+",1
"1321","T-P03068","Urtica dioica","Urtica dioica","1",5
"1322","T-P03069","Calystegia sepium","Calystegia sepium","1",5
"1322","T-P03069","Cirsium vulgare","Cirsium vulgare","1",5
"1322","T-P03069","Dactylis glomerata","Dactylis glomerata","2",15
"1322","T-P03069","Galium aparine","Galium aparine","1",5
"1322","T-P03069","Geranium dissectum","Geranium dissectum","+",1
"1322","T-P03069","Holcus lanatus","Holcus lanatus","+",1
"1322","T-P03069","Lamium maculatum","Lamium maculatum","1",5
"1322","T-P03069","Lapsana communis","Lapsana communis","+",1
"1322","T-P03069","Lotus corniculatus","Lotus corniculatus","+",1
"1322","T-P03069","Dorycnium rectum","Lotus pedunculatus","+",1
"1322","T-P03069","Malva sylvestris","Malva sylvestris","2",15
"1322","T-P03069","Origanum vulgare","Origanum vulgare","1",5
"1322","T-P03069","Ranunculus acris","Ranunculus acris","1",5
"1322","T-P03069","Rubus ulmifolius","Rubus ulmifolius","1",5
"1322","T-P03069","Rumex obtusifolius","Rumex obtusifolius","1",5
"1322","T-P03069","Sambucus ebulus","Sambucus ebulus","2",15
"1322","T-P03069","Sonchus oleraceus","Sonchus oleraceus","+",1
"1322","T-P03069","Stellaria holostea","Stellaria holostea","+",1
"1322","T-P03069","Urtica dioica","Urtica dioica","2",15
"1323","T-P03070","Bromus sterilis","Anisantha sterilis","+",1
"1323","T-P03070","Calystegia sepium","Calystegia sepium","1",5
"1323","T-P03070","Cirsium vulgare","Cirsium vulgare","1",5
"1323","T-P03070","Dactylis glomerata","Dactylis glomerata","1",5
"1323","T-P03070","Holcus lanatus","Holcus lanatus","+",1
"1323","T-P03070","Lapsana communis","Lapsana communis","+",1
"1323","T-P03070","Lavatera cretica","Malva multiflora","+",1
"1323","T-P03070","Malva sylvestris","Malva sylvestris","1",5
"1323","T-P03070","Raphanus raphanistrum","Raphanus raphanistrum","+",1
"1323","T-P03070","Rumex obtusifolius","Rumex obtusifolius","1",5
"1323","T-P03070","Sambucus ebulus","Sambucus ebulus","5",87.5
"1323","T-P03070","Senecio vulgaris","Senecio vulgaris","+",1
"1323","T-P03070","Sonchus oleraceus","Sonchus oleraceus","+",1
"1323","T-P03070","Urtica dioica","Urtica dioica","2",15
"1324","T-P03071","Cirsium vulgare","Cirsium vulgare","+",1
"1324","T-P03071","Galium aparine","Galium aparine","+",1
"1324","T-P03071","Geranium pyrenaicum","Geranium pyrenaicum","1",5
"1324","T-P03071","Lamium maculatum","Lamium maculatum","1",5
"1324","T-P03071","Lotus corniculatus","Lotus corniculatus","+",1
"1324","T-P03071","Sonchus oleraceus","Sonchus oleraceus","+",1
"1324","T-P03071","Urtica dioica","Urtica dioica","4",62.5
"1325","T-P03072","Angelica sylvestris","Angelica sylvestris","1",5
"1325","T-P03072","Calystegia sepium","Calystegia sepium","+",1
"1325","T-P03072","Galium aparine","Galium aparine","+",1
"1325","T-P03072","Geranium pyrenaicum","Geranium pyrenaicum","+",1
"1325","T-P03072","Origanum vulgare","Origanum vulgare","+",1
"1325","T-P03072","Sambucus ebulus","Sambucus ebulus","3",37.5
"1325","T-P03072","Sonchus oleraceus","Sonchus oleraceus","+",1
"1325","T-P03072","Urtica dioica","Urtica dioica","+",1
"1326","T-P03073","Angelica sylvestris","Angelica sylvestris","1",5
"1326","T-P03073","Galium aparine","Galium aparine","+",1
"1326","T-P03073","Rumex obtusifolius","Rumex obtusifolius","+",1
"1326","T-P03073","Sambucus ebulus","Sambucus ebulus","3",37.5
"1326","T-P03073","Senecio vulgaris","Senecio vulgaris","+",1
"1327","T-P03074","Achillea millefolium","Achillea millefolium","+",1
"1327","T-P03074","Carduus nutans","Carduus nutans","+",1
"1327","T-P03074","Cirsium richterianum","Cirsium richterianum","3",37.5
"1327","T-P03074","Erinus alpinus","Erinus alpinus","+",1
"1327","T-P03074","Geranium pyrenaicum","Geranium pyrenaicum","1",5
"1327","T-P03074","Geranium robertianum","Geranium robertianum","+",1
"1327","T-P03074","Sedum anglicum","Sedum anglicum","+",1
"1327","T-P03074","Urtica dioica","Urtica dioica","4",62.5
"1328","T-P03075","Carduus nutans","Carduus nutans","+",1
"1328","T-P03075","Cirsium flavispina","Cirsium pyrenaicum","1",5
"1328","T-P03075","Cirsium richterianum","Cirsium richterianum","3",37.5
"1328","T-P03075","Geranium pyrenaicum","Geranium pyrenaicum","1",5
"1328","T-P03075","Geranium robertianum","Geranium robertianum","+",1
"1328","T-P03075","Sedum anglicum","Sedum anglicum","+",1
"1328","T-P03075","Urtica dioica","Urtica dioica","1",5
"1329","T-P03076","Carduus nutans","Carduus nutans","+",1
"1329","T-P03076","Cirsium flavispina","Cirsium pyrenaicum","+",1
"1329","T-P03076","Cirsium richterianum","Cirsium richterianum","2",15
"1329","T-P03076","Erinus alpinus","Erinus alpinus","1",5
"1329","T-P03076","Geranium pyrenaicum","Geranium pyrenaicum","+",1
"1329","T-P03076","Geranium robertianum","Geranium robertianum","+",1
"1329","T-P03076","Urtica dioica","Urtica dioica","1",5
"1330","T-P03077","Achillea millefolium","Achillea millefolium","+",1
"1330","T-P03077","Cirsium richterianum","Cirsium richterianum","1",5
"1330","T-P03077","Erinus alpinus","Erinus alpinus","+",1
"1330","T-P03077","Geranium pyrenaicum","Geranium pyrenaicum","+",1
"1330","T-P03077","Geranium robertianum","Geranium robertianum","1",5
"1330","T-P03077","Sedum anglicum","Sedum anglicum","1",5
"1330","T-P03077","Urtica dioica","Urtica dioica","2",15
"1331","T-P03078","Bromus rigidus","Anisantha rigida","3",37.5
"1331","T-P03078","Bromus sterilis","Anisantha sterilis","1",5
"1331","T-P03078","Avena barbata","Avena barbata","+",1
"1331","T-P03078","Bellis perennis","Bellis perennis","+",1
"1331","T-P03078","Cynodon dactylon","Cynodon dactylon","1",5
"1331","T-P03078","Foeniculum vulgare","Foeniculum vulgare","+",1
"1331","T-P03078","Holcus lanatus","Holcus lanatus","+",1
"1331","T-P03078","Hordeum murinum","Hordeum murinum","4",62.5
"1331","T-P03078","Lolium perenne","Lolium perenne","+",1
"1331","T-P03078","Malva sylvestris","Malva sylvestris","+",1
"1331","T-P03078","Poa annua","Ochlopoa annua","+",1
"1331","T-P03078","Polygonum persicaria","Persicaria maculosa","+",1
"1331","T-P03078","Plantago major","Plantago major","+",1
"1331","T-P03078","Rumex pulcher","Rumex pulcher","1",5
"1331","T-P03078","Sisymbrium officinale","Sisymbrium officinale","2",15
"1331","T-P03078","Sonchus oleraceus","Sonchus oleraceus","1",5
"1331","T-P03078","Taraxacum officinale","Taraxacum","+",1
"1331","T-P03078","Torilis arvensis","Torilis arvensis","+",1
"1331","T-P03078","Trifolium repens","Trifolium repens","+",1
"1332","T-P03079","Bromus madritensis","Anisantha madritensis","+",1
"1332","T-P03079","Bromus rigidus","Anisantha rigida","2",15
"1332","T-P03079","Bromus sterilis","Anisantha sterilis","+",1
"1332","T-P03079","Bellis perennis","Bellis perennis","+",1
"1332","T-P03079","Bromus hordeaceus","Bromus hordeaceus","+",1
"1332","T-P03079","Cynosurus echinatus","Cynosurus echinatus","+",1
"1332","T-P03079","Hordeum murinum","Hordeum murinum","3",37.5
"1332","T-P03079","Lolium perenne","Lolium perenne","+",1
"1332","T-P03079","Malva sylvestris","Malva sylvestris","+",1
"1332","T-P03079","Polygonum persicaria","Persicaria maculosa","+",1
"1332","T-P03079","Plantago major","Plantago major","+",1
"1332","T-P03079","Rumex pulcher","Rumex pulcher","+",1
"1332","T-P03079","Sagina procumbens","Sagina procumbens","+",1
"1332","T-P03079","Sisymbrium officinale","Sisymbrium officinale","+",1
"1332","T-P03079","Taraxacum officinale","Taraxacum","+",1
"1332","T-P03079","Trifolium repens","Trifolium repens","+",1
"1333","T-P03080","Bromus madritensis","Anisantha madritensis","+",1
"1333","T-P03080","Bromus rigidus","Anisantha rigida","+",1
"1333","T-P03080","Bromus sterilis","Anisantha sterilis","+",1
"1333","T-P03080","Avena barbata","Avena barbata","1",5
"1333","T-P03080","Convolvulus arvensis","Convolvulus arvensis","1",5
"1333","T-P03080","Cynodon dactylon","Cynodon dactylon","+",1
"1333","T-P03080","Cynosurus echinatus","Cynosurus echinatus","1",5
"1333","T-P03080","Hordeum murinum","Hordeum murinum","4",62.5
"1333","T-P03080","Lepidium virginicum","Lepidium virginicum","+",1
"1333","T-P03080","Lolium perenne","Lolium perenne","+",1
"1333","T-P03080","Malva sylvestris","Malva sylvestris","+",1
"1333","T-P03080","Poa annua","Ochlopoa annua","1",5
"1333","T-P03080","Plantago major","Plantago major","+",1
"1333","T-P03080","Rumex pulcher","Rumex pulcher","+",1
"1333","T-P03080","Sagina procumbens","Sagina procumbens","+",1
"1333","T-P03080","Sisymbrium officinale","Sisymbrium officinale","+",1
"1333","T-P03080","Sonchus oleraceus","Sonchus oleraceus","+",1
"1333","T-P03080","Taraxacum officinale","Taraxacum","+",1
"1333","T-P03080","Trifolium repens","Trifolium repens","1",5
"1333","T-P03080","Verbena officinalis","Verbena officinalis","+",1
"1334","T-P03081","Bromus rigidus","Anisantha rigida","1",5
"1334","T-P03081","Bromus sterilis","Anisantha sterilis","1",5
"1334","T-P03081","Avena barbata","Avena barbata","1",5
"1334","T-P03081","Convolvulus arvensis","Convolvulus arvensis","+",1
"1334","T-P03081","Hordeum murinum","Hordeum murinum","3",37.5
"1334","T-P03081","Lolium perenne","Lolium perenne","+",1
"1334","T-P03081","Lavatera cretica","Malva multiflora","+",1
"1334","T-P03081","Malva sylvestris","Malva sylvestris","+",1
"1334","T-P03081","Poa annua","Ochlopoa annua","+",1
"1334","T-P03081","Rumex pulcher","Rumex pulcher","+",1
"1334","T-P03081","Sisymbrium officinale","Sisymbrium officinale","+",1
"1334","T-P03081","Sonchus oleraceus","Sonchus oleraceus","+",1
"1335","T-P03082","Anagallis arvensis","Anagallis arvensis","+",1
"1335","T-P03082","Arrhenatherum elatius","Arrhenatherum elatius","1",5
"1335","T-P03082","Cerastium glomeratum","Cerastium glomeratum","+",1
"1335","T-P03082","Chenopodium album","Chenopodium album","1",5
"1335","T-P03082","Euphorbia helioscopia","Euphorbia helioscopia","2",15
"1335","T-P03082","Poa annua","Ochlopoa annua","1",5
"1335","T-P03082","Polygonum persicaria","Persicaria maculosa","+",1
"1335","T-P03082","Senecio vulgaris","Senecio vulgaris","1",5
"1335","T-P03082","Sonchus oleraceus","Sonchus oleraceus","1",5
"1335","T-P03082","Stachys arvensis","Stachys arvensis","1",5
"1335","T-P03082","Stellaria media","Stellaria media","2",15
"1335","T-P03082","Taraxacum officinale","Taraxacum","1",5
"1335","T-P03082","Veronica persica","Veronica persica","2",15
"1336","T-P03083","Anagallis arvensis","Anagallis arvensis","1",5
"1336","T-P03083","Chenopodium album","Chenopodium album","+",1
"1336","T-P03083","Convolvulus arvensis","Convolvulus arvensis","+",1
"1336","T-P03083","Euphorbia helioscopia","Euphorbia helioscopia","2",15
"1336","T-P03083","Chenopodium polyspermum","Lipandra polysperma","+",1
"1336","T-P03083","Mercurialis annua","Mercurialis annua","+",1
"1336","T-P03083","Poa annua","Ochlopoa annua","1",5
"1336","T-P03083","Polygonum aviculare","Polygonum aviculare","+",1
"1336","T-P03083","Senecio vulgaris","Senecio vulgaris","1",5
"1336","T-P03083","Solanum nigrum","Solanum nigrum","+",1
"1336","T-P03083","Sonchus oleraceus","Sonchus oleraceus","1",5
"1336","T-P03083","Stellaria media","Stellaria media","3",37.5
"1336","T-P03083","Veronica persica","Veronica persica","3",37.5
"1337","T-P03084","Anagallis arvensis","Anagallis arvensis","+",1
"1337","T-P03084","Cardamine hirsuta","Cardamine hirsuta","+",1
"1337","T-P03084","Cerastium glomeratum","Cerastium glomeratum","+",1
"1337","T-P03084","Chenopodium album","Chenopodium album","1",5
"1337","T-P03084","Euphorbia helioscopia","Euphorbia helioscopia","1",5
"1337","T-P03084","Fumaria capreolata","Fumaria capreolata","+",1
"1337","T-P03084","Chenopodium polyspermum","Lipandra polysperma","1",5
"1337","T-P03084","Poa annua","Ochlopoa annua","1",5
"1337","T-P03084","Polygonum aviculare","Polygonum aviculare","1",5
"1337","T-P03084","Senecio vulgaris","Senecio vulgaris","+",1
"1337","T-P03084","Sonchus oleraceus","Sonchus oleraceus","1",5
"1337","T-P03084","Stellaria media","Stellaria media","1",5
"1337","T-P03084","Taraxacum officinale","Taraxacum","+",1
"1337","T-P03084","Veronica persica","Veronica persica","2",15
"1338","T-P03085","Amaranthus deflexus","Amaranthus deflexus","1",5
"1338","T-P03085","Cardamine hirsuta","Cardamine hirsuta","+",1
"1338","T-P03085","Cirsium arvense","Cirsium arvense","+",1
"1338","T-P03085","Equisetum arvense","Equisetum arvense","+",1
"1338","T-P03085","Euphorbia helioscopia","Euphorbia helioscopia","+",1
"1338","T-P03085","Chenopodium polyspermum","Lipandra polysperma","+",1
"1338","T-P03085","Lolium multiflorum","Lolium multiflorum","1",5
"1338","T-P03085","Polygonum persicaria","Persicaria maculosa","+",1
"1338","T-P03085","Sinapis arvensis","Sinapis arvensis","+",1
"1338","T-P03085","Sonchus oleraceus","Sonchus oleraceus","+",1
"1338","T-P03085","Stachys arvensis","Stachys arvensis","+",1
"1338","T-P03085","Stellaria media","Stellaria media","+",1
"1338","T-P03085","Taraxacum officinale","Taraxacum","+",1
"1338","T-P03085","Veronica persica","Veronica persica","2",15
"1339","T-P03086","Bellis perennis","Bellis perennis","+",1
"1339","T-P03086","Cardamine hirsuta","Cardamine hirsuta","+",1
"1339","T-P03086","Cerastium glomeratum","Cerastium glomeratum","+",1
"1339","T-P03086","Fumaria capreolata","Fumaria capreolata","1",5
"1339","T-P03086","Galium aparine","Galium aparine","1",5
"1339","T-P03086","Lolium multiflorum","Lolium multiflorum","+",1
"1339","T-P03086","Mercurialis annua","Mercurialis annua","1",5
"1339","T-P03086","Senecio vulgaris","Senecio vulgaris","+",1
"1339","T-P03086","Solanum nigrum","Solanum nigrum","+",1
"1339","T-P03086","Taraxacum officinale","Taraxacum","+",1
"1339","T-P03086","Veronica persica","Veronica persica","1",5
"1340","T-P03087","Amaranthus deflexus","Amaranthus deflexus","+",1
"1340","T-P03087","Avena barbata","Avena barbata","1",5
"1340","T-P03087","Bellis perennis","Bellis perennis","1",5
"1340","T-P03087","Chenopodium album","Chenopodium album","+",1
"1340","T-P03087","Cirsium arvense","Cirsium arvense","+",1
"1340","T-P03087","Convolvulus arvensis","Convolvulus arvensis","+",1
"1340","T-P03087","Euphorbia helioscopia","Euphorbia helioscopia","+",1
"1340","T-P03087","Fumaria capreolata","Fumaria capreolata","+",1
"1340","T-P03087","Galium aparine","Galium aparine","+",1
"1340","T-P03087","Polygonum aviculare","Polygonum aviculare","+",1
"1340","T-P03087","Solanum nigrum","Solanum nigrum","1",5
"1340","T-P03087","Veronica persica","Veronica persica","2",15
"1341","T-P03088","Anthyllis vulneraria","Anthyllis vulneraria","1",5
"1341","T-P03088","Antirrhinum majus","Antirrhinum majus","1",5
"1341","T-P03088","Asplenium onopteris","Asplenium adiantum-nigrum","1",5
"1341","T-P03088","Ceterach officinarum","Asplenium ceterach","1",5
"1341","T-P03088","Asplenium trichomanes","Asplenium trichomanes","1",5
"1341","T-P03088","Centranthus ruber","Centranthus ruber","4",62.5
"1341","T-P03088","Cymbalaria muralis","Cymbalaria muralis","2",15
"1341","T-P03088","Conyza canadensis","Erigeron canadensis","1",5
"1341","T-P03088","Erigeron karvinskianus","Erigeron karvinskianus","1",5
"1341","T-P03088","Oxalis acetosella","Oxalis acetosella","+",1
"1341","T-P03088","Parietaria judaica","Parietaria judaica","3",37.5
"1341","T-P03088","Picris hieracioides","Picris hieracioides","1",5
"1341","T-P03088","Plantago major","Plantago major","+",1
"1341","T-P03088","Polypodium cantabricum","Polypodium cambricum","1",5
"1341","T-P03088","Reichardia picroides","Reichardia picroides","+",1
"1342","T-P03089","Ceterach officinarum","Asplenium ceterach","1",5
"1342","T-P03089","Asplenium trichomanes","Asplenium trichomanes","1",5
"1342","T-P03089","Centranthus ruber","Centranthus ruber","3",37.5
"1342","T-P03089","Cymbalaria muralis","Cymbalaria muralis","1",5
"1342","T-P03089","Conyza canadensis","Erigeron canadensis","+",1
"1342","T-P03089","Erigeron karvinskianus","Erigeron karvinskianus","1",5
"1342","T-P03089","Geranium robertianum","Geranium robertianum","+",1
"1342","T-P03089","Oxalis acetosella","Oxalis acetosella","+",1
"1342","T-P03089","Parietaria judaica","Parietaria judaica","2",15
"1342","T-P03089","Polypodium cantabricum","Polypodium cambricum","1",5
"1342","T-P03089","Sedum dasyphyllum","Sedum dasyphyllum","1",5
"1343","T-P03090","Agrostis stolonifera","Agrostis stolonifera","+",1
"1343","T-P03090","Antirrhinum majus","Antirrhinum majus","+",1
"1343","T-P03090","Ceterach officinarum","Asplenium ceterach","+",1
"1343","T-P03090","Asplenium trichomanes","Asplenium trichomanes","1",5
"1343","T-P03090","Centranthus ruber","Centranthus ruber","1",5
"1343","T-P03090","Cymbalaria muralis","Cymbalaria muralis","1",5
"1343","T-P03090","Conyza canadensis","Erigeron canadensis","+",1
"1343","T-P03090","Erigeron karvinskianus","Erigeron karvinskianus","1",5
"1343","T-P03090","Geranium robertianum","Geranium robertianum","1",5
"1343","T-P03090","Melica ciliata","Melica ciliata","+",1
"1343","T-P03090","Oxalis acetosella","Oxalis acetosella","+",1
"1343","T-P03090","Parietaria judaica","Parietaria judaica","3",37.5
"1343","T-P03090","Plantago major","Plantago major","1",5
"1343","T-P03090","Polypodium cantabricum","Polypodium cambricum","+",1
"1343","T-P03090","Potentilla sterilis","Potentilla sterilis","1",5
"1344","T-P03091","Agrostis stolonifera","Agrostis stolonifera","1",5
"1344","T-P03091","Ceterach officinarum","Asplenium ceterach","+",1
"1344","T-P03091","Asplenium trichomanes","Asplenium trichomanes","+",1
"1344","T-P03091","Centranthus ruber","Centranthus ruber","1",5
"1344","T-P03091","Cymbalaria muralis","Cymbalaria muralis","+",1
"1344","T-P03091","Erigeron karvinskianus","Erigeron karvinskianus","+",1
"1344","T-P03091","Melica ciliata","Melica ciliata","1",5
"1344","T-P03091","Parietaria judaica","Parietaria judaica","1",5
"1344","T-P03091","Picris hieracioides","Picris hieracioides","1",5
"1344","T-P03091","Polypodium cantabricum","Polypodium cambricum","+",1
"1344","T-P03091","Potentilla sterilis","Potentilla sterilis","+",1
"1345","T-P03092","Asplenium onopteris","Asplenium adiantum-nigrum","1",5
"1345","T-P03092","Asplenium trichomanes","Asplenium trichomanes","+",1
"1345","T-P03092","Centranthus ruber","Centranthus ruber","1",5
"1345","T-P03092","Crithmum maritimum","Crithmum maritimum","1",5
"1345","T-P03092","Cymbalaria muralis","Cymbalaria muralis","1",5
"1345","T-P03092","Daucus carota subsp. gummifer","Daucus carota","+",1
"1345","T-P03092","Erigeron karvinskianus","Erigeron karvinskianus","+",1
"1345","T-P03092","Parietaria judaica","Parietaria judaica","1",5
"1345","T-P03092","Sedum dasyphyllum","Sedum dasyphyllum","1",5
"1346","T-P03093","Asplenium onopteris","Asplenium adiantum-nigrum","+",1
"1346","T-P03093","Asplenium trichomanes","Asplenium trichomanes","+",1
"1346","T-P03093","Centranthus ruber","Centranthus ruber","+",1
"1346","T-P03093","Crithmum maritimum","Crithmum maritimum","1",5
"1346","T-P03093","Cymbalaria muralis","Cymbalaria muralis","+",1
"1346","T-P03093","Daucus carota subsp. gummifer","Daucus carota","+",1
"1346","T-P03093","Parietaria judaica","Parietaria judaica","1",5
"1346","T-P03093","Sedum dasyphyllum","Sedum dasyphyllum","1",5
"1347","T-P03094","Ceterach officinarum","Asplenium ceterach","1",5
"1347","T-P03094","Centranthus ruber","Centranthus ruber","1",5
"1347","T-P03094","Cymbalaria muralis","Cymbalaria muralis","3",37.5
"1347","T-P03094","Geranium robertianum","Geranium robertianum","+",1
"1347","T-P03094","Hypericum hircinum","Hypericum hircinum","1",5
"1347","T-P03094","Parietaria judaica","Parietaria judaica","1",5
"1347","T-P03094","Umbilicus rupestris","Umbilicus rupestris","1",5
"1348","T-P03095","Ceterach officinarum","Asplenium ceterach","+",1
