"SIVIMID","Sintaxon","Relevé.number","Temp","Precip","UTM10X10","UTM1X1","JuiceID","OriginalElevation","Locality","Country","ECOREG_WWF","DUNES_BOHN","Plant.Cover","Aspect","Slope","Area","SintaxonID","Authors","Year","Title","Publication","EUNIS2020","Type","DEG_LON","DEG_LAT","Accuracy","Elevation","ANTHROPIC","Vegetation","Class","Order","Alliance","Twinspan"
"S-P18026","Lolio perennis-Plantaginetum majoris",418026,127,13911,"30TWN28","30TWN2884",27346,300,"Durango, Orobio","ES","ATL_COAST","N_DUNES",100,"",NA,30,"1219","Navarro, C.","1982","Contribución al estudio de la flora y vegetación del Duranguesado y la Busturia (Vizcaya).","Publ. Univ. Complutense de Madrid. Tesis Doct. 398"," R21   ","No forest",-2.64822043,43.21238772,"1 - UTM1x1 + Elevation",300,"?","VEGETATION OF THE NEMORAL FOREST ZONE","Molinio-Arrhenatheretea","Arrhenatheretalia elatioris","Cynosurion cristati","V35 Trampled"
"S-P18027","Lolio perennis-Plantaginetum majoris",418027,126,14532,"30TWN28","30TWN2884",27347,350,"Durango, Orobio","ES","ATL_COAST","N_DUNES",90,"",NA,20,"1219","Navarro, C.","1982","Contribución al estudio de la flora y vegetación del Duranguesado y la Busturia (Vizcaya).","Publ. Univ. Complutense de Madrid. Tesis Doct. 398"," R36   ","No forest",-2.645768666,43.21057921,"1 - UTM1x1 + Elevation",350,"?","VEGETATION OF THE NEMORAL FOREST ZONE","Molinio-Arrhenatheretea","Arrhenatheretalia elatioris","Cynosurion cristati","V35 Trampled"
"S-P18028","Lolio perennis-Plantaginetum majoris",418028,131,14260,"30TWN29","30TWN2990",27348,350,"Mendata","ES","ATL_COAST","N_DUNES",90,"",NA,30,"1219","Navarro, C.","1982","Contribución al estudio de la flora y vegetación del Duranguesado y la Busturia (Vizcaya).","Publ. Univ. Complutense de Madrid. Tesis Doct. 398"," R     ","No forest",-2.640526982,43.26459108,"1 - UTM1x1 + Elevation",350,"?","VEGETATION OF THE NEMORAL FOREST ZONE","Molinio-Arrhenatheretea","Arrhenatheretalia elatioris","Cynosurion cristati","V35 Trampled"
"S-P18029","Lolio perennis-Plantaginetum majoris",418029,131,14143,"30TWN29","30TWN2992",27349,180,"Mendata","ES","ATL_COAST","N_DUNES",100,"",NA,30,"1219","Navarro, C.","1982","Contribución al estudio de la flora y vegetación del Duranguesado y la Busturia (Vizcaya).","Publ. Univ. Complutense de Madrid. Tesis Doct. 398"," R     ","No forest",-2.640420968,43.28260004,"1 - UTM1x1 + Elevation",180,"?","VEGETATION OF THE NEMORAL FOREST ZONE","Molinio-Arrhenatheretea","Arrhenatheretalia elatioris","Cynosurion cristati","V35 Trampled"
"S-P18030","Lolio perennis-Plantaginetum majoris",418030,133,13532,"30TWN29","30TWN2596",27350,120,"Gernika","ES","ATL_COAST","N_DUNES",90,"",NA,20,"1219","Navarro, C.","1982","Contribución al estudio de la flora y vegetación del Duranguesado y la Busturia (Vizcaya).","Publ. Univ. Complutense de Madrid. Tesis Doct. 398"," R     ","No forest",-2.684577317,43.3241515,"1 - UTM1x1 + Elevation",120,"?","VEGETATION OF THE NEMORAL FOREST ZONE","Molinio-Arrhenatheretea","Arrhenatheretalia elatioris","Cynosurion cristati","V35 Trampled"
"S-P18031","Lolio perennis-Plantaginetum majoris",418031,136,14183,"30TWN29","30TWN2597",27351,60,"Gernika","ES","ATL_COAST","N_DUNES",90,"",NA,20,"1219","Navarro, C.","1982","Contribución al estudio de la flora y vegetación del Duranguesado y la Busturia (Vizcaya).","Publ. Univ. Complutense de Madrid. Tesis Doct. 398"," R     ","No forest",-2.679634444,43.32593868,"1 - UTM1x1 + Elevation",60,"?","VEGETATION OF THE NEMORAL FOREST ZONE","Molinio-Arrhenatheretea","Arrhenatheretalia elatioris","Cynosurion cristati","V35 Trampled"
"S-P18032","Lolio perennis-Plantaginetum majoris",418032,135,14190,"30TWP20","30TWP2604",27352,90,"Zelaieta, Kanala","ES","ATL_COAST","N_DUNES",90,"",NA,30,"1219","Navarro, C.","1982","Contribución al estudio de la flora y vegetación del Duranguesado y la Busturia (Vizcaya).","Publ. Univ. Complutense de Madrid. Tesis Doct. 398"," R     ","No forest",-2.676833336,43.38896242,"1 - UTM1x1 + Elevation",90,"?","VEGETATION OF THE NEMORAL FOREST ZONE","Molinio-Arrhenatheretea","Arrhenatheretalia elatioris","Cynosurion cristati","V35 Trampled"
"S-P18034","Lolio perennis-Plantaginetum majoris",418034,128,14890,"30TWN27","30TWN2376",27353,320,"Dima, Oba","ES","ATL_COAST","N_DUNES",90,"",NA,20,"1219","Navarro, C.","1982","Contribución al estudio de la flora y vegetación del Duranguesado y la Busturia (Vizcaya).","Publ. Univ. Complutense de Madrid. Tesis Doct. 398"," R     ","No forest",-2.715051718,43.13693332,"1 - UTM1x1 + Elevation",320,"?","VEGETATION OF THE NEMORAL FOREST ZONE","Molinio-Arrhenatheretea","Arrhenatheretalia elatioris","Cynosurion cristati","V35 Trampled"
"S-P18035","Lolio perennis-Plantaginetum majoris",418035,128,14890,"30TWN27","30TWN2376",27354,320,"Dima, Oba","ES","ATL_COAST","N_DUNES",90,"",NA,20,"1219","Navarro, C.","1982","Contribución al estudio de la flora y vegetación del Duranguesado y la Busturia (Vizcaya).","Publ. Univ. Complutense de Madrid. Tesis Doct. 398"," R     ","No forest",-2.715051718,43.13693332,"1 - UTM1x1 + Elevation",320,"?","VEGETATION OF THE NEMORAL FOREST ZONE","Molinio-Arrhenatheretea","Arrhenatheretalia elatioris","Cynosurion cristati","V35 Trampled"
"S-P18271","Asociación de Lolium perenne-Plantago major",418271,127,11048,"30TTN69","30TTN6495",2241,210,"La Roza, Morcín","ES","ATL_COAST","N_DUNES",60,"",NA,20,"5373","Navarro Andres, F.","1974","La vegetación de la Sierra del Aramo y sus estribaciones (Asturias)","Separata de la Rev. de la Facultad de Ciencias vol. XV: num."," V35   ","No forest",-5.901270464,43.27517071,"2 - UTM1x1 + Centroid",210,"?","VEGETATION OF THE NEMORAL FOREST ZONE","Molinio-Arrhenatheretea","Arrhenatheretalia elatioris","Cynosurion cristati","V35 Trampled"
"S-P18272","Asociación de Lolium perenne-Plantago major",418272,102,11992,"30TTN68","30TTN6282",2242,850,"alrededores de Llanuces","ES","ATL_COAST","N_DUNES",70,"E",30,20,"5373","Navarro Andres, F.","1974","La vegetación de la Sierra del Aramo y sus estribaciones (Asturias)","Separata de la Rev. de la Facultad de Ciencias vol. XV: num."," V35   ","No forest",-5.920125607,43.1540368,"1 - UTM1x1 + Elevation",850,"?","VEGETATION OF THE NEMORAL FOREST ZONE","Molinio-Arrhenatheretea","Arrhenatheretalia elatioris","Cynosurion cristati","V35 Trampled"
"S-P18273","Asociación de Lolium perenne-Plantago major",418273,107,10843,"30TTN66","",2243,640,"cercanías de La Armada","ES","ATL_COAST","N_DUNES",70,"W",30,30,"5373","Navarro Andres, F.","1974","La vegetación de la Sierra del Aramo y sus estribaciones (Asturias)","Separata de la Rev. de la Facultad de Ciencias vol. XV: num.","      ?","No forest",-5.833401185,43.03376206,"3 - UTM10x10 + Elevation",640,"?","VEGETATION OF THE NEMORAL FOREST ZONE","Molinio-Arrhenatheretea","Arrhenatheretalia elatioris","Cynosurion cristati","V35 Trampled"
"S-P18274","Asociación de Lolium perenne-Plantago major",418274,95,8753,"30TTN68","30TTN6083",2244,540,"entre Bárzana y Muriellos","ES","ATL_COAST","N_DUNES",80,"",NA,30,"5373","Navarro Andres, F.","1974","La vegetación de la Sierra del Aramo y sus estribaciones (Asturias)","Separata de la Rev. de la Facultad de Ciencias vol. XV: num."," V35   ","No forest",-5.945297316,43.16599674,"2 - UTM1x1 + Centroid",540,"?","VEGETATION OF THE NEMORAL FOREST ZONE","Molinio-Arrhenatheretea","Arrhenatheretalia elatioris","Cynosurion cristati","V35 Trampled"
"S-P18276","Asociación de Lolium perenne-Plantago major",418276,132,9736,"30TTN69","30TTN6696",2245,150,"Santa Eulalia","ES","ATL_COAST","N_DUNES",70,"",NA,20,"5373","Navarro Andres, F.","1974","La vegetación de la Sierra del Aramo y sus estribaciones (Asturias)","Separata de la Rev. de la Facultad de Ciencias vol. XV: num."," R36   ","No forest",-5.876993334,43.28298755,"1 - UTM1x1 + Elevation",150,"?","VEGETATION OF THE NEMORAL FOREST ZONE","Molinio-Arrhenatheretea","Arrhenatheretalia elatioris","Cynosurion cristati","V35 Trampled"
"S-P18277","Asociación de Lolium perenne-Plantago major",418277,120,10938,"30TTN58","30TTN5882",2246,490,"proximidades a Bárzana","ES","ATL_COAST","N_DUNES",80,"N",20,25,"5373","Navarro Andres, F.","1974","La vegetación de la Sierra del Aramo y sus estribaciones (Asturias)","Separata de la Rev. de la Facultad de Ciencias vol. XV: num."," V37   ","No forest",-5.969519298,43.15816686,"1 - UTM1x1 + Elevation",490,"?","VEGETATION OF THE NEMORAL FOREST ZONE","Molinio-Arrhenatheretea","Arrhenatheretalia elatioris","Cynosurion cristati","V35 Trampled"
"S-P18292","Sisymbrio officinalis-Hordeetum murini",418292,127,11951,"30TTN58","",2261,350,"La Fábrica (pr. a Las Agüeras)","ES","ATL_COAST","N_DUNES",100,"SE",20,10,"753","Navarro Andres, F.","1974","La vegetación de la Sierra del Aramo y sus estribaciones (Asturias)","Separata de la Rev. de la Facultad de Ciencias vol. XV: num."," V37   ","No forest",-5.993299718,43.19176191,"3 - UTM10x10 + Elevation",350,"Yes","ANTHROPOGENIC VEGETATION","Sisymbrietea","Sisymbrietalia sophiae","Sisymbrion officinalis","V35 Trampled"
"S-P18294","Sisymbrio officinalis-Hordeetum murini",418294,127,11951,"30TTN58","",2263,370,"La Fábrica (pr. a Las Agüeras)","ES","ATL_COAST","N_DUNES",90,"NW",30,15,"753","Navarro Andres, F.","1974","La vegetación de la Sierra del Aramo y sus estribaciones (Asturias)","Separata de la Rev. de la Facultad de Ciencias vol. XV: num."," V37   ","No forest",-5.993299718,43.19176191,"3 - UTM10x10 + Elevation",370,"Yes","ANTHROPOGENIC VEGETATION","Sisymbrietea","Sisymbrietalia sophiae","Sisymbrion officinalis","V35 Trampled"
"S-P19645","Associació-Desconeguda",419645,115,14223,"29TNH77","",3004,480,"Borde de camino en zona de cultivos en Resleva, Curtis.","ES","ATL_COAST","N_DUNES",NA,"S",NA,NA,"0","Dalda, J.","1972","Vegetación de la cuenca del río Deo (Cuenca alda del Mandeo), Estudio ecológico-fitosociológico y florístico","Universidad de Santiago de Compostela:"," V     ","No forest",-8.138701304,43.12618824,"3 - UTM10x10 + Elevation",480,NA,NA,NA,NA,NA,"V35 Trampled"
"S-P19649","Associació-Desconeguda",419649,113,13725,"29TNH77","",3008,480,"Senda al borde de la carretera de qorredoiras a La Castellana en las inmediaciones del paso a nivel","ES","ATL_COAST","N_DUNES",NA,"",NA,NA,"0","Dalda, J.","1972","Vegetación de la cuenca del río Deo (Cuenca alda del Mandeo), Estudio ecológico-fitosociológico y florístico","Universidad de Santiago de Compostela:"," V37   ","No forest",-8.119661845,43.16305414,"3 - UTM10x10 + Elevation",480,NA,NA,NA,NA,NA,"V35 Trampled"
"S-P19749","Matricario-Polygonetum arenastrii",419749,96,8374,"30TTN84","",3118,1000,"La Robla","ES","ATL_COAST","N_DUNES",40,"",4.5,5,"3327","Penas, A.; Rivas-Martínez, S.; Díaz González, T.E.","2001","Un itinerario botánico por los alrededores de León.","Servicio de Publicaciones de la Universidad de León, León."," V35   ","No forest",-5.595407568,42.80349211,"3 - UTM10x10 + Elevation",1000,"Yes","ANTHROPOGENIC VEGETATION","Polygono-Poetea annuae","Polygono arenastri-Poetalia annuae","Polygono-Coronopodion","V35 Trampled"
"S-P19764","Lolio perennis-Plantaginetum majoris",419764,68,11616,"30TTN85","",3095,1000,"Beberino","ES","ATL_COAST","N_DUNES",70,"",NA,10,"1219","Penas, A.; Rivas-Martínez, S.; Díaz González, T.E.","2001","Un itinerario botánico por los alrededores de León.","Servicio de Publicaciones de la Universidad de León, León."," R21   ","No forest",-5.633247428,42.91697961,"4 - UTM10x10 + Centroid",1000,"?","VEGETATION OF THE NEMORAL FOREST ZONE","Molinio-Arrhenatheretea","Arrhenatheretalia elatioris","Cynosurion cristati","V35 Trampled"
"S-P20361","Chrysanthemum segetum-Raphanetum",420361,148,NA,"29TNG18","",3264,20,"Area Brava. Cangas","ES","ATL_COAST","N_DUNES",NA,"NW",NA,10,"5191","Castroviejo, S.","1972","Flora y cartografía de la vegetación de la península de Morrazo, (Pontevedra).","Tesis Doctoral. Facultad de ciencias, Universidad Complutense de Madrid. 291"," R     ","No forest",-8.846578977,42.29634309,"3 - UTM10x10 + Elevation",20,"Yes","ANTHROPOGENIC VEGETATION","Papaveretea rhoeadis","Aperetalia spicae-venti","Scleranthion annui","V35 Trampled"
"S-P20423","Galactito tomentosae-Digitaletum purpureae",420423,148,15360,"29TNG17","",3326,50,"Cimadevila. Cangas","ES","ATL_COAST","N_DUNES",NA,"N",NA,4,"3159","Castroviejo, S.","1972","Flora y cartografía de la vegetación de la península de Morrazo, (Pontevedra).","Tesis Doctoral. Facultad de ciencias, Universidad Complutense de Madrid. 291"," V35   ","No forest",-8.768052046,42.20671344,"3 - UTM10x10 + Elevation",50,"Yes","ANTHROPOGENIC VEGETATION","Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","V35 Trampled"
"S-P20434","Lolio-Plantaginetum majoris",420434,145,15254,"29TNG17","",3337,30,"Espiritu Santo. Cangas","ES","ATL_COAST","N_DUNES",NA,"E",NA,2,"236","Castroviejo, S.","1972","Flora y cartografía de la vegetación de la península de Morrazo, (Pontevedra).","Tesis Doctoral. Facultad de ciencias, Universidad Complutense de Madrid. 291"," V     ","No forest",-8.838762822,42.26433616,"3 - UTM10x10 + Elevation",30,"?","VEGETATION OF THE NEMORAL FOREST ZONE","Molinio-Arrhenatheretea","Arrhenatheretalia elatioris","Cynosurion cristati","V35 Trampled"
"S-P20435","Lolio-Plantaginetum majoris",420435,142,NA,"29TNG17","",3338,80,"La Retirosa. Cangas","ES","ATL_COAST","N_DUNES",NA,"S",NA,4,"236","Castroviejo, S.","1972","Flora y cartografía de la vegetación de la península de Morrazo, (Pontevedra).","Tesis Doctoral. Facultad de ciencias, Universidad Complutense de Madrid. 291"," R     ","No forest",-8.859974313,42.2578495,"3 - UTM10x10 + Elevation",80,"?","VEGETATION OF THE NEMORAL FOREST ZONE","Molinio-Arrhenatheretea","Arrhenatheretalia elatioris","Cynosurion cristati","V35 Trampled"
"S-P20436","Lolio-Plantaginetum majoris",420436,146,15664,"29TNG17","",3339,70,"entre Darbo y Cangas","ES","ATL_COAST","N_DUNES",NA,"SE",NA,2,"236","Castroviejo, S.","1972","Flora y cartografía de la vegetación de la península de Morrazo, (Pontevedra).","Tesis Doctoral. Facultad de ciencias, Universidad Complutense de Madrid. 291"," V34   ","No forest",-8.768990292,42.19046266,"3 - UTM10x10 + Elevation",70,"?","VEGETATION OF THE NEMORAL FOREST ZONE","Molinio-Arrhenatheretea","Arrhenatheretalia elatioris","Cynosurion cristati","V35 Trampled"
"S-P20437","Lolio-Plantaginetum majoris",420437,146,16035,"29TNG28","",3340,100,"Meixoada. Moaña","ES","ATL_COAST","N_DUNES",NA,"NW",NA,2,"236","Castroviejo, S.","1972","Flora y cartografía de la vegetación de la península de Morrazo, (Pontevedra).","Tesis Doctoral. Facultad de ciencias, Universidad Complutense de Madrid. 291"," V32   ","No forest",-8.685631646,42.28645908,"3 - UTM10x10 + Elevation",100,"?","VEGETATION OF THE NEMORAL FOREST ZONE","Molinio-Arrhenatheretea","Arrhenatheretalia elatioris","Cynosurion cristati","V35 Trampled"
"S-P20438","Lolio-Plantaginetum majoris",420438,143,16349,"29TNG18","",3341,120,"Coiro. Cangas","ES","ATL_COAST","N_DUNES",NA,"W",NA,2,"236","Castroviejo, S.","1972","Flora y cartografía de la vegetación de la península de Morrazo, (Pontevedra).","Tesis Doctoral. Facultad de ciencias, Universidad Complutense de Madrid. 291"," V35   ","No forest",-8.832520105,42.27545709,"3 - UTM10x10 + Elevation",120,"?","VEGETATION OF THE NEMORAL FOREST ZONE","Molinio-Arrhenatheretea","Arrhenatheretalia elatioris","Cynosurion cristati","V35 Trampled"
"S-P20439","Lolio-Plantaginetum majoris",420439,144,15868,"29TNG18","",3342,120,"Coiro. Cangas","ES","ATL_COAST","N_DUNES",NA,"NW",NA,2,"236","Castroviejo, S.","1972","Flora y cartografía de la vegetación de la península de Morrazo, (Pontevedra).","Tesis Doctoral. Facultad de ciencias, Universidad Complutense de Madrid. 291"," V     ","No forest",-8.810638637,42.27477128,"3 - UTM10x10 + Elevation",120,"?","VEGETATION OF THE NEMORAL FOREST ZONE","Molinio-Arrhenatheretea","Arrhenatheretalia elatioris","Cynosurion cristati","V35 Trampled"
"S-P20440","Lolio-Plantaginetum majoris",420440,146,15560,"29TNG17","",3343,60,"entre la Retirosa y Cangas","ES","ATL_COAST","N_DUNES",NA,"SE",NA,2,"236","Castroviejo, S.","1972","Flora y cartografía de la vegetación de la península de Morrazo, (Pontevedra).","Tesis Doctoral. Facultad de ciencias, Universidad Complutense de Madrid. 291"," V35   ","No forest",-8.79484313,42.26117022,"3 - UTM10x10 + Elevation",60,"?","VEGETATION OF THE NEMORAL FOREST ZONE","Molinio-Arrhenatheretea","Arrhenatheretalia elatioris","Cynosurion cristati","V35 Trampled"
"S-P20441","Lolio-Plantaginetum majoris",420441,147,15414,"29TNG27","",3344,60,"entre Tirán y La retirosa. Cangas","ES","ATL_COAST","N_DUNES",NA,"E",NA,3,"236","Castroviejo, S.","1972","Flora y cartografía de la vegetación de la península de Morrazo, (Pontevedra).","Tesis Doctoral. Facultad de ciencias, Universidad Complutense de Madrid. 291"," V34   ","No forest",-8.751504361,42.21114791,"3 - UTM10x10 + Elevation",60,"?","VEGETATION OF THE NEMORAL FOREST ZONE","Molinio-Arrhenatheretea","Arrhenatheretalia elatioris","Cynosurion cristati","V35 Trampled"
"S-P20442","Lolio-Plantaginetum majoris",420442,146,15779,"29TNG17","",3345,40,"carea cementerio. Cangas","ES","ATL_COAST","N_DUNES",NA,"S",NA,2,"236","Castroviejo, S.","1972","Flora y cartografía de la vegetación de la península de Morrazo, (Pontevedra).","Tesis Doctoral. Facultad de ciencias, Universidad Complutense de Madrid. 291"," V35   ","No forest",-8.79259593,42.18386796,"3 - UTM10x10 + Elevation",40,"?","VEGETATION OF THE NEMORAL FOREST ZONE","Molinio-Arrhenatheretea","Arrhenatheretalia elatioris","Cynosurion cristati","V35 Trampled"
"S-P20443","Lolio-Plantaginetum majoris",420443,147,15431,"29TNG17","",3346,20,"Rodeira. Cangas","ES","ATL_COAST","N_DUNES",NA,"W",NA,2,"236","Castroviejo, S.","1972","Flora y cartografía de la vegetación de la península de Morrazo, (Pontevedra).","Tesis Doctoral. Facultad de ciencias, Universidad Complutense de Madrid. 291"," V35   ","No forest",-8.762904127,42.20337229,"3 - UTM10x10 + Elevation",20,"?","VEGETATION OF THE NEMORAL FOREST ZONE","Molinio-Arrhenatheretea","Arrhenatheretalia elatioris","Cynosurion cristati","V35 Trampled"
"S-P20444","Lolio-Plantaginetum majoris",420444,140,17869,"29TNG28","",3347,80,"Paxarín. Moaña","ES","ATL_COAST","N_DUNES",NA,"SW",NA,2,"236","Castroviejo, S.","1972","Flora y cartografía de la vegetación de la península de Morrazo, (Pontevedra).","Tesis Doctoral. Facultad de ciencias, Universidad Complutense de Madrid. 291"," V34   ","No forest",-8.663102943,42.30558158,"3 - UTM10x10 + Elevation",80,"?","VEGETATION OF THE NEMORAL FOREST ZONE","Molinio-Arrhenatheretea","Arrhenatheretalia elatioris","Cynosurion cristati","V35 Trampled"
"S-P20445","Lolio-Plantaginetum majoris",420445,148,15787,"29TNG17","",3348,50,"Darbo, iglesario. Cangas","ES","ATL_COAST","N_DUNES",NA,"N",NA,2,"236","Castroviejo, S.","1972","Flora y cartografía de la vegetación de la península de Morrazo, (Pontevedra).","Tesis Doctoral. Facultad de ciencias, Universidad Complutense de Madrid. 291"," V35   ","No forest",-8.795333917,42.18732995,"3 - UTM10x10 + Elevation",50,"?","VEGETATION OF THE NEMORAL FOREST ZONE","Molinio-Arrhenatheretea","Arrhenatheretalia elatioris","Cynosurion cristati","V35 Trampled"
"S-P20446","Lolio-Plantaginetum majoris",420446,144,15904,"29TNG18","",3349,100,"Hio, iglesario. Cangas","ES","ATL_COAST","N_DUNES",NA,"N",NA,2,"236","Castroviejo, S.","1972","Flora y cartografía de la vegetación de la península de Morrazo, (Pontevedra).","Tesis Doctoral. Facultad de ciencias, Universidad Complutense de Madrid. 291"," V35   ","No forest",-8.797149763,42.28625851,"3 - UTM10x10 + Elevation",100,"?","VEGETATION OF THE NEMORAL FOREST ZONE","Molinio-Arrhenatheretea","Arrhenatheretalia elatioris","Cynosurion cristati","V35 Trampled"
"S-P20447","Lolio-Plantaginetum majoris",420447,144,14932,"29TNG18","",3350,100,"Beloso de arriba. Bueu","ES","ATL_COAST","N_DUNES",NA,"SW",NA,4,"236","Castroviejo, S.","1972","Flora y cartografía de la vegetación de la península de Morrazo, (Pontevedra).","Tesis Doctoral. Facultad de ciencias, Universidad Complutense de Madrid. 291"," V34   ","No forest",-8.85664787,42.27422322,"3 - UTM10x10 + Elevation",100,"?","VEGETATION OF THE NEMORAL FOREST ZONE","Molinio-Arrhenatheretea","Arrhenatheretalia elatioris","Cynosurion cristati","V35 Trampled"
"S-P20448","Lolio-Plantaginetum majoris",420448,148,15503,"29TNG17","",3351,8,"Menduiña. Cangas","ES","ATL_COAST","N_DUNES",NA,"SW",NA,2,"236","Castroviejo, S.","1972","Flora y cartografía de la vegetación de la península de Morrazo, (Pontevedra).","Tesis Doctoral. Facultad de ciencias, Universidad Complutense de Madrid. 291"," V35   ","No forest",-8.765478019,42.2050429,"3 - UTM10x10 + Elevation",8,"?","VEGETATION OF THE NEMORAL FOREST ZONE","Molinio-Arrhenatheretea","Arrhenatheretalia elatioris","Cynosurion cristati","V35 Trampled"
"S-P20449","Lolio-Plantaginetum majoris",420449,143,16864,"29TNG18","",3352,30,"Aldán. Cangas","ES","ATL_COAST","N_DUNES",NA,"N",NA,2,"236","Castroviejo, S.","1972","Flora y cartografía de la vegetación de la península de Morrazo, (Pontevedra).","Tesis Doctoral. Facultad de ciencias, Universidad Complutense de Madrid. 291"," V35   ","No forest",-8.784972881,42.3120808,"3 - UTM10x10 + Elevation",30,"?","VEGETATION OF THE NEMORAL FOREST ZONE","Molinio-Arrhenatheretea","Arrhenatheretalia elatioris","Cynosurion cristati","V35 Trampled"
"S-P20450","Lolio-Plantaginetum majoris",420450,143,16998,"29TNG18","",3353,30,"Ameixide. Aldán. Cangas","ES","ATL_COAST","N_DUNES",NA,"NW",NA,2,"236","Castroviejo, S.","1972","Flora y cartografía de la vegetación de la península de Morrazo, (Pontevedra).","Tesis Doctoral. Facultad de ciencias, Universidad Complutense de Madrid. 291"," V34   ","No forest",-8.75972483,42.32775914,"3 - UTM10x10 + Elevation",30,"?","VEGETATION OF THE NEMORAL FOREST ZONE","Molinio-Arrhenatheretea","Arrhenatheretalia elatioris","Cynosurion cristati","V35 Trampled"
"S-P20451","Lolio-Plantaginetum majoris",420451,148,15384,"29TNG17","",3354,30,"Espiritu Santo. Cangas","ES","ATL_COAST","N_DUNES",NA,"SE",NA,2,"236","Castroviejo, S.","1972","Flora y cartografía de la vegetación de la península de Morrazo, (Pontevedra).","Tesis Doctoral. Facultad de ciencias, Universidad Complutense de Madrid. 291"," V35   ","No forest",-8.758981719,42.26658345,"3 - UTM10x10 + Elevation",30,"?","VEGETATION OF THE NEMORAL FOREST ZONE","Molinio-Arrhenatheretea","Arrhenatheretalia elatioris","Cynosurion cristati","V35 Trampled"
"S-P20453","Lolio-Plantaginetum majoris",420453,144,15904,"29TNG18","",3356,100,"Coiro. Cangas","ES","ATL_COAST","N_DUNES",NA,"SW",NA,2,"236","Castroviejo, S.","1972","Flora y cartografía de la vegetación de la península de Morrazo, (Pontevedra).","Tesis Doctoral. Facultad de ciencias, Universidad Complutense de Madrid. 291"," V37   ","No forest",-8.797149763,42.28625851,"3 - UTM10x10 + Elevation",100,"?","VEGETATION OF THE NEMORAL FOREST ZONE","Molinio-Arrhenatheretea","Arrhenatheretalia elatioris","Cynosurion cristati","V35 Trampled"
"S-P20454","Lolio-Plantaginetum majoris",420454,146,15611,"29TNG17","",3357,40,"Balea. Cangas","ES","ATL_COAST","N_DUNES",NA,"SE",NA,2,"236","Castroviejo, S.","1972","Flora y cartografía de la vegetación de la península de Morrazo, (Pontevedra).","Tesis Doctoral. Facultad de ciencias, Universidad Complutense de Madrid. 291"," V37   ","No forest",-8.785695167,42.18781814,"3 - UTM10x10 + Elevation",40,"?","VEGETATION OF THE NEMORAL FOREST ZONE","Molinio-Arrhenatheretea","Arrhenatheretalia elatioris","Cynosurion cristati","V35 Trampled"
"S-P20455","Lolio-Plantaginetum majoris",420455,144,15107,"29TNG29","",3358,2,"KM. 1 de autopista de Pontevedra a Marín. Pontevedra","ES","ATL_COAST","N_DUNES",NA,"W",NA,2,"236","Castroviejo, S.","1972","Flora y cartografía de la vegetación de la península de Morrazo, (Pontevedra).","Tesis Doctoral. Facultad de ciencias, Universidad Complutense de Madrid. 291"," R     ","No forest",-8.64667613,42.41982059,"3 - UTM10x10 + Elevation",2,"?","VEGETATION OF THE NEMORAL FOREST ZONE","Molinio-Arrhenatheretea","Arrhenatheretalia elatioris","Cynosurion cristati","V35 Trampled"
"S-P20457","Lolio-Plantaginetum majoris",420457,145,15824,"29TNG28","",3360,40,"Meira. Moaña","ES","ATL_COAST","N_DUNES",NA,"SE",NA,8,"236","Castroviejo, S.","1972","Flora y cartografía de la vegetación de la península de Morrazo, (Pontevedra).","Tesis Doctoral. Facultad de ciencias, Universidad Complutense de Madrid. 291"," V32   ","No forest",-8.722815036,42.29540585,"3 - UTM10x10 + Elevation",40,"?","VEGETATION OF THE NEMORAL FOREST ZONE","Molinio-Arrhenatheretea","Arrhenatheretalia elatioris","Cynosurion cristati","V35 Trampled"
"S-P21809","Chenopodio boni-henrici-Senecietum durieui",421809,63,11599,"29TQH26","",3592,1710,"Vega del Lago Cerveriz","ES","ATL_COAST","N_DUNES",70,"E",10,20,"2872","Fernández Prieto, J. A.","1981","Estudio de la flora y vegetación del concejo de Somiedo","Tesis Doctoral. Universidad de Oviedo."," V     ","No forest",-6.25615877,42.99729328,"3 - UTM10x10 + Elevation",1710,"Yes","ANTHROPOGENIC VEGETATION","Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","V35 Trampled"
"S-P22049","Lolio perennis-Plantaginetum maioris",422049,75,12685,"29TQH37","",3735,1250,"Saliencia","ES","ATL_COAST","N_DUNES",100,"",NA,2,"3938","Fernández Prieto, J. A.","1981","Estudio de la flora y vegetación del concejo de Somiedo","Tesis Doctoral. Universidad de Oviedo."," R21   ","No forest",-6.104170335,43.09696398,"3 - UTM10x10 + Elevation",1250,"?","VEGETATION OF THE NEMORAL FOREST ZONE","Molinio-Arrhenatheretea","Arrhenatheretalia elatioris","Cynosurion cristati","V35 Trampled"
"S-P25105","Lolietum perennis",425105,125,18182,"30TXN28","30TXN2782",5197,150,"Baztan, Erratzu. Pto. lzpegi","ES","ATL_COAST","N_DUNES",NA,"",NA,15,"7895a","Berastegi, A.","2010","Prados y pastizales en Navarra. Descripción, tipificación y ecología.","Tesis doctoral. Universidad del País Vasco. 584"," R21   ","No forest",-1.430151419,43.18414761,"2 - UTM1x1 + Centroid",150,"?","VEGETATION OF THE NEMORAL FOREST ZONE","Molinio-Arrhenatheretea","Arrhenatheretalia elatioris","Cynosurion cristati","V35 Trampled"
