"Relevé number","SIVIMID","EUNIS_REVISED","EUNIS2020","PCluster","Class","Order","Alliance","Sintaxon","Aspect","Slope","Area","Year","DEG_LON","DEG_LAT","Accuracy","Elevation"
"228","S-P20425","V39"," V     ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Galactito tomentosae-Digitaletum purpureae","W",NA,7,1972,-8.681501241,42.40189058,"3 - UTM10x10 + Elevation",2
"229","S-P20426","V37"," Sa    ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Galactito tomentosae-Digitaletum purpureae","SE",NA,7,1972,-8.746870682,42.34641016,"3 - UTM10x10 + Elevation",70
"230","S-P20427","V37","      ?",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Galactito tomentosae-Digitaletum purpureae","SE",NA,7,1972,-8.679197579,42.29578098,"3 - UTM10x10 + Elevation",80
"231","S-P20429","V39"," V32   ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Galactito tomentosae-Digitaletum purpureae","N",NA,9,1972,-8.675814513,42.28514656,"3 - UTM10x10 + Elevation",20
"232","S-P20430","V39"," R54   ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Galactito tomentosae-Digitaletum purpureae","N",NA,10,1972,-8.748958932,42.34270434,"3 - UTM10x10 + Elevation",20
"233","S-P20431","V37"," Sa    ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Galactito tomentosae-Digitaletum purpureae","E",NA,10,1972,-8.677976939,42.44347517,"3 - UTM10x10 + Elevation",50
"234","S-P20432","V39"," V     ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Galactito tomentosae-Digitaletum purpureae","N",NA,10,1972,-8.65296843,42.4357132,"3 - UTM10x10 + Elevation",70
"235","S-P20433","V39"," Sa    ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Galactito tomentosae-Digitaletum purpureae","N",NA,10,1972,-8.649416338,42.39627972,"3 - UTM10x10 + Elevation",120
"236","S-P21804","V39"," H25   ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Chenopodio boni-henrici-Senecietum durieui","",NA,10,1981,-6.283627571,43.05233259,"3 - UTM10x10 + Elevation",1640
"237","S-P21809","V39"," V     ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Chenopodio boni-henrici-Senecietum durieui","E",10,20,1981,-6.25615877,42.99729328,"3 - UTM10x10 + Elevation",1710
"238","S-P21810","V39"," V39   ",7,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Arction","",NA,10,1981,-6.106897356,43.10229232,"3 - UTM10x10 + Elevation",1100
"239","S-P21812","V39"," V39   ",7,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Arction","",NA,30,1981,-6.261877126,43.10517829,"3 - UTM10x10 + Elevation",890
"240","T-P02602","V39"," V38   ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Galio aparines-Conietum maculati","SE",45,10,1984,-6.211862764,42.47449169,"3 - UTM10x10 + Elevation",1000
"241","T-P03067","V39"," R57   ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","",NA,20,1986,-3.200156905,43.33341586,"3 - UTM10x10 + Elevation",150
"242","T-P03068","V39"," R57   ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","",NA,20,1986,-3.126031935,43.27949392,"3 - UTM10x10 + Elevation",200
"243","T-P03069","V39"," R55   ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","",NA,15,1986,-3.06693273,43.33357141,"3 - UTM10x10 + Elevation",250
"244","T-P03070","V39"," R57   ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","",NA,20,1986,-3.049613051,43.27234887,"3 - UTM10x10 + Elevation",300
"245","T-P03071","V39"," V     ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","",NA,15,1986,-3.209938483,43.3081855,"3 - UTM10x10 + Elevation",400
"246","T-P03072","V39"," R57   ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","",NA,15,1986,-3.091552561,43.29933691,"3 - UTM10x10 + Elevation",250
"247","T-P03073","V39"," R     ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","",NA,15,1986,-3.059527844,43.32997367,"3 - UTM10x10 + Elevation",200
"248","T-P04812","V39"," V39   ",7,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Senecioni duriaei-Chenopodietum boni-henrici","",NA,40,1984,-4.754385375,43.24629828,"3 - UTM10x10 + Elevation",1060
"249","T-P04813","V39"," V39   ",7,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Senecioni duriaei-Chenopodietum boni-henrici","",NA,10,1984,-4.822576379,43.05433533,"3 - UTM10x10 + Elevation",1400
"250","T-P04814","V39"," V39   ",7,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Senecioni duriaei-Chenopodietum boni-henrici","",NA,NA,1984,-4.798549642,43.24020958,"3 - UTM10x10 + Elevation",1500
"251","T-P04815","V39"," V37   ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Senecioni duriaei-Chenopodietum boni-henrici","",NA,10,1984,-4.794555687,43.1880464,"3 - UTM10x10 + Elevation",1900
"252","T-P04816","V39"," V39   ",7,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Senecioni duriaei-Chenopodietum boni-henrici","",NA,10,1984,-4.934827061,43.18756032,"3 - UTM10x10 + Elevation",1700
"253","T-P05178","V39"," R57   ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","",NA,10,1995,-3.348635457,43.41229918,"1 - UTM1x1 + Elevation",50
"254","T-P05179","V39"," R57   ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","",NA,8,1995,-3.467041253,43.39026625,"1 - UTM1x1 + Elevation",6
"255","T-P05180","V39"," R57   ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","",NA,10,1995,-3.481714672,43.37219645,"3 - UTM10x10 + Elevation",4
"256","T-P05181","V39"," R57   ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","",NA,15,1995,-3.480805149,43.25694172,"1 - UTM1x1 + Elevation",90
"257","T-P05182","V39"," R57   ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","",NA,10,1995,-3.60392926,43.24915423,"1 - UTM1x1 + Elevation",200
"258","T-P05183","V39","      ?",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","",NA,10,1995,-3.434991241,43.39759621,"3 - UTM10x10 + Elevation",8
"259","T-P05184","V39"," R57   ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","",NA,25,1995,-3.412532299,43.36346243,"3 - UTM10x10 + Elevation",50
"260","T-P05961","V39"," V11   ",0,"Epilobietea angustifolii","Galio-Alliarietalia","Geo urbani-Alliarion officinalis","Chelidonio maji-Smyrnietum olusatri","N",5,10,1997,-7.486889724,41.96701878,"3 - UTM10x10 + Elevation",500
"261","T-P05962","V39"," V32   ",0,"Epilobietea angustifolii","Galio-Alliarietalia","Geo urbani-Alliarion officinalis","Chelidonio maji-Smyrnietum olusatri","S",5,14,1997,-7.513612217,41.96957064,"3 - UTM10x10 + Elevation",500
"262","T-P05963","V39"," V32   ",0,"Epilobietea angustifolii","Galio-Alliarietalia","Geo urbani-Alliarion officinalis","Chelidonio maji-Smyrnietum olusatri","",0,15,1997,-7.454478929,41.95207655,"3 - UTM10x10 + Elevation",500
"263","T-P05964","V39"," V39   ",7,"Epilobietea angustifolii","Galio-Alliarietalia","Geo urbani-Alliarion officinalis","Chelidonio maji-Smyrnietum olusatri","",0,10,1997,-7.873573094,42.35276252,"3 - UTM10x10 + Elevation",140
"264","T-P05965","V39"," V39   ",7,"Epilobietea angustifolii","Galio-Alliarietalia","Geo urbani-Alliarion officinalis","Chelidonio maji-Smyrnietum olusatri","",0,18,1997,-7.622975702,42.54323107,"1 - UTM1x1 + Elevation",500
"265","T-P05966","V39"," V39   ",7,"Epilobietea angustifolii","Galio-Alliarietalia","Geo urbani-Alliarion officinalis","Chelidonio maji-Smyrnietum olusatri","SE",5,12,1997,-7.620853386,42.5145063,"1 - UTM1x1 + Elevation",380
"266","T-P05967","V39"," V32   ",0,"Epilobietea angustifolii","Galio-Alliarietalia","Geo urbani-Alliarion officinalis","Chelidonio maji-Smyrnietum olusatri","",0,5,1997,-7.603684858,42.54581003,"1 - UTM1x1 + Elevation",440
"267","T-P05968","V39"," V32   ",0,"Epilobietea angustifolii","Galio-Alliarietalia","Geo urbani-Alliarion officinalis","Chelidonio maji-Smyrnietum olusatri","",0,15,1997,-7.618385246,42.54701789,"2 - UTM1x1 + Centroid",410
"268","T-P05971","V39"," V32   ",0,"Epilobietea angustifolii","Galio-Alliarietalia","Geo urbani-Alliarion officinalis","Chelidonio maji-Smyrnietum olusatri","E",40,15,1997,-7.911564883,41.11408263,"3 - UTM10x10 + Elevation",100
"269","T-P05972","V39"," V39   ",7,"Epilobietea angustifolii","Galio-Alliarietalia","Geo urbani-Alliarion officinalis","Chelidonio maji-Smyrnietum olusatri","NW",10,15,1997,-8.803856493,42.33272783,"3 - UTM10x10 + Elevation",100
"270","T-P05973","V39"," V32   ",0,"Epilobietea angustifolii","Galio-Alliarietalia","Geo urbani-Alliarion officinalis","Chelidonio maji-Smyrnietum olusatri","N",20,10,1997,-8.781682515,42.27623972,"3 - UTM10x10 + Elevation",60
"271","T-P05974","V39"," V39   ",7,"Epilobietea angustifolii","Galio-Alliarietalia","Geo urbani-Alliarion officinalis","Chelidonio maji-Smyrnietum olusatri","SE",80,9,1997,-8.783931179,42.27432557,"3 - UTM10x10 + Elevation",70
"272","T-P05975","V37"," V32   ",0,"Epilobietea angustifolii","Galio-Alliarietalia","Geo urbani-Alliarion officinalis","Chelidonio maji-Smyrnietum olusatri","N",5,15,1997,-8.764134987,42.26992447,"3 - UTM10x10 + Elevation",60
"273","T-P05976","V39"," V32   ",0,"Epilobietea angustifolii","Galio-Alliarietalia","Geo urbani-Alliarion officinalis","Chelidonio maji-Smyrnietum olusatri","",0,25,1997,-8.67613738,42.28873135,"3 - UTM10x10 + Elevation",0
"274","T-P05977","V39"," V39   ",7,"Epilobietea angustifolii","Galio-Alliarietalia","Geo urbani-Alliarion officinalis","Chelidonio maji-Smyrnietum olusatri","SW",10,10,1997,-8.722652234,42.29361361,"3 - UTM10x10 + Elevation",40
"275","T-P05978","V39"," V32   ",0,"Epilobietea angustifolii","Galio-Alliarietalia","Geo urbani-Alliarion officinalis","Chelidonio maji-Smyrnietum olusatri","",0,4,1997,-8.581121353,42.3384208,"3 - UTM10x10 + Elevation",40
"276","T-P06541","V39"," V39   ",7,"Epilobietea angustifolii","Galio-Alliarietalia","Geo urbani-Alliarion officinalis","Geranietum robertiano-lucidi","",NA,5,1995,-2.309589955,42.67053712,"2 - UTM1x1 + Centroid",510
"277","T-P06542","V39"," V39   ",7,"Epilobietea angustifolii","Galio-Alliarietalia","Geo urbani-Alliarion officinalis","Geranietum robertiano-lucidi","",NA,10,1995,-2.309589955,42.67053712,"2 - UTM1x1 + Centroid",500
"278","T-P06543","V39"," V39   ",7,"Epilobietea angustifolii","Galio-Alliarietalia","Geo urbani-Alliarion officinalis","Geranietum robertiano-lucidi","",NA,6,1995,-1.86232006,42.83806942,"1 - UTM1x1 + Elevation",850
"279","T-P06544","V39"," V39   ",7,"Epilobietea angustifolii","Galio-Alliarietalia","Geo urbani-Alliarion officinalis","Geranietum robertiano-lucidi","",NA,2,1995,-2.137259703,42.77743413,"2 - UTM1x1 + Centroid",560
"280","T-P06545","V39"," R55   ",0,"Epilobietea angustifolii","Galio-Alliarietalia","Geo urbani-Alliarion officinalis","Geranietum robertiano-lucidi","",NA,3,1995,-2.807669055,43.40186354,"2 - UTM1x1 + Centroid",20
"281","T-P06546","V39"," R55   ",0,"Epilobietea angustifolii","Galio-Alliarietalia","Geo urbani-Alliarion officinalis","Geranietum robertiano-lucidi","",NA,6,1995,-3.530960773,43.35757123,"1 - UTM1x1 + Elevation",50
"282","T-P06547","V39"," V39   ",7,"Epilobietea angustifolii","Galio-Alliarietalia","Geo urbani-Alliarion officinalis","Geranietum robertiano-lucidi","",NA,10,1995,-1.823085561,42.97094829,"1 - UTM1x1 + Elevation",600
"283","T-P06548","V39"," V39   ",7,"Epilobietea angustifolii","Galio-Alliarietalia","Geo urbani-Alliarion officinalis","Geranietum robertiano-lucidi","",NA,8,1995,-3.227958271,42.84889796,"1 - UTM1x1 + Elevation",750
"284","T-P06549","V39"," V39   ",7,"Epilobietea angustifolii","Galio-Alliarietalia","Geo urbani-Alliarion officinalis","Geranietum robertiano-lucidi","",NA,10,1995,-3.188756175,42.83636183,"1 - UTM1x1 + Elevation",900
"285","T-P06550","V39"," V39   ",7,"Epilobietea angustifolii","Galio-Alliarietalia","Geo urbani-Alliarion officinalis","Geranietum robertiano-lucidi","",NA,3,1995,-2.435767676,42.75227771,"1 - UTM1x1 + Elevation",690
"286","T-P06551","V39"," R55   ",0,"Epilobietea angustifolii","Galio-Alliarietalia","Geo urbani-Alliarion officinalis","Geranietum robertiano-lucidi","",NA,5,1995,-2.933749119,43.29575251,"3 - UTM10x10 + Elevation",10
"287","T-P06552","V39"," V39   ",7,"Epilobietea angustifolii","Galio-Alliarietalia","Geo urbani-Alliarion officinalis","Geranietum robertiano-lucidi","",NA,8,1995,-3.227958271,42.84889796,"1 - UTM1x1 + Elevation",760
"288","T-P06554","V39"," R     ",0,"Epilobietea angustifolii","Galio-Alliarietalia","Geo urbani-Alliarion officinalis","Geranietum robertiano-lucidi","",NA,6,1995,-2.39447045,42.97719846,"1 - UTM1x1 + Elevation",740
"289","T-P06555","V39"," R57   ",0,"Epilobietea angustifolii","Galio-Alliarietalia","Geo urbani-Alliarion officinalis","Geranietum robertiano-lucidi","",NA,4,1995,-1.882625593,43.20386979,"1 - UTM1x1 + Elevation",180
"290","T-P06556","V39"," R55   ",0,"Epilobietea angustifolii","Galio-Alliarietalia","Geo urbani-Alliarion officinalis","Geranietum robertiano-lucidi","",NA,3,1995,-2.384677651,42.97534521,"1 - UTM1x1 + Elevation",870
"291","T-P06557","V39"," R57   ",0,"Epilobietea angustifolii","Galio-Alliarietalia","Geo urbani-Alliarion officinalis","Geranietum robertiano-lucidi","",NA,6,1995,-2.343117619,42.96250711,"1 - UTM1x1 + Elevation",1150
"292","T-P06558","V39"," V     ",0,"Epilobietea angustifolii","Galio-Alliarietalia","Geo urbani-Alliarion officinalis","Geranietum robertiano-lucidi","",NA,5,1995,-2.391946774,42.98438914,"1 - UTM1x1 + Elevation",960
"293","T-P06559","V39"," R     ",0,"Epilobietea angustifolii","Circaeo lutetianae-Stachyetalia sylvaticae","Aegopodion podagrariae","Galio aparines-Anthriscetum sylvestris","",NA,50,1995,-2.29976708,42.67948279,"2 - UTM1x1 + Centroid",500
"294","T-P06560","V39"," V39   ",7,"Epilobietea angustifolii","Circaeo lutetianae-Stachyetalia sylvaticae","Aegopodion podagrariae","Galio aparines-Anthriscetum sylvestris","",NA,50,1995,-1.864766898,42.8380937,"1 - UTM1x1 + Elevation",790
"295","T-P06561","V39"," V39   ",7,"Epilobietea angustifolii","Circaeo lutetianae-Stachyetalia sylvaticae","Aegopodion podagrariae","Galio aparines-Anthriscetum sylvestris","",NA,40,1995,-1.872172932,42.83456481,"1 - UTM1x1 + Elevation",800
"296","T-P06562","V39"," V39   ",7,"Epilobietea angustifolii","Circaeo lutetianae-Stachyetalia sylvaticae","Aegopodion podagrariae","Galio aparines-Anthriscetum sylvestris","",NA,30,1995,-2.254605553,42.77825809,"1 - UTM1x1 + Elevation",750
"297","T-P06563","V39"," V     ",0,"Epilobietea angustifolii","Circaeo lutetianae-Stachyetalia sylvaticae","Aegopodion podagrariae","Galio aparines-Anthriscetum sylvestris","",NA,30,1995,-2.381017305,42.85105387,"2 - UTM1x1 + Centroid",570
"298","T-P06564","V39"," V39   ",7,"Epilobietea angustifolii","Circaeo lutetianae-Stachyetalia sylvaticae","Aegopodion podagrariae","Galio aparines-Anthriscetum sylvestris","",NA,20,1995,-2.494214752,42.77776596,"1 - UTM1x1 + Elevation",810
"299","T-P06565","V39"," R     ",0,"Epilobietea angustifolii","Circaeo lutetianae-Stachyetalia sylvaticae","Aegopodion podagrariae","Galio aparines-Anthriscetum sylvestris","",NA,10,1995,-2.542860169,42.81219097,"1 - UTM1x1 + Elevation",630
"300","T-P06566","V39"," R55   ",0,"Epilobietea angustifolii","Circaeo lutetianae-Stachyetalia sylvaticae","Aegopodion podagrariae","Galio aparines-Anthriscetum sylvestris","",NA,20,1995,-2.589671789,42.76193799,"2 - UTM1x1 + Centroid",770
"301","T-P06567","V39"," V39   ",7,"Epilobietea angustifolii","Circaeo lutetianae-Stachyetalia sylvaticae","Aegopodion podagrariae","Galio aparines-Anthriscetum sylvestris","",NA,20,1995,-2.623016772,42.90613801,"1 - UTM1x1 + Elevation",520
"302","T-P06568","V39"," V39   ",7,"Epilobietea angustifolii","Circaeo lutetianae-Stachyetalia sylvaticae","Aegopodion podagrariae","Galio aparines-Anthriscetum sylvestris","",NA,40,1995,-2.887655897,42.88509096,"1 - UTM1x1 + Elevation",600
"303","T-P06569","V39"," V39   ",7,"Epilobietea angustifolii","Circaeo lutetianae-Stachyetalia sylvaticae","Aegopodion podagrariae","Galio aparines-Anthriscetum sylvestris","",NA,40,1995,-2.887560996,42.9373212,"1 - UTM1x1 + Elevation",610
"304","T-P06570","V39"," R55   ",0,"Epilobietea angustifolii","Circaeo lutetianae-Stachyetalia sylvaticae","Aegopodion podagrariae","Galio aparines-Anthriscetum sylvestris","",NA,50,1995,-2.904694692,42.95354606,"1 - UTM1x1 + Elevation",640
"305","T-P06571","V39"," V39   ",7,"Epilobietea angustifolii","Circaeo lutetianae-Stachyetalia sylvaticae","Aegopodion podagrariae","Galio aparines-Anthriscetum sylvestris","",NA,70,1995,-2.838470316,42.96247693,"1 - UTM1x1 + Elevation",640
"306","T-P06572","V39"," V39   ",7,"Epilobietea angustifolii","Circaeo lutetianae-Stachyetalia sylvaticae","Aegopodion podagrariae","Galio aparines-Anthriscetum sylvestris","",NA,50,1995,-2.042837645,42.87574176,"1 - UTM1x1 + Elevation",590
"307","T-P06573","V39"," V39   ",7,"Epilobietea angustifolii","Circaeo lutetianae-Stachyetalia sylvaticae","Aegopodion podagrariae","Galio aparines-Anthriscetum sylvestris","",NA,6,1995,-1.875202893,42.93725321,"1 - UTM1x1 + Elevation",740
"308","T-P06574","V39"," V39   ",7,"Epilobietea angustifolii","Circaeo lutetianae-Stachyetalia sylvaticae","Aegopodion podagrariae","Galio aparines-Anthriscetum sylvestris","",NA,40,1995,-1.870004948,42.9534111,"1 - UTM1x1 + Elevation",750
"309","T-P06575","V39"," R55   ",0,"Epilobietea angustifolii","Circaeo lutetianae-Stachyetalia sylvaticae","Aegopodion podagrariae","Galio aparines-Anthriscetum sylvestris","",NA,30,1995,-1.879418436,42.9751157,"1 - UTM1x1 + Elevation",650
"310","T-P06576","V39"," R55   ",0,"Epilobietea angustifolii","Circaeo lutetianae-Stachyetalia sylvaticae","Aegopodion podagrariae","Galio aparines-Anthriscetum sylvestris","",NA,50,1995,-1.925730057,42.99176877,"2 - UTM1x1 + Centroid",610
"311","T-P06577","V39"," V39   ",7,"Epilobietea angustifolii","Circaeo lutetianae-Stachyetalia sylvaticae","Aegopodion podagrariae","Galio aparines-Anthriscetum sylvestris","",NA,40,1995,-1.830475884,42.96922304,"1 - UTM1x1 + Elevation",580
"312","T-P06578","V39"," R55   ",0,"Epilobietea angustifolii","Circaeo lutetianae-Stachyetalia sylvaticae","Aegopodion podagrariae","Galio aparines-Anthriscetum sylvestris","",NA,60,1995,-1.656783911,42.94930637,"1 - UTM1x1 + Elevation",570
"313","T-P06579","V39"," V39   ",7,"Epilobietea angustifolii","Circaeo lutetianae-Stachyetalia sylvaticae","Aegopodion podagrariae","Galio aparines-Anthriscetum sylvestris","",NA,30,1995,-1.710895694,42.94092363,"1 - UTM1x1 + Elevation",550
"314","T-P06580","V39"," R     ",0,"Epilobietea angustifolii","Circaeo lutetianae-Stachyetalia sylvaticae","Aegopodion podagrariae","Galio aparines-Anthriscetum sylvestris","",NA,8,1995,-2.828591366,42.98767691,"1 - UTM1x1 + Elevation",640
"315","T-P06581","V39"," R55   ",0,"Epilobietea angustifolii","Circaeo lutetianae-Stachyetalia sylvaticae","Aegopodion podagrariae","Galio aparines-Anthriscetum sylvestris","",NA,15,1995,-2.384180215,42.77902819,"1 - UTM1x1 + Elevation",960
"316","T-P06582","V39"," R55   ",0,"Epilobietea angustifolii","Circaeo lutetianae-Stachyetalia sylvaticae","Aegopodion podagrariae","Galio aparines-Anthriscetum sylvestris","",NA,20,1995,-2.877766719,42.93190805,"1 - UTM1x1 + Elevation",600
"317","T-P06583","V39"," V39   ",7,"Epilobietea angustifolii","Circaeo lutetianae-Stachyetalia sylvaticae","Aegopodion podagrariae","Galio aparines-Anthriscetum sylvestris","",NA,25,1995,-2.890037871,42.92291529,"1 - UTM1x1 + Elevation",600
"318","T-P06584","V39"," V39   ",7,"Epilobietea angustifolii","Circaeo lutetianae-Stachyetalia sylvaticae","Aegopodion podagrariae","Galio aparines-Anthriscetum sylvestris","",NA,30,1995,-2.895027842,42.87068951,"1 - UTM1x1 + Elevation",570
"319","T-P06585","V39"," V39   ",7,"Epilobietea angustifolii","Circaeo lutetianae-Stachyetalia sylvaticae","Aegopodion podagrariae","Galio aparines-Anthriscetum sylvestris","",NA,10,1995,-2.392902866,42.88713855,"1 - UTM1x1 + Elevation",610
"320","T-P06586","V39"," R55   ",0,"Epilobietea angustifolii","Circaeo lutetianae-Stachyetalia sylvaticae","Aegopodion podagrariae","Galio aparines-Anthriscetum sylvestris","",NA,20,1995,-2.492973137,42.63006979,"1 - UTM1x1 + Elevation",710
"321","T-P06587","V39"," V     ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","",NA,40,1995,-1.917188316,42.77916673,"1 - UTM1x1 + Elevation",590
"322","T-P06588","V39"," R57   ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","",NA,15,1995,-2.130051799,42.76837423,"1 - UTM1x1 + Elevation",530
"323","T-P06589","V39"," R57   ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","",NA,8,1995,-2.610710331,42.91510204,"1 - UTM1x1 + Elevation",550
"324","T-P06590","V39"," R55   ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","",NA,20,1995,-2.580020286,43.10409979,"1 - UTM1x1 + Elevation",180
"325","T-P06591","V39"," V39   ",7,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","",NA,10,1995,-2.396940742,42.97541048,"1 - UTM1x1 + Elevation",750
"326","T-P06592","V39"," V     ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","",NA,4,1995,-2.350435986,42.96615092,"1 - UTM1x1 + Elevation",1130
"327","T-P06593","V39"," V39   ",7,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","",NA,15,1995,-2.396817515,42.98801695,"1 - UTM1x1 + Elevation",960
"328","T-P06595","V39"," R55   ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","",NA,30,1995,-2.632366794,42.98181181,"1 - UTM1x1 + Elevation",590
"329","T-P06596","V39"," R55   ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","",NA,20,1995,-2.538737421,43.03730413,"1 - UTM1x1 + Elevation",500
"330","T-P06597","V39"," R55   ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","",NA,50,1995,-2.088164812,42.957158,"1 - UTM1x1 + Elevation",610
"331","T-P06598","V39"," R55   ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","",NA,30,1995,-2.235513263,43.13653517,"1 - UTM1x1 + Elevation",250
"332","T-P06599","V39"," R55   ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","",NA,NA,1995,-2.368263357,43.14094707,"1 - UTM1x1 + Elevation",540
"333","T-P06600","V39"," R55   ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","",NA,30,1995,-2.201599488,43.28578159,"1 - UTM1x1 + Elevation",140
"334","T-P06601","V39"," R57   ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","",NA,10,1995,-3.017597012,43.35700145,"1 - UTM1x1 + Elevation",0
"335","T-P06602","V39"," R57   ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","",NA,20,1995,-2.440784842,42.73789359,"1 - UTM1x1 + Elevation",640
"336","T-P06603","V39"," V39   ",7,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","",NA,20,1995,-2.578365288,42.62681363,"1 - UTM1x1 + Elevation",750
"337","T-P06604","V39"," R55   ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","",NA,8,1995,-2.63537261,43.30239422,"2 - UTM1x1 + Centroid",10
"338","T-P06605","V39"," R     ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","",NA,5,1995,-2.72142983,43.35666356,"2 - UTM1x1 + Centroid",340
"339","T-P06606","V39"," R55   ",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli","",NA,30,1995,-3.428834687,43.22473146,"1 - UTM1x1 + Elevation",560
