"Releve number","Twinspan2","Class","EUNIS","Sintaxon","SIVIMID","Plant.Cover","Aspect","Slope","Area","Year","DEG_LON","DEG_LAT","Accuracy","Elevation"
421801,"Mesic ruderals (V39)",10,"V38","Onopordion acanthii","S-P21801",70,"",NA,40,"1981",-6.221480608,43.13153497,"3 - UTM10x10 + Elevation",1200
421802,"Mesic ruderals (V39)",10,"V38","Onopordion acanthii","S-P21802",80,"",NA,30,"1981",-6.2482752,43.08035453,"3 - UTM10x10 + Elevation",1180
421809,"Mesic ruderals (V39)",11,"V","Chenopodio boni-henrici-Senecietum durieui","S-P21809",70,"E",10,20,"1981",-6.25615877,42.99729328,"3 - UTM10x10 + Elevation",1710
421810,"Mesic ruderals (V39)",11,"V39","Arction","S-P21810",100,"",NA,10,"1981",-6.106897356,43.10229232,"3 - UTM10x10 + Elevation",1100
421812,"Mesic ruderals (V39)",11,"V39","Arction","S-P21812",90,"",NA,30,"1981",-6.261877126,43.10517829,"3 - UTM10x10 + Elevation",890
424422,"Weeds (V15)",4,"V15","Filagini minimae-Airetum praecocis","S-P24422",NA,"",NA,2,"2010",-2.178295038,42.81735942,"1 - UTM1x1 + Elevation",900
424430,"Weeds (V15)",9,"V37","Minuartio hybridae-Saxifragetum tridactylitis","S-P24430",NA,"",NA,4,"2010",-1.4297975,42.71588681,"2 - UTM1x1 + Centroid",1360
424431,"Mesic ruderals (V39)",5,"V32","Minuartio hybridae-Saxifragetum tridactylitis","S-P24431",NA,"",NA,10,"2010",-1.809449451,42.91497602,"1 - UTM1x1 + Elevation",530
424437,"Weeds (V15)",4,"V15","Minuartio hybridae-Saxifragetum tridactylitis","S-P24437",NA,"",NA,1,"2010",-2.001359297,42.86638227,"2 - UTM1x1 + Centroid",1100
424456,"Trampled (V35)",5,"V","Saxifrago tridactylitidis-Hornungietum petraeae","S-P24456",NA,"",NA,2,"2010",-1.714955727,42.86352564,"1 - UTM1x1 + Elevation",460
424686,"Mesic ruderals (V39)",10,"V38","Elytrigio campestris-Brachypodietum phoenicoidis","S-P24686",NA,"",NA,15,"2010",-7,43,"5 - UTMs missing from DEM",400
425125,"Trampled (V35)",5,"V32","Lolietum perennis","S-P25125",NA,"",NA,4,"2010",-1.376829654,42.60572333,"4 - UTM10x10 + Centroid",400
425141,"Trampled (V35)",5,"V32","Trifolio fragiferi-Cynodontetum dactyli","S-P25141",NA,"",NA,5,"2010",-7,43,"5 - UTMs missing from DEM",320
431488,"Weeds (V15)",9,"V37","SJ12","S-P31488",NA,"",NA,1,"",-7.816269054,43.65730685,"4 - UTM10x10 + Centroid",156
432136,"Weeds (V15)",5,"V32","Galio-Logfietum minimae","S-P32136",NA,"",NA,1,"1985",-7.152402374,42.35059506,"3 - UTM10x10 + Elevation",500
435337,"Walls",1,"?","Polygonum capitatum community","S-P35337",60,"SW",90,1,"1993",-8.760950768,41.72816917,"3 - UTM10x10 + Elevation",50
501412,"Weeds (V15)",5,"V","Chenopodio albi-Conyzetum canadensis","T-P01412",60,"",NA,100,"1994",-8.089908005,42.31364925,"4 - UTM10x10 + Centroid",223
501418,"Weeds (V15)",5,"V","Chenopodio albi-Conyzetum canadensis","T-P01418",75,"",NA,100,"1994",-8.56634392,42.31572717,"4 - UTM10x10 + Centroid",177
501420,"Mesic ruderals (V39)",10,"V","Chenopodio albi-Conyzetum canadensis","T-P01420",90,"",NA,100,"1994",-2.936228824,43.30657379,"4 - UTM10x10 + Centroid",58.5
502590,"Weeds (V15)",4,"V15","Spergulario-Arnoseretum minimae","T-P02590",100,"SE",9,30,"1984",-6.32531531,42.41182245,"3 - UTM10x10 + Elevation",1220
502591,"Mesic ruderals (V39)",9,"V37","Bromo-Hordeetum murini","T-P02591",100,"",NA,2,"1984",-6.168679445,42.49469735,"4 - UTM10x10 + Centroid",900
502592,"Mesic ruderals (V39)",9,"V37","Bromo-Hordeetum murini","T-P02592",90,"E",4.5,3,"1984",-6.168679445,42.49469735,"4 - UTM10x10 + Centroid",900
502593,"Trampled (V35)",5,"V32","Bromo-Hordeetum murini","T-P02593",90,"",NA,6,"1984",-6.168679445,42.49469735,"4 - UTM10x10 + Centroid",900
502594,"Mesic ruderals (V39)",9,"V37","Bromo-Hordeetum murini","T-P02594",90,"",NA,10,"1984",-6.168679445,42.49469735,"4 - UTM10x10 + Centroid",900
502595,"Mesic ruderals (V39)",9,"V37","Bromo-Hordeetum murini","T-P02595",100,"",NA,3,"1984",-6.168679445,42.49469735,"4 - UTM10x10 + Centroid",900
502598,"Weeds (V15)",9,"V37","Panico-Setarion","T-P02598",20,"",NA,30,"1984",-6.336303467,42.38989171,"3 - UTM10x10 + Elevation",1100
502599,"Trampled (V35)",8,"V35","Polygono arenastri-Matricarietum matricarioidis","T-P02599",30,"",NA,2,"1984",-6.361905299,42.41435588,"3 - UTM10x10 + Elevation",1270
502602,"Mesic ruderals (V39)",10,"V38","Galio aparines-Conietum maculati","T-P02602",80,"SE",45,10,"1984",-6.211862764,42.47449169,"3 - UTM10x10 + Elevation",1000
502609,"Mesic ruderals (V39)",10,"V38","Carduo carpetani-Onopordetum acanthii","T-P02609",80,"W",27,10,"1984",-6.168679445,42.49469735,"4 - UTM10x10 + Centroid",880
503071,"Mesic ruderals (V39)",11,"V","Urtico dioicae-Sambucetum ebuli","T-P03071",100,"",NA,15,"1986",-3.209938483,43.3081855,"3 - UTM10x10 + Elevation",400
503074,"Mesic ruderals (V39)",11,"V39","Carduo nutantis-Cirsietum richterani","T-P03074",100,"NE",NA,9,"1986",-2.806393531,43.02546284,"3 - UTM10x10 + Elevation",1070
503075,"Mesic ruderals (V39)",10,"V38","Carduo nutantis-Cirsietum richterani","T-P03075",100,"N",NA,8,"1986",-2.811236774,43.047083,"3 - UTM10x10 + Elevation",1100
503078,"Mesic ruderals (V39)",5,"V32","Sisymbrio officinalis-Hordeetum murini","T-P03078",90,"W",NA,4,"1986",-3.185348801,43.3316399,"3 - UTM10x10 + Elevation",200
503079,"Mesic ruderals (V39)",5,"V32","Sisymbrio officinalis-Hordeetum murini","T-P03079",85,"NW",NA,4,"1986",-3.175449564,43.32085003,"3 - UTM10x10 + Elevation",200
503080,"Mesic ruderals (V39)",9,"V37","Sisymbrio officinalis-Hordeetum murini","T-P03080",90,"E",NA,6,"1986",-3.081713734,43.31735357,"3 - UTM10x10 + Elevation",100
503081,"Mesic ruderals (V39)",5,"V32","Sisymbrio officinalis-Hordeetum murini","T-P03081",85,"E",NA,6,"1986",-3.05950675,43.30836268,"3 - UTM10x10 + Elevation",100
503082,"Weeds (V15)",4,"V15","Oxalidi latifoliae-Veronicetum persicae","T-P03082",80,"",NA,30,"1986",-3.12590575,43.21826213,"3 - UTM10x10 + Elevation",150
503083,"Weeds (V15)",4,"V15","Oxalidi latifoliae-Veronicetum persicae","T-P03083",90,"",NA,25,"1986",-3.340208214,43.23043218,"3 - UTM10x10 + Elevation",200
503084,"Weeds (V15)",4,"V15","Oxalidi latifoliae-Veronicetum persicae","T-P03084",80,"",NA,40,"1986",-3.089134191,43.33175535,"3 - UTM10x10 + Elevation",200
503085,"Weeds (V15)",4,"V15","Oxalidi latifoliae-Veronicetum persicae","T-P03085",70,"",NA,45,"1986",-2.76917404,43.13165238,"3 - UTM10x10 + Elevation",250
503086,"Weeds (V15)",4,"V15","Oxalidi latifoliae-Veronicetum persicae","T-P03086",60,"",NA,30,"1986",-2.881950808,43.30651632,"3 - UTM10x10 + Elevation",100
503087,"Weeds (V15)",4,"V15","Oxalidi latifoliae-Veronicetum persicae","T-P03087",90,"",NA,50,"1986",-2.703917117,43.40524377,"3 - UTM10x10 + Elevation",80
503088,"Walls",1,"?","Parietarietum judaicae","T-P03088",80,"NW",NA,8,"1986",-3.084170257,43.31014811,"3 - UTM10x10 + Elevation",150
503089,"Walls",1,"?","Parietarietum judaicae","T-P03089",75,"W",NA,10,"1986",-3.168104395,43.3406711,"3 - UTM10x10 + Elevation",80
503090,"Walls",1,"?","Parietarietum judaicae","T-P03090",60,"E",NA,15,"1986",-3.074185202,43.21110356,"3 - UTM10x10 + Elevation",200
503095,"Walls",1,"?","Centrantho-Hypericetum hircini","T-P03095",60,"SW",NA,25,"1986",-3.096336311,43.20568419,"3 - UTM10x10 + Elevation",80
503097,"Walls",1,"?","Centrantho-Hypericetum hircini","T-P03097",50,"NW",NA,30,"1986",-3.160384935,43.22001994,"3 - UTM10x10 + Elevation",150
503101,"Walls",1,"?","Cymbalario-Trachelietum caerulei","T-P03101",40,"",NA,4,"1986",-3.183770111,43.21726743,"4 - UTM10x10 + Centroid",316
503107,"Walls",1,"?","Cymbalarietum muralis","T-P03107",70,"N",NA,15,"1986",-3.128356882,43.21285656,"3 - UTM10x10 + Elevation",80
503110,"Walls",1,"?","Cymbalarietum muralis","T-P03110",30,"SE",NA,5,"1986",-3.103819977,43.26330785,"3 - UTM10x10 + Elevation",150
503121,"Trampled (V35)",8,"V35","Polygono arenastri-Matricarietum matricarioidis","T-P03121",40,"N",NA,1,"1986",-3.02989145,43.26335106,"3 - UTM10x10 + Elevation",200
503122,"Trampled (V35)",8,"V35","Polygono arenastri-Matricarietum matricarioidis","T-P03122",30,"NW",NA,2,"1986",-3.116196195,43.29211083,"3 - UTM10x10 + Elevation",150
503123,"Trampled (V35)",8,"V35","Polygono arenastri-Matricarietum matricarioidis","T-P03123",60,"SW",NA,1,"1986",-2.881881044,43.34253456,"3 - UTM10x10 + Elevation",80
503124,"Trampled (V35)",8,"V35","Polygono arenastri-Matricarietum matricarioidis","T-P03124",60,"S",NA,1,"1986",-3.128625923,43.34072231,"3 - UTM10x10 + Elevation",100
503125,"Trampled (V35)",8,"V35","Polygono arenastri-Matricarietum matricarioidis","T-P03125",30,"S",NA,1,"1986",-3.145674068,43.24705377,"3 - UTM10x10 + Elevation",200
503126,"Trampled (V35)",8,"V35","Polygono arenastri-Matricarietum matricarioidis","T-P03126",40,"SW",NA,NA,"1986",-3.325469031,43.23767883,"3 - UTM10x10 + Elevation",300
503127,"Trampled (V35)",8,"V35","Bryo argentei-Saginetum procumbentis","T-P03127",25,"S",NA,2,"1986",-3.032392999,43.3335864,"3 - UTM10x10 + Elevation",20
503128,"Trampled (V35)",8,"V35","Bryo argentei-Saginetum procumbentis","T-P03128",20,"NW",NA,1,"1986",-3.010190382,43.34259509,"3 - UTM10x10 + Elevation",10
503129,"Trampled (V35)",8,"V35","Bryo argentei-Saginetum procumbentis","T-P03129",20,"N",NA,1,"1986",-3.101427479,43.30653227,"3 - UTM10x10 + Elevation",200
503130,"Trampled (V35)",8,"V35","Bryo argentei-Saginetum procumbentis","T-P03130",25,"NE",NA,2,"1986",-3.367430084,43.25195926,"3 - UTM10x10 + Elevation",200
503131,"Trampled (V35)",8,"V35","Bryo argentei-Saginetum procumbentis","T-P03131",15,"SW",NA,1,"1986",-3.089118393,43.32094987,"3 - UTM10x10 + Elevation",100
503132,"Trampled (V35)",8,"V35","Bryo argentei-Saginetum procumbentis","T-P03132",20,"N",NA,2,"1986",-3.170260115,43.2290104,"3 - UTM10x10 + Elevation",300
503468,"Weeds (V15)",4,"V15","Triseto ovati-Arnoseridetum minimae","T-P03468",NA,"",NA,NA,"1989",-7,43,"5 - UTMs missing from DEM",830
503469,"Weeds (V15)",4,"V15","Triseto ovati-Arnoseridetum minimae","T-P03469",NA,"",NA,NA,"1989",-6.517054166,42.20037363,"4 - UTM10x10 + Centroid",760
503470,"Weeds (V15)",4,"V15","Triseto ovati-Arnoseridetum minimae","T-P03470",NA,"",NA,NA,"1989",-6.449399262,42.05884169,"4 - UTM10x10 + Centroid",800
503471,"Weeds (V15)",4,"V15","Triseto ovati-Arnoseridetum minimae","T-P03471",NA,"",NA,NA,"1989",-6.630956118,41.97932291,"3 - UTM10x10 + Elevation",850
503472,"Weeds (V15)",4,"V15","Triseto ovati-Arnoseridetum minimae","T-P03472",NA,"",NA,NA,"1989",-6.721037279,41.99264297,"3 - UTM10x10 + Elevation",890
503473,"Weeds (V15)",4,"V15","Triseto ovati-Arnoseridetum minimae","T-P03473",NA,"",NA,NA,"1989",-6.449399262,42.05884169,"4 - UTM10x10 + Centroid",760
503479,"Weeds (V15)",4,"V15","Triseto ovati-Arnoseridetum minimae","T-P03479",NA,"",NA,NA,"1989",-6.286927646,42.56060595,"3 - UTM10x10 + Elevation",1160
503480,"Weeds (V15)",4,"V15","Triseto ovati-Arnoseridetum minimae","T-P03480",NA,"",NA,NA,"1989",-6.391625954,42.64939611,"3 - UTM10x10 + Elevation",720
503482,"Weeds (V15)",4,"V15","Triseto ovati-Arnoseridetum minimae","T-P03482",NA,"",NA,NA,"1989",-6.579063781,42.5572459,"3 - UTM10x10 + Elevation",610
503492,"Weeds (V15)",4,"V15","Triseto ovati-Arnoseridetum minimae","T-P03492",NA,"",NA,NA,"1989",-5.406264651,42.84544537,"3 - UTM10x10 + Elevation",1000
503500,"Weeds (V15)",4,"V15","Cnico benedicti-Papaveretum argemones","T-P03500",NA,"",NA,NA,"1989",-6.689756159,42.61675948,"3 - UTM10x10 + Elevation",500
503501,"Weeds (V15)",4,"V15","Cnico benedicti-Papaveretum argemones","T-P03501",NA,"",NA,NA,"1989",-6.588881821,42.64337899,"3 - UTM10x10 + Elevation",650
503503,"Weeds (V15)",4,"V15","Cnico benedicti-Papaveretum argemones","T-P03503",NA,"",NA,NA,"1989",-5.944573422,42.63655899,"3 - UTM10x10 + Elevation",960
503512,"Weeds (V15)",4,"V15","Cnico benedicti-Papaveretum argemones","T-P03512",NA,"",NA,NA,"1989",-6.51046248,42.59358715,"3 - UTM10x10 + Elevation",600
503513,"Weeds (V15)",4,"V15","Cnico benedicti-Papaveretum argemones","T-P03513",NA,"",NA,NA,"1989",-5.962566038,42.65886893,"4 - UTM10x10 + Centroid",590
503533,"Weeds (V15)",4,"V15","Cnico benedicti-Papaveretum argemones","T-P03533",NA,"",NA,NA,"1989",-5.336090445,42.86670987,"3 - UTM10x10 + Elevation",980
503856,"Weeds (V15)",3,"V13","Veronico triphylli-Cerastietum dichotomi","T-P03856",NA,"",NA,NA,"1989",-1.54236802,42.60930836,"4 - UTM10x10 + Centroid",570
503872,"Weeds (V15)",4,"V15","Veronico triphylli-Cerastietum dichotomi","T-P03872",NA,"",NA,NA,"1989",-5.321142037,42.85981026,"3 - UTM10x10 + Elevation",940
503876,"Weeds (V15)",4,"V15","Kickxio spuriae-Nigelletum gallicae","T-P03876",NA,"",NA,NA,"1989",-2.298814642,42.76052651,"3 - UTM10x10 + Elevation",830
503877,"Weeds (V15)",4,"V15","Kickxio spuriae-Nigelletum gallicae","T-P03877",NA,"",NA,NA,"1989",-2.084300105,42.72118944,"3 - UTM10x10 + Elevation",480
503896,"Weeds (V15)",4,"V15","Kickxio spuriae-Nigelletum gallicae","T-P03896",NA,"",NA,NA,"1989",-7,43,"5 - UTMs missing from DEM",580
503897,"Weeds (V15)",4,"V15","Kickxio spuriae-Nigelletum gallicae","T-P03897",NA,"",NA,NA,"1989",-2.342000878,42.60588748,"3 - UTM10x10 + Elevation",560
504812,"Mesic ruderals (V39)",11,"V39","Senecioni duriaei-Chenopodietum boni-henrici","T-P04812",NA,"",NA,40,"1984",-4.754385375,43.24629828,"3 - UTM10x10 + Elevation",1060
504813,"Mesic ruderals (V39)",11,"V39","Senecioni duriaei-Chenopodietum boni-henrici","T-P04813",NA,"",NA,10,"1984",-4.822576379,43.05433533,"3 - UTM10x10 + Elevation",1400
504814,"Mesic ruderals (V39)",11,"V39","Senecioni duriaei-Chenopodietum boni-henrici","T-P04814",NA,"",NA,NA,"1984",-4.798549642,43.24020958,"3 - UTM10x10 + Elevation",1500
504815,"Mesic ruderals (V39)",9,"V37","Senecioni duriaei-Chenopodietum boni-henrici","T-P04815",NA,"",NA,10,"1984",-4.794555687,43.1880464,"3 - UTM10x10 + Elevation",1900
504816,"Mesic ruderals (V39)",11,"V39","Senecioni duriaei-Chenopodietum boni-henrici","T-P04816",NA,"",NA,10,"1984",-4.934827061,43.18756032,"3 - UTM10x10 + Elevation",1700
504817,"Xeric ruderals (V38)",10,"V38","Cirsio chodati-Carduetum cantabrici","T-P04817",NA,"",NA,10,"1984",-4.764516188,43.17050472,"3 - UTM10x10 + Elevation",1430
504819,"Mesic ruderals (V39)",11,"V39","Cirsio chodati-Carduetum cantabrici","T-P04819",NA,"",NA,10,"1984",-4.825095504,43.22178014,"3 - UTM10x10 + Elevation",1620
504820,"Mesic ruderals (V39)",11,"V39","Cirsio chodati-Carduetum cantabrici","T-P04820",NA,"",NA,10,"1984",-4.761746306,43.15974196,"3 - UTM10x10 + Elevation",1550
504821,"Xeric ruderals (V38)",10,"V38","Cirsio chodati-Carduetum cantabrici","T-P04821",NA,"",NA,10,"1984",-4.764954781,43.10026214,"3 - UTM10x10 + Elevation",1340
504823,"Xeric ruderals (V38)",10,"V38","Cirsio chodati-Carduetum carpetani","T-P04823",NA,"",NA,15,"1984",-6.008270155,43.04550291,"3 - UTM10x10 + Elevation",1350
504824,"Xeric ruderals (V38)",10,"V38","Cirsio chodati-Carduetum carpetani","T-P04824",NA,"",NA,10,"1984",-6.002846057,43.08526369,"3 - UTM10x10 + Elevation",1480
504825,"Mesic ruderals (V39)",9,"V37","Sisymbrio officinalis-Hordeetum murini","T-P04825",NA,"",NA,2,"1984",-4.5842792,43.24157766,"3 - UTM10x10 + Elevation",330
504826,"Trampled (V35)",8,"V35","Polygono arenastri-Matricarietum matricarioidis","T-P04826",NA,"",NA,1,"1984",-4.82806946,42.99121457,"3 - UTM10x10 + Elevation",1400
504827,"Trampled (V35)",8,"V35","Bryo argentei-Saginetum procumbentis","T-P04827",NA,"",NA,1,"1984",-5.08732144,43.32894773,"3 - UTM10x10 + Elevation",260
504828,"Trampled (V35)",8,"V35","Polygono-Coronopetum squamati","T-P04828",70,"",NA,4,"1984",-5.990585558,42.98473825,"3 - UTM10x10 + Elevation",1300
504831,"Trampled (V35)",8,"V35","Plantagini majoris-Poetum variae","T-P04831",NA,"",NA,4,"1984",-4.837770668,42.98745726,"3 - UTM10x10 + Elevation",1610
504832,"Trampled (V35)",5,"V","Plantagini majoris-Poetum variae","T-P04832",NA,"",NA,1,"1984",-4.839268281,43.20174328,"3 - UTM10x10 + Elevation",2360
504834,"Trampled (V35)",5,"?","Plantagini majoris-Poetum variae","T-P04834",NA,"",NA,1,"1984",-4.749554236,43.16353092,"3 - UTM10x10 + Elevation",1680
504874,"Walls",1,"?","Parietarietum judaicae","T-P04874",NA,"",NA,10,"1995",-3.41745649,43.36164366,"1 - UTM1x1 + Elevation",6
504875,"Walls",1,"?","Parietarietum judaicae","T-P04875",NA,"",NA,10,"1995",-3.40543943,43.41031101,"1 - UTM1x1 + Elevation",30
504876,"Walls",1,"?","Parietarietum judaicae","T-P04876",NA,"",NA,20,"1995",-3.445186375,43.44077816,"1 - UTM1x1 + Elevation",50
504877,"Walls",1,"?","Parietarietum judaicae","T-P04877",NA,"",NA,10,"1995",-3.370779985,43.39782242,"1 - UTM1x1 + Elevation",5
504879,"Walls",1,"?","Parietarietum judaicae","T-P04879",NA,"",NA,10,"1995",-3.47178442,43.36503425,"3 - UTM10x10 + Elevation",50
504880,"Walls",1,"?","Parietarietum judaicae","T-P04880",NA,"",NA,15,"1995",-3.481643422,43.36319226,"3 - UTM10x10 + Elevation",50
504881,"Walls",1,"?","Parietarietum judaicae","T-P04881",NA,"",NA,40,"1995",-3.407885435,43.40670054,"1 - UTM1x1 + Elevation",100
504882,"Walls",1,"?","Parietarietum judaicae","T-P04882",NA,"",NA,10,"1995",-3.447737463,43.45157345,"1 - UTM1x1 + Elevation",160
504887,"Walls",1,"?","Parietarietum judaicae","T-P04887",NA,"",NA,20,"1995",-3.412410328,43.34545383,"1 - UTM1x1 + Elevation",25
505134,"Trampled (V35)",8,"V35","Polygono arenastri-Matricarietum matricarioidis","T-P05134",NA,"",NA,1,"1995",-3.594302608,43.27261673,"1 - UTM1x1 + Elevation",150
505135,"Trampled (V35)",8,"V35","Polygono arenastri-Matricarietum matricarioidis","T-P05135",NA,"",NA,2,"1995",-3.470367587,43.18134543,"1 - UTM1x1 + Elevation",600
505136,"Trampled (V35)",8,"V35","Polygono arenastri-Matricarietum matricarioidis","T-P05136",NA,"",NA,1,"1995",-3.4706028,43.21196065,"1 - UTM1x1 + Elevation",150
505137,"Trampled (V35)",8,"V35","Bryo argentei-Saginetum procumbentis","T-P05137",NA,"",NA,1,"1995",-3.591855531,43.27443034,"1 - UTM1x1 + Elevation",150
505142,"Weeds (V15)",4,"V15","Lamio (hybridi) dissecti-Panicetum crus-galli","T-P05142",NA,"",NA,50,"1995",-3.459347722,43.35247857,"1 - UTM1x1 + Elevation",200
505143,"Weeds (V15)",4,"V15","Lamio (hybridi) dissecti-Panicetum crus-galli","T-P05143",NA,"",NA,50,"1995",-3.412385948,43.34185211,"1 - UTM1x1 + Elevation",5
505144,"Weeds (V15)",9,"V37","Lamio (hybridi) dissecti-Panicetum crus-galli","T-P05144",NA,"",NA,40,"1995",-3.481714672,43.37219645,"1 - UTM1x1 + Elevation",10
505145,"Weeds (V15)",4,"V15","Lamio (hybridi) dissecti-Panicetum crus-galli","T-P05145",NA,"",NA,40,"1995",-3.456138786,43.25344087,"1 - UTM1x1 + Elevation",100
505146,"Weeds (V15)",9,"V37","Lamio (hybridi) dissecti-Panicetum crus-galli","T-P05146",NA,"",NA,25,"1995",-3.482386039,43.45683514,"1 - UTM1x1 + Elevation",8
505147,"Weeds (V15)",4,"V15","Lamio (hybridi) dissecti-Panicetum crus-galli","T-P05147",NA,"",NA,30,"1995",-3.535722506,43.33773909,"2 - UTM1x1 + Centroid",50
505148,"Weeds (V15)",9,"V37","Lamio (hybridi) dissecti-Panicetum crus-galli","T-P05148",NA,"",NA,15,"1995",-3.474350969,43.37762992,"1 - UTM1x1 + Elevation",8
505149,"Weeds (V15)",9,"V37","Lamio (hybridi) dissecti-Panicetum crus-galli","T-P05149",NA,"",NA,50,"1995",-3.447657776,43.44076851,"3 - UTM10x10 + Elevation",10
505150,"Weeds (V15)",9,"V37","Lamio (hybridi) dissecti-Panicetum crus-galli","T-P05150",NA,"",NA,40,"1995",-3.477088142,43.41183544,"3 - UTM10x10 + Elevation",10
505151,"Weeds (V15)",5,"V32","Fumario capreolatae-Veronicetum persicae","T-P05151",NA,"",NA,8,"1995",-3.407921691,43.41210307,"3 - UTM10x10 + Elevation",6
505152,"Weeds (V15)",4,"V15","Fumario capreolatae-Veronicetum persicae","T-P05152",NA,"",NA,10,"1995",-3.427658288,43.4084292,"3 - UTM10x10 + Elevation",6
505153,"Weeds (V15)",4,"V15","Fumario capreolatae-Veronicetum persicae","T-P05153",NA,"",NA,60,"1995",-3.412385948,43.34185211,"3 - UTM10x10 + Elevation",20
505154,"Weeds (V15)",4,"V15","Fumario capreolatae-Veronicetum persicae","T-P05154",NA,"",NA,100,"1995",-3.427152425,43.33639519,"3 - UTM10x10 + Elevation",10
505155,"Weeds (V15)",4,"V15","Fumario capreolatae-Veronicetum persicae","T-P05155",NA,"",NA,100,"1995",-3.482028566,43.41181472,"3 - UTM10x10 + Elevation",8
505156,"Weeds (V15)",4,"V15","Fumario capreolatae-Veronicetum persicae","T-P05156",NA,"",NA,100,"1995",-3.370812932,43.40322498,"1 - UTM1x1 + Elevation",40
505157,"Weeds (V15)",4,"V15","Fumario capreolatae-Veronicetum persicae","T-P05157",NA,"",NA,100,"1995",-3.434207631,43.28774388,"1 - UTM1x1 + Elevation",60
505158,"Weeds (V15)",4,"V15","Fumario capreolatae-Veronicetum persicae","T-P05158",NA,"",NA,15,"1995",-3.472939711,43.19574246,"1 - UTM1x1 + Elevation",450
505159,"Weeds (V15)",4,"V15","Fumario capreolatae-Veronicetum persicae","T-P05159",NA,"",NA,40,"1995",-3.571297047,43.18448787,"2 - UTM1x1 + Centroid",400
505160,"Weeds (V15)",4,"V15","Fumario capreolatae-Veronicetum persicae","T-P05160",NA,"",NA,12,"1995",-3.447737463,43.45157345,"1 - UTM1x1 + Elevation",150
505161,"Weeds (V15)",9,"V37","Fumario capreolatae-Veronicetum persicae","T-P05161",NA,"",NA,10,"1995",-3.447764035,43.45517509,"1 - UTM1x1 + Elevation",150
505162,"Weeds (V15)",9,"V37","Fumario capreolatae-Veronicetum persicae","T-P05162",NA,"",NA,10,"1995",-3.402981194,43.41212059,"1 - UTM1x1 + Elevation",10
505163,"Weeds (V15)",4,"V15","Fumario capreolatae-Veronicetum persicae","T-P05163",NA,"",NA,100,"1995",-3.410221807,43.3868824,"1 - UTM1x1 + Elevation",220
505164,"Weeds (V15)",4,"V15","Fumario capreolatae-Veronicetum persicae","T-P05164",NA,"",NA,80,"1995",-3.363306397,43.38704106,"1 - UTM1x1 + Elevation",60
505165,"Weeds (V15)",9,"V37","Fumario capreolatae-Veronicetum persicae","T-P05165",NA,"",NA,8,"1995",-3.456138786,43.25344087,"1 - UTM1x1 + Elevation",90
505166,"Weeds (V15)",9,"V37","Fumario capreolatae-Veronicetum persicae","T-P05166",NA,"",NA,10,"1995",-3.490660904,43.25689987,"1 - UTM1x1 + Elevation",90
505167,"Weeds (V15)",4,"V15","Fumario capreolatae-Veronicetum persicae","T-P05167",NA,"",NA,50,"1995",-3.487751603,43.20108313,"1 - UTM1x1 + Elevation",280
505168,"Weeds (V15)",4,"V15","Fumario capreolatae-Veronicetum persicae","T-P05168",NA,"",NA,10,"1995",-3.599284675,43.27799351,"1 - UTM1x1 + Elevation",250
505169,"Weeds (V15)",4,"V15","Fumario capreolatae-Veronicetum persicae","T-P05169",NA,"",NA,6,"1995",-3.326402973,43.4123648,"1 - UTM1x1 + Elevation",50
505170,"Weeds (V15)",5,"V32","Fumario capreolatae-Veronicetum persicae","T-P05170",NA,"",NA,10,"1995",-3.323903901,43.40696924,"1 - UTM1x1 + Elevation",60
505171,"Weeds (V15)",5,"V32","Fumario capreolatae-Veronicetum persicae","T-P05171",NA,"",NA,6,"1995",-3.365916494,43.41044431,"1 - UTM1x1 + Elevation",40
505172,"Weeds (V15)",4,"V15","Fumario capreolatae-Veronicetum persicae","T-P05172",NA,"",NA,10,"1995",-3.437616441,43.41919683,"1 - UTM1x1 + Elevation",8
505173,"Weeds (V15)",5,"V32","Fumario capreolatae-Veronicetum persicae","T-P05173",NA,"",NA,8,"1995",-3.429822882,43.36519965,"3 - UTM10x10 + Elevation",10
505174,"Weeds (V15)",4,"V15","Fumario capreolatae-Veronicetum persicae","T-P05174",NA,"",NA,6,"1995",-3.430102895,43.40481826,"3 - UTM10x10 + Elevation",6
505176,"Trampled (V35)",9,"V37","Sisymbrio officinalis-Hordeetum murini","T-P05176",NA,"",NA,10,"1995",-3.410379777,43.41029339,"1 - UTM1x1 + Elevation",10
505177,"Mesic ruderals (V39)",9,"V37","Sisymbrio officinalis-Hordeetum murini","T-P05177",NA,"",NA,4,"1995",-3.482984513,43.22091377,"1 - UTM1x1 + Elevation",400
505183,"Mesic ruderals (V39)",11,"?","Urtico dioicae-Sambucetum ebuli","T-P05183",NA,"",NA,10,"1995",-3.434991241,43.39759621,"3 - UTM10x10 + Elevation",8
505185,"Mesic ruderals (V39)",10,"V38","Helmintio echioidis-Melilotetum albae","T-P05185",NA,"",NA,25,"1995",-3.43730551,43.37597667,"3 - UTM10x10 + Elevation",8
505186,"Mesic ruderals (V39)",10,"V38","Helmintio echioidis-Melilotetum albae","T-P05186",NA,"",NA,20,"1995",-3.444830308,43.3921557,"1 - UTM1x1 + Elevation",6
505187,"Mesic ruderals (V39)",10,"V38","Helmintio echioidis-Melilotetum albae","T-P05187",NA,"",NA,50,"1995",-3.492142772,43.44058572,"2 - UTM1x1 + Centroid",8
