SIVIMID;NMDS1;NMDS2;Relevé number;Sintaxon;Temp;Precip;UTM10X10;UTM1X1;JuiceID;OriginalElevation;Locality;Country;ECOREG_WWF;DUNES_BOHN;Plant.Cover;Aspect;Slope;Area;SintaxonID;Authors;Year;Title;Publication;Type;DEG_LON;DEG_LAT;Accuracy;Elevation;ANTHROPIC;Vegetation;Class;Order;Alliance;EUNIS2020;EUNIS_REVISED;PCluster;EUNISL1;EUNISL2
S-P15154;0.01278872;0.024431895;420;Urtico dioicae-Sambucetum ebuli;139;15392;30TWN58;30TWN5981;1684;120;Azpeitia, sobre el pueblo;ES;ATL_COAST;N_DUNES;100;;5;20;0856d;Braun-Blanquet, J.;1967;Vegetationsskizzen aus dem Baskenland mit Ausblicken auf das weitere Ibero-Atlantikum. II Teil.;Vegetatio 14(1-4):;No forest;-2.262020399;43.18173316;1 - UTM1x1 + Elevation;120;Yes;ANTHROPOGENIC VEGETATION;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Balloto-Conion maculati; R55   ;V39;0;Ruderal;V39
S-P15155;0.031799849;0.030850364;421;Urtico dioicae-Sambucetum ebuli;137;15149;30TWN58;30TWN5981;1685;190;Azpeitia, ladera sobre el pueblo;ES;ATL_COAST;N_DUNES;100;;5;50;0856d;Braun-Blanquet, J.;1967;Vegetationsskizzen aus dem Baskenland mit Ausblicken auf das weitere Ibero-Atlantikum. II Teil.;Vegetatio 14(1-4):;No forest;-2.269359848;43.18538217;1 - UTM1x1 + Elevation;190;Yes;ANTHROPOGENIC VEGETATION;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Balloto-Conion maculati; R55   ;V39;0;Ruderal;V39
S-P15156;0.028279865;0.056265952;422;Urtico dioicae-Sambucetum ebuli;135;14608;30TWN47;30TWN4774;1686;180;Bergara, sobre el pueblo, al pie de un muro;ES;ATL_COAST;N_DUNES;100;;5;20;0856d;Braun-Blanquet, J.;1967;Vegetationsskizzen aus dem Baskenland mit Ausblicken auf das weitere Ibero-Atlantikum. II Teil.;Vegetatio 14(1-4):;No forest;-2.41271908;43.12137322;1 - UTM1x1 + Elevation;180;Yes;ANTHROPOGENIC VEGETATION;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Balloto-Conion maculati; R55   ;V39;0;Ruderal;V39
S-P15157;0.113322334;0.029527933;423;Geranietum robertiano-lucidi;133;17728;30TWN68;30TWN6381;1687;180;Gatzume, alrededor de caseríos, entorno ruderal;ES;ATL_COAST;N_DUNES;90;;NA;20;2391;Braun-Blanquet, J.;1967;Vegetationsskizzen aus dem Baskenland mit Ausblicken auf das weitere Ibero-Atlantikum. II Teil.;Vegetatio 14(1-4):;No forest;-2.217657394;43.18684124;1 - UTM1x1 + Elevation;180;Yes;ANTHROPOGENIC VEGETATION;Epilobietea angustifolii;Galio-Alliarietalia;Geo urbani-Alliarion officinalis; V     ;V39;0;Ruderal;V39
S-P15158;0.008193743;0.047238731;424;Carduo nutantis-Cirsietum richterani;109;12718;30TWN65;30TWN6054;1688;750;Segura, Otzaurte, redil de ovejas;ES;ATL_COAST;N_DUNES;100;;NA;NA;744;Braun-Blanquet, J.;1967;Vegetationsskizzen aus dem Baskenland mit Ausblicken auf das weitere Ibero-Atlantikum. II Teil.;Vegetatio 14(1-4):;No forest;-2.255082735;42.9421568;1 - UTM1x1 + Elevation;750;Yes;ANTHROPOGENIC VEGETATION;Artemisietea vulgaris;Onopordetalia acanthii;Cirsion richterano-chodati; R55   ;V39;0;Ruderal;V39
S-P15160;-0.132695674;0.050565843;1941;Lolio perennis-Plantaginetum majoris;130;15998;30TWP90;30TWP9502;1690;200;Gipuzkoa, Hondarribia, Guadalupe: parque infantil;ES;ATL_COAST;N_DUNES;NA;;0;20;1219;Braun-Blanquet, J.;1967;Vegetationsskizzen aus dem Baskenland mit Ausblicken auf das weitere Ibero-Atlantikum. II Teil.;Vegetatio 14(1-4):;No forest;-1.822892987;43.36535217;1 - UTM1x1 + Elevation;200;?;VEGETATION OF THE NEMORAL FOREST ZONE;Molinio-Arrhenatheretea;Potentillo-Polygonetalia avicularis;Potentillion anserinae; V35   ;V35;0;Trampled;V35
S-P15168;-0.129753648;0.0751764;1942;Lolio perennis-Plantaginetum majoris;136;16037;30TWN59;30TWN5092;1698;50;Gipuzkoa, Mutriku, Astigarribia;ES;ATL_COAST;N_DUNES;NA;;NA;50;1219;Braun-Blanquet, J.;1967;Vegetationsskizzen aus dem Baskenland mit Ausblicken auf das weitere Ibero-Atlantikum. II Teil.;Vegetatio 14(1-4):;No forest;-2.374224931;43.27965258;1 - UTM1x1 + Elevation;50;?;VEGETATION OF THE NEMORAL FOREST ZONE;Molinio-Arrhenatheretea;Potentillo-Polygonetalia avicularis;Potentillion anserinae; V35   ;V35;0;Trampled;V35
S-P15169;-0.128615529;0.066167286;1943;;135;14821;30TWN66;30TWN6566;1699;160;Gipuzkoa, Beasain;ES;ATL_COAST;N_DUNES;NA;;0;50;6454,,,,,BBJ0;;NA;;;No forest;-2.189980752;43.04617303;1 - UTM1x1 + Elevation;160;NA;NA;NA;NA;NA; V35   ;V35;0;Trampled;V35
S-P15170;-0.10973592;0.057016586;1944;;133;19447;30TXN27;30TXN2178;1700;230;Navarra, Elizondo, Elbetea;ES;ATL_COAST;N_DUNES;NA;;NA;10;6454,,,,,BBJ0;;NA;;;No forest;-1.49991946;43.14906535;1 - UTM1x1 + Elevation;230;NA;NA;NA;NA;NA; V35   ;V35;0;Trampled;V35
S-P15171;-0.096402423;0.006302281;1945;;128;16593;30TWN86;30TWN8364;1701;480;Navarra, Betelu, lugar fuertemente pisoteado;ES;ATL_COAST;N_DUNES;NA;;NA;20;6454,,,,,BBJ0;;NA;;;No forest;-1.969251875;43.02998989;1 - UTM1x1 + Elevation;480;NA;NA;NA;NA;NA; V35   ;V35;0;Trampled;V35
S-P15172;-0.136345731;0.094139402;1946;Lolio perennis-Plantaginetum majoris;NA;NA;30TWN69;30TWN6993;1702;10;Gipuzkoa, Zarauz, Camping;ES;ATL_COAST;N_DUNES;NA;;NA;50;1219;Braun-Blanquet, J.;1967;Vegetationsskizzen aus dem Baskenland mit Ausblicken auf das weitere Ibero-Atlantikum. II Teil.;Vegetatio 14(1-4):;No forest;-2.137384244;43.2943199;1 - UTM1x1 + Elevation;10;?;VEGETATION OF THE NEMORAL FOREST ZONE;Molinio-Arrhenatheretea;Potentillo-Polygonetalia avicularis;Potentillion anserinae; V35   ;V35;0;Trampled;V35
S-P15173;-0.162947062;0.054131516;1947;Lolio perennis-Plantaginetum majoris;131;19590;30TWN99;30TWN9396;1703;200;Gipuzkoa, Oiartzun, Gurutze;ES;ATL_COAST;N_DUNES;NA;;NA;20;1219;Braun-Blanquet, J.;1967;Vegetationsskizzen aus dem Baskenland mit Ausblicken auf das weitere Ibero-Atlantikum. II Teil.;Vegetatio 14(1-4):;No forest;-1.846059432;43.3151634;1 - UTM1x1 + Elevation;200;?;VEGETATION OF THE NEMORAL FOREST ZONE;Molinio-Arrhenatheretea;Potentillo-Polygonetalia avicularis;Potentillion anserinae; V35   ;V35;0;Trampled;V35
S-P15174;-0.10713958;0.057380466;1948;Lolio perennis-Plantaginetum majoris;138;16666;30TXN07;30TXN0876;1704;130;Navarra, Santesteban;ES;ATL_COAST;N_DUNES;NA;;NA;20;1219;Braun-Blanquet, J.;1967;Vegetationsskizzen aus dem Baskenland mit Ausblicken auf das weitere Ibero-Atlantikum. II Teil.;Vegetatio 14(1-4):;No forest;-1.669979563;43.13315953;1 - UTM1x1 + Elevation;130;?;VEGETATION OF THE NEMORAL FOREST ZONE;Molinio-Arrhenatheretea;Potentillo-Polygonetalia avicularis;Potentillion anserinae; V35   ;V35;0;Trampled;V35
S-P15177;-0.201136805;-0.018497481;1949;Polycarpion tetraphylli;149;15720;29TNG35;;1967;NA;Pontevedra, frontera con Portugal, Valença do Minho;ES;ATL_COAST;N_DUNES;NA;;NA;4;L189;Braun-Blanquet, J.;1967;Vegetationsskizzen aus dem Baskenland mit Ausblicken auf das weitere Ibero-Atlantikum. II Teil.;Vegetatio 14(1-4):;No forest;-8.577150315;42.04626052;4 - UTM10x10 + Centroid;73;Yes;ANTHROPOGENIC VEGETATION;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Polycarpion tetraphylli; V35   ;V34;4;Trampled;V34
S-P16228;0.098716718;0.039751714;425;Geranio robertiani-Cariolophetum sempervirentis;95;6950;30TTN62;;1986;900;Secarejo;ES;ATL_COAST;N_DUNES;100;;NA;20;3907a;Díaz, T.E.;;;;;;;;;;;;;;;;;;
S-P16229;0.100711074;0.0632249;426;Geranio robertiani-Cariolophetum sempervirentis;90;6681;30TTN73;;1987;990;Selga de Ordás;ES;ATL_COAST;N_DUNES;100;;NA;4;3907a;Díaz, T.E.;;;;;;;;;;;;;;;;;;
S-P16230;0.051367148;0.025188635;427;Geranio robertiani-Cariolophetum sempervirentis;86;7528;30TTN64;;1988;1050;Barrios de Luna;ES;ATL_COAST;N_DUNES;100;;NA;20;3907a;Díaz, T.E.;;;;;;;;;;;;;;;;;;
S-P16231;0.147020194;0.045450604;428;Geranio robertiani-Cariolophetum sempervirentis;103;11104;29TQH23;;1989;860;Pobladura de las Regueras;ES;ATL_COAST;N_DUNES;100;;NA;5;3907a;Díaz, T.E.;;;;;;;;;;;;;;;;;;
S-P16232;0.150501408;0.053806113;429;Geranio robertiani-Cariolophetum sempervirentis;109;10565;29TQH22;;1990;800;Entre Boeza y Folgoso de la Ribera;ES;ATL_COAST;N_DUNES;100;;NA;20;3907a;Díaz, T.E.;;;;;;;;;;;;;;;;;;
S-P16233;0.100568462;-0.003631387;430;Geranio robertiani-Cariolophetum sempervirentis;89;5419;30TTN64;;1991;1000;Garaño;ES;ATL_COAST;N_DUNES;100;;NA;4;3907b;Díaz, T.E.;;;;;;;;;;;;;;;;;;
S-P16234;0.11875942;0.022684205;431;Geranio robertiani-Cariolophetum sempervirentis;121;8024;29TQH02;;1992;630;Santa Marina del Sil;ES;ATL_COAST;N_DUNES;100;;NA;20;3907b;Díaz, T.E.;;;;;;;;;;;;;;;;;;
S-P16235;0.119220235;0.006450983;432;Geranio robertiani-Cariolophetum sempervirentis;101;11025;29TQG28;;1993;980;Morla;ES;ATL_COAST;N_DUNES;90;;NA;40;3907b;Díaz, T.E.;;;;;;;;;;;;;;;;;;
S-P16236;0.145018475;0.037631735;433;Geranio robertiani-Cariolophetum sempervirentis;96;8194;29TQG17;;1994;1090;Cunas;ES;ATL_COAST;N_DUNES;70;;NA;25;3907b;Díaz, T.E.;;;;;;;;;;;;;;;;;;
S-P17950;0.061322579;-0.09183874;2224;Cymbalario-Trachelietum caerulei;112;13746;30TWN26;30TWN2368;27433;600;Puerto de Barazar;ES;ATL_COAST;N_DUNES;60;;NA;10;1582;Navarro, C.;1982;Contribución al estudio de la flora y vegetación del Duranguesado y la Busturia (Vizcaya).;Publ. Univ. Complutense de Madrid. Tesis Doct. 398;No forest;-2.715385597;43.06489476;1 - UTM1x1 + Elevation;600;?;VEGETATION OF ROCK CREVICES AND SCREES;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Cymbalario-Asplenion;      ?;U37;0;Walls;U37
S-P17951;0.222988678;-0.115665413;2225;Cymbalario-Trachelietum caerulei;129;14396;30TWN37;30TWN3079;27434;150;Durango, Plaza del mercado;ES;ATL_COAST;N_DUNES;60;;NA;10;1582;Navarro, C.;1982;Contribución al estudio de la flora y vegetación del Duranguesado y la Busturia (Vizcaya).;Publ. Univ. Complutense de Madrid. Tesis Doct. 398;No forest;-2.618965627;43.16546917;1 - UTM1x1 + Elevation;150;?;VEGETATION OF ROCK CREVICES AND SCREES;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Cymbalario-Asplenion; H     ;U37;0;Walls;U37
S-P17952;0.416571405;-0.18562721;2226;Cymbalario-Trachelietum caerulei;129;14260;30TWN37;30TWN3079;27435;150;Durango, Plaza del mercado;ES;ATL_COAST;N_DUNES;70;;NA;8;1582;Navarro, C.;1982;Contribución al estudio de la flora y vegetación del Duranguesado y la Busturia (Vizcaya).;Publ. Univ. Complutense de Madrid. Tesis Doct. 398;No forest;-2.621437042;43.16367641;1 - UTM1x1 + Elevation;150;?;VEGETATION OF ROCK CREVICES AND SCREES;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Cymbalario-Asplenion; H     ;U37;0;Walls;U37
S-P17953;0.152177;-0.130784258;2227;Cymbalario-Trachelietum caerulei;133;14015;30TWN28;30TWN2881;27436;150;Durango, Muros de Sta. Maria;ES;ATL_COAST;N_DUNES;60;;NA;10;1582;Navarro, C.;1982;Contribución al estudio de la flora y vegetación del Duranguesado y la Busturia (Vizcaya).;Publ. Univ. Complutense de Madrid. Tesis Doct. 398;No forest;-2.648375586;43.1853739;1 - UTM1x1 + Elevation;150;?;VEGETATION OF ROCK CREVICES AND SCREES;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Cymbalario-Asplenion; H     ;U37;0;Walls;U37
S-P17954;0.434202096;-0.2087628;2228;Cymbalario-Trachelietum caerulei;134;13854;30TWN28;30TWN2881;27463;150;Durango, Muros de Sta. Maria;ES;ATL_COAST;N_DUNES;70;;NA;6;1582;Navarro, C.;1982;Contribución al estudio de la flora y vegetación del Duranguesado y la Busturia (Vizcaya).;Publ. Univ. Complutense de Madrid. Tesis Doct. 398;No forest;-2.650846951;43.18358051;1 - UTM1x1 + Elevation;150;?;VEGETATION OF ROCK CREVICES AND SCREES;Cymbalario-Parietarietea diffusae;Tortulo-Cymbalarietalia;Cymbalario-Asplenion; H     ;U37;0;Walls;U37
S-P17955;-0.052966966;0.022311727;434;Sisymbrio officinalis-Hordeetum murini;130;14318;30TWN38;30TWN3180;27438;NA;Durango;ES;ATL_COAST;N_DUNES;90;;NA;20;0753a;Navarro, C.;1982;Contribución al estudio de la flora y vegetación del Duranguesado y la Busturia (Vizcaya).;Publ. Univ. Complutense de Madrid. Tesis Doct. 398;No forest;-2.611516269;43.17624989;2 - UTM1x1 + Centroid;356;Yes;ANTHROPOGENIC VEGETATION;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis; V37   ;V37;5;Ruderal;V37
S-P17956;-0.086508357;0.024456382;1950;Sisymbrio officinalis-Hordeetum murini;130;14318;30TWN38;30TWN3180;27439;NA;Durango;ES;ATL_COAST;N_DUNES;80;;NA;20;0753a;Navarro, C.;1982;Contribución al estudio de la flora y vegetación del Duranguesado y la Busturia (Vizcaya).;Publ. Univ. Complutense de Madrid. Tesis Doct. 398;No forest;-2.611516269;43.17624989;2 - UTM1x1 + Centroid;356;Yes;ANTHROPOGENIC VEGETATION;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis; V37   ;V37;5;Trampled;V35
S-P17957;-0.079473698;0.036935202;1951;Sisymbrio officinalis-Hordeetum murini;130;14318;30TWN38;30TWN3180;27440;NA;Durango;ES;ATL_COAST;N_DUNES;80;;NA;30;0753a;Navarro, C.;1982;Contribución al estudio de la flora y vegetación del Duranguesado y la Busturia (Vizcaya).;Publ. Univ. Complutense de Madrid. Tesis Doct. 398;No forest;-2.611516269;43.17624989;2 - UTM1x1 + Centroid;356;Yes;ANTHROPOGENIC VEGETATION;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis; V37   ;V37;5;Trampled;V35
S-P17958;-0.061536296;0.034753932;435;Sisymbrio officinalis-Hordeetum murini;129;14504;30TWN37;30TWN3177;27441;NA;Abadiano;ES;ATL_COAST;N_DUNES;80;;NA;20;0753a;Navarro, C.;1982;Contribución al estudio de la flora y vegetación del Duranguesado y la Busturia (Vizcaya).;Publ. Univ. Complutense de Madrid. Tesis Doct. 398;No forest;-2.611687398;43.14923601;2 - UTM1x1 + Centroid;304;Yes;ANTHROPOGENIC VEGETATION;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis; V37   ;V37;5;Ruderal;V37
S-P17959;-0.038626244;0.020587276;436;Sisymbrio officinalis-Hordeetum murini;129;14504;30TWN37;30TWN3177;27442;NA;Abadiano;ES;ATL_COAST;N_DUNES;90;;NA;30;0753a;Navarro, C.;1982;Contribución al estudio de la flora y vegetación del Duranguesado y la Busturia (Vizcaya).;Publ. Univ. Complutense de Madrid. Tesis Doct. 398;No forest;-2.611687398;43.14923601;2 - UTM1x1 + Centroid;304;Yes;ANTHROPOGENIC VEGETATION;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis; V37   ;V37;5;Ruderal;V37
S-P17960;-0.081852193;0.013908435;1952;Sisymbrio officinalis-Hordeetum murini;136;13947;30TWN29;30TWN2595;27443;NA;Gernika;ES;ATL_COAST;N_DUNES;80;;NA;30;0753a;Navarro, C.;1982;Contribución al estudio de la flora y vegetación del Duranguesado y la Busturia (Vizcaya).;Publ. Univ. Complutense de Madrid. Tesis Doct. 398;No forest;-2.684642517;43.31154527;2 - UTM1x1 + Centroid;137;Yes;ANTHROPOGENIC VEGETATION;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis; V37   ;V37;5;Trampled;V35
S-P17961;-0.051438104;0.016640381;1953;Sisymbrio officinalis-Hordeetum murini;136;13947;30TWN29;30TWN2595;27444;NA;Gernika;ES;ATL_COAST;N_DUNES;60;;NA;30;0753a;Navarro, C.;1982;Contribución al estudio de la flora y vegetación del Duranguesado y la Busturia (Vizcaya).;Publ. Univ. Complutense de Madrid. Tesis Doct. 398;No forest;-2.684642517;43.31154527;2 - UTM1x1 + Centroid;137;Yes;ANTHROPOGENIC VEGETATION;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis; V37   ;V37;5;Trampled;V35
S-P17962;-0.084827719;0.044726995;437;Sisymbrio officinalis-Hordeetum murini;137;13817;30TWN28;30TWN2285;27445;NA;Amorebieta;ES;ATL_COAST;N_DUNES;80;;NA;20;0753a;Navarro, C.;1982;Contribución al estudio de la flora y vegetación del Duranguesado y la Busturia (Vizcaya).;Publ. Univ. Complutense de Madrid. Tesis Doct. 398;No forest;-2.722045556;43.22159565;2 - UTM1x1 + Centroid;208;Yes;ANTHROPOGENIC VEGETATION;Sisymbrietea;Sisymbrietalia sophiae;Sisymbrion officinalis; V37   ;V37;5;Ruderal;V37
S-P17963;0.102681516;0.051945837;438;Urtico dioicae-Sambucetum ebuli;136;13378;30TWN28;30TWN2184;27446;110;Amorebieta;ES;ATL_COAST;N_DUNES;100;;NA;20;0856d;Navarro, C.;1982;Contribución al estudio de la flora y vegetación del Duranguesado y la Busturia (Vizcaya).;Publ. Univ. Complutense de Madrid. Tesis Doct. 398;No forest;-2.739314292;43.21443251;1 - UTM1x1 + Elevation;110;Yes;ANTHROPOGENIC VEGETATION;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Balloto-Conion maculati; R57   ;V39;0;Ruderal;V39
S-P17964;0.124614616;0.112086234;439;Urtico dioicae-Sambucetum ebuli;136;13627;30TWN28;30TWN2184;27447;110;Amorebieta;ES;ATL_COAST;N_DUNES;100;;NA;30;0856d;Navarro, C.;1982;Contribución al estudio de la flora y vegetación del Duranguesado y la Busturia (Vizcaya).;Publ. Univ. Complutense de Madrid. Tesis Doct. 398;No forest;-2.734389712;43.21442118;1 - UTM1x1 + Elevation;110;Yes;ANTHROPOGENIC VEGETATION;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Balloto-Conion maculati; R57   ;V39;0;Ruderal;V39
S-P17965;0.102619418;0.059211529;440;Urtico dioicae-Sambucetum ebuli;136;14073;30TWN29;30TWN2796;27448;90;Gernika;ES;ATL_COAST;N_DUNES;100;;NA;20;0856d;Navarro, C.;1982;Contribución al estudio de la flora y vegetación del Duranguesado y la Busturia (Vizcaya).;Publ. Univ. Complutense de Madrid. Tesis Doct. 398;No forest;-2.662416887;43.31688458;1 - UTM1x1 + Elevation;90;Yes;ANTHROPOGENIC VEGETATION;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Balloto-Conion maculati; R57   ;V39;0;Ruderal;V39
S-P17966;0.092067667;0.04823415;441;Urtico dioicae-Sambucetum ebuli;135;14045;30TWN29;30TWN2796;27449;80;Gernika;ES;ATL_COAST;N_DUNES;100;;NA;20;0856d;Navarro, C.;1982;Contribución al estudio de la flora y vegetación del Duranguesado y la Busturia (Vizcaya).;Publ. Univ. Complutense de Madrid. Tesis Doct. 398;No forest;-2.657473961;43.3186708;1 - UTM1x1 + Elevation;80;Yes;ANTHROPOGENIC VEGETATION;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Balloto-Conion maculati; R57   ;V39;0;Ruderal;V39
S-P17967;0.109009488;0.109105475;442;Urtico dioicae-Sambucetum ebuli;129;14583;30TWN27;30TWN2879;27450;180;Durango;ES;ATL_COAST;N_DUNES;100;;NA;30;0856d;Navarro, C.;1982;Contribución al estudio de la flora y vegetación del Duranguesado y la Busturia (Vizcaya).;Publ. Univ. Complutense de Madrid. Tesis Doct. 398;No forest;-2.65095979;43.16377029;1 - UTM1x1 + Elevation;180;Yes;ANTHROPOGENIC VEGETATION;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Balloto-Conion maculati; R     ;V39;0;Ruderal;V39
S-P17968;0.100015277;0.057527584;443;Urtico dioicae-Sambucetum ebuli;129;14236;30TWN27;30TWN2879;27451;180;Durango;ES;ATL_COAST;N_DUNES;100;;NA;30;0856d;Navarro, C.;1982;Contribución al estudio de la flora y vegetación del Duranguesado y la Busturia (Vizcaya).;Publ. Univ. Complutense de Madrid. Tesis Doct. 398;No forest;-2.648478904;43.16736462;1 - UTM1x1 + Elevation;180;Yes;ANTHROPOGENIC VEGETATION;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Balloto-Conion maculati; R57   ;V39;0;Ruderal;V39
S-P17969;0.095431662;0.055246915;444;Urtico dioicae-Sambucetum ebuli;129;14095;30TWN27;30TWN2879;27452;180;Durango;ES;ATL_COAST;N_DUNES;100;;NA;30;0856d;Navarro, C.;1982;Contribución al estudio de la flora y vegetación del Duranguesado y la Busturia (Vizcaya).;Publ. Univ. Complutense de Madrid. Tesis Doct. 398;No forest;-2.646008126;43.16915796;1 - UTM1x1 + Elevation;180;Yes;ANTHROPOGENIC VEGETATION;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Balloto-Conion maculati; V     ;V39;0;Ruderal;V39
S-P17970;0.114723171;0.085870827;445;Urtico dioicae-Sambucetum ebuli;129;14669;30TWN37;30TWN3472;27397;250;Apatamonasterio;ES;ATL_COAST;N_DUNES;100;;NA;20;0856d;Navarro, C.;1982;Contribución al estudio de la flora y vegetación del Duranguesado y la Busturia (Vizcaya).;Publ. Univ. Complutense de Madrid. Tesis Doct. 398;No forest;-2.575129549;43.10047977;1 - UTM1x1 + Elevation;250;Yes;ANTHROPOGENIC VEGETATION;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Balloto-Conion maculati; R57   ;V39;0;Ruderal;V39
S-P17971;0.108674238;0.083249432;446;Urtico dioicae-Sambucetum ebuli;129;15008;30TWN37;30TWN3472;27398;250;Apatamonasterio;ES;ATL_COAST;N_DUNES;100;;NA;20;0856d;Navarro, C.;1982;Contribución al estudio de la flora y vegetación del Duranguesado y la Busturia (Vizcaya).;Publ. Univ. Complutense de Madrid. Tesis Doct. 398;No forest;-2.577587227;43.10048887;1 - UTM1x1 + Elevation;250;Yes;ANTHROPOGENIC VEGETATION;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Balloto-Conion maculati; V39   ;V39;7;Ruderal;V39
S-P17972;0.117719376;0.07857835;447;Urtico dioicae-Sambucetum ebuli;112;14343;30TWN26;30TWN2669;27399;450;Dima;ES;ATL_COAST;N_DUNES;100;;NA;10;0856d;Navarro, C.;1982;Contribución al estudio de la flora y vegetación del Duranguesado y la Busturia (Vizcaya).;Publ. Univ. Complutense de Madrid. Tesis Doct. 398;No forest;-2.673561842;43.07739006;2 - UTM1x1 + Centroid;450;Yes;ANTHROPOGENIC VEGETATION;Epilobietea angustifolii;Arctio lappae-Artemisietalia;Balloto-Conion maculati; R     ;V39;0;Ruderal;V39
S-P17973;-0.118175308;0.000111122;1954;Bryo argentei-Saginetum procumbentis;131;14261;30TWN29;30TWN2992;27400;250;Mendata;ES;ATL_COAST;N_DUNES;70;;NA;2;756;Navarro, C.;1982;Contribución al estudio de la flora y vegetación del Duranguesado y la Busturia (Vizcaya).;Publ. Univ. Complutense de Madrid. Tesis Doct. 398;No forest;-2.640431574;43.28079915;1 - UTM1x1 + Elevation;250;Yes;ANTHROPOGENIC VEGETATION;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Saginion procumbentis; V35   ;V35;4;Trampled;V35
S-P17974;-0.184854934;0.019607729;1955;Bryo argentei-Saginetum procumbentis;131;14261;30TWN29;30TWN2992;27401;250;Mendata;ES;ATL_COAST;N_DUNES;70;;NA;2;756;Navarro, C.;1982;Contribución al estudio de la flora y vegetación del Duranguesado y la Busturia (Vizcaya).;Publ. Univ. Complutense de Madrid. Tesis Doct. 398;No forest;-2.640431574;43.28079915;1 - UTM1x1 + Elevation;250;Yes;ANTHROPOGENIC VEGETATION;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Saginion procumbentis; V35   ;V35;4;Trampled;V35
S-P17975;-0.096934114;-0.004733655;1956;Bryo argentei-Saginetum procumbentis;119;15598;30TWN37;30TWN3372;27402;350;Apatamonasterio, Arrazola;ES;ATL_COAST;N_DUNES;60;;NA;2;756;Navarro, C.;1982;Contribución al estudio de la flora y vegetación del Duranguesado y la Busturia (Vizcaya).;Publ. Univ. Complutense de Madrid. Tesis Doct. 398;No forest;-2.589863612;43.10233451;1 - UTM1x1 + Elevation;350;Yes;ANTHROPOGENIC VEGETATION;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Saginion procumbentis; V35   ;V35;4;Trampled;V35
S-P17976;-0.121143557;-0.02091594;1957;Bryo argentei-Saginetum procumbentis;121;17014;30TWN37;30TWN3372;27403;350;Apatamonasterio, Arrazola;ES;ATL_COAST;N_DUNES;70;;NA;2;756;Navarro, C.;1982;Contribución al estudio de la flora y vegetación del Duranguesado y la Busturia (Vizcaya).;Publ. Univ. Complutense de Madrid. Tesis Doct. 398;No forest;-2.587417949;43.10052473;1 - UTM1x1 + Elevation;350;Yes;ANTHROPOGENIC VEGETATION;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Saginion procumbentis; V35   ;V35;4;Trampled;V35
S-P17977;-0.188906012;-0.066475285;1958;Bryo argentei-Saginetum procumbentis;129;14288;30TWN37;30TWN3079;27404;180;Durango;ES;ATL_COAST;N_DUNES;60;;NA;2;756;Navarro, C.;1982;Contribución al estudio de la flora y vegetación del Duranguesado y la Busturia (Vizcaya).;Publ. Univ. Complutense de Madrid. Tesis Doct. 398;No forest;-2.623875168;43.16728638;2 - UTM1x1 + Centroid;180;Yes;ANTHROPOGENIC VEGETATION;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Saginion procumbentis; V35   ;V35;4;Trampled;V34
S-P17978;-0.12152445;-0.014225856;1959;Bryo argentei-Saginetum procumbentis;129;14288;30TWN37;30TWN3079;27405;180;Durango;ES;ATL_COAST;N_DUNES;60;;NA;1;756;Navarro, C.;1982;Contribución al estudio de la flora y vegetación del Duranguesado y la Busturia (Vizcaya).;Publ. Univ. Complutense de Madrid. Tesis Doct. 398;No forest;-2.623875168;43.16728638;2 - UTM1x1 + Centroid;180;Yes;ANTHROPOGENIC VEGETATION;Polygono-Poetea annuae;Polygono arenastri-Poetalia annuae;Saginion procumbentis; V35   ;V35;4;Trampled;V35
