"SIVIMID","L1","L0","Sintaxon","Alliance","Class","EUNIS","Area","Year","Longitude","Latitude","Accuracy","Elevation","Aspect","Slope","Fixed"
"T-P06593","Cirsion richterano-chodati","Artemisietea vulgaris","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Epilobietea angustifolii","V39",15,1995,-2.396817515,42.98801695,"1 - UTM1x1 + Elevation",960,"",NA,0
"T-P06595","Balloto-Conion maculati","Epilobietea angustifolii","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Epilobietea angustifolii","R55",30,1995,-2.632366794,42.98181181,"1 - UTM1x1 + Elevation",590,"",NA,1
"T-P06596","Balloto-Conion maculati","Epilobietea angustifolii","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Epilobietea angustifolii","R55",20,1995,-2.538737421,43.03730413,"1 - UTM1x1 + Elevation",500,"",NA,1
"T-P06597","Balloto-Conion maculati","Epilobietea angustifolii","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Epilobietea angustifolii","R55",50,1995,-2.088164812,42.957158,"1 - UTM1x1 + Elevation",610,"",NA,1
"T-P06598","Balloto-Conion maculati","Epilobietea angustifolii","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Epilobietea angustifolii","R55",30,1995,-2.235513263,43.13653517,"1 - UTM1x1 + Elevation",250,"",NA,1
"T-P06599","Balloto-Conion maculati","Epilobietea angustifolii","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Epilobietea angustifolii","R55",NA,1995,-2.368263357,43.14094707,"1 - UTM1x1 + Elevation",540,"",NA,1
"T-P06600","Balloto-Conion maculati","Epilobietea angustifolii","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Epilobietea angustifolii","R55",30,1995,-2.201599488,43.28578159,"1 - UTM1x1 + Elevation",140,"",NA,1
"T-P06601","Balloto-Conion maculati","Epilobietea angustifolii","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Epilobietea angustifolii","R57",10,1995,-3.017597012,43.35700145,"1 - UTM1x1 + Elevation",0,"",NA,1
"T-P06602","Balloto-Conion maculati","Epilobietea angustifolii","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Epilobietea angustifolii","R57",20,1995,-2.440784842,42.73789359,"1 - UTM1x1 + Elevation",640,"",NA,1
"T-P06603","Balloto-Conion maculati","Epilobietea angustifolii","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Epilobietea angustifolii","V39",20,1995,-2.578365288,42.62681363,"1 - UTM1x1 + Elevation",750,"",NA,1
"T-P06604","Balloto-Conion maculati","Epilobietea angustifolii","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Epilobietea angustifolii","R55",8,1995,-2.63537261,43.30239422,"2 - UTM1x1 + Centroid",10,"",NA,1
"T-P06605","Geo urbani-Alliarion officinalis","Epilobietea angustifolii","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Epilobietea angustifolii","R",5,1995,-2.72142983,43.35666356,"2 - UTM1x1 + Centroid",340,"",NA,0
"T-P06606","Balloto-Conion maculati","Epilobietea angustifolii","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Epilobietea angustifolii","R55",30,1995,-3.428834687,43.22473146,"1 - UTM1x1 + Elevation",560,"",NA,1
"T-P06607","Balloto-Conion maculati","Epilobietea angustifolii","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Epilobietea angustifolii","R55",20,1995,-2.80786812,43.33883235,"2 - UTM1x1 + Centroid",3,"",NA,1
"T-P06609","Balloto-Conion maculati","Epilobietea angustifolii","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Epilobietea angustifolii","V",4,1995,-2.396940742,42.97541048,"1 - UTM1x1 + Elevation",750,"",NA,1
"T-P06610","Balloto-Conion maculati","Epilobietea angustifolii","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Epilobietea angustifolii","V39",20,1995,-2.709970304,42.64883595,"1 - UTM1x1 + Elevation",690,"",NA,1
"T-P06612","Balloto-Conion maculati","Epilobietea angustifolii","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Epilobietea angustifolii","V39",20,1995,-2.758844096,42.63093277,"4 - UTM10x10 + Centroid",410,"",NA,1
"T-P06613","Balloto-Conion maculati","Epilobietea angustifolii","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Epilobietea angustifolii","V39",15,1995,-2.692878036,42.64529005,"4 - UTM10x10 + Centroid",560,"",NA,1
"T-P06614","Balloto-Conion maculati","Epilobietea angustifolii","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Epilobietea angustifolii","V39",8,1995,-2.768570459,42.6454025,"4 - UTM10x10 + Centroid",510,"",NA,1
"T-P06615","Balloto-Conion maculati","Epilobietea angustifolii","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Epilobietea angustifolii","V39",10,1995,-2.682476138,42.78559459,"4 - UTM10x10 + Centroid",530,"",NA,1
"T-P06616","Balloto-Conion maculati","Epilobietea angustifolii","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Epilobietea angustifolii","V38",20,1995,-2.724059494,42.77314126,"2 - UTM1x1 + Centroid",610,"",NA,1
"T-P06617","Balloto-Conion maculati","Epilobietea angustifolii","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Epilobietea angustifolii","V38",10,1995,-1.944384538,42.75963173,"2 - UTM1x1 + Centroid",470,"",NA,1
"T-P06618","Balloto-Conion maculati","Epilobietea angustifolii","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Epilobietea angustifolii","V39",20,1995,-2.315024559,42.6201384,"3 - UTM10x10 + Elevation",750,"",NA,1
"T-P06619","Balloto-Conion maculati","Epilobietea angustifolii","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Epilobietea angustifolii","R55",10,1995,-2.448162537,42.73252609,"1 - UTM1x1 + Elevation",640,"",NA,1
"T-P06620","Balloto-Conion maculati","Epilobietea angustifolii","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Epilobietea angustifolii","V38",10,1995,-2.644299203,43.0394819,"1 - UTM1x1 + Elevation",570,"",NA,1
"T-P06621","Balloto-Conion maculati","Epilobietea angustifolii","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Epilobietea angustifolii","V39",20,1995,-2.63782195,42.88817532,"2 - UTM1x1 + Centroid",600,"",NA,1
"T-P06622","Balloto-Conion maculati","Epilobietea angustifolii","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Epilobietea angustifolii","V39",20,1995,-2.440801026,42.73609257,"1 - UTM1x1 + Elevation",640,"",NA,1
"T-P06623","Balloto-Conion maculati","Epilobietea angustifolii","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Epilobietea angustifolii","V39",30,1995,-2.931132951,43.42901783,"2 - UTM1x1 + Centroid",3,"",NA,1
"T-P06624","Balloto-Conion maculati","Epilobietea angustifolii","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Epilobietea angustifolii","V39",50,1995,-2.968494292,42.85272332,"2 - UTM1x1 + Centroid",710,"",NA,1
"T-P06625","Balloto-Conion maculati","Epilobietea angustifolii","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Epilobietea angustifolii","V39",30,1995,-3.012567051,42.89322413,"4 - UTM10x10 + Centroid",620,"",NA,1
"T-P06626","Aegopodion podagrariae","Epilobietea angustifolii","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Epilobietea angustifolii","V39",8,1995,-2.635351482,42.89176958,"1 - UTM1x1 + Elevation",520,"",NA,0
"T-P06627","Cirsion richterano-chodati","Artemisietea vulgaris","Carduo nutantis-Cirsietum richterani","Cirsion richterano-chodati","Artemisietea vulgaris","V38",4,1995,-2.172850231,42.85874448,"2 - UTM1x1 + Centroid",870,"",NA,1
"T-P06628","Cirsion richterano-chodati","Artemisietea vulgaris","Carduo nutantis-Cirsietum richterani","Cirsion richterano-chodati","Artemisietea vulgaris","V38",20,1995,-2.082350989,43.01834572,"1 - UTM1x1 + Elevation",1120,"",NA,1
"T-P06629","Cirsion richterano-chodati","Artemisietea vulgaris","Carduo nutantis-Cirsietum richterani","Cirsion richterano-chodati","Artemisietea vulgaris","V39",10,1995,-2.079816159,43.02372835,"1 - UTM1x1 + Elevation",930,"",NA,1
"T-P06630","Cirsion richterano-chodati","Artemisietea vulgaris","Carduo nutantis-Cirsietum richterani","Cirsion richterano-chodati","Artemisietea vulgaris","V38",6,1995,-2.611116047,43.23928178,"2 - UTM1x1 + Centroid",800,"",NA,1
"T-P06631","Cirsion richterano-chodati","Artemisietea vulgaris","Carduo nutantis-Cirsietum richterani","Cirsion richterano-chodati","Artemisietea vulgaris","V38",10,1995,-2.612017576,43.09700882,"1 - UTM1x1 + Elevation",980,"",NA,1
"T-P06641",NA,NA,"Carduo bourgeani-Silybetum mariani","Silybo mariani-Urticion piluliferae","Artemisietea vulgaris","V33",60,1995,-1.325925728,42.67299118,"3 - UTM10x10 + Elevation",440,"",NA,0
"T-P06646",NA,NA,"Carduo bourgeani-Silybetum mariani","Silybo mariani-Urticion piluliferae","Artemisietea vulgaris","V33",30,1995,-1.520438721,42.70448639,"1 - UTM1x1 + Elevation",600,"",NA,0
"T-P06649",NA,NA,"Carduo bourgeani-Silybetum mariani","Silybo mariani-Urticion piluliferae","Artemisietea vulgaris","V38",25,1995,-7,43,"5 - UTMs missing from DEM",370,"",NA,0
"T-P06650",NA,NA,"Carduo bourgeani-Silybetum mariani","Silybo mariani-Urticion piluliferae","Artemisietea vulgaris","V38",30,1995,-2.758844096,42.63093277,"4 - UTM10x10 + Centroid",420,"",NA,0
"T-P06651",NA,NA,"Carduo bourgeani-Silybetum mariani","Silybo mariani-Urticion piluliferae","Artemisietea vulgaris","V38",8,1995,-2.692878036,42.64529005,"4 - UTM10x10 + Centroid",560,"",NA,0
"T-P06652",NA,NA,"Carduo bourgeani-Silybetum mariani","Silybo mariani-Urticion piluliferae","Artemisietea vulgaris","V38",8,1995,-2.724059494,42.77314126,"2 - UTM1x1 + Centroid",410,"",NA,0
"T-P06971","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono arenastri-Matricarietum matricarioidis","Polygono-Coronopodion","Polygono-Poetea annuae","V35",4,1984,-6.579475306,42.56443645,"3 - UTM10x10 + Elevation",600,"",NA,1
"T-P06973","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono arenastri-Matricarietum matricarioidis","Polygono-Coronopodion","Polygono-Poetea annuae","V35",1,1984,-5.204285641,42.9467654,"3 - UTM10x10 + Elevation",1153,"",NA,1
"T-P06974","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono arenastri-Matricarietum matricarioidis","Polygono-Coronopodion","Polygono-Poetea annuae","V35",1,1984,-5.682372596,42.89153242,"3 - UTM10x10 + Elevation",1100,"",NA,1
"T-P06975","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono arenastri-Matricarietum matricarioidis","Polygono-Coronopodion","Polygono-Poetea annuae","V35",2,1984,-5.660941624,42.848811,"3 - UTM10x10 + Elevation",1030,"",NA,1
"T-P06976","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono arenastri-Matricarietum matricarioidis","Polygono-Coronopodion","Polygono-Poetea annuae","V35",5,1984,-5.769911792,42.98669411,"3 - UTM10x10 + Elevation",1320,"",NA,1
"T-P06977","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono arenastri-Matricarietum matricarioidis","Polygono-Coronopodion","Polygono-Poetea annuae","V35",3,1984,-5.745586244,42.8810283,"3 - UTM10x10 + Elevation",1120,"",NA,1
"T-P06978","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono arenastri-Matricarietum matricarioidis","Polygono-Coronopodion","Polygono-Poetea annuae","V35",2,1984,-5.65195323,42.92465786,"3 - UTM10x10 + Elevation",1129,"",NA,1
"T-P06979","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono arenastri-Matricarietum matricarioidis","Polygono-Coronopodion","Polygono-Poetea annuae","V35",20,1984,-4.724710705,42.8919645,"3 - UTM10x10 + Elevation",1420,"",NA,1
"T-P06980","Polygono-Coronopodion","Polygono-Poetea annuae","Polygono arenastri-Matricarietum matricarioidis","Polygono-Coronopodion","Polygono-Poetea annuae","V35",2,1984,-6.384131367,42.42090482,"3 - UTM10x10 + Elevation",1275,"",NA,1
"T-P06988","Balloto-Conion maculati","Epilobietea angustifolii","Galio aparines-Conietum maculati","Balloto-Conion maculati","Epilobietea angustifolii","V38",25,1984,-5.962566038,42.65886893,"4 - UTM10x10 + Centroid",600,"NW",18,1
"T-P06989","Sisymbrion officinalis","Sisymbrietea","Galio aparines-Conietum maculati","Balloto-Conion maculati","Epilobietea angustifolii","V37",20,1984,-6.802239258,42.46180761,"3 - UTM10x10 + Elevation",580,"",NA,0
"T-P07838","Paspalo-Agrostion semiverticillati","Bidentetea","Paspalo-Agrostietum semiverticillatae","Paspalo-Agrostion semiverticillati","Bidentetea","Qb",10,1999,-7,43,"5 - UTMs missing from DEM",340,"",NA,1
"T-P07841","Paspalo-Agrostion semiverticillati","Bidentetea","Paspalo-Agrostietum semiverticillatae","Paspalo-Agrostion semiverticillati","Bidentetea","Qb",10,1999,-7,43,"5 - UTMs missing from DEM",340,"",NA,1
"T-P07850","Paspalo-Agrostion semiverticillati","Bidentetea","Paspalo-Agrostietum semiverticillatae","Paspalo-Agrostion semiverticillati","Bidentetea","C35c",20,1999,-7,43,"5 - UTMs missing from DEM",350,"",NA,1
"T-P07851","Paspalo-Agrostion semiverticillati","Bidentetea","Paspalo-Agrostietum semiverticillatae","Paspalo-Agrostion semiverticillati","Bidentetea","C35e",40,1999,-1.865425645,42.78764921,"4 - UTM10x10 + Centroid",370,"",NA,1
"T-P07852","Paspalo-Agrostion semiverticillati","Bidentetea","Paspalo-Agrostietum semiverticillatae","Paspalo-Agrostion semiverticillati","Bidentetea","Qb",30,1999,-1.613081875,42.8209131,"1 - UTM1x1 + Elevation",420,"",NA,1
"T-P07855","Paspalo-Agrostion semiverticillati","Bidentetea","Paspalo-Agrostietum semiverticillatae","Paspalo-Agrostion semiverticillati","Bidentetea","Q51",15,1999,-1.662738271,42.78728409,"3 - UTM10x10 + Elevation",390,"",NA,1
"T-P07856","Paspalo-Agrostion semiverticillati","Bidentetea","Paspalo-Agrostietum semiverticillatae","Paspalo-Agrostion semiverticillati","Bidentetea","Qb",10,1999,-1.689401664,42.79839867,"3 - UTM10x10 + Elevation",390,"",NA,1
"T-P07857","Paspalo-Agrostion semiverticillati","Bidentetea","Paspalo-Agrostietum semiverticillatae","Paspalo-Agrostion semiverticillati","Bidentetea","Qb",15,1999,-1.665066826,42.7927144,"3 - UTM10x10 + Elevation",390,"",NA,1
"T-P07858","Paspalo-Agrostion semiverticillati","Bidentetea","Paspalo-Agrostietum semiverticillatae","Paspalo-Agrostion semiverticillati","Bidentetea","Qb",10,1999,-1.829320867,42.90077282,"2 - UTM1x1 + Centroid",420,"",NA,1
"T-P07859","Paspalo-Agrostion semiverticillati","Bidentetea","Paspalo-Agrostietum semiverticillatae","Paspalo-Agrostion semiverticillati","Bidentetea","Qb",6,1999,-1.824353868,42.90432396,"1 - UTM1x1 + Elevation",440,"",NA,1
"T-P07860","Paspalo-Agrostion semiverticillati","Bidentetea","Paspalo-Agrostietum semiverticillatae","Paspalo-Agrostion semiverticillati","Bidentetea","Qb",30,1999,-1.603095485,42.82979684,"1 - UTM1x1 + Elevation",420,"",NA,1
"T-P07911",NA,NA,"comunidad de Helianthus x laetiflorus","Unknown",NA,"R55",20,1999,-1.615527801,42.8209427,"1 - UTM1x1 + Elevation",420,"",NA,0
"T-P07913",NA,NA,"comunidad de Mentha longifolia y Epilobium hirsutum","Unknown",NA,"R55",60,1999,-1.939527489,42.75956407,"1 - UTM1x1 + Elevation",480,"",NA,0
"T-P07915",NA,NA,"comunidad de Mentha longifolia y Epilobium hirsutum","Unknown",NA,"R55",60,1999,-1.484127075,42.69140406,"1 - UTM1x1 + Elevation",550,"",NA,0
"T-P07921",NA,NA,"comunidad de Althaea officinalis y Epilobium hirsutum","Unknown",NA,"R55",40,1999,-1.737278814,42.84936581,"1 - UTM1x1 + Elevation",440,"",NA,0
"T-P07926","Aegopodion podagrariae","Epilobietea angustifolii","Galio aparines-Anthriscetum sylvestris","Aegopodion podagrariae","Epilobietea angustifolii","R55",20,1999,-1.616720493,42.98664996,"1 - UTM1x1 + Elevation",590,"",NA,1
"T-P07927","Aegopodion podagrariae","Epilobietea angustifolii","Galio aparines-Anthriscetum sylvestris","Aegopodion podagrariae","Epilobietea angustifolii","R55",5,1999,-1.552657428,42.89400694,"1 - UTM1x1 + Elevation",500,"",NA,1
"T-P07928","Aegopodion podagrariae","Epilobietea angustifolii","Galio aparines-Anthriscetum sylvestris","Aegopodion podagrariae","Epilobietea angustifolii","R55",40,1999,-1.808144245,42.85552861,"1 - UTM1x1 + Elevation",400,"",NA,1
"T-P07929","Aegopodion podagrariae","Epilobietea angustifolii","Galio aparines-Anthriscetum sylvestris","Aegopodion podagrariae","Epilobietea angustifolii","R55",25,1999,-1.396851398,42.76225745,"1 - UTM1x1 + Elevation",460,"",NA,1
"T-P07930","Balloto-Conion maculati","Epilobietea angustifolii","Galio aparines-Anthriscetum sylvestris","Aegopodion podagrariae","Epilobietea angustifolii","R55",60,1999,-7,43,"5 - UTMs missing from DEM",340,"",NA,0
"T-P07931","Balloto-Conion maculati","Epilobietea angustifolii","Urtico dioicae-Sambucetum ebuli","Balloto-Conion maculati","Epilobietea angustifolii","V",80,1999,-1.865425645,42.78764921,"4 - UTM10x10 + Centroid",390,"",NA,1
"T-P07935","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","Xanthio-Polygonetum persicariae","Bidention tripartitae","Bidentetea","V15",30,1999,-1.632632329,42.93281139,"1 - UTM1x1 + Elevation",520,"",NA,0
"T-P07937","Bidention tripartitae","Bidentetea","Xanthio-Polygonetum persicariae","Bidention tripartitae","Bidentetea","V15",40,1999,-1.662699505,42.78908468,"3 - UTM10x10 + Elevation",390,"",NA,1
"T-P07941","Bidention tripartitae","Bidentetea","Xanthio-Polygonetum persicariae","Bidention tripartitae","Bidentetea","V15",30,1999,-1.613081875,42.8209131,"1 - UTM1x1 + Elevation",420,"",NA,1
"T-P07943","Bidention tripartitae","Bidentetea","Xanthio-Polygonetum persicariae","Bidention tripartitae","Bidentetea","V15",40,1999,-7,43,"5 - UTMs missing from DEM",340,"",NA,1
"T-P07948","Bidention tripartitae","Bidentetea","Xanthio-Polygonetum persicariae","Bidention tripartitae","Bidentetea","C35a",50,1999,-1.865425645,42.78764921,"4 - UTM10x10 + Centroid",370,"",NA,1
"T-P07949","Bidention tripartitae","Bidentetea","Xanthio-Polygonetum persicariae","Bidention tripartitae","Bidentetea","V15",20,1999,-7,43,"5 - UTMs missing from DEM",330,"",NA,1
"T-P07953","Bidention tripartitae","Bidentetea","Xanthio-Polygonetum persicariae","Bidention tripartitae","Bidentetea","V15",20,1999,-7,43,"5 - UTMs missing from DEM",340,"",NA,1
"T-P07954","Bidention tripartitae","Bidentetea","Xanthio-Polygonetum persicariae","Bidention tripartitae","Bidentetea","V15",30,1999,-1.608149638,42.82265427,"1 - UTM1x1 + Elevation",420,"",NA,1
"T-P07957","Bidention tripartitae","Bidentetea","Xanthio-Polygonetum persicariae","Bidention tripartitae","Bidentetea","R55",8,1999,-7,43,"5 - UTMs missing from DEM",330,"",NA,1
"T-P07961","Paspalo-Agrostion semiverticillati","Bidentetea","Xanthio-Polygonetum persicariae","Bidention tripartitae","Bidentetea","V37",15,1999,-1.662544403,42.79628705,"3 - UTM10x10 + Elevation",390,"",NA,0
"T-P09638","Geo urbani-Alliarion officinalis","Epilobietea angustifolii","Geranio robertiani-Caryolophetum sempervirentis","Geo urbani-Alliarion officinalis","Epilobietea angustifolii","V39",15,1987,-7.225867201,42.5766016,"3 - UTM10x10 + Elevation",600,"",NA,1
"T-P09639","Geo urbani-Alliarion officinalis","Epilobietea angustifolii","Geranio robertiani-Caryolophetum sempervirentis","Geo urbani-Alliarion officinalis","Epilobietea angustifolii","V39",10,1987,-7.084262184,42.53492574,"3 - UTM10x10 + Elevation",900,"",NA,1
"T-P09640","Geo urbani-Alliarion officinalis","Epilobietea angustifolii","Geranio robertiani-Caryolophetum sempervirentis","Geo urbani-Alliarion officinalis","Epilobietea angustifolii","V39",8,1987,-7.128461106,42.54054228,"3 - UTM10x10 + Elevation",850,"",NA,1
"T-P09641","Geo urbani-Alliarion officinalis","Epilobietea angustifolii","Geranio robertiani-Caryolophetum sempervirentis","Geo urbani-Alliarion officinalis","Epilobietea angustifolii","V39",10,1987,-7.153864656,42.62966002,"3 - UTM10x10 + Elevation",670,"",NA,1
"T-P09642","Geo urbani-Alliarion officinalis","Epilobietea angustifolii","Geranio robertiani-Caryolophetum sempervirentis","Geo urbani-Alliarion officinalis","Epilobietea angustifolii","V",12,1987,-7.134998199,42.63934742,"3 - UTM10x10 + Elevation",600,"",NA,1
"T-P09643","Geranio pusilli-Anthriscion caucalidis","Chenopodietea","Geranio robertiani-Caryolophetum sempervirentis","Geo urbani-Alliarion officinalis","Epilobietea angustifolii","V39",10,1987,-7.2087329,42.57543265,"3 - UTM10x10 + Elevation",550,"",NA,0
"T-P09644","Geo urbani-Alliarion officinalis","Epilobietea angustifolii","Geranio robertiani-Caryolophetum sempervirentis","Geo urbani-Alliarion officinalis","Epilobietea angustifolii","V39",15,1987,-7.144253079,42.63180946,"3 - UTM10x10 + Elevation",650,"",NA,1
"T-P09645","Geo urbani-Alliarion officinalis","Epilobietea angustifolii","Geranio robertiani-Caryolophetum sempervirentis","Geo urbani-Alliarion officinalis","Epilobietea angustifolii","V39",8,1987,-7.392091014,42.61895774,"3 - UTM10x10 + Elevation",550,"",NA,1
"T-P09646","Geo urbani-Alliarion officinalis","Epilobietea angustifolii","Geranio robertiani-Caryolophetum sempervirentis","Geo urbani-Alliarion officinalis","Epilobietea angustifolii","?",16,1987,-7.116600445,42.65621784,"3 - UTM10x10 + Elevation",650,"",NA,1
"T-P09647","Geo urbani-Alliarion officinalis","Epilobietea angustifolii","Geranio robertiani-Caryolophetum sempervirentis","Geo urbani-Alliarion officinalis","Epilobietea angustifolii","V39",10,1987,-7.170412927,42.62185481,"3 - UTM10x10 + Elevation",600,"",NA,1
"T-P09648","Geo urbani-Alliarion officinalis","Epilobietea angustifolii","Geranio robertiani-Caryolophetum sempervirentis","Geo urbani-Alliarion officinalis","Epilobietea angustifolii","V39",40,1987,-7.656255378,42.59770078,"3 - UTM10x10 + Elevation",650,"",NA,1
"T-P09649","Aegopodion podagrariae","Epilobietea angustifolii","Geranio robertiani-Caryolophetum sempervirentis","Geo urbani-Alliarion officinalis","Epilobietea angustifolii","V39",12,1987,-6.836681633,42.38862487,"3 - UTM10x10 + Elevation",700,"",NA,0
"T-P09650","Geo urbani-Alliarion officinalis","Epilobietea angustifolii","Geranio robertiani-Caryolophetum sempervirentis","Geo urbani-Alliarion officinalis","Epilobietea angustifolii","V39",20,1987,-7.162721958,42.65274755,"3 - UTM10x10 + Elevation",730,"",NA,1
"T-P09651","Geo urbani-Alliarion officinalis","Epilobietea angustifolii","Geranio robertiani-Caryolophetum sempervirentis","Geo urbani-Alliarion officinalis","Epilobietea angustifolii","V39",20,1987,-7.064900794,42.64906338,"3 - UTM10x10 + Elevation",880,"",NA,1
"T-P09652","Epilobion angustifolii","Epilobietea angustifolii","Asphodelo albi-Epilobietum angustifolii","Epilobion angustifolii","Epilobietea angustifolii","?",15,1987,-7.032098985,42.6322169,"3 - UTM10x10 + Elevation",1380,"",NA,1
"T-P09653","Epilobion angustifolii","Epilobietea angustifolii","Asphodelo albi-Epilobietum angustifolii","Epilobion angustifolii","Epilobietea angustifolii","R",20,1987,-7.33578226,43.29584386,"4 - UTM10x10 + Centroid",980,"",NA,1
"T-P09654","Epilobion angustifolii","Epilobietea angustifolii","Asphodelo albi-Epilobietum angustifolii","Epilobion angustifolii","Epilobietea angustifolii","R57",8,1987,-7.117789472,42.60035186,"3 - UTM10x10 + Elevation",1450,"",NA,1
"T-P09655","Epilobion angustifolii","Epilobietea angustifolii","Asphodelo albi-Epilobietum angustifolii","Epilobion angustifolii","Epilobietea angustifolii","R52",8,1987,-7.0961396,42.60473075,"3 - UTM10x10 + Elevation",1600,"",NA,1
"T-P09656","Epilobion angustifolii","Epilobietea angustifolii","Asphodelo albi-Epilobietum angustifolii","Epilobion angustifolii","Epilobietea angustifolii","R52",20,1987,-7.33578226,43.29584386,"4 - UTM10x10 + Centroid",1400,"",NA,1
"T-P10738","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","Setario-Echinochloetum colonae","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","V37",35,1984,-6.169282088,41.85661338,"4 - UTM10x10 + Centroid",750,"",NA,1
"T-P10739","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","Setario-Echinochloetum colonae","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","V37",30,1984,-6.169282088,41.85661338,"4 - UTM10x10 + Centroid",760,"",NA,1
"T-P10797","Geo urbani-Alliarion officinalis","Epilobietea angustifolii","Galio aparines-Conietum maculati","Balloto-Conion maculati","Epilobietea angustifolii","V39",3,1984,-6.498769109,41.85736331,"3 - UTM10x10 + Elevation",690,"",NA,0
"T-P11544","Cymbalario-Asplenion","Cymbalario-Parietarietea diffusae","Cymbalarietum muralis","Cymbalario-Asplenion","Cymbalario-Parietarietea diffusae","?",10,1988,-5.61899362,42.84077425,"3 - UTM10x10 + Elevation",1090,"NW",100,1
"T-P11545","Cymbalario-Asplenion","Cymbalario-Parietarietea diffusae","Cymbalarietum muralis","Cymbalario-Asplenion","Cymbalario-Parietarietea diffusae","?",10,1988,-5.639847717,42.81328114,"3 - UTM10x10 + Elevation",1100,"NE",100,1
"T-P11546","Cymbalario-Asplenion","Cymbalario-Parietarietea diffusae","Cymbalarietum muralis","Cymbalario-Asplenion","Cymbalario-Parietarietea diffusae","?",9,1988,-5.688930827,42.87336941,"3 - UTM10x10 + Elevation",1120,"N",100,1
"T-P11547","Cymbalario-Asplenion","Cymbalario-Parietarietea diffusae","Cymbalarietum muralis","Cymbalario-Asplenion","Cymbalario-Parietarietea diffusae","?",8,1988,-5.682372596,42.89153242,"3 - UTM10x10 + Elevation",1120,"SE",100,1
"T-P11635","Epilobion angustifolii","Epilobietea angustifolii","Asphodelo albi-Epilobietum angustifolii","Epilobion angustifolii","Epilobietea angustifolii","R57",50,1988,-5.733135038,42.93175151,"3 - UTM10x10 + Elevation",1540,"N",36,1
"T-P11636","Echio-Galactition tomentosae","Chenopodietea","Chenopodio boni-henrici-Senecietum durieui","Arction lappae","Epilobietea angustifolii","R",10,1988,-5.830234263,42.91138143,"3 - UTM10x10 + Elevation",1550,"N",54,0
"T-P11637","Arction lappae","Epilobietea angustifolii","Chenopodio boni-henrici-Senecietum durieui","Arction lappae","Epilobietea angustifolii","C35a",20,1988,-5.873425387,42.94452123,"3 - UTM10x10 + Elevation",1500,"N",36,1
"T-P11638","Arction lappae","Epilobietea angustifolii","Chenopodio boni-henrici-Senecietum durieui","Arction lappae","Epilobietea angustifolii","C35a",15,1988,-5.834468808,42.8968695,"3 - UTM10x10 + Elevation",1470,"NE",36,1
