"SIVIMID","Sintaxon","Alliance","Class","EUNIS","Area","Year","Longitude","Latitude","Accuracy","Elevation","Aspect","Slope"
"T-P05146","Lamio (hybridi) dissecti-Panicetum crus-galli","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","V37",25,"1995","-3.482386039","43.45683514","1 - UTM1x1 + Elevation","8","",NA
"U-P13632","Lamio (hybridi) dissecti-Panicetum crus-galli","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","V15",NA,"1994","-7.117203278","43.54392905","3 - UTM10x10 + Elevation","30","",NA
"T-P05145","Lamio (hybridi) dissecti-Panicetum crus-galli","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","V15",40,"1995","-3.456138786","43.25344087","1 - UTM1x1 + Elevation","100","",NA
"T-P05150","Lamio (hybridi) dissecti-Panicetum crus-galli","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","V37",40,"1995","-3.477088142","43.41183544","3 - UTM10x10 + Elevation","10","",NA
"T-P05143","Lamio (hybridi) dissecti-Panicetum crus-galli","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","V15",50,"1995","-3.412385948","43.34185211","1 - UTM1x1 + Elevation","5","",NA
"T-P05142","Lamio (hybridi) dissecti-Panicetum crus-galli","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","V15",50,"1995","-3.459347722","43.35247857","1 - UTM1x1 + Elevation","200","",NA
"T-P05144","Lamio (hybridi) dissecti-Panicetum crus-galli","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","V37",40,"1995","-3.481714672","43.37219645","1 - UTM1x1 + Elevation","10","",NA
"T-P05148","Lamio (hybridi) dissecti-Panicetum crus-galli","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","R55",15,"1995","-3.474350969","43.37762992","1 - UTM1x1 + Elevation","8","",NA
"T-P05149","Lamio (hybridi) dissecti-Panicetum crus-galli","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","V",50,"1995","-3.447657776","43.44076851","3 - UTM10x10 + Elevation","10","",NA
"T-P32589","Lamio amplexicaulis-Veronicetum hederifoliae","Oxalidion europeae","Papaveretea rhoeadis","V15",35,"1995","-7.517978838","42.471799","3 - UTM10x10 + Elevation","390","",0
"T-P32590","Lamio amplexicaulis-Veronicetum hederifoliae","Oxalidion europeae","Papaveretea rhoeadis","V15",25,"1995","-7.433705561","42.51831349","3 - UTM10x10 + Elevation","390","",0
"T-P22483","Lamio amplexicaulis-Veronicetum hederifoliae","Oxalidion europeae","Papaveretea rhoeadis","V15",50,"1986","-6.632644522","43.38931291","3 - UTM10x10 + Elevation","400","",NA
"T-P36779","Lamio amplexicaulis-Veronicetum hederifoliae","Oxalidion europeae","Papaveretea rhoeadis","V15",35,"1993","-7.421790987","42.59080268","1 - UTM1x1 + Elevation","390","",0
"T-P22484","Lamio amplexicaulis-Veronicetum hederifoliae","Oxalidion europeae","Papaveretea rhoeadis","V15",50,"1986","-6.598283383","43.30936914","3 - UTM10x10 + Elevation","800","",NA
"T-P32592","Lamio amplexicaulis-Veronicetum hederifoliae","Oxalidion europeae","Papaveretea rhoeadis","V15",30,"1995","-7.482994553","42.45876992","3 - UTM10x10 + Elevation","590","",0
"T-P22482","Lamio amplexicaulis-Veronicetum hederifoliae","Oxalidion europeae","Papaveretea rhoeadis","V15",50,"1986","-6.245555276","43.12184999","3 - UTM10x10 + Elevation","820","",NA
"R-P22274","Lamio amplexicaulis-Veronicetum hederifoliae","Oxalidion europeae","Papaveretea rhoeadis","V15",40,"1999","-7.926537639","41.91114109","1 - UTM1x1 + Elevation","860","W",NA
"T-P32591","Lamio amplexicaulis-Veronicetum hederifoliae","Oxalidion europeae","Papaveretea rhoeadis","V37",40,"1995","-7.537947173","42.51242418","3 - UTM10x10 + Elevation","290","",0
"U-P00123","Lamio amplexicaulis-Veronicetum hederifoliae","Oxalidion europeae","Papaveretea rhoeadis","V15",100,"2001","-5.092924788","43.06051431","1 - UTM1x1 + Elevation","1295","",NA
"T-P32593","Lamio amplexicaulis-Veronicetum hederifoliae","Oxalidion europeae","Papaveretea rhoeadis","V15",50,"1995","-7.436027698","42.44799597","3 - UTM10x10 + Elevation","530","",0
"T-P22481","Lamio amplexicaulis-Veronicetum hederifoliae","Oxalidion europeae","Papaveretea rhoeadis","V15",50,"1986","-6.260856633","43.1322192","3 - UTM10x10 + Elevation","820","",NA
"T-P22486","Lamio amplexicaulis-Veronicetum hederifoliae","Oxalidion europeae","Papaveretea rhoeadis","V15",40,"1986","-6.889377502","43.19538825","3 - UTM10x10 + Elevation","560","",NA
"T-P36783","Lamio amplexicaulis-Veronicetum hederifoliae","Oxalidion europeae","Papaveretea rhoeadis","V15",50,"1993","-7.54560456","42.41668386","1 - UTM1x1 + Elevation","530","",0
"T-P36782","Lamio amplexicaulis-Veronicetum hederifoliae","Oxalidion europeae","Papaveretea rhoeadis","V15",30,"1993","-7.352759013","42.64927296","1 - UTM1x1 + Elevation","590","",0
"T-P22479","Lamio amplexicaulis-Veronicetum hederifoliae","Oxalidion europeae","Papaveretea rhoeadis","V15",50,"1986","-6.200057025","43.09792166","3 - UTM10x10 + Elevation","900","",NA
"T-P22478","Lamio amplexicaulis-Veronicetum hederifoliae","Oxalidion europeae","Papaveretea rhoeadis","V15",4,"1986","-4.626210284","43.15094366","3 - UTM10x10 + Elevation","360","",NA
"T-P36780","Lamio amplexicaulis-Veronicetum hederifoliae","Oxalidion europeae","Papaveretea rhoeadis","V15",25,"1993","-7.480197365","42.48769066","1 - UTM1x1 + Elevation","390","",0
"T-P36781","Lamio amplexicaulis-Veronicetum hederifoliae","Oxalidion europeae","Papaveretea rhoeadis","V32",40,"1993","-7.552247391","42.5082545","1 - UTM1x1 + Elevation","290","",0
"T-P22485","Lamio amplexicaulis-Veronicetum hederifoliae","Oxalidion europeae","Papaveretea rhoeadis","V15",30,"1986","-6.536122491","43.30050595","3 - UTM10x10 + Elevation","520","",NA
"T-P22480","Lamio amplexicaulis-Veronicetum hederifoliae","Oxalidion europeae","Papaveretea rhoeadis","V15",5,"1986","-6.254133909","43.09819583","3 - UTM10x10 + Elevation","700","",NA
"T-P22429","Lamio hybridi-Echinochloetum crus-gallii","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","V15",100,"1986","-5.181564248","43.41182702","3 - UTM10x10 + Elevation","200","",NA
"T-P36805","Lamio hybridi-Echinochloetum crus-gallii","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","V",25,"1993","-7.504256247","42.55157042","1 - UTM1x1 + Elevation","320","",0
"R-P22289","Lamio hybridi-Echinochloetum crus-gallii","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","V15",50,"1999","-7.917064959","41.91334875","1 - UTM1x1 + Elevation","860","W",NA
"R-P22277","Lamio hybridi-Echinochloetum crus-gallii","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","V",40,"1999","-8.148196657","41.87978546","1 - UTM1x1 + Elevation","400","NE",NA
"R-P22285","Lamio hybridi-Echinochloetum crus-gallii","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","V15",100,"1999","-8.093950157","41.86420491","1 - UTM1x1 + Elevation","640","NW",3
"T-P32616","Lamio hybridi-Echinochloetum crus-gallii","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","V34",40,"1995","-7.535390149","42.51072494","1 - UTM1x1 + Elevation","290","",0
"R-P22290","Lamio hybridi-Echinochloetum crus-gallii","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","V15",50,"1999","-7.919191453","41.90965615","1 - UTM1x1 + Elevation","865","W",NA
"T-P36800","Lamio hybridi-Echinochloetum crus-gallii","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","V37",30,"1993","-7.388302417","42.56508219","1 - UTM1x1 + Elevation","400","",0
"R-P22288","Lamio hybridi-Echinochloetum crus-gallii","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","V15",50,"1999","-7.968607623","41.95624458","2 - UTM1x1 + Centroid","900","S",NA
"T-P32615","Lamio hybridi-Echinochloetum crus-gallii","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","V",25,"1995","-7.506814251","42.55327031","1 - UTM1x1 + Elevation","320","",0
"T-P32614","Lamio hybridi-Echinochloetum crus-gallii","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","V",50,"1995","-7.383191539","42.56167678","1 - UTM1x1 + Elevation","400","",0
"R-P22278","Lamio hybridi-Echinochloetum crus-gallii","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","V",80,"1999","-8.094693036","41.90378497","1 - UTM1x1 + Elevation","425","W",NA
"T-P32611","Lamio hybridi-Echinochloetum crus-gallii","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","V37",40,"1995","-7.35825285","42.65806717","1 - UTM1x1 + Elevation","760","SE",10
"T-P36798","Lamio hybridi-Echinochloetum crus-gallii","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","V15",30,"1993","-7.465546396","42.62331529","1 - UTM1x1 + Elevation","380","",0
"R-P22279","Lamio hybridi-Echinochloetum crus-gallii","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","V15",50,"1999","-8.077737788","41.90273734","1 - UTM1x1 + Elevation","420","W",NA
"T-P36803","Lamio hybridi-Echinochloetum crus-gallii","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","V37",50,"1993","-7.528987429","42.69104574","2 - UTM1x1 + Centroid","290","",0
"R-P22291","Lamio hybridi-Echinochloetum crus-gallii","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","V15",100,"1999","-7.933282832","41.93785441","2 - UTM1x1 + Centroid","720","S",NA
"T-P32606","Lamio hybridi-Echinochloetum crus-gallii","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","V15",30,"1995","-7.350827818","42.65654926","1 - UTM1x1 + Elevation","740","NE",NA
"R-P22284","Lamio hybridi-Echinochloetum crus-gallii","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","V15",80,"1999","-8.0894349","41.86800681","2 - UTM1x1 + Centroid","410","W",NA
"R-P22282","Lamio hybridi-Echinochloetum crus-gallii","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","V34",40,"1999","-8.113658797","41.92994856","1 - UTM1x1 + Elevation","480","SW",NA
"T-P32612","Lamio hybridi-Echinochloetum crus-gallii","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","V15",50,"1995","-7.592051586","42.48685578","1 - UTM1x1 + Elevation","300","",0
"T-P36811","Lamio hybridi-Echinochloetum crus-gallii","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","V",30,"1993","-7.631071393","42.42225908","1 - UTM1x1 + Elevation","460","",0
"T-P36796","Lamio hybridi-Echinochloetum crus-gallii","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","V15",30,"1993","-7.350827818","42.65654926","1 - UTM1x1 + Elevation","740","NE",NA
"T-P36801","Lamio hybridi-Echinochloetum crus-gallii","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","V37",40,"1993","-7.35825285","42.65806717","1 - UTM1x1 + Elevation","760","SE",10
"T-P36797","Lamio hybridi-Echinochloetum crus-gallii","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","V15",40,"1993","-7.5993288","42.48656336","1 - UTM1x1 + Elevation","300","SW",NA
"T-P32610","Lamio hybridi-Echinochloetum crus-gallii","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","V37",30,"1995","-7.387924129","42.55969459","1 - UTM1x1 + Elevation","400","",0
"R-P22276","Lamio hybridi-Echinochloetum crus-gallii","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","V15",50,"1999","-8.15045287","41.87788344","1 - UTM1x1 + Elevation","400","NW",NA
"T-P32607","Lamio hybridi-Echinochloetum crus-gallii","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","V15",40,"1995","-7.594082396","42.48137221","1 - UTM1x1 + Elevation","300","SW",NA
"T-P32617","Lamio hybridi-Echinochloetum crus-gallii","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","V15",50,"1995","-7.537556731","42.50703764","1 - UTM1x1 + Elevation","290","",0
"R-P22287","Lamio hybridi-Echinochloetum crus-gallii","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","V37",70,"1999","-7.976100077","41.95941625","1 - UTM1x1 + Elevation","625","SW",NA
"T-P36804","Lamio hybridi-Echinochloetum crus-gallii","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","V",50,"1993","-7.388302417","42.56508219","1 - UTM1x1 + Elevation","400","",0
"R-P22286","Lamio hybridi-Echinochloetum crus-gallii","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","V37",100,"1999","-7.994772141","41.95140092","1 - UTM1x1 + Elevation","600","SW",NA
"T-P32620","Lamio hybridi-Echinochloetum crus-gallii","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","V",25,"1995","-7.631336242","42.42584969","1 - UTM1x1 + Elevation","460","S",NA
"T-P32613","Lamio hybridi-Echinochloetum crus-gallii","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","V37",50,"1995","-7.528987429","42.69104574","2 - UTM1x1 + Centroid","290","",0
"T-P32621","Lamio hybridi-Echinochloetum crus-gallii","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","V",30,"1995","-7.633627005","42.42395625","1 - UTM1x1 + Elevation","460","",0
"T-P32619","Lamio hybridi-Echinochloetum crus-gallii","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","V",25,"1995","-7.633362043","42.42036565","1 - UTM1x1 + Elevation","460","",0
"R-P22280","Lamio hybridi-Echinochloetum crus-gallii","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","V37",100,"1999","-8.003531808","41.97082532","1 - UTM1x1 + Elevation","560","S",3
"R-P22281","Lamio hybridi-Echinochloetum crus-gallii","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","V15",40,"1999","-8.096442216","41.95592432","1 - UTM1x1 + Elevation","840","NE",NA
"T-P32609","Lamio hybridi-Echinochloetum crus-gallii","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","V",25,"1995","-7.470795558","42.62851219","1 - UTM1x1 + Elevation","380","",0
"T-P36802","Lamio hybridi-Echinochloetum crus-gallii","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","V15",50,"1993","-7.594477336","42.48675836","1 - UTM1x1 + Elevation","300","",0
"T-P36810","Lamio hybridi-Echinochloetum crus-gallii","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","V",25,"1993","-7.630938987","42.42046377","1 - UTM1x1 + Elevation","460","S",NA
"T-P22477","Lamio hybridi-Echinochloetum crus-gallii","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","V15",NA,"1986","-7.026625266","43.5219517","3 - UTM10x10 + Elevation","30","",NA
"T-P36799","Lamio hybridi-Echinochloetum crus-gallii","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","V",25,"1993","-7.470538053","42.6249209","1 - UTM1x1 + Elevation","380","",0
"T-P32618","Lamio hybridi-Echinochloetum crus-gallii","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","V",20,"1995","-7.340969998","42.65512325","1 - UTM1x1 + Elevation","740","",0
"R-P22275","Lamio hybridi-Echinochloetum crus-gallii","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","V",30,"1999","-8.094550028","41.90199074","1 - UTM1x1 + Elevation","405","W",NA
"T-P36807","Lamio hybridi-Echinochloetum crus-gallii","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","V15",50,"1993","-7.537686867","42.50883315","1 - UTM1x1 + Elevation","290","",0
"T-P32622","Lamio hybridi-Echinochloetum crus-gallii","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","V34",15,"1995","-7.36352897","42.4543857","1 - UTM1x1 + Elevation","360","",0
"T-P32608","Lamio hybridi-Echinochloetum crus-gallii","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","V15",30,"1995","-7.473098382","42.62662144","1 - UTM1x1 + Elevation","380","",0
"T-P36812","Lamio hybridi-Echinochloetum crus-gallii","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","V34",15,"1993","-7.604363486","42.45574938","1 - UTM1x1 + Elevation","360","",0
"T-P36809","Lamio hybridi-Echinochloetum crus-gallii","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","V",25,"1993","-7.633759504","42.42575155","1 - UTM1x1 + Elevation","460","",0
"T-P36808","Lamio hybridi-Echinochloetum crus-gallii","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","V",20,"1993","-7.350827818","42.65654926","1 - UTM1x1 + Elevation","740","",0
"T-P36806","Lamio hybridi-Echinochloetum crus-gallii","Spergulo arvensis-Erodion cicutariae","Digitario sanguinalis-Eragrostietea minoris","V34",40,"1993","-7.528987429","42.69104574","2 - UTM1x1 + Centroid","290","",0
"U-P10345","Linaria delphinioides-Arnoseretum","Scleranthion annui","Papaveretea rhoeadis","V15",NA,"1968","-8.874753862","42.05185083","3 - UTM10x10 + Elevation","70","",NA
"T-P33565","Linaria delphinioides-Arnoseretum","Scleranthion annui","Papaveretea rhoeadis","V15",NA,"1959","-8.515541619","42.91571092","2 - UTM1x1 + Centroid","250","W",NA
"U-P10344","Linaria delphinioides-Arnoseretum","Scleranthion annui","Papaveretea rhoeadis","V15",NA,"1968","-8.578880115","42.47716376","3 - UTM10x10 + Elevation","235","",NA
"T-P33564","Linaria delphinioides-Arnoseretum","Scleranthion annui","Papaveretea rhoeadis","V15",NA,"1959","-8.557958896","42.95169794","3 - UTM10x10 + Elevation","250","W",3
"U-P10343","Linaria delphinioides-Arnoseretum","Scleranthion annui","Papaveretea rhoeadis","V15",NA,"1968","-8.527323959","42.71912874","3 - UTM10x10 + Elevation","163","",NA
"T-P33561","Linaria delphinioides-Arnoseretum","Scleranthion annui","Papaveretea rhoeadis","V15",NA,"1959","-8.583338351","42.93425511","3 - UTM10x10 + Elevation","350","N",NA
"T-P33566","Linaria delphinioides-Arnoseretum","Scleranthion annui","Papaveretea rhoeadis","V15",NA,"1959","-8.532775354","42.91691302","1 - UTM1x1 + Elevation","350","N",5
"T-P33563","Linaria delphinioides-Arnoseretum","Scleranthion annui","Papaveretea rhoeadis","V15",NA,"1959","-8.538458603","42.92563953","1 - UTM1x1 + Elevation","350","",NA
"U-P10346","Linaria delphinioides-Arnoseretum","Scleranthion annui","Papaveretea rhoeadis","V15",NA,"1968","-8.761838482","42.00538366","3 - UTM10x10 + Elevation","162","",NA
"T-P33567","Linaria delphinioides-Arnoseretum","Scleranthion annui","Papaveretea rhoeadis","V15",NA,"1959","-8.562055917","42.88848324","3 - UTM10x10 + Elevation","300","W",9
"T-P33562","Linaria delphinioides-Arnoseretum","Scleranthion annui","Papaveretea rhoeadis","V15",NA,"1959","-8.55928018","42.91202409","1 - UTM1x1 + Elevation","350","N",5
"Q-P14984","Linario amethysteae-Calenduletum arvensis","Scleranthion annui","Papaveretea rhoeadis","V15",30,"1982","-7.235944714","42.48391415","4 - UTM10x10 + Centroid","547","",NA
"Q-P14999","Linario amethysteae-Calenduletum arvensis","Scleranthion annui","Papaveretea rhoeadis","V15",NA,"1982","-7.276212213","42.45768271","3 - UTM10x10 + Elevation","320","+",NA
"T-P36794","Linario amethysteae-Calenduletum arvensis","Scleranthion annui","Papaveretea rhoeadis","V15",80,"1993","-7.384577706","42.58124494","2 - UTM1x1 + Centroid","500","",0
"Q-P14998","Linario amethysteae-Calenduletum arvensis","Scleranthion annui","Papaveretea rhoeadis","V32",NA,"1982","-7.099971775","42.40290722","3 - UTM10x10 + Elevation","400","NE",NA
"Q-P14997","Linario amethysteae-Calenduletum arvensis","Scleranthion annui","Papaveretea rhoeadis","V15",20,"1982","-7.140588407","42.39244102","3 - UTM10x10 + Elevation","390","",NA
"Q-P14996","Linario amethysteae-Calenduletum arvensis","Scleranthion annui","Papaveretea rhoeadis","V15",15,"1982","-7.219331678","42.44358772","3 - UTM10x10 + Elevation","240","E",NA
"Q-P14993","Linario amethysteae-Calenduletum arvensis","Scleranthion annui","Papaveretea rhoeadis","V15",20,"1982","-7.428593106","41.89185351","3 - UTM10x10 + Elevation","400","",NA
"T-P32601","Linario amethysteae-Calenduletum arvensis","Scleranthion annui","Papaveretea rhoeadis","V15",30,"1995","-7.568575781","42.56522482","2 - UTM1x1 + Centroid","320","",0
"Q-P14995","Linario amethysteae-Calenduletum arvensis","Scleranthion annui","Papaveretea rhoeadis","V15",25,"1982","-7.246860191","42.45517451","3 - UTM10x10 + Elevation","240","E",NA
"R-P24622","Linario amethysteae-Calenduletum arvensis","Scleranthion annui","Papaveretea rhoeadis","V32",5,"2012","-6.773378052","42.42674593","1 - UTM1x1 + Elevation","430","S",3
"Q-P14991","Linario amethysteae-Calenduletum arvensis","Scleranthion annui","Papaveretea rhoeadis","V15",60,"1982","-7.443074562","41.96152318","3 - UTM10x10 + Elevation","400","",NA
"Q-P14990","Linario amethysteae-Calenduletum arvensis","Scleranthion annui","Papaveretea rhoeadis","V15",40,"1982","-7.891862858","42.30696634","3 - UTM10x10 + Elevation","230","NE",NA
"Q-P14983","Linario amethysteae-Calenduletum arvensis","Scleranthion annui","Papaveretea rhoeadis","V15",80,"1982","-7.235944714","42.48391415","4 - UTM10x10 + Centroid","547","",NA
"T-P36793","Linario amethysteae-Calenduletum arvensis","Scleranthion annui","Papaveretea rhoeadis","V15",30,"1993","-7.504385631","42.553366","1 - UTM1x1 + Elevation","320","",0
"T-P32594","Linario amethysteae-Calenduletum arvensis","Scleranthion annui","Papaveretea rhoeadis","V15",40,"1995","-7.485371056","42.49123445","2 - UTM1x1 + Centroid","300","",NA
"Q-P14986","Linario amethysteae-Calenduletum arvensis","Scleranthion annui","Papaveretea rhoeadis","V15",40,"1982","-7.492084004","41.94706717","4 - UTM10x10 + Centroid","515","",NA
"R-P24621","Linario amethysteae-Calenduletum arvensis","Scleranthion annui","Papaveretea rhoeadis","V32",50,"2012","-6.804370815","42.41671586","1 - UTM1x1 + Elevation","470","SW",15
"T-P32596","Linario amethysteae-Calenduletum arvensis","Scleranthion annui","Papaveretea rhoeadis","V15",10,"1995","-7.660414587","42.42466861","1 - UTM1x1 + Elevation","200","W",5
"T-P36792","Linario amethysteae-Calenduletum arvensis","Scleranthion annui","Papaveretea rhoeadis","V15",50,"1993","-7.549929036","42.57677234","1 - UTM1x1 + Elevation","380","",0
"R-P24019","Linario amethysteae-Calenduletum arvensis","Scleranthion annui","Papaveretea rhoeadis","V15",8,"1986","-6.845822858","42.41893234","3 - UTM10x10 + Elevation","500","SW",15
"T-P36795","Linario amethysteae-Calenduletum arvensis","Scleranthion annui","Papaveretea rhoeadis","V15",40,"1993","-7.581629939","42.51068248","2 - UTM1x1 + Centroid","390","E",NA
"Q-P14992","Linario amethysteae-Calenduletum arvensis","Scleranthion annui","Papaveretea rhoeadis","V15",15,"1982","-7.430913896","41.85574815","3 - UTM10x10 + Elevation","400","",NA
"Q-P14982","Linario amethysteae-Calenduletum arvensis","Scleranthion annui","Papaveretea rhoeadis","V32",10,"1982","-7.964200947","42.42448997","3 - UTM10x10 + Elevation","290","",NA
"T-P32602","Linario amethysteae-Calenduletum arvensis","Scleranthion annui","Papaveretea rhoeadis","V15",50,"1995","-7.542379674","42.57347116","1 - UTM1x1 + Elevation","380","",0
"T-P32598","Linario amethysteae-Calenduletum arvensis","Scleranthion annui","Papaveretea rhoeadis","V15",25,"1995","-7.477027036","42.85159596","2 - UTM1x1 + Centroid","350","E",NA
"T-P36790","Linario amethysteae-Calenduletum arvensis","Scleranthion annui","Papaveretea rhoeadis","V15",60,"1993","-7.622749736","42.50722701","1 - UTM1x1 + Elevation","400","",0
"Q-P14988","Linario amethysteae-Calenduletum arvensis","Scleranthion annui","Papaveretea rhoeadis","V15",30,"1982","-7.85573292","42.31030624","3 - UTM10x10 + Elevation","130","NE",NA
"Q-P14987","Linario amethysteae-Calenduletum arvensis","Scleranthion annui","Papaveretea rhoeadis","V32",40,"1982","-8.003649301","42.37055361","3 - UTM10x10 + Elevation","230","E",NA
"T-P32604","Linario amethysteae-Calenduletum arvensis","Scleranthion annui","Papaveretea rhoeadis","V15",NA,"1995","-7.384577706","42.58124494","2 - UTM1x1 + Centroid","500","",0
"R-P24016","Linario amethysteae-Calenduletum arvensis","Scleranthion annui","Papaveretea rhoeadis","V15",25,"1986","-6.867644676","42.37857876","3 - UTM10x10 + Elevation","600","SW",5
"T-P36788","Linario amethysteae-Calenduletum arvensis","Scleranthion annui","Papaveretea rhoeadis","V15",25,"1993","-7.512785586","42.36576295","2 - UTM1x1 + Centroid","350","E",NA
"T-P32605","Linario amethysteae-Calenduletum arvensis","Scleranthion annui","Papaveretea rhoeadis","V15",40,"1995","-7.587009618","42.5176695","1 - UTM1x1 + Elevation","390","E",NA
"T-P32599","Linario amethysteae-Calenduletum arvensis","Scleranthion annui","Papaveretea rhoeadis","V15",40,"1995","-7.610928755","42.4788936","1 - UTM1x1 + Elevation","360","SE",10
"T-P32600","Linario amethysteae-Calenduletum arvensis","Scleranthion annui","Papaveretea rhoeadis","V15",60,"1995","-7.620720844","42.51271099","1 - UTM1x1 + Elevation","400","",0
"Q-P14978","Linario amethysteae-Calenduletum arvensis","Scleranthion annui","Papaveretea rhoeadis","V15",20,"1982","-7.705778309","42.44621971","3 - UTM10x10 + Elevation","140","",NA
"Q-P14981","Linario amethysteae-Calenduletum arvensis","Scleranthion annui","Papaveretea rhoeadis","V15",20,"1982","-8.138331873","42.38438722","3 - UTM10x10 + Elevation","210","E",NA
"R-P24623","Linario amethysteae-Calenduletum arvensis","Scleranthion annui","Papaveretea rhoeadis","V32",50,"2012","-6.804262028","42.41491863","1 - UTM1x1 + Elevation","458","SW",7
"Q-P14989","Linario amethysteae-Calenduletum arvensis","Scleranthion annui","Papaveretea rhoeadis","V15",20,"1982","-7.839421323","42.35061128","3 - UTM10x10 + Elevation","130","NE",NA
"R-P24620","Linario amethysteae-Calenduletum arvensis","Scleranthion annui","Papaveretea rhoeadis","V15",40,"2012","-6.821438029","42.45756654","1 - UTM1x1 + Elevation","540","W",15
"T-P36784","Linario amethysteae-Calenduletum arvensis","Scleranthion annui","Papaveretea rhoeadis","V15",40,"1993","-7.521829235","42.49164613","2 - UTM1x1 + Centroid","380","",NA
