"SIVIMID","NMDS1","NMDS2","Relevé.number","Sintaxon","Temp","Precip","UTM10X10","UTM1X1","JuiceID","OriginalElevation","Locality","Country","ECOREG_WWF","DUNES_BOHN","Plant.Cover","Aspect","Slope","Area","SintaxonID","Authors","Year","Title","Publication","Type","DEG_LON","DEG_LAT","Accuracy","Elevation","ANTHROPIC","Vegetation","Class","Order","Alliance","EUNIS2020","EUNIS_REVISED","PCluster","EUNISL1","EUNISL2"
"S-P20397",0.0305158728012718,-0.106480128367714,420397,"Panicum sanguinale-Mercurialis annua",140,16122,"29TNG29","",3300,150,"Salcedo. Pontevedra","ES","ATL_COAST","N_DUNES",NA,"SE",NA,10,"5194","Castroviejo, S.","1972","Flora y cartografía de la vegetación de la península de Morrazo, (Pontevedra).","Tesis Doctoral. Facultad de ciencias, Universidad Complutense de Madrid. 291","No forest",-8.734575875,42.42444471,"3 - UTM10x10 + Elevation",150,"Yes","ANTHROPOGENIC VEGETATION","Digitario sanguinalis-Eragrostietea","Eragrostietalia","Spergulo arvensis-Erodion cicutariae"," V15   ","V15",2,"Weed","V15B"
"S-P20398",0.00222039718720569,-0.144787395186696,420398,"Panicum sanguinale-Mercurialis annua",145,15759,"29TNG18","",3301,15,"Portomayor. Bueu","ES","ATL_COAST","N_DUNES",NA,"SW",NA,20,"5194","Castroviejo, S.","1972","Flora y cartografía de la vegetación de la península de Morrazo, (Pontevedra).","Tesis Doctoral. Facultad de ciencias, Universidad Complutense de Madrid. 291","No forest",-8.779105114,42.27456969,"3 - UTM10x10 + Elevation",15,"Yes","ANTHROPOGENIC VEGETATION","Digitario sanguinalis-Eragrostietea","Eragrostietalia","Spergulo arvensis-Erodion cicutariae"," V15   ","V15",2,"Weed","V15B"
"S-P20399",-0.06470797357829,-0.103641491055545,420399,"Panicum sanguinale-Mercurialis annua",144,15808,"29TNG18","",3302,60,"patatal entre Coiro y Cangas","ES","ATL_COAST","N_DUNES",NA,"S",NA,20,"5194","Castroviejo, S.","1972","Flora y cartografía de la vegetación de la península de Morrazo, (Pontevedra).","Tesis Doctoral. Facultad de ciencias, Universidad Complutense de Madrid. 291","No forest",-8.783931179,42.27432557,"3 - UTM10x10 + Elevation",60,"Yes","ANTHROPOGENIC VEGETATION","Digitario sanguinalis-Eragrostietea","Eragrostietalia","Spergulo arvensis-Erodion cicutariae"," V32   ","V15",0,"Weed","V15A"
"S-P20400",-0.0155549437830117,-0.077486620152323,420400,"Panicum sanguinale-Mercurialis annua",147,15597,"29TNG17","",3303,20,"Cangas de morrazo","ES","ATL_COAST","N_DUNES",NA,"SE",NA,2,"5194","Castroviejo, S.","1972","Flora y cartografía de la vegetación de la península de Morrazo, (Pontevedra).","Tesis Doctoral. Facultad de ciencias, Universidad Complutense de Madrid. 291","No forest",-8.760167041,42.19990945,"3 - UTM10x10 + Elevation",20,"Yes","ANTHROPOGENIC VEGETATION","Digitario sanguinalis-Eragrostietea","Eragrostietalia","Spergulo arvensis-Erodion cicutariae"," V32   ","V15",0,"Weed","V15A"
"S-P20401",-0.0371643119112094,-0.0580718452082377,420401,"Panicum sanguinale-Mercurialis annua",144,16047,"29TNG28","",3276,50,"Pedreira,. Moaña","ES","ATL_COAST","N_DUNES",NA,"W",NA,2,"5194","Castroviejo, S.","1972","Flora y cartografía de la vegetación de la península de Morrazo, (Pontevedra).","Tesis Doctoral. Facultad de ciencias, Universidad Complutense de Madrid. 291","No forest",-8.725391995,42.29707719,"3 - UTM10x10 + Elevation",50,"Yes","ANTHROPOGENIC VEGETATION","Digitario sanguinalis-Eragrostietea","Eragrostietalia","Spergulo arvensis-Erodion cicutariae"," V15   ","V15",2,"Weed","V15A"
"S-P20402",0.0094608514844042,-0.0487144105594923,420402,"Panicum sanguinale-Mercurialis annua",144,13852,"29TNG17","",3305,30,"Cangas","ES","ATL_COAST","N_DUNES",NA,"S",NA,4,"5194","Castroviejo, S.","1972","Flora y cartografía de la vegetación de la península de Morrazo, (Pontevedra).","Tesis Doctoral. Facultad de ciencias, Universidad Complutense de Madrid. 291","No forest",-8.818967071,42.25994461,"3 - UTM10x10 + Elevation",30,"Yes","ANTHROPOGENIC VEGETATION","Digitario sanguinalis-Eragrostietea","Eragrostietalia","Spergulo arvensis-Erodion cicutariae"," V15   ","V15",2,"Weed","V15A"
"S-P20403",-0.064344889058891,-0.0119538871325365,420403,"Panicum sanguinale-Mercurialis annua",145,15661,"29TNG27","",3306,50,"Tirán. Moaña","ES","ATL_COAST","N_DUNES",NA,"E",NA,10,"5194","Castroviejo, S.","1972","Flora y cartografía de la vegetación de la península de Morrazo, (Pontevedra).","Tesis Doctoral. Facultad de ciencias, Universidad Complutense de Madrid. 291","No forest",-8.754693811,42.19298353,"3 - UTM10x10 + Elevation",50,"Yes","ANTHROPOGENIC VEGETATION","Digitario sanguinalis-Eragrostietea","Eragrostietalia","Spergulo arvensis-Erodion cicutariae"," V     ","V38",0,"Weed","V15A"
"S-P20404",-0.0851426241453233,-0.0380491792747253,420404,"Panicum sanguinale-Mercurialis annua",148,NA,"29TNG17","",3307,25,"Cangas de Morrazo","ES","ATL_COAST","N_DUNES",NA,"E",NA,20,"5194","Castroviejo, S.","1972","Flora y cartografía de la vegetación de la península de Morrazo, (Pontevedra).","Tesis Doctoral. Facultad de ciencias, Universidad Complutense de Madrid. 291","No forest",-8.768468982,42.26430467,"3 - UTM10x10 + Elevation",25,"Yes","ANTHROPOGENIC VEGETATION","Digitario sanguinalis-Eragrostietea","Eragrostietalia","Spergulo arvensis-Erodion cicutariae"," V32   ","V15",0,"Weed","V15A"
"S-P20405",-0.0780645817922907,-0.132794287953066,420405,"Panicum sanguinale-Mercurialis annua",141,16704,"29TNG29","",3308,80,"Mogor. Marín","ES","ATL_COAST","N_DUNES",NA,"NW",NA,10,"5194","Castroviejo, S.","1972","Flora y cartografía de la vegetación de la península de Morrazo, (Pontevedra).","Tesis Doctoral. Facultad de ciencias, Universidad Complutense de Madrid. 291","No forest",-8.643611937,42.4127703,"3 - UTM10x10 + Elevation",80,"Yes","ANTHROPOGENIC VEGETATION","Digitario sanguinalis-Eragrostietea","Eragrostietalia","Spergulo arvensis-Erodion cicutariae"," V15   ","V15",2,"Weed","V15A"
"S-P20406",0.116739505983418,-0.0368491959784482,420406,"Arundini-Convolvuletum sepium",147,NA,"29TNG29","",3309,15,"Marín","ES","ATL_COAST","N_DUNES",NA,"NE",NA,20,"0216c","Castroviejo, S.","1972","Flora y cartografía de la vegetación de la península de Morrazo, (Pontevedra).","Tesis Doctoral. Facultad de ciencias, Universidad Complutense de Madrid. 291","No forest",-8.756626836,42.39993072,"3 - UTM10x10 + Elevation",15,"Yes","ANTHROPOGENIC VEGETATION","Epilobietea angustifolii","Convolvuletalia sepium","Senecionion fluviatilis"," V38   ","V38",0,"Ruderal","V39"
"S-P20407",0.00549281605690143,-0.00374598027060245,420407,"Arundini-Convolvuletum sepium",NA,NA,"29TNG28","",3310,20,"Lapamán. Bueu","ES","ATL_COAST","N_DUNES",NA,"SW",NA,10,"0216c","Castroviejo, S.","1972","Flora y cartografía de la vegetación de la península de Morrazo, (Pontevedra).","Tesis Doctoral. Facultad de ciencias, Universidad Complutense de Madrid. 291","No forest",-8.717336264,42.28847845,"3 - UTM10x10 + Elevation",20,"Yes","ANTHROPOGENIC VEGETATION","Epilobietea angustifolii","Convolvuletalia sepium","Senecionion fluviatilis"," V38   ","V38",0,"Ruderal","V39"
"S-P20408",0.0948823543802455,-0.0418563909464761,420408,"Arundini-Convolvuletum sepium",147,NA,"29TNG29","",3311,50,"Mogor. Marín","ES","ATL_COAST","N_DUNES",NA,"N",NA,10,"0216c","Castroviejo, S.","1972","Flora y cartografía de la vegetación de la península de Morrazo, (Pontevedra).","Tesis Doctoral. Facultad de ciencias, Universidad Complutense de Madrid. 291","No forest",-8.745193175,42.40770778,"3 - UTM10x10 + Elevation",50,"Yes","ANTHROPOGENIC VEGETATION","Epilobietea angustifolii","Convolvuletalia sepium","Senecionion fluviatilis"," V     ","R55",0,"Ruderal","V39"
"S-P20409",0.0910173290521776,-0.0403989737210955,420409,"Arundini-Convolvuletum sepium",144,16073,"29TNG18","",3312,100,"Coiro. Cangas","ES","ATL_COAST","N_DUNES",NA,"E",NA,20,"0216c","Castroviejo, S.","1972","Flora y cartografía de la vegetación de la península de Morrazo, (Pontevedra).","Tesis Doctoral. Facultad de ciencias, Universidad Complutense de Madrid. 291","No forest",-8.796984906,42.28446649,"3 - UTM10x10 + Elevation",100,"Yes","ANTHROPOGENIC VEGETATION","Epilobietea angustifolii","Convolvuletalia sepium","Senecionion fluviatilis"," V15   ","V15",0,"Ruderal","V39"
"S-P20410",0.109199705453321,-0.0747320103070364,420410,"Arundini-Convolvuletum sepium",144,15422,"29TNG17","",3313,100,"Darbo. Cangas","ES","ATL_COAST","N_DUNES",NA,"SE",NA,20,"0216c","Castroviejo, S.","1972","Flora y cartografía de la vegetación de la península de Morrazo, (Pontevedra).","Tesis Doctoral. Facultad de ciencias, Universidad Complutense de Madrid. 291","No forest",-8.790511787,42.26679086,"3 - UTM10x10 + Elevation",100,"Yes","ANTHROPOGENIC VEGETATION","Epilobietea angustifolii","Convolvuletalia sepium","Senecionion fluviatilis"," V     ","R55",0,"Ruderal","V39"
"S-P20411",0.114429586131293,-0.0284036535444951,420411,"Arundini-Convolvuletum sepium",145,15813,"29TNG18","",3314,70,"Hio. Cangas","ES","ATL_COAST","N_DUNES",NA,"NW",NA,20,"0216c","Castroviejo, S.","1972","Flora y cartografía de la vegetación de la península de Morrazo, (Pontevedra).","Tesis Doctoral. Facultad de ciencias, Universidad Complutense de Madrid. 291","No forest",-8.806473068,42.28218448,"3 - UTM10x10 + Elevation",70,"Yes","ANTHROPOGENIC VEGETATION","Epilobietea angustifolii","Convolvuletalia sepium","Senecionion fluviatilis"," V     ","R55",0,"Ruderal","V39"
"S-P20412",0.0399459716039521,-0.0316068030528297,420412,"Arundini-Convolvuletum sepium",143,15216,"29TNG17","",3315,80,"Pintens. Cangas","ES","ATL_COAST","N_DUNES",NA,"W",NA,20,"0216c","Castroviejo, S.","1972","Flora y cartografía de la vegetación de la península de Morrazo, (Pontevedra).","Tesis Doctoral. Facultad de ciencias, Universidad Complutense de Madrid. 291","No forest",-8.83651627,42.26625127,"3 - UTM10x10 + Elevation",80,"Yes","ANTHROPOGENIC VEGETATION","Epilobietea angustifolii","Convolvuletalia sepium","Senecionion fluviatilis"," V     ","R55",0,"Ruderal","V39"
"S-P20413",0.223025574531693,0.0221924621028861,420413,"Arundini-Convolvuletum sepium",148,NA,"29TNG18","",3316,20,"Aldán. Cangas","ES","ATL_COAST","N_DUNES",NA,"NE",NA,20,"0216c","Castroviejo, S.","1972","Flora y cartografía de la vegetación de la península de Morrazo, (Pontevedra).","Tesis Doctoral. Facultad de ciencias, Universidad Complutense de Madrid. 291","No forest",-8.846578977,42.29634309,"3 - UTM10x10 + Elevation",20,"Yes","ANTHROPOGENIC VEGETATION","Epilobietea angustifolii","Convolvuletalia sepium","Senecionion fluviatilis"," R     ","R55",0,"Ruderal","V39"
"S-P20414",0.213885374313597,0.0290402352405496,420414,"Arundini-Convolvuletum sepium",143,16060,"29TNG18","",3317,100,"Coiro. Cangas","ES","ATL_COAST","N_DUNES",NA,"S",NA,20,"0216c","Castroviejo, S.","1972","Flora y cartografía de la vegetación de la península de Morrazo, (Pontevedra).","Tesis Doctoral. Facultad de ciencias, Universidad Complutense de Madrid. 291","No forest",-8.813351438,42.33044482,"3 - UTM10x10 + Elevation",100,"Yes","ANTHROPOGENIC VEGETATION","Epilobietea angustifolii","Convolvuletalia sepium","Senecionion fluviatilis"," V     ","R55",0,"Ruderal","V39"
"S-P20415",0.0812220207152113,-0.0490852284868376,420415,"Arundini-Convolvuletum sepium",145,16412,"29TNG28","",3318,70,"Moaña","ES","ATL_COAST","N_DUNES",NA,"SE",NA,20,"0216c","Castroviejo, S.","1972","Flora y cartografía de la vegetación de la península de Morrazo, (Pontevedra).","Tesis Doctoral. Facultad de ciencias, Universidad Complutense de Madrid. 291","No forest",-8.661816316,42.31824822,"3 - UTM10x10 + Elevation",70,"Yes","ANTHROPOGENIC VEGETATION","Epilobietea angustifolii","Convolvuletalia sepium","Senecionion fluviatilis"," R     ","R55",0,"Ruderal","V39"
"S-P20416",0.15046375076726,-0.0165707827369544,420416,"Arundini-Convolvuletum sepium",138,18097,"29TNG28","",3319,180,"Meixoada. Moaña","ES","ATL_COAST","N_DUNES",NA,"S",NA,20,"0216c","Castroviejo, S.","1972","Flora y cartografía de la vegetación de la península de Morrazo, (Pontevedra).","Tesis Doctoral. Facultad de ciencias, Universidad Complutense de Madrid. 291","No forest",-8.672930964,42.3339008,"3 - UTM10x10 + Elevation",180,"Yes","ANTHROPOGENIC VEGETATION","Epilobietea angustifolii","Convolvuletalia sepium","Senecionion fluviatilis"," V39   ","V39",0,"Ruderal","V39"
"S-P20417",0.202115254383281,0.0230950630610637,420417,"Arundini-Convolvuletum sepium",143,15758,"29TNG18","",3320,100,"entre Beluso y Aldán. Bueu","ES","ATL_COAST","N_DUNES",NA,"N",NA,20,"0216c","Castroviejo, S.","1972","Flora y cartografía de la vegetación de la península de Morrazo, (Pontevedra).","Tesis Doctoral. Facultad de ciencias, Universidad Complutense de Madrid. 291","No forest",-8.850740406,42.28892867,"3 - UTM10x10 + Elevation",100,"Yes","ANTHROPOGENIC VEGETATION","Epilobietea angustifolii","Convolvuletalia sepium","Senecionion fluviatilis"," V38   ","V38",0,"Ruderal","V39"
"S-P20418",0.0339904789111493,-0.00281417025835269,420418,"Arundini-Convolvuletum sepium",143,16031,"29TNG17","",3321,150,"Sampedro. Cangas","ES","ATL_COAST","N_DUNES",NA,"SW",NA,20,"0216c","Castroviejo, S.","1972","Flora y cartografía de la vegetación de la península de Morrazo, (Pontevedra).","Tesis Doctoral. Facultad de ciencias, Universidad Complutense de Madrid. 291","No forest",-8.761107417,42.1836586,"3 - UTM10x10 + Elevation",150,"Yes","ANTHROPOGENIC VEGETATION","Epilobietea angustifolii","Convolvuletalia sepium","Senecionion fluviatilis"," R55   ","R55",0,"Ruderal","V39"
"S-P20419",0.179671145815951,-0.00127420603102381,420419,"Arundini-Convolvuletum sepium",145,15800,"29TNG17","",3322,50,"Rodeira. Cangas","ES","ATL_COAST","N_DUNES",NA,"SW",NA,15,"0216c","Castroviejo, S.","1972","Flora y cartografía de la vegetación de la península de Morrazo, (Pontevedra).","Tesis Doctoral. Facultad de ciencias, Universidad Complutense de Madrid. 291","No forest",-8.790022314,42.18219795,"3 - UTM10x10 + Elevation",50,"Yes","ANTHROPOGENIC VEGETATION","Epilobietea angustifolii","Convolvuletalia sepium","Senecionion fluviatilis"," R     ","R55",0,"Ruderal","V39"
"S-P20420",0.158780921182675,0.00305197677491033,420420,"Arundini-Convolvuletum sepium",143,17899,"29TNG27","",3323,80,"Tirán. Moaña","ES","ATL_COAST","N_DUNES",NA,"S",NA,20,"0216c","Castroviejo, S.","1972","Flora y cartografía de la vegetación de la península de Morrazo, (Pontevedra).","Tesis Doctoral. Facultad de ciencias, Universidad Complutense de Madrid. 291","No forest",-8.672424391,42.22050003,"3 - UTM10x10 + Elevation",80,"Yes","ANTHROPOGENIC VEGETATION","Epilobietea angustifolii","Convolvuletalia sepium","Senecionion fluviatilis"," V     ","R55",0,"Ruderal","V39"
"S-P20421",0.0337390310054154,0.0232086953653532,420421,"Galactito tomentosae-Digitaletum purpureae",145,15539,"29TNG17","",3324,50,"entre Cairo y Espiritu Santo. Cangas","ES","ATL_COAST","N_DUNES",NA,"N",NA,4,"3159","Castroviejo, S.","1972","Flora y cartografía de la vegetación de la península de Morrazo, (Pontevedra).","Tesis Doctoral. Facultad de ciencias, Universidad Complutense de Madrid. 291","No forest",-8.828947458,42.2630368,"3 - UTM10x10 + Elevation",50,"Yes","ANTHROPOGENIC VEGETATION","Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae"," R55   ","V39",0,"Ruderal","V39"
"S-P20422",0.0228385966422086,0.0164719225751982,420422,"Galactito tomentosae-Digitaletum purpureae",148,NA,"29TNG17","",3325,60,"Sampedro. Cangas","ES","ATL_COAST","N_DUNES",NA,"E",NA,4,"3159","Castroviejo, S.","1972","Flora y cartografía de la vegetación de la península de Morrazo, (Pontevedra).","Tesis Doctoral. Facultad de ciencias, Universidad Complutense de Madrid. 291","No forest",-8.821048616,42.25623789,"3 - UTM10x10 + Elevation",60,"Yes","ANTHROPOGENIC VEGETATION","Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae"," H25   ","V39",0,"Ruderal","V39"
"S-P20423",-0.0485754907682367,0.0210397620563325,420423,"Galactito tomentosae-Digitaletum purpureae",148,15360,"29TNG17","",3326,50,"Cimadevila. Cangas","ES","ATL_COAST","N_DUNES",NA,"N",NA,4,"3159","Castroviejo, S.","1972","Flora y cartografía de la vegetación de la península de Morrazo, (Pontevedra).","Tesis Doctoral. Facultad de ciencias, Universidad Complutense de Madrid. 291","No forest",-8.768052046,42.20671344,"3 - UTM10x10 + Elevation",50,"Yes","ANTHROPOGENIC VEGETATION","Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae"," V35   ","V35",0,"Trampled","V35"
"S-P20424",-0.025646965431852,0.0361337452429119,420424,"Galactito tomentosae-Digitaletum purpureae",141,10697,"29TNG29","",3327,7,"Pontevedra. capital","ES","ATL_COAST","N_DUNES",NA,"N",NA,4,"3159","Castroviejo, S.","1972","Flora y cartografía de la vegetación de la península de Morrazo, (Pontevedra).","Tesis Doctoral. Facultad de ciencias, Universidad Complutense de Madrid. 291","No forest",-8.646193414,42.44144945,"3 - UTM10x10 + Elevation",7,"Yes","ANTHROPOGENIC VEGETATION","Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae"," V32   ","V37",0,"Ruderal","V37"
"S-P20425",-0.0248473842249977,0.0106352533749638,420425,"Galactito tomentosae-Digitaletum purpureae",145,18714,"29TNG29","",3328,2,"autopista de Pontevedra a Marín","ES","ATL_COAST","N_DUNES",NA,"W",NA,7,"3159","Castroviejo, S.","1972","Flora y cartografía de la vegetación de la península de Morrazo, (Pontevedra).","Tesis Doctoral. Facultad de ciencias, Universidad Complutense de Madrid. 291","No forest",-8.681501241,42.40189058,"3 - UTM10x10 + Elevation",2,"Yes","ANTHROPOGENIC VEGETATION","Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae"," V     ","V39",0,"Weed","V15A"
"S-P20426",-0.00244959029285596,0.0122916674491416,420426,"Galactito tomentosae-Digitaletum purpureae",146,16805,"29TNG28","",3329,70,"carretera de Moaña a Tirán. Moaña","ES","ATL_COAST","N_DUNES",NA,"SE",NA,7,"3159","Castroviejo, S.","1972","Flora y cartografía de la vegetación de la península de Morrazo, (Pontevedra).","Tesis Doctoral. Facultad de ciencias, Universidad Complutense de Madrid. 291","No forest",-8.746870682,42.34641016,"3 - UTM10x10 + Elevation",70,"Yes","ANTHROPOGENIC VEGETATION","Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae"," Sa    ","V37",0,"Ruderal","V37"
"S-P20427",0.0025232859681857,0.00650181966212417,420427,"Galactito tomentosae-Digitaletum purpureae",144,16318,"29TNG28","",3330,80,"Pandiña. Moaña","ES","ATL_COAST","N_DUNES",NA,"SE",NA,7,"3159","Castroviejo, S.","1972","Flora y cartografía de la vegetación de la península de Morrazo, (Pontevedra).","Tesis Doctoral. Facultad de ciencias, Universidad Complutense de Madrid. 291","No forest",-8.679197579,42.29578098,"3 - UTM10x10 + Elevation",80,"Yes","ANTHROPOGENIC VEGETATION","Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","      ?","V37",0,"Ruderal","V37"
"S-P20429",0.0226627036278434,0.0352812593872252,420429,"Galactito tomentosae-Digitaletum purpureae",NA,NA,"29TNG28","",3304,20,"Domayo, despues del pueblo. Moaña","ES","ATL_COAST","N_DUNES",NA,"N",NA,9,"3159","Castroviejo, S.","1972","Flora y cartografía de la vegetación de la península de Morrazo, (Pontevedra).","Tesis Doctoral. Facultad de ciencias, Universidad Complutense de Madrid. 291","No forest",-8.675814513,42.28514656,"3 - UTM10x10 + Elevation",20,"Yes","ANTHROPOGENIC VEGETATION","Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae"," V32   ","V39",0,"Ruderal","V39"
"S-P20430",0.0147250521781137,0.0127392658501398,420430,"Galactito tomentosae-Digitaletum purpureae",146,16790,"29TNG28","",3333,20,"San Adrián. Vilaboa","ES","ATL_COAST","N_DUNES",NA,"N",NA,10,"3159","Castroviejo, S.","1972","Flora y cartografía de la vegetación de la península de Morrazo, (Pontevedra).","Tesis Doctoral. Facultad de ciencias, Universidad Complutense de Madrid. 291","No forest",-8.748958932,42.34270434,"3 - UTM10x10 + Elevation",20,"Yes","ANTHROPOGENIC VEGETATION","Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae"," R54   ","V39",0,"Ruderal","V39"
"S-P20431",0.0171308708378126,0.0235987182709537,420431,"Galactito tomentosae-Digitaletum purpureae",143,13633,"29TNG29","",3334,50,"carretera de Pontevedra a Vigo Km. 3. Pontevedra","ES","ATL_COAST","N_DUNES",NA,"E",NA,10,"3159","Castroviejo, S.","1972","Flora y cartografía de la vegetación de la península de Morrazo, (Pontevedra).","Tesis Doctoral. Facultad de ciencias, Universidad Complutense de Madrid. 291","No forest",-8.677976939,42.44347517,"3 - UTM10x10 + Elevation",50,"Yes","ANTHROPOGENIC VEGETATION","Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae"," Sa    ","V37",0,"Ruderal","V37"
"S-P20432",-0.00220763312447794,0.0071961989964823,420432,"Galactito tomentosae-Digitaletum purpureae",144,10779,"29TNG29","",3335,70,"Figueirido. Pontevedra","ES","ATL_COAST","N_DUNES",NA,"N",NA,10,"3159","Castroviejo, S.","1972","Flora y cartografía de la vegetación de la península de Morrazo, (Pontevedra).","Tesis Doctoral. Facultad de ciencias, Universidad Complutense de Madrid. 291","No forest",-8.65296843,42.4357132,"3 - UTM10x10 + Elevation",70,"Yes","ANTHROPOGENIC VEGETATION","Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae"," V     ","V39",0,"Ruderal","V37"
"S-P20433",0.0374601794144708,-0.00692101853940839,420433,"Galactito tomentosae-Digitaletum purpureae",140,18600,"29TNG29","",3336,120,"Carretera de Cotorredondo a Marín. Marín. Km. 6","ES","ATL_COAST","N_DUNES",NA,"N",NA,10,"3159","Castroviejo, S.","1972","Flora y cartografía de la vegetación de la península de Morrazo, (Pontevedra).","Tesis Doctoral. Facultad de ciencias, Universidad Complutense de Madrid. 291","No forest",-8.649416338,42.39627972,"3 - UTM10x10 + Elevation",120,"Yes","ANTHROPOGENIC VEGETATION","Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae"," Sa    ","V39",0,"Ruderal","V37"
"S-P20434",-0.101151442908473,0.034195719538131,420434,"Lolio-Plantaginetum majoris",145,15254,"29TNG17","",3337,30,"Espiritu Santo. Cangas","ES","ATL_COAST","N_DUNES",NA,"E",NA,2,"236","Castroviejo, S.","1972","Flora y cartografía de la vegetación de la península de Morrazo, (Pontevedra).","Tesis Doctoral. Facultad de ciencias, Universidad Complutense de Madrid. 291","No forest",-8.838762822,42.26433616,"3 - UTM10x10 + Elevation",30,"?","VEGETATION OF THE NEMORAL FOREST ZONE","Molinio-Arrhenatheretea","Potentillo-Polygonetalia avicularis","Potentillion anserinae"," V     ","V35",0,"Trampled","V35"
"S-P20436",-0.11347723591238,0.0603897356749438,420436,"Lolio-Plantaginetum majoris",146,15664,"29TNG17","",3339,70,"entre Darbo y Cangas","ES","ATL_COAST","N_DUNES",NA,"SE",NA,2,"236","Castroviejo, S.","1972","Flora y cartografía de la vegetación de la península de Morrazo, (Pontevedra).","Tesis Doctoral. Facultad de ciencias, Universidad Complutense de Madrid. 291","No forest",-8.768990292,42.19046266,"3 - UTM10x10 + Elevation",70,"?","VEGETATION OF THE NEMORAL FOREST ZONE","Molinio-Arrhenatheretea","Potentillo-Polygonetalia avicularis","Potentillion anserinae"," V34   ","V35",0,"Trampled","V35"
"S-P20437",-0.127482209537789,0.0355568116998973,420437,"Lolio-Plantaginetum majoris",146,16035,"29TNG28","",3340,100,"Meixoada. Moaña","ES","ATL_COAST","N_DUNES",NA,"NW",NA,2,"236","Castroviejo, S.","1972","Flora y cartografía de la vegetación de la península de Morrazo, (Pontevedra).","Tesis Doctoral. Facultad de ciencias, Universidad Complutense de Madrid. 291","No forest",-8.685631646,42.28645908,"3 - UTM10x10 + Elevation",100,"?","VEGETATION OF THE NEMORAL FOREST ZONE","Molinio-Arrhenatheretea","Potentillo-Polygonetalia avicularis","Potentillion anserinae"," V32   ","V37",0,"Trampled","V35"
"S-P20438",-0.135031860162427,0.0642613460380832,420438,"Lolio-Plantaginetum majoris",143,16349,"29TNG18","",3341,120,"Coiro. Cangas","ES","ATL_COAST","N_DUNES",NA,"W",NA,2,"236","Castroviejo, S.","1972","Flora y cartografía de la vegetación de la península de Morrazo, (Pontevedra).","Tesis Doctoral. Facultad de ciencias, Universidad Complutense de Madrid. 291","No forest",-8.832520105,42.27545709,"3 - UTM10x10 + Elevation",120,"?","VEGETATION OF THE NEMORAL FOREST ZONE","Molinio-Arrhenatheretea","Potentillo-Polygonetalia avicularis","Potentillion anserinae"," V35   ","V35",0,"Trampled","V35"
"S-P20439",-0.0973993724507882,0.0491597730945002,420439,"Lolio-Plantaginetum majoris",144,15868,"29TNG18","",3342,120,"Coiro. Cangas","ES","ATL_COAST","N_DUNES",NA,"NW",NA,2,"236","Castroviejo, S.","1972","Flora y cartografía de la vegetación de la península de Morrazo, (Pontevedra).","Tesis Doctoral. Facultad de ciencias, Universidad Complutense de Madrid. 291","No forest",-8.810638637,42.27477128,"3 - UTM10x10 + Elevation",120,"?","VEGETATION OF THE NEMORAL FOREST ZONE","Molinio-Arrhenatheretea","Potentillo-Polygonetalia avicularis","Potentillion anserinae"," V     ","V35",0,"Trampled","V35"
"S-P20440",-0.113768476541789,0.0264551550422183,420440,"Lolio-Plantaginetum majoris",146,15560,"29TNG17","",3343,60,"entre la Retirosa y Cangas","ES","ATL_COAST","N_DUNES",NA,"SE",NA,2,"236","Castroviejo, S.","1972","Flora y cartografía de la vegetación de la península de Morrazo, (Pontevedra).","Tesis Doctoral. Facultad de ciencias, Universidad Complutense de Madrid. 291","No forest",-8.79484313,42.26117022,"3 - UTM10x10 + Elevation",60,"?","VEGETATION OF THE NEMORAL FOREST ZONE","Molinio-Arrhenatheretea","Potentillo-Polygonetalia avicularis","Potentillion anserinae"," V35   ","V35",0,"Trampled","V35"
"S-P20441",-0.138155776053005,0.0631170223330567,420441,"Lolio-Plantaginetum majoris",147,15414,"29TNG27","",3344,60,"entre Tirán y La retirosa. Cangas","ES","ATL_COAST","N_DUNES",NA,"E",NA,3,"236","Castroviejo, S.","1972","Flora y cartografía de la vegetación de la península de Morrazo, (Pontevedra).","Tesis Doctoral. Facultad de ciencias, Universidad Complutense de Madrid. 291","No forest",-8.751504361,42.21114791,"3 - UTM10x10 + Elevation",60,"?","VEGETATION OF THE NEMORAL FOREST ZONE","Molinio-Arrhenatheretea","Potentillo-Polygonetalia avicularis","Potentillion anserinae"," V34   ","V35",0,"Trampled","V35"
