Relevé number,SIVIMID,CODE,EUNIS_REVISED,EUNIS2020,EUNISL1,EUNISL2,EUNISL3,Aspect,Slope,Area,Year,DEG_LON,DEG_LAT,Accuracy,Elevation,Class,Order,Alliance,Sintaxon
871,T-P22339,V38b,V38,V38,Ruderal,V38,V38,,NA,100,1988,-4.920854553,42.97708789,3 - UTM10x10 + Elevation,1180,Artemisietea vulgaris,Onopordetalia acanthii,Cirsion richterano-chodati,Cirsio chodati-Carduetum carpetani
860,T-P22328,V38b,V38,V38,Ruderal,V38,V38,,NA,70,1988,-5.47624805,42.94300328,3 - UTM10x10 + Elevation,1390,Artemisietea vulgaris,Onopordetalia acanthii,Cirsion richterano-chodati,Cirsio chodati-Carduetum carpetani
876,T-P22344,V38b,V38,V38,Ruderal,V38,V38,,NA,100,1988,-5.024032771,43.01942117,4 - UTM10x10 + Centroid,1070,Artemisietea vulgaris,Onopordetalia acanthii,Cirsion richterano-chodati,Carduo nutantis-Cirsietum chodati
61,Q-P08761,V38b,V38,V38,Ruderal,V38,V38,,NA,40,1990,-4.550416473,42.87644814,3 - UTM10x10 + Elevation,1050,Artemisietea vulgaris,Onopordetalia acanthii,Cirsion richterano-chodati,Comunidad de Cirsium richterianum
66,Q-P08766,V38b,V38,V38,Ruderal,V38,V38,,NA,50,1990,-4.648957603,42.80663255,3 - UTM10x10 + Elevation,1120,Artemisietea vulgaris,Onopordetalia acanthii,Cirsion richterano-chodati,Comunidad de Cirsium richterianum
67,Q-P08767,V38b,V38,V38,Ruderal,V38,V38,,NA,40,1990,-4.668372809,42.80094819,3 - UTM10x10 + Elevation,1120,Artemisietea vulgaris,Onopordetalia acanthii,Cirsion richterano-chodati,Comunidad de Cirsium richterianum
63,Q-P08763,V38b,V38,V38,Ruderal,V38,V38,,NA,10,1990,-4.528495991,42.84729103,4 - UTM10x10 + Centroid,970,Artemisietea vulgaris,Onopordetalia acanthii,Cirsion richterano-chodati,Comunidad de Cirsium richterianum
62,Q-P08762,V38b,V38,V38,Ruderal,V38,V38,,NA,20,1990,-4.543611372,42.89815216,3 - UTM10x10 + Elevation,1070,Artemisietea vulgaris,Onopordetalia acanthii,Cirsion richterano-chodati,Comunidad de Cirsium richterianum
840,T-P15426,V38b,V38,V38,Ruderal,V38,V38,,NA,10,1986,-6.046877736,42.78335639,3 - UTM10x10 + Elevation,1100,Artemisietea vulgaris,Carthametalia lanati,Carduo carpetani-Cirsion odontolepidis,Carduo carpetani-Onopordetum acanthii
841,T-P15427,V38b,V38,V38,Ruderal,V38,V38,,NA,10,1986,-5.965895598,43.23569538,3 - UTM10x10 + Elevation,1170,Artemisietea vulgaris,Carthametalia lanati,Carduo carpetani-Cirsion odontolepidis,Carduo carpetani-Onopordetum acanthii
366,S-P11154,V38b,V38,V38,Ruderal,V38,V38,,NA,90,1989,-4.38515655,42.93259749,1 - UTM1x1 + Elevation,1400,Artemisietea vulgaris,Onopordetalia acanthii,Cirsion richterano-chodati,Cirsio chodati-Carduetum carpetani
65,Q-P08765,V38b,V38,V38,Ruderal,V38,V38,,NA,100,1990,-4.69316451,42.81319133,3 - UTM10x10 + Elevation,1080,Artemisietea vulgaris,Onopordetalia acanthii,Cirsion richterano-chodati,Comunidad de Cirsium richterianum
64,Q-P08764,V38b,V38,V38,Ruderal,V38,V38,,NA,100,1990,-4.527275081,42.83173387,3 - UTM10x10 + Elevation,1100,Artemisietea vulgaris,Onopordetalia acanthii,Cirsion richterano-chodati,Comunidad de Cirsium richterianum
372,S-P11160,V38b,V38,V38,Ruderal,V38,V38,SW,5,40,1989,-4.429271113,43.03831306,1 - UTM1x1 + Elevation,1630,Artemisietea vulgaris,Onopordetalia acanthii,Cirsion richterano-chodati,Carduo nutantis-Cirsietum chodati
58,Q-P08756,V38b,V38,V38,Ruderal,V38,V38,N,5,350,NA,-4.677118412,42.85304978,3 - UTM10x10 + Elevation,1330,NA,NA,NA,
954,U-P00108,V38b,V38,V38,Ruderal,V38,V38,,NA,30,2001,-5.057537865,43.03054059,1 - UTM1x1 + Elevation,1080,Artemisietea vulgaris,Onopordetalia acanthii,Cirsion richterano-chodati,Cirsio chodati-Carduetum carpetani
864,T-P22332,V38b,V38,V38,Ruderal,V38,V38,,NA,100,1988,-4.782988275,43.0441535,3 - UTM10x10 + Elevation,1610,Artemisietea vulgaris,Onopordetalia acanthii,Cirsion richterano-chodati,Cirsio chodati-Carduetum carpetani
57,Q-P08755,V38b,V38,V38,Ruderal,V38,V38,,NA,70,NA,-4.749295633,42.89519337,3 - UTM10x10 + Elevation,1240,NA,NA,NA,
373,S-P11161,V38b,V38,V38,Ruderal,V38,V38,,NA,20,1989,-4.494536319,42.99605692,1 - UTM1x1 + Elevation,1160,Artemisietea vulgaris,Onopordetalia acanthii,Cirsion richterano-chodati,Carduo nutantis-Cirsietum chodati
886,T-P22363,V38b,V38,V38,Ruderal,V38,V38,,NA,200,1988,-5.398788954,42.84200043,3 - UTM10x10 + Elevation,1040,Artemisietea vulgaris,Carthametalia lanati,Carduo carpetani-Cirsion odontolepidis,Carduo carpetani-Onopordetum acanthii
59,Q-P08758,V38b,V38,V38,Ruderal,V38,V38,,NA,100,1990,-4.66851798,42.80634914,3 - UTM10x10 + Elevation,1130,Artemisietea vulgaris,Carthametalia lanati,Carduo carpetani-Cirsion odontolepidis,Carduo carpetani-Onopordetum acanthii
867,T-P22335,V38b,V38,V38,Ruderal,V38,V38,,NA,200,1988,-4.971931033,42.96361238,3 - UTM10x10 + Elevation,1090,Artemisietea vulgaris,Onopordetalia acanthii,Cirsion richterano-chodati,Cirsio chodati-Carduetum carpetani
60,Q-P08760,V38b,V38,V38,Ruderal,V38,V38,,NA,50,1990,-4.498878138,42.87173158,3 - UTM10x10 + Elevation,1000,Artemisietea vulgaris,Onopordetalia acanthii,Cirsion richterano-chodati,Comunidad de Cirsium richterianum
390,S-P12126,V38c,V38,V38,Ruderal,V37,V38,NE,5,15,1975,-7.019259908,43.56002427,3 - UTM10x10 + Elevation,20,Epilobietea angustifolii,Arctio lappae-Artemisietalia,Arction lappae,Galactito tomentosae-Digitaletum purpureae
912,T-P33584,V38c,V39,V38,Ruderal,V39,V38,S,NA,NA,1959,-8.488215567,42.82904219,1 - UTM1x1 + Elevation,200,Epilobietea angustifolii,Arctio lappae-Artemisietalia,Arction lappae,Galactito tomentosae-Digitaletum purpureae
389,S-P12125,V38c,V38,V38,Ruderal,V37,V38,,NA,10,1975,-6.962087663,43.55662122,3 - UTM10x10 + Elevation,15,Epilobietea angustifolii,Arctio lappae-Artemisietalia,Arction lappae,Galactito tomentosae-Digitaletum purpureae
385,S-P12121,V38c,V39,V38,Ruderal,V39,V38,,NA,15,1975,-6.034755943,43.57963101,3 - UTM10x10 + Elevation,10,Epilobietea angustifolii,Arctio lappae-Artemisietalia,Arction lappae,Galactito tomentosae-Digitaletum purpureae
914,T-P33586,V38c,V39,H25,Ruderal,V39,V38,SE,NA,NA,1959,-8.52324208,42.86516205,1 - UTM1x1 + Elevation,250,Epilobietea angustifolii,Arctio lappae-Artemisietalia,Arction lappae,Galactito tomentosae-Digitaletum purpureae
386,S-P12122,V38c,V39,V38,Ruderal,V39,V38,E,10,15,1975,-7.054020897,43.52458326,3 - UTM10x10 + Elevation,30,Epilobietea angustifolii,Arctio lappae-Artemisietalia,Arction lappae,Galactito tomentosae-Digitaletum purpureae
484,S-P20427,V38c,V37,?,Ruderal,V37,V38,SE,NA,7,1972,-8.679197579,42.29578098,3 - UTM10x10 + Elevation,80,Epilobietea angustifolii,Arctio lappae-Artemisietalia,Arction lappae,Galactito tomentosae-Digitaletum purpureae
1826,Q-P10409,V38c,R36,V,Trampled,V35,V38,W,4.5,4,2000,-6.80007697,41.85646934,4 - UTM10x10 + Centroid,600,Molinio-Arrhenatheretea,Potentillo-Polygonetalia avicularis,Trifolion maritimi,Trifolio fragiferi-Cynodontetum dactyli
329,R-P27107,V38c,V38,V32,Ruderal,V37,V38,,NA,8,1985,-5.814756567,43.6140776,4 - UTM10x10 + Centroid,48,Chenopodietea,Brometalia rubenti-tectorum,Echio-Galactition tomentosae,Coleostepho myconis-Galactitetum tomentosae
325,R-P27102,V38c,V38,R,Ruderal,V37,V38,,NA,12,1985,-5.814756567,43.6140776,4 - UTM10x10 + Centroid,48,Chenopodietea,Brometalia rubenti-tectorum,Echio-Galactition tomentosae,Coleostepho myconis-Galactitetum tomentosae
321,R-P27096,V38c,V38,V33,Ruderal,V37,V38,,NA,10,1985,-7.492084004,41.94706717,4 - UTM10x10 + Centroid,515,Chenopodietea,Brometalia rubenti-tectorum,Echio-Galactition tomentosae,Coleostepho myconis-Galactitetum tomentosae
909,T-P33581,V38c,V39,H25,Ruderal,V39,V38,W,NA,NA,1959,-8.609336997,42.84295901,3 - UTM10x10 + Elevation,150,Epilobietea angustifolii,Arctio lappae-Artemisietalia,Arction lappae,Galactito tomentosae-Digitaletum purpureae
382,S-P12118,V38c,V38,V38,Ruderal,V37,V38,,NA,20,1975,-6.999259579,43.55712554,3 - UTM10x10 + Elevation,20,Epilobietea angustifolii,Arctio lappae-Artemisietalia,Arction lappae,Galactito tomentosae-Digitaletum purpureae
383,S-P12119,V38c,V39,V38,Ruderal,V39,V38,SE,15,20,1975,-6.663215521,43.5684033,3 - UTM10x10 + Elevation,5,Epilobietea angustifolii,Arctio lappae-Artemisietalia,Arction lappae,Galactito tomentosae-Digitaletum purpureae
89,Q-P09953,V38c,V38,V38,Ruderal,V37,V38,SE,36,6,2000,-7.018834242,41.85292547,3 - UTM10x10 + Elevation,760,Artemisietea vulgaris,Carthametalia lanati,Onopordion castellani,Carlino corymbosae-Carthametum lanati
1052,Q-P09954,V38c,V38,V33,Weed,V15C,V38,S,4.5,4,2000,-6.607392805,41.86120262,3 - UTM10x10 + Elevation,790,Artemisietea vulgaris,Carthametalia lanati,Onopordion castellani,Carlino corymbosae-Carthametum lanati
88,Q-P09952,V38c,V38,V33,Ruderal,V37,V38,,NA,10,2000,-6.61857634,41.83535117,4 - UTM10x10 + Centroid,560,Artemisietea vulgaris,Carthametalia lanati,Onopordion castellani,Carlino corymbosae-Carthametum lanati
380,S-P12116,V38c,V39,R57,Ruderal,V39,V38,NE,10,20,1975,-6.621196556,43.56974371,3 - UTM10x10 + Elevation,5,Epilobietea angustifolii,Arctio lappae-Artemisietalia,Arction lappae,Galactito tomentosae-Digitaletum purpureae
908,T-P33580,V38c,V39,H25,Ruderal,V39,V38,W,NA,NA,1959,-8.498595973,42.83574443,1 - UTM1x1 + Elevation,250,Epilobietea angustifolii,Arctio lappae-Artemisietalia,Arction lappae,Galactito tomentosae-Digitaletum purpureae
388,S-P12124,V38c,V38,V38,Ruderal,V37,V38,N,15,20,1975,-6.945734907,43.57159262,3 - UTM10x10 + Elevation,15,Epilobietea angustifolii,Arctio lappae-Artemisietalia,Arction lappae,Galactito tomentosae-Digitaletum purpureae
387,S-P12123,V38c,V38,V38,Ruderal,V37,V38,SE,20,15,1975,-7.003961648,43.55335946,3 - UTM10x10 + Elevation,10,Epilobietea angustifolii,Arctio lappae-Artemisietalia,Arction lappae,Galactito tomentosae-Digitaletum purpureae
381,S-P12117,V38c,V38,V38,Ruderal,V37,V38,,NA,20,1975,-6.940918116,43.53574652,3 - UTM10x10 + Elevation,30,Epilobietea angustifolii,Arctio lappae-Artemisietalia,Arction lappae,Galactito tomentosae-Digitaletum purpureae
384,S-P12120,V38c,V38,V38,Ruderal,V39,V38,N,15,15,1975,-6.145593991,43.56762876,3 - UTM10x10 + Elevation,10,Epilobietea angustifolii,Arctio lappae-Artemisietalia,Arction lappae,Galactito tomentosae-Digitaletum purpureae
758,T-P11933,V38c,V38,V38,Ruderal,V37,V38,,NA,30,1988,-2.178016654,43.0226748,3 - UTM10x10 + Elevation,190,Artemisietea vulgaris,Onopordetalia acanthii,Dauco-Melilotion,Helmintio echioidis-Melilotetum albae
769,T-P11944,V38c,V38,V38,Ruderal,V37,V38,,NA,30,1988,-2.477022668,43.07666064,3 - UTM10x10 + Elevation,230,Artemisietea vulgaris,Onopordetalia acanthii,Dauco-Melilotion,Helmintio echioidis-Melilotetum albae
765,T-P11940,V38c,V38,V38,Ruderal,V37,V38,,NA,40,1988,-2.85585651,42.87514428,4 - UTM10x10 + Centroid,470,Artemisietea vulgaris,Onopordetalia acanthii,Dauco-Melilotion,Helmintio echioidis-Melilotetum albae
776,T-P11951,V38c,V38,V38,Ruderal,V37,V38,,NA,30,1988,-2.327175779,43.29919562,3 - UTM10x10 + Elevation,10,Artemisietea vulgaris,Onopordetalia acanthii,Dauco-Melilotion,Helmintio echioidis-Melilotetum albae
85,Q-P09512,V38c,V38,V38,Ruderal,V37,V38,,NA,NA,2002,-8.637550131,41.22298792,3 - UTM10x10 + Elevation,70,Artemisietea vulgaris,Carthametalia lanati,Silybo mariani-Urticion piluliferae,Echio rosulati-Picridetum echioisia
82,Q-P09509,V38c,V38,V38,Ruderal,V37,V38,,NA,NA,2002,-8.86443276,41.78232801,3 - UTM10x10 + Elevation,10,Artemisietea vulgaris,Carthametalia lanati,Silybo mariani-Urticion piluliferae,Echio rosulati-Picridetum echioisia
81,Q-P09508,V38c,V38,V38,Ruderal,V37,V38,,NA,NA,2002,-8.642217634,41.77188901,3 - UTM10x10 + Elevation,10,Artemisietea vulgaris,Carthametalia lanati,Silybo mariani-Urticion piluliferae,Echio rosulati-Picridetum echioisia
929,T-P36749,V38c,V38,V37,Ruderal,V37,V38,SE,5,60,1993,-7.504256247,42.55157042,1 - UTM1x1 + Elevation,320,Artemisietea vulgaris,Onopordetalia acanthii,Dauco-Melilotion,Comunidad de Dipsacus fullonum
163,R-P12748,V38c,V38,R,Ruderal,V37,V38,,NA,80,1997,-3.144630223,42.79502702,4 - UTM10x10 + Centroid,520,Artemisietea vulgaris,Onopordetalia acanthii,Dauco-Melilotion,Helmintio echioidis-Melilotetum albae
166,R-P12755,V38c,V38,V38,Ruderal,V37,V38,,NA,20,1997,-3.144630223,42.79502702,4 - UTM10x10 + Centroid,510,Artemisietea vulgaris,Onopordetalia acanthii,Dauco-Melilotion,Helmintio echioidis-Melilotetum albae
344,R-P33439,V38c,V38,V32,Ruderal,V37,V38,,NA,NA,2003,-2.527514949,42.57798446,3 - UTM10x10 + Elevation,540,NA,NA,NA,Associació-Desconeguda
763,T-P11938,V38c,V38,V38,Ruderal,V37,V38,,NA,20,1988,-2.424606154,43.16465681,3 - UTM10x10 + Elevation,360,Artemisietea vulgaris,Onopordetalia acanthii,Dauco-Melilotion,Helmintio echioidis-Melilotetum albae
766,T-P11941,V38c,V38,R22,Ruderal,V37,V38,,NA,10,1988,-2.281938959,43.16204941,3 - UTM10x10 + Elevation,240,Artemisietea vulgaris,Onopordetalia acanthii,Dauco-Melilotion,Helmintio echioidis-Melilotetum albae
768,T-P11943,V38c,V38,V38,Ruderal,V37,V38,,NA,60,1988,-2.464754909,43.07480293,3 - UTM10x10 + Elevation,220,Artemisietea vulgaris,Onopordetalia acanthii,Dauco-Melilotion,Helmintio echioidis-Melilotetum albae
546,T-P05186,V38c,V38,V38,Ruderal,V37,V38,,NA,20,1995,-3.444830308,43.3921557,1 - UTM1x1 + Elevation,6,Artemisietea vulgaris,Onopordetalia acanthii,Dauco-Melilotion,Helmintio echioidis-Melilotetum albae
83,Q-P09510,V38c,V38,V38,Ruderal,V37,V38,,NA,NA,2002,-8.559760071,41.14936218,3 - UTM10x10 + Elevation,70,Artemisietea vulgaris,Carthametalia lanati,Silybo mariani-Urticion piluliferae,Echio rosulati-Picridetum echioisia
547,T-P05187,V38c,V38,V38,Ruderal,V37,V38,,NA,50,1995,-3.492142772,43.44058572,2 - UTM1x1 + Centroid,8,Artemisietea vulgaris,Onopordetalia acanthii,Dauco-Melilotion,Helmintio echioidis-Melilotetum albae
19,NEW-OMAR-LF95,V38c,V39,NA,Ruderal,V39,V38,S,0,40,1981,-5.682204615,43.31689226,500,230,Epilobietea angustifolii,Arctio lappae-Artemisietalia,Arction lappae,Comunidad de Arctium minus y Artemisia vulgaris
398,S-P15132,V38c,V39,V,Ruderal,V39,V38,,2,50,1967,-2.189131221,43.29649937,1 - UTM1x1 + Elevation,20,Epilobietea angustifolii,Arctio lappae-Artemisietalia,Balloto-Conion maculati,Urtico dioicae-Sambucetum ebuli
1,NEW-OMAR-BA02,V38c,V38,NA,Ruderal,V37,V38,,0,200,1981,-5.707241301,43.32530597,500,190,Artemisietea vulgaris,Onopordetalia acanthii,Dauco-Melilotion,Picridi echioides-Melilotetum albi
6,NEW-OMAR-BA15,V38c,V38,NA,Ruderal,V37,V38,S,20,9,1981,-5.707241301,43.32530597,500,190,Epilobietea angustifolii,Arctio lappae-Artemisietalia,Arction lappae,Comunidad de Arctium minus y Artemisia vulgaris
78,Q-P09505,V38c,V38,V38,Ruderal,V39,V38,,NA,NA,2002,-8.843430513,41.81580832,3 - UTM10x10 + Elevation,30,Artemisietea vulgaris,Carthametalia lanati,Silybo mariani-Urticion piluliferae,Echio rosulati-Picridetum echioisia
86,Q-P09513,V38c,V38,V38,Ruderal,V37,V38,,NA,NA,2002,-8.631537195,42.06048304,2 - UTM1x1 + Centroid,70,Artemisietea vulgaris,Carthametalia lanati,Silybo mariani-Urticion piluliferae,Echio rosulati-Picridetum echioisia
31,NEW-OMAR-NI02,V38c,V39,NA,Ruderal,V37,V38,,0,1,2020,-5.702508627,43.31314554,10,203,NA,NA,NA,
84,Q-P09511,V38c,V38,V38,Ruderal,V37,V38,,NA,NA,2002,-8.625035142,41.1605866,3 - UTM10x10 + Elevation,80,Artemisietea vulgaris,Carthametalia lanati,Silybo mariani-Urticion piluliferae,Echio rosulati-Picridetum echioisia
548,T-P05188,V38c,V38,V38,Ruderal,V37,V38,,NA,20,1995,-3.457706304,43.4623392,1 - UTM1x1 + Elevation,7,Artemisietea vulgaris,Onopordetalia acanthii,Dauco-Melilotion,Helmintio echioidis-Melilotetum albae
500,T-P01420,V38c,V38,V,Ruderal,V37,V38,,NA,100,1994,-2.936228824,43.30657379,4 - UTM10x10 + Centroid,58.5,Chenopodietea,Chenopodietalia,Chenopodion muralis,Chenopodio albi-Conyzetum canadensis
79,Q-P09506,V38c,V38,V38,Ruderal,V37,V38,,NA,NA,2002,-8.290880571,41.59419853,3 - UTM10x10 + Elevation,190,Artemisietea vulgaris,Carthametalia lanati,Silybo mariani-Urticion piluliferae,Echio rosulati-Picridetum echioisia
416,S-P15150,V38c,V39,V38,Ruderal,V39,V38,,NA,20,1967,-1.710895694,42.94092363,1 - UTM1x1 + Elevation,530,Epilobietea angustifolii,Galio-Alliarietalia,Geo urbani-Alliarion officinalis,Balloto-Conion maculati
969,U-P00595,V38c,V38,V38,Ruderal,V37,V38,,NA,5,2002,-5.142618143,42.86509295,1 - UTM1x1 + Elevation,980,Artemisietea vulgaris,Onopordetalia acanthii,Dauco-Melilotion,Comunidad de Daucus carota y Melilotus alba
161,R-P12727,V38c,V39,V38,Ruderal,V39,V38,,NA,50,1997,-3.095655307,42.7680364,3 - UTM10x10 + Elevation,550,Epilobietea angustifolii,Arctio lappae-Artemisietalia,Balloto-Conion maculati,Urtico dioicae-Sambucetum ebuli
778,T-P11953,V38c,V38,V33,Ruderal,V37,V38,,NA,25,1988,-2.406809509,43.22399729,3 - UTM10x10 + Elevation,40,Artemisietea vulgaris,Onopordetalia acanthii,Dauco-Melilotion,Helmintio echioidis-Melilotetum albae
549,T-P05189,V38c,V38,V38,Ruderal,V37,V38,,NA,60,1995,-3.434182013,43.28414213,1 - UTM1x1 + Elevation,40,Artemisietea vulgaris,Onopordetalia acanthii,Dauco-Melilotion,Helmintio echioidis-Melilotetum albae
756,T-P11931,V38c,V38,V38,Ruderal,V37,V38,,NA,40,1988,-2.623897266,43.16368453,3 - UTM10x10 + Elevation,130,Artemisietea vulgaris,Onopordetalia acanthii,Dauco-Melilotion,Helmintio echioidis-Melilotetum albae
394,S-P15123,V38c,V37,V32,Ruderal,V37,V38,,NA,100,1967,-1.79821425,43.36509548,1 - UTM1x1 + Elevation,2,Sisymbrietea,Sisymbrietalia sophiae,Sisymbrion officinalis,Sisymbrio officinalis-Hordeetum murini
928,T-P36748,V38c,V38,V33,Ruderal,V37,V38,E-SE,15,100,1993,-7.506684798,42.55147473,1 - UTM1x1 + Elevation,320,Artemisietea vulgaris,Onopordetalia acanthii,Dauco-Melilotion,Comunidad de Dipsacus fullonum
985,U-P00630,V38c,V37,V37,Ruderal,V37,V38,W,35,12,2002,-5.128715053,42.81672614,1 - UTM1x1 + Elevation,950,Sisymbrietea,Sisymbrietalia sophiae,Sisymbrion officinalis,Sisymbrio officinalis-Hordeetum murini
777,T-P11952,V38c,V38,V,Ruderal,V37,V38,,NA,15,1988,-2.344492805,43.29389342,3 - UTM10x10 + Elevation,130,Artemisietea vulgaris,Onopordetalia acanthii,Dauco-Melilotion,Helmintio echioidis-Melilotetum albae
164,R-P12749,V38c,V38,V33,Ruderal,V37,V38,,NA,70,1997,-3.144630223,42.79502702,4 - UTM10x10 + Centroid,520,Artemisietea vulgaris,Onopordetalia acanthii,Dauco-Melilotion,Helmintio echioidis-Melilotetum albae
767,T-P11942,V38c,V38,V38,Ruderal,V37,V38,,NA,20,1988,-2.317221109,43.08662466,3 - UTM10x10 + Elevation,360,Artemisietea vulgaris,Onopordetalia acanthii,Dauco-Melilotion,Helmintio echioidis-Melilotetum albae
764,T-P11939,V38c,V38,V38,Ruderal,V37,V38,,NA,30,1988,-2.47049379,43.26393038,3 - UTM10x10 + Elevation,210,Artemisietea vulgaris,Onopordetalia acanthii,Dauco-Melilotion,Helmintio echioidis-Melilotetum albae
774,T-P11949,V38c,V38,V11,Ruderal,V37,V38,,NA,25,1988,-2.593534522,42.91864443,3 - UTM10x10 + Elevation,600,Artemisietea vulgaris,Onopordetalia acanthii,Dauco-Melilotion,Helmintio echioidis-Melilotetum albae
970,U-P00596,V38c,V38,V38,Ruderal,V37,V38,,NA,30,2002,-5.09336753,42.92903805,1 - UTM1x1 + Elevation,1050,Artemisietea vulgaris,Onopordetalia acanthii,Dauco-Melilotion,Comunidad de Daucus carota y Melilotus alba
773,T-P11948,V38c,V38,V38,Ruderal,V37,V38,,NA,20,1988,-2.716305692,42.86498298,3 - UTM10x10 + Elevation,520,Artemisietea vulgaris,Onopordetalia acanthii,Dauco-Melilotion,Helmintio echioidis-Melilotetum albae
762,T-P11937,V38c,V38,V38,Ruderal,V37,V38,,NA,30,1988,-2.579564002,43.17073406,3 - UTM10x10 + Elevation,200,Artemisietea vulgaris,Onopordetalia acanthii,Dauco-Melilotion,Helmintio echioidis-Melilotetum albae
772,T-P11947,V38c,V38,V38,Ruderal,V37,V38,,NA,50,1988,-2.41354407,43.03493007,3 - UTM10x10 + Elevation,250,Artemisietea vulgaris,Onopordetalia acanthii,Dauco-Melilotion,Helmintio echioidis-Melilotetum albae
165,R-P12754,V38c,V38,R1E,Ruderal,V37,V38,,NA,12,1997,-3.122531221,42.76080643,3 - UTM10x10 + Elevation,530,Artemisietea vulgaris,Onopordetalia acanthii,Dauco-Melilotion,Helmintio echioidis-Melilotetum albae
971,U-P00598,V38c,V38,V38,Ruderal,V37,V38,,NA,8,2002,-4.999356424,42.97754404,1 - UTM1x1 + Elevation,1160,Artemisietea vulgaris,Onopordetalia acanthii,Dauco-Melilotion,Comunidad de Daucus carota y Melilotus alba
771,T-P11946,V38c,V38,V38,Ruderal,V37,V38,,NA,20,1988,-2.43009541,43.10345131,3 - UTM10x10 + Elevation,160,Artemisietea vulgaris,Onopordetalia acanthii,Dauco-Melilotion,Helmintio echioidis-Melilotetum albae
666,T-P07931,V38c,V39,V,Ruderal,V39,V38,,NA,80,1999,-1.865425645,42.78764921,4 - UTM10x10 + Centroid,390,Epilobietea angustifolii,Arctio lappae-Artemisietalia,Balloto-Conion maculati,Urtico dioicae-Sambucetum ebuli
757,T-P11932,V38c,V38,V38,Ruderal,V37,V38,,NA,30,1988,-2.49713252,43.02091985,3 - UTM10x10 + Elevation,350,Artemisietea vulgaris,Onopordetalia acanthii,Dauco-Melilotion,Helmintio echioidis-Melilotetum albae
761,T-P11936,V38c,V38,V38,Ruderal,V37,V38,,NA,40,1988,-2.245079764,42.95830047,3 - UTM10x10 + Elevation,520,Artemisietea vulgaris,Onopordetalia acanthii,Dauco-Melilotion,Helmintio echioidis-Melilotetum albae
775,T-P11950,V38c,V38,V38,Ruderal,V37,V38,,NA,20,1988,-2.391819254,43.24552983,3 - UTM10x10 + Elevation,20,Artemisietea vulgaris,Onopordetalia acanthii,Dauco-Melilotion,Helmintio echioidis-Melilotetum albae
550,T-P05192,V38c,V38,V38,Ruderal,V37,V38,,NA,40,1995,-3.462678319,43.46592093,1 - UTM1x1 + Elevation,10,Artemisietea vulgaris,Onopordetalia acanthii,Dauco-Melilotion,Helmintio echioidis-Melilotetum albae
760,T-P11935,V38c,V38,V38,Ruderal,V37,V38,,NA,50,1988,-2.711064383,42.93881282,3 - UTM10x10 + Elevation,530,Artemisietea vulgaris,Onopordetalia acanthii,Dauco-Melilotion,Helmintio echioidis-Melilotetum albae
770,T-P11945,V38c,V38,V38,Ruderal,V37,V38,,NA,20,1988,-2.459825872,43.07658076,3 - UTM10x10 + Elevation,210,Artemisietea vulgaris,Onopordetalia acanthii,Dauco-Melilotion,Helmintio echioidis-Melilotetum albae
483,S-P20426,V38c,V37,Sa,Ruderal,V37,V38,SE,NA,7,1972,-8.746870682,42.34641016,3 - UTM10x10 + Elevation,70,Epilobietea angustifolii,Arctio lappae-Artemisietalia,Arction lappae,Galactito tomentosae-Digitaletum purpureae
682,T-P11636,V38c,V38,R,Ruderal,V37,V38,N,54,10,1988,-5.830234263,42.91138143,3 - UTM10x10 + Elevation,1550,Epilobietea angustifolii,Arctio lappae-Artemisietalia,Arction lappae,Chenopodio boni-henrici-Senecietum durieui
915,T-P35967,V38c,V38,R,Ruderal,V37,V38,N,54,10,1983,-5.831939783,42.89513125,1 - UTM1x1 + Elevation,1500,Epilobietea angustifolii,Arctio lappae-Artemisietalia,Arction lappae,Chenopodio boni-henrici-Senecietum durieui
466,S-P20407,V38c,V38,V38,Ruderal,V39,V38,SW,NA,10,1972,-8.717336264,42.28847845,3 - UTM10x10 + Elevation,20,Epilobietea angustifolii,Convolvuletalia sepium,Senecionion fluviatilis,Arundini-Convolvuletum sepium
464,S-P20364,V38c,V39,R22,Ruderal,V37,V38,E,NA,10,1972,-8.695258067,42.23196771,3 - UTM10x10 + Elevation,80,Papaveretea rhoeadis,Aperetalia spicae-venti,Scleranthion annui,Chrysanthemum segetum-Raphanetum
481,S-P20422,V38c,V39,H25,Ruderal,V39,V38,E,NA,4,1972,-8.821048616,42.25623789,3 - UTM10x10 + Elevation,60,Epilobietea angustifolii,Arctio lappae-Artemisietalia,Arction lappae,Galactito tomentosae-Digitaletum purpureae
408,S-P15142,V38c,V39,R,Ruderal,V39,V38,,NA,50,1967,-1.979371956,43.30742628,1 - UTM1x1 + Elevation,20,Epilobietea angustifolii,Arctio lappae-Artemisietalia,Balloto-Conion maculati,Urtico dioicae-Sambucetum ebuli
154,R-P07582,V38c,V38,R,Ruderal,V37,V38,,NA,1,1949,-2.568802595,43.12655443,4 - UTM10x10 + Centroid,304,Digitario sanguinalis-Eragrostietea,Eragrostietalia,Spergulo arvensis-Erodion cicutariae,Polygono-Chenopodion polyspermi
12,NEW-OMAR-CA05,V38c,V38,NA,Ruderal,V37,V38,,0,1,2020,-5.673593878,43.27829566,10,257,NA,NA,NA,
23,NEW-OMAR-MO04,V38c,V38,NA,Ruderal,V37,V38,,0,1,2020,-5.678167126,43.29095633,10,224,NA,NA,NA,
