"SIVIMID","Relevé.number","EUNIS2020","Aspect","Slope","Area","Year","DEG_LON","DEG_LAT","Accuracy","Elevation","Sintaxon","Alliance.original","Alliance.revised","Class.Mucina","Class.Twinspan","Semisupervised"
"T-P11870",736,"V38","",NA,20,1988,-6.351889004,42.9531083,"3 - UTM10x10 + Elevation",1000,"Galio aparines-Conietum maculati","Arction lappae","Arction lappae","Epilobietea angustifolii","Epilobietea angustifolii",1
"T-P11656",702,"V39","",NA,50,1988,-5.704786375,42.9000092,"3 - UTM10x10 + Elevation",1200,"Galio aparines-Conietum maculati","Arction lappae","Balloto-Conion maculati","Epilobietea angustifolii","Epilobietea angustifolii",0
"R-P23931",216,"V32","W",5,30,1986,-6.792262196,42.29646044,"3 - UTM10x10 + Elevation",1000,"Galio aparines-Conietum maculati","Arction lappae","Arction lappae","Epilobietea angustifolii","Epilobietea angustifolii",1
"S-P11137",353,"V39","",NA,20,1989,-4.48897882,42.96911467,"2 - UTM1x1 + Centroid",1070,"Galio aparines-Conietum maculati","Arction lappae","Arction lappae","Epilobietea angustifolii","Epilobietea angustifolii",1
"T-P06548",573,"V39","",NA,8,1995,-3.227958271,42.84889796,"1 - UTM1x1 + Elevation",750,"Geranietum robertiano-lucidi","Alliarienion petiolatae","Alliarienion petiolatae","Epilobietea angustifolii","Epilobietea angustifolii",1
"T-P06555",579,"R57","",NA,4,1995,-1.882625593,43.20386979,"1 - UTM1x1 + Elevation",180,"Geranietum robertiano-lucidi","Alliarienion petiolatae","Alliarienion petiolatae","Epilobietea angustifolii","Epilobietea angustifolii",1
"T-P06551",576,"R55","",NA,5,1995,-2.933749119,43.29575251,"3 - UTM10x10 + Elevation",10,"Geranietum robertiano-lucidi","Alliarienion petiolatae","Alliarienion petiolatae","Epilobietea angustifolii","Epilobietea angustifolii",1
"T-P06556",580,"R55","",NA,3,1995,-2.384677651,42.97534521,"1 - UTM1x1 + Elevation",870,"Geranietum robertiano-lucidi","Alliarienion petiolatae","Alliarienion petiolatae","Epilobietea angustifolii","Epilobietea angustifolii",1
"U-P05024",991,"V39","",NA,6,2005,-1.862386131,42.83446799,"1 - UTM1x1 + Elevation",850,"Geranietum robertiano-lucidi","Alliarienion petiolatae","Alliarienion petiolatae","Epilobietea angustifolii","Epilobietea angustifolii",1
"T-P06558",582,"V","",NA,5,1995,-2.391946774,42.98438914,"1 - UTM1x1 + Elevation",960,"Geranietum robertiano-lucidi","Alliarienion petiolatae","Alliarienion petiolatae","Epilobietea angustifolii","Epilobietea angustifolii",1
"T-P06542",567,"V39","",NA,10,1995,-2.309589955,42.67053712,"2 - UTM1x1 + Centroid",500,"Geranietum robertiano-lucidi","Alliarienion petiolatae","Alliarienion petiolatae","Epilobietea angustifolii","Epilobietea angustifolii",1
"T-P06554",578,"R","",NA,6,1995,-2.39447045,42.97719846,"1 - UTM1x1 + Elevation",740,"Geranietum robertiano-lucidi","Alliarienion petiolatae","Alliarienion petiolatae","Epilobietea angustifolii","Epilobietea angustifolii",1
"S-P15157",423,"V","",NA,20,1967,-2.217657394,43.18684124,"1 - UTM1x1 + Elevation",180,"Geranietum robertiano-lucidi","Alliarienion petiolatae","Alliarienion petiolatae","Epilobietea angustifolii","Epilobietea angustifolii",1
"T-P06550",575,"V39","",NA,3,1995,-2.435767676,42.75227771,"1 - UTM1x1 + Elevation",690,"Geranietum robertiano-lucidi","Alliarienion petiolatae","Alliarienion petiolatae","Epilobietea angustifolii","Epilobietea angustifolii",1
"T-P06544",569,"V39","",NA,2,1995,-2.137259703,42.77743413,"2 - UTM1x1 + Centroid",560,"Geranietum robertiano-lucidi","Alliarienion petiolatae","Alliarienion petiolatae","Epilobietea angustifolii","Epilobietea angustifolii",1
"T-P13196",812,"V39","",NA,6,1997,-2.759690412,43.04158337,"2 - UTM1x1 + Centroid",1090,"Geranietum robertiano-lucidi","Alliarienion petiolatae","Alliarienion petiolatae","Epilobietea angustifolii","Epilobietea angustifolii",1
"S-P15153",419,"R55","",5,20,1967,-2.269424273,43.17997973,"1 - UTM1x1 + Elevation",120,"Geranietum robertiano-lucidi","Alliarienion petiolatae","Alliarienion petiolatae","Epilobietea angustifolii","Epilobietea angustifolii",1
"T-P06541",566,"V39","",NA,5,1995,-2.309589955,42.67053712,"2 - UTM1x1 + Centroid",510,"Geranietum robertiano-lucidi","Alliarienion petiolatae","Alliarienion petiolatae","Epilobietea angustifolii","Epilobietea angustifolii",1
"T-P06545",570,"R55","",NA,3,1995,-2.807669055,43.40186354,"2 - UTM1x1 + Centroid",20,"Geranietum robertiano-lucidi","Alliarienion petiolatae","Alliarienion petiolatae","Epilobietea angustifolii","Epilobietea angustifolii",1
"T-P06557",581,"R57","",NA,6,1995,-2.343117619,42.96250711,"1 - UTM1x1 + Elevation",1150,"Geranietum robertiano-lucidi","Alliarienion petiolatae","Alliarienion petiolatae","Epilobietea angustifolii","Epilobietea angustifolii",1
"T-P06543",568,"V39","",NA,6,1995,-1.86232006,42.83806942,"1 - UTM1x1 + Elevation",850,"Geranietum robertiano-lucidi","Alliarienion petiolatae","Alliarienion petiolatae","Epilobietea angustifolii","Epilobietea angustifolii",1
"T-P06546",571,"R55","",NA,6,1995,-3.530960773,43.35757123,"1 - UTM1x1 + Elevation",50,"Geranietum robertiano-lucidi","Alliarienion petiolatae","Alliarienion petiolatae","Epilobietea angustifolii","Epilobietea angustifolii",1
"T-P06552",577,"V39","",NA,8,1995,-3.227958271,42.84889796,"1 - UTM1x1 + Elevation",760,"Geranietum robertiano-lucidi","Alliarienion petiolatae","Alliarienion petiolatae","Epilobietea angustifolii","Epilobietea angustifolii",1
"T-P06547",572,"V39","",NA,10,1995,-1.823085561,42.97094829,"1 - UTM1x1 + Elevation",600,"Geranietum robertiano-lucidi","Alliarienion petiolatae","Alliarienion petiolatae","Epilobietea angustifolii","Epilobietea angustifolii",1
"T-P06549",574,"V39","",NA,10,1995,-3.188756175,42.83636183,"1 - UTM1x1 + Elevation",900,"Geranietum robertiano-lucidi","Alliarienion petiolatae","Alliarienion petiolatae","Epilobietea angustifolii","Epilobietea angustifolii",1
"Q-P09154",71,"V38","",NA,NA,2004,-8.142281322,42.04570422,"3 - UTM10x10 + Elevation",1050,"Geranio lusitanici-Scrophularietum herminii","Arction lappae","Alliarienion petiolatae","Epilobietea angustifolii","Epilobietea angustifolii",0
"Q-P09160",77,"V38","",NA,NA,2004,-8.043883733,42.08429349,"3 - UTM10x10 + Elevation",1000,"Geranio lusitanici-Scrophularietum herminii","Arction lappae","Balloto-Conion maculati","Epilobietea angustifolii","Epilobietea angustifolii",0
"Q-P09157",74,"V39","",NA,NA,2004,-7.890158938,41.81366373,"3 - UTM10x10 + Elevation",980,"Geranio lusitanici-Scrophularietum herminii","Arction lappae","Balloto-Conion maculati","Epilobietea angustifolii","Epilobietea angustifolii",0
"Q-P09152",69,"V39","",NA,NA,2004,-8.040051389,42.06645631,"3 - UTM10x10 + Elevation",1030,"Geranio lusitanici-Scrophularietum herminii","Arction lappae","Balloto-Conion maculati","Epilobietea angustifolii","Epilobietea angustifolii",0
"Q-P09159",76,"V39","",NA,NA,2004,-8.109776323,41.06042424,"3 - UTM10x10 + Elevation",550,"Geranio lusitanici-Scrophularietum herminii","Arction lappae","Alliarienion petiolatae","Epilobietea angustifolii","Epilobietea angustifolii",0
"Q-P09153",70,"V","",NA,NA,2004,-8.125972742,41.84117573,"2 - UTM1x1 + Centroid",1120,"Geranio lusitanici-Scrophularietum herminii","Arction lappae","Balloto-Conion maculati","Epilobietea angustifolii","Epilobietea angustifolii",0
"Q-P09156",73,"V39","",NA,NA,2004,-7.906153316,41.9282218,"3 - UTM10x10 + Elevation",850,"Geranio lusitanici-Scrophularietum herminii","Arction lappae","Balloto-Conion maculati","Epilobietea angustifolii","Epilobietea angustifolii",0
"Q-P09155",72,"V38","",NA,NA,2004,-8.062724337,42.07805993,"3 - UTM10x10 + Elevation",990,"Geranio lusitanici-Scrophularietum herminii","Arction lappae","Balloto-Conion maculati","Epilobietea angustifolii","Epilobietea angustifolii",0
"Q-P09158",75,"R57","",NA,NA,2004,-8.223140863,41.76475744,"3 - UTM10x10 + Elevation",650,"Geranio lusitanici-Scrophularietum herminii","Arction lappae","Alliarienion petiolatae","Epilobietea angustifolii","Epilobietea angustifolii",0
"S-P16229",426,"V39","",NA,4,1987,-5.784118781,42.75763513,"3 - UTM10x10 + Elevation",990,"Geranio robertiani-Cariolophetum sempervirentis","Alliarienion petiolatae","Alliarienion petiolatae","Epilobietea angustifolii","Epilobietea angustifolii",1
"S-P11143",359,"V39","",NA,30,1989,-4.446161128,42.92103694,"1 - UTM1x1 + Elevation",1130,"Geranio robertiani-Cariolophetum sempervirentis","Alliarienion petiolatae","Alliarienion petiolatae","Epilobietea angustifolii","Epilobietea angustifolii",1
"S-P16235",432,"V39","",NA,40,1987,-6.295195632,42.25420972,"3 - UTM10x10 + Elevation",980,"Geranio robertiani-Cariolophetum sempervirentis","Alliarienion petiolatae","Alliarienion petiolatae","Epilobietea angustifolii","Epilobietea angustifolii",1
"S-P16236",433,"V39","",NA,25,1987,-6.377725136,42.1653602,"3 - UTM10x10 + Elevation",1090,"Geranio robertiani-Cariolophetum sempervirentis","Alliarienion petiolatae","Alliarienion petiolatae","Epilobietea angustifolii","Epilobietea angustifolii",1
"S-P16230",427,"V39","",NA,20,1987,-5.868498864,42.83839277,"3 - UTM10x10 + Elevation",1050,"Geranio robertiani-Cariolophetum sempervirentis","Alliarienion petiolatae","Alliarienion petiolatae","Epilobietea angustifolii","Epilobietea angustifolii",1
"S-P11142",358,"V39","",NA,30,1989,-4.452627041,42.9875917,"2 - UTM1x1 + Centroid",1140,"Geranio robertiani-Cariolophetum sempervirentis","Alliarienion petiolatae","Alliarienion petiolatae","Epilobietea angustifolii","Epilobietea angustifolii",1
"S-P16231",428,"V39","",NA,5,1987,-6.28897324,42.69201194,"3 - UTM10x10 + Elevation",860,"Geranio robertiani-Cariolophetum sempervirentis","Alliarienion petiolatae","Alliarienion petiolatae","Epilobietea angustifolii","Epilobietea angustifolii",1
"S-P16233",430,"V39","",NA,4,1987,-5.838343321,42.82113585,"3 - UTM10x10 + Elevation",1000,"Geranio robertiani-Cariolophetum sempervirentis","Alliarienion petiolatae","Alliarienion petiolatae","Epilobietea angustifolii","Epilobietea angustifolii",1
"S-P11141",357,"V39","",NA,20,1989,-4.451145285,42.92457585,"2 - UTM1x1 + Centroid",1070,"Geranio robertiani-Cariolophetum sempervirentis","Alliarienion petiolatae","Alliarienion petiolatae","Epilobietea angustifolii","Epilobietea angustifolii",1
"S-P16234",431,"V39","",NA,20,1987,-6.501838542,42.61366083,"3 - UTM10x10 + Elevation",630,"Geranio robertiani-Cariolophetum sempervirentis","Alliarienion petiolatae","Alliarienion petiolatae","Epilobietea angustifolii","Epilobietea angustifolii",1
"S-P16232",429,"V39","",NA,20,1987,-6.276102577,42.63295209,"3 - UTM10x10 + Elevation",800,"Geranio robertiani-Cariolophetum sempervirentis","Alliarienion petiolatae","Alliarienion petiolatae","Epilobietea angustifolii","Epilobietea angustifolii",1
"S-P11144",360,"V39","",NA,20,1989,-4.487612527,43.01415687,"1 - UTM1x1 + Elevation",1200,"Geranio robertiani-Cariolophetum sempervirentis","Alliarienion petiolatae","Alliarienion petiolatae","Epilobietea angustifolii","Epilobietea angustifolii",1
"U-P00649",988,"V39","",NA,10,2002,-4.94031511,42.89391527,"3 - UTM10x10 + Elevation",1370,"Geranio robertiani-Cariolophetum sempervirentis","Alliarienion petiolatae","Alliarienion petiolatae","Epilobietea angustifolii","Epilobietea angustifolii",1
"Q-P08752",54,"V39","",NA,20,1990,-4.67882657,42.91605961,"3 - UTM10x10 + Elevation",1300,"Geranio robertiani-Cariolophetum sempervirentis","Alliarienion petiolatae","Alliarienion petiolatae","Epilobietea angustifolii","Epilobietea angustifolii",1
"Q-P08753",55,"R55","",NA,12,1990,-4.487894143,42.92410402,"3 - UTM10x10 + Elevation",1080,"Geranio robertiani-Cariolophetum sempervirentis","Alliarienion petiolatae","Alliarienion petiolatae","Epilobietea angustifolii","Epilobietea angustifolii",1
"S-P16228",425,"V39","",NA,20,1987,-5.853391817,42.66948427,"3 - UTM10x10 + Elevation",900,"Geranio robertiani-Cariolophetum sempervirentis","Alliarienion petiolatae","Alliarienion petiolatae","Epilobietea angustifolii","Epilobietea angustifolii",1
"T-P11664",710,"R55","S",4.5,15,1988,-5.633247428,42.91697961,"4 - UTM10x10 + Centroid",1000,"Geranio robertiani-Caryolophetum sempervirentis","Alliarienion petiolatae","Balloto-Conion maculati","Epilobietea angustifolii","Epilobietea angustifolii",0
"R-P23948",227,"V39","N",15,20,1986,-6.860262829,42.37702709,"1 - UTM1x1 + Elevation",660,"Geranio robertiani-Caryolophetum sempervirentis","Alliarienion petiolatae","Alliarienion petiolatae","Epilobietea angustifolii","Epilobietea angustifolii",1
"T-P09640",669,"V39","",NA,8,1987,-7.128461106,42.54054228,"3 - UTM10x10 + Elevation",850,"Geranio robertiani-Caryolophetum sempervirentis","Alliarienion petiolatae","Alliarienion petiolatae","Epilobietea angustifolii","Epilobietea angustifolii",1
"T-P11884",750,"R55","",NA,40,1988,-5.018145493,42.83942945,"4 - UTM10x10 + Centroid",950,"Geranio robertiani-Caryolophetum sempervirentis","Alliarienion petiolatae","Balloto-Conion maculati","Epilobietea angustifolii","Epilobietea angustifolii",0
"T-P12282",798,"?","",NA,5,1988,-6.534923633,42.93859187,"3 - UTM10x10 + Elevation",890,"Geranio robertiani-Caryolophetum sempervirentis","Alliarienion petiolatae","Alliarienion petiolatae","Epilobietea angustifolii","Epilobietea angustifolii",1
"T-P11661",707,"V39","",NA,8,1988,-5.640404681,42.94113308,"3 - UTM10x10 + Elevation",1140,"Geranio robertiani-Caryolophetum sempervirentis","Alliarienion petiolatae","Arction lappae","Epilobietea angustifolii","Epilobietea angustifolii",0
"T-P36756",936,"V39","",0,15,1993,-7.587462991,42.49064127,"1 - UTM1x1 + Elevation",280,"Geranio robertiani-Caryolophetum sempervirentis","Alliarienion petiolatae","Alliarienion petiolatae","Epilobietea angustifolii","Epilobietea angustifolii",1
"R-P23944",225,"V39","NW",15,4,1986,-6.93725768,42.36540068,"3 - UTM10x10 + Elevation",900,"Geranio robertiani-Caryolophetum sempervirentis","Alliarienion petiolatae","Alliarienion petiolatae","Epilobietea angustifolii","Epilobietea angustifolii",1
"R-P24666",288,"V39","",5,7,2012,-6.7084962,42.39825169,"1 - UTM1x1 + Elevation",797,"Geranio robertiani-Caryolophetum sempervirentis","Alliarienion petiolatae","Alliarienion petiolatae","Epilobietea angustifolii","Epilobietea angustifolii",1
"T-P36755",935,"V39","",0,25,1993,-7.440211869,42.57568335,"1 - UTM1x1 + Elevation",380,"Geranio robertiani-Caryolophetum sempervirentis","Alliarienion petiolatae","Alliarienion petiolatae","Epilobietea angustifolii","Epilobietea angustifolii",1
"T-P36751",931,"R55","",0,15,1993,-7.47602842,42.59949657,"1 - UTM1x1 + Elevation",370,"Geranio robertiani-Caryolophetum sempervirentis","Alliarienion petiolatae","Alliarienion petiolatae","Epilobietea angustifolii","Epilobietea angustifolii",1
"R-P24662",284,"V39","",60,30,2012,-6.69268168,42.41857237,"1 - UTM1x1 + Elevation",474,"Geranio robertiani-Caryolophetum sempervirentis","Alliarienion petiolatae","Alliarienion petiolatae","Epilobietea angustifolii","Epilobietea angustifolii",1
"R-P24659",281,"V39","W",3,10,2012,-6.794126269,42.40805166,"2 - UTM1x1 + Centroid",730,"Geranio robertiani-Caryolophetum sempervirentis","Alliarienion petiolatae","Alliarienion petiolatae","Epilobietea angustifolii","Epilobietea angustifolii",1
"R-P23941",223,"V39","",NA,20,1986,-6.906536601,42.37905898,"3 - UTM10x10 + Elevation",880,"Geranio robertiani-Caryolophetum sempervirentis","Alliarienion petiolatae","Alliarienion petiolatae","Epilobietea angustifolii","Epilobietea angustifolii",1
"R-P23949",228,"V39","",NA,25,1986,-6.860262829,42.37702709,"1 - UTM1x1 + Elevation",660,"Geranio robertiani-Caryolophetum sempervirentis","Alliarienion petiolatae","Alliarienion petiolatae","Epilobietea angustifolii","Epilobietea angustifolii",1
"R-P24667",289,"V39","",5,10,2012,-6.669707884,42.35808151,"1 - UTM1x1 + Elevation",845,"Geranio robertiani-Caryolophetum sempervirentis","Alliarienion petiolatae","Alliarienion petiolatae","Epilobietea angustifolii","Epilobietea angustifolii",1
"T-P36752",932,"V39","",NA,20,1993,-7.473211811,42.59420475,"1 - UTM1x1 + Elevation",330,"Geranio robertiani-Caryolophetum sempervirentis","Alliarienion petiolatae","Alliarienion petiolatae","Epilobietea angustifolii","Epilobietea angustifolii",1
"T-P09648",677,"V39","",NA,40,1987,-7.656255378,42.59770078,"3 - UTM10x10 + Elevation",650,"Geranio robertiani-Caryolophetum sempervirentis","Alliarienion petiolatae","Alliarienion petiolatae","Epilobietea angustifolii","Epilobietea angustifolii",1
"R-P24664",286,"V39","",NA,3,2012,-6.628567767,42.40261375,"1 - UTM1x1 + Elevation",906,"Geranio robertiani-Caryolophetum sempervirentis","Alliarienion petiolatae","Alliarienion petiolatae","Epilobietea angustifolii","Epilobietea angustifolii",1
"Q-P10105",117,"V","",NA,9,2000,-6.866908731,41.86536384,"4 - UTM10x10 + Centroid",510,"Geranio robertiani-Caryolophetum sempervirentis","Alliarienion petiolatae","Alliarienion petiolatae","Epilobietea angustifolii","Epilobietea angustifolii",1
"T-P11663",709,"R55","",NA,20,1988,-5.740534473,42.87754763,"3 - UTM10x10 + Elevation",1220,"Geranio robertiani-Caryolophetum sempervirentis","Alliarienion petiolatae","Balloto-Conion maculati","Epilobietea angustifolii","Epilobietea angustifolii",0
"T-P11662",708,"V39","",NA,4,1988,-5.635423289,42.88181811,"3 - UTM10x10 + Elevation",1030,"Geranio robertiani-Caryolophetum sempervirentis","Alliarienion petiolatae","Alliarienion petiolatae","Epilobietea angustifolii","Epilobietea angustifolii",1
"R-P24669",291,"V39","",15,10,2012,-6.703963652,42.40380101,"1 - UTM1x1 + Elevation",791,"Geranio robertiani-Caryolophetum sempervirentis","Alliarienion petiolatae","Alliarienion petiolatae","Epilobietea angustifolii","Epilobietea angustifolii",1
"R-P23945",226,"V39","SW",25,4,1986,-6.798471247,42.35928467,"3 - UTM10x10 + Elevation",1260,"Geranio robertiani-Caryolophetum sempervirentis","Alliarienion petiolatae","Alliarienion petiolatae","Epilobietea angustifolii","Epilobietea angustifolii",1
"R-P24668",290,"V39","",NA,5,2012,-6.516097979,42.34669323,"1 - UTM1x1 + Elevation",1200,"Geranio robertiani-Caryolophetum sempervirentis","Alliarienion petiolatae","Alliarienion petiolatae","Epilobietea angustifolii","Epilobietea angustifolii",1
"T-P09641",670,"V39","",NA,10,1987,-7.153864656,42.62966002,"3 - UTM10x10 + Elevation",670,"Geranio robertiani-Caryolophetum sempervirentis","Alliarienion petiolatae","Alliarienion petiolatae","Epilobietea angustifolii","Epilobietea angustifolii",1
"T-P09651",680,"V39","",NA,20,1987,-7.064900794,42.64906338,"3 - UTM10x10 + Elevation",880,"Geranio robertiani-Caryolophetum sempervirentis","Alliarienion petiolatae","Alliarienion petiolatae","Epilobietea angustifolii","Epilobietea angustifolii",1
"Q-P10110",121,"R55","",NA,30,2000,-7.067471709,41.86021488,"3 - UTM10x10 + Elevation",620,"Geranio robertiani-Caryolophetum sempervirentis","Alliarienion petiolatae","Alliarienion petiolatae","Epilobietea angustifolii","Epilobietea angustifolii",1
"R-P24663",285,"V39","",NA,8,2012,-6.727176107,42.42645875,"1 - UTM1x1 + Elevation",435,"Geranio robertiani-Caryolophetum sempervirentis","Alliarienion petiolatae","Alliarienion petiolatae","Epilobietea angustifolii","Epilobietea angustifolii",1
"R-P24665",287,"V39","",NA,3,2012,-6.727896352,42.39762161,"1 - UTM1x1 + Elevation",951,"Geranio robertiani-Caryolophetum sempervirentis","Alliarienion petiolatae","Alliarienion petiolatae","Epilobietea angustifolii","Epilobietea angustifolii",1
"R-P24656",278,"V39","N",NA,5,2012,-6.673297363,42.33635588,"1 - UTM1x1 + Elevation",902,"Geranio robertiani-Caryolophetum sempervirentis","Alliarienion petiolatae","Alliarienion petiolatae","Epilobietea angustifolii","Epilobietea angustifolii",1
"R-P22242",205,"V39","NW",NA,15,1999,-7.960557953,41.94568548,"3 - UTM10x10 + Elevation",815,"Geranio robertiani-Caryolophetum sempervirentis","Alliarienion petiolatae","Alliarienion petiolatae","Epilobietea angustifolii","Epilobietea angustifolii",1
"T-P09639",668,"V39","",NA,10,1987,-7.084262184,42.53492574,"3 - UTM10x10 + Elevation",900,"Geranio robertiani-Caryolophetum sempervirentis","Alliarienion petiolatae","Alliarienion petiolatae","Epilobietea angustifolii","Epilobietea angustifolii",1
"T-P36750",930,"V39","S",NA,12,1993,-7.298613953,42.64231779,"2 - UTM1x1 + Centroid",600,"Geranio robertiani-Caryolophetum sempervirentis","Alliarienion petiolatae","Alliarienion petiolatae","Epilobietea angustifolii","Epilobietea angustifolii",1
"R-P23942",224,"V39","SE",60,10,1986,-6.951458027,42.35950892,"3 - UTM10x10 + Elevation",960,"Geranio robertiani-Caryolophetum sempervirentis","Alliarienion petiolatae","Alliarienion petiolatae","Epilobietea angustifolii","Epilobietea angustifolii",1
"T-P09638",667,"V39","",NA,15,1987,-7.225867201,42.5766016,"3 - UTM10x10 + Elevation",600,"Geranio robertiani-Caryolophetum sempervirentis","Alliarienion petiolatae","Alliarienion petiolatae","Epilobietea angustifolii","Epilobietea angustifolii",1
"R-P24660",282,"V39","E",NA,6,2012,-6.787392057,42.41727889,"1 - UTM1x1 + Elevation",403,"Geranio robertiani-Caryolophetum sempervirentis","Alliarienion petiolatae","Alliarienion petiolatae","Epilobietea angustifolii","Epilobietea angustifolii",1
"R-P22241",204,"V39","SE",5,20,1999,-7.985576936,41.95720345,"3 - UTM10x10 + Elevation",600,"Geranio robertiani-Caryolophetum sempervirentis","Alliarienion petiolatae","Alliarienion petiolatae","Epilobietea angustifolii","Epilobietea angustifolii",1
"Q-P10107",119,"V39","",NA,5,2000,-6.94308629,41.95280375,"3 - UTM10x10 + Elevation",840,"Geranio robertiani-Caryolophetum sempervirentis","Alliarienion petiolatae","Alliarienion petiolatae","Epilobietea angustifolii","Epilobietea angustifolii",1
"T-P09642",671,"V","",NA,12,1987,-7.134998199,42.63934742,"3 - UTM10x10 + Elevation",600,"Geranio robertiani-Caryolophetum sempervirentis","Alliarienion petiolatae","Alliarienion petiolatae","Epilobietea angustifolii","Epilobietea angustifolii",1
"R-P24655",277,"V39","SW",NA,25,2012,-6.649650471,42.26327545,"1 - UTM1x1 + Elevation",1020,"Geranio robertiani-Caryolophetum sempervirentis","Alliarienion petiolatae","Alliarienion petiolatae","Epilobietea angustifolii","Epilobietea angustifolii",1
"T-P11890",755,"V39","",NA,10,1988,-4.888793567,42.89117522,"3 - UTM10x10 + Elevation",1370,"Geranio robertiani-Caryolophetum sempervirentis","Alliarienion petiolatae","Alliarienion petiolatae","Epilobietea angustifolii","Epilobietea angustifolii",1
"T-P09647",676,"V39","",NA,10,1987,-7.170412927,42.62185481,"3 - UTM10x10 + Elevation",600,"Geranio robertiani-Caryolophetum sempervirentis","Alliarienion petiolatae","Alliarienion petiolatae","Epilobietea angustifolii","Epilobietea angustifolii",1
"T-P09644",673,"V39","",NA,15,1987,-7.144253079,42.63180946,"3 - UTM10x10 + Elevation",650,"Geranio robertiani-Caryolophetum sempervirentis","Alliarienion petiolatae","Alliarienion petiolatae","Epilobietea angustifolii","Epilobietea angustifolii",1
"R-P24658",280,"R55","S",40,3,2012,-6.543966388,42.28100147,"1 - UTM1x1 + Elevation",866,"Geranio robertiani-Caryolophetum sempervirentis","Alliarienion petiolatae","Alliarienion petiolatae","Epilobietea angustifolii","Epilobietea angustifolii",1
"T-P36757",937,"V39","",NA,16,1993,-7.618385246,42.54701789,"2 - UTM1x1 + Centroid",410,"Geranio robertiani-Caryolophetum sempervirentis","Alliarienion petiolatae","Alliarienion petiolatae","Epilobietea angustifolii","Epilobietea angustifolii",1
"T-P09650",679,"V39","",NA,20,1987,-7.162721958,42.65274755,"3 - UTM10x10 + Elevation",730,"Geranio robertiani-Caryolophetum sempervirentis","Alliarienion petiolatae","Alliarienion petiolatae","Epilobietea angustifolii","Epilobietea angustifolii",1
"T-P12283",799,"V39","SE",18,10,1988,-6.544916555,42.94188403,"3 - UTM10x10 + Elevation",930,"Geranio robertiani-Caryolophetum sempervirentis","Alliarienion petiolatae","Alliarienion petiolatae","Epilobietea angustifolii","Epilobietea angustifolii",1
"Q-P10106",118,"R55","",NA,4,2000,-6.912067329,41.72154811,"3 - UTM10x10 + Elevation",790,"Geranio robertiani-Caryolophetum sempervirentis","Alliarienion petiolatae","Alliarienion petiolatae","Epilobietea angustifolii","Epilobietea angustifolii",1
"Q-P10108",120,"R55","",NA,2,2000,-6.927495113,41.85609022,"3 - UTM10x10 + Elevation",620,"Geranio robertiani-Caryolophetum sempervirentis","Alliarienion petiolatae","Alliarienion petiolatae","Epilobietea angustifolii","Epilobietea angustifolii",1
"T-P36753",933,"V39","",0,12,1993,-7.556365816,42.56481157,"2 - UTM1x1 + Centroid",320,"Geranio robertiani-Caryolophetum sempervirentis","Alliarienion petiolatae","Alliarienion petiolatae","Epilobietea angustifolii","Epilobietea angustifolii",1
"T-P11886",752,"R55","",NA,12,1988,-5.583514501,42.98745447,"3 - UTM10x10 + Elevation",1260,"Geranio robertiani-Caryolophetum sempervirentis","Alliarienion petiolatae","Alliarienion petiolatae","Epilobietea angustifolii","Epilobietea angustifolii",1
"T-P09645",674,"V39","",NA,8,1987,-7.392091014,42.61895774,"3 - UTM10x10 + Elevation",550,"Geranio robertiani-Caryolophetum sempervirentis","Alliarienion petiolatae","Alliarienion petiolatae","Epilobietea angustifolii","Epilobietea angustifolii",1
"T-P11889",754,"R55","",NA,40,1988,-5.688575971,42.97782968,"3 - UTM10x10 + Elevation",1240,"Geranio robertiani-Caryolophetum sempervirentis","Alliarienion petiolatae","Alliarienion petiolatae","Epilobietea angustifolii","Epilobietea angustifolii",1
"T-P11659",705,"R55","",NA,2,1988,-5.652107694,42.92825608,"3 - UTM10x10 + Elevation",1130,"Geranio robertiani-Caryolophetum sempervirentis","Alliarienion petiolatae","Alliarienion petiolatae","Epilobietea angustifolii","Epilobietea angustifolii",1
"T-P09643",672,"V39","",NA,10,1987,-7.2087329,42.57543265,"3 - UTM10x10 + Elevation",550,"Geranio robertiani-Caryolophetum sempervirentis","Alliarienion petiolatae","Alliarienion petiolatae","Epilobietea angustifolii","Epilobietea angustifolii",1
"T-P11888",753,"R55","",NA,40,1988,-5.503423208,42.82715264,"3 - UTM10x10 + Elevation",1030,"Geranio robertiani-Caryolophetum sempervirentis","Alliarienion petiolatae","Balloto-Conion maculati","Epilobietea angustifolii","Epilobietea angustifolii",0
"R-P24661",283,"V39","NW",NA,10,2012,-6.789817624,42.41719861,"1 - UTM1x1 + Elevation",397,"Geranio robertiani-Caryolophetum sempervirentis","Alliarienion petiolatae","Alliarienion petiolatae","Epilobietea angustifolii","Epilobietea angustifolii",1
"R-P22246",209,"V39","N",NA,15,1999,-7.921455893,41.90775824,"1 - UTM1x1 + Elevation",875,"Geranio robertiani-Caryolophetum sempervirentis","Alliarienion petiolatae","Alliarienion petiolatae","Epilobietea angustifolii","Epilobietea angustifolii",1
"T-P11660",706,"V32","S",4.5,20,1988,-5.687993416,42.8517805,"3 - UTM10x10 + Elevation",1140,"Geranio robertiani-Caryolophetum sempervirentis","Alliarienion petiolatae","Alliarienion petiolatae","Epilobietea angustifolii","Epilobietea angustifolii",1
