SIVIMID,Relevé.number,NMDS1,NMDS2,Sintaxon,Temp,Precip,UTM10X10,UTM1X1,JuiceID,OriginalElevation,Locality,Country,ECOREG_WWF,DUNES_BOHN,Plant.Cover,Aspect,Slope,Area,SintaxonID,Authors,Year,Title,Publication,EUNIS2020,Type,DEG_LON,DEG_LAT,Accuracy,Elevation,ANTHROPIC,Vegetation,Class,Order,Alliance,Twinspan,Twinspan2,EUNIS_REVISED,PriorCluster
S-P20423,420423,-0.061865033,0.020449136,Galactito tomentosae-Digitaletum purpureae,148,15360,29TNG17,,3326,50,Cimadevila. Cangas,ES,ATL_COAST,N_DUNES,NA,N,NA,4,3159,"Castroviejo, S.",1972,"Flora y cartografía de la vegetación de la península de Morrazo, (Pontevedra).","Tesis Doctoral. Facultad de ciencias, Universidad Complutense de Madrid. 291", V35   ,No forest,-8.768052046,42.20671344,3 - UTM10x10 + Elevation,50,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Arctio lappae-Artemisietalia,Arction lappae,V35 Trampled,V35 Mesic trampled annuals,V35,6
S-P20424,420424,-0.020585043,0.033795318,Galactito tomentosae-Digitaletum purpureae,141,10697,29TNG29,,3327,7,Pontevedra. capital,ES,ATL_COAST,N_DUNES,NA,N,NA,4,3159,"Castroviejo, S.",1972,"Flora y cartografía de la vegetación de la península de Morrazo, (Pontevedra).","Tesis Doctoral. Facultad de ciencias, Universidad Complutense de Madrid. 291", V32   ,No forest,-8.646193414,42.44144945,3 - UTM10x10 + Elevation,7,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Arctio lappae-Artemisietalia,Arction lappae,V37 Annual ruderals,V37 Annual ruderals,V37,7
S-P20425,420425,-0.018448832,0.002004715,Galactito tomentosae-Digitaletum purpureae,145,18714,29TNG29,,3328,2,autopista de Pontevedra a Marín,ES,ATL_COAST,N_DUNES,NA,W,NA,7,3159,"Castroviejo, S.",1972,"Flora y cartografía de la vegetación de la península de Morrazo, (Pontevedra).","Tesis Doctoral. Facultad de ciencias, Universidad Complutense de Madrid. 291", V     ,No forest,-8.681501241,42.40189058,3 - UTM10x10 + Elevation,2,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Arctio lappae-Artemisietalia,Arction lappae,V15 Weeds of rich soils,V15 Winter weeds of rich soils,,0
S-P20426,420426,0.000290072,0.008993941,Galactito tomentosae-Digitaletum purpureae,146,16805,29TNG28,,3329,70,carretera de Moaña a Tirán. Moaña,ES,ATL_COAST,N_DUNES,NA,SE,NA,7,3159,"Castroviejo, S.",1972,"Flora y cartografía de la vegetación de la península de Morrazo, (Pontevedra).","Tesis Doctoral. Facultad de ciencias, Universidad Complutense de Madrid. 291", Sa    ,No forest,-8.746870682,42.34641016,3 - UTM10x10 + Elevation,70,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Arctio lappae-Artemisietalia,Arction lappae,V37 Annual ruderals,V37 Annual ruderals,,0
S-P20427,420427,0.005290425,0.001833891,Galactito tomentosae-Digitaletum purpureae,144,16318,29TNG28,,3330,80,Pandiña. Moaña,ES,ATL_COAST,N_DUNES,NA,SE,NA,7,3159,"Castroviejo, S.",1972,"Flora y cartografía de la vegetación de la península de Morrazo, (Pontevedra).","Tesis Doctoral. Facultad de ciencias, Universidad Complutense de Madrid. 291",      ?,No forest,-8.679197579,42.29578098,3 - UTM10x10 + Elevation,80,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Arctio lappae-Artemisietalia,Arction lappae,V37 Annual ruderals,V37 Annual ruderals,,0
S-P20429,420429,0.030300719,0.038653733,Galactito tomentosae-Digitaletum purpureae,NA,NA,29TNG28,,3304,20,"Domayo, despues del pueblo. Moaña",ES,ATL_COAST,N_DUNES,NA,N,NA,9,3159,"Castroviejo, S.",1972,"Flora y cartografía de la vegetación de la península de Morrazo, (Pontevedra).","Tesis Doctoral. Facultad de ciencias, Universidad Complutense de Madrid. 291", V32   ,No forest,-8.675814513,42.28514656,3 - UTM10x10 + Elevation,20,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Arctio lappae-Artemisietalia,Arction lappae,V39 Mesic ruderals,V39 Eastern mesic ruderals,V39,9
S-P20430,420430,0.014514794,0.019184643,Galactito tomentosae-Digitaletum purpureae,146,16790,29TNG28,,3333,20,San Adrián. Vilaboa,ES,ATL_COAST,N_DUNES,NA,N,NA,10,3159,"Castroviejo, S.",1972,"Flora y cartografía de la vegetación de la península de Morrazo, (Pontevedra).","Tesis Doctoral. Facultad de ciencias, Universidad Complutense de Madrid. 291", R54   ,No forest,-8.748958932,42.34270434,3 - UTM10x10 + Elevation,20,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Arctio lappae-Artemisietalia,Arction lappae,V39 Mesic ruderals,V39 Western mesic ruderals,,0
S-P20431,420431,0.022341784,0.029400995,Galactito tomentosae-Digitaletum purpureae,143,13633,29TNG29,,3334,50,carretera de Pontevedra a Vigo Km. 3. Pontevedra,ES,ATL_COAST,N_DUNES,NA,E,NA,10,3159,"Castroviejo, S.",1972,"Flora y cartografía de la vegetación de la península de Morrazo, (Pontevedra).","Tesis Doctoral. Facultad de ciencias, Universidad Complutense de Madrid. 291", Sa    ,No forest,-8.677976939,42.44347517,3 - UTM10x10 + Elevation,50,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Arctio lappae-Artemisietalia,Arction lappae,V37 Annual ruderals,V37 Annual ruderals,,0
S-P20432,420432,-0.005323354,0.009411681,Galactito tomentosae-Digitaletum purpureae,144,10779,29TNG29,,3335,70,Figueirido. Pontevedra,ES,ATL_COAST,N_DUNES,NA,N,NA,10,3159,"Castroviejo, S.",1972,"Flora y cartografía de la vegetación de la península de Morrazo, (Pontevedra).","Tesis Doctoral. Facultad de ciencias, Universidad Complutense de Madrid. 291", V     ,No forest,-8.65296843,42.4357132,3 - UTM10x10 + Elevation,70,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Arctio lappae-Artemisietalia,Arction lappae,V15 Weeds of rich soils,V15 Winter weeds of rich soils,,0
S-P20433,420433,0.040053369,-0.002194512,Galactito tomentosae-Digitaletum purpureae,140,18600,29TNG29,,3336,120,Carretera de Cotorredondo a Marín. Marín. Km. 6,ES,ATL_COAST,N_DUNES,NA,N,NA,10,3159,"Castroviejo, S.",1972,"Flora y cartografía de la vegetación de la península de Morrazo, (Pontevedra).","Tesis Doctoral. Facultad de ciencias, Universidad Complutense de Madrid. 291", Sa    ,No forest,-8.649416338,42.39627972,3 - UTM10x10 + Elevation,120,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Arctio lappae-Artemisietalia,Arction lappae,V37 Annual ruderals,V37 Annual ruderals,,0
S-P20434,420434,-0.134958676,0.039670764,Lolio-Plantaginetum majoris,145,15254,29TNG17,,3337,30,Espiritu Santo. Cangas,ES,ATL_COAST,N_DUNES,NA,E,NA,2,236,"Castroviejo, S.",1972,"Flora y cartografía de la vegetación de la península de Morrazo, (Pontevedra).","Tesis Doctoral. Facultad de ciencias, Universidad Complutense de Madrid. 291", V     ,No forest,-8.838762822,42.26433616,3 - UTM10x10 + Elevation,30,?,VEGETATION OF THE NEMORAL FOREST ZONE,Molinio-Arrhenatheretea,Potentillo-Polygonetalia avicularis,Potentillion anserinae,V35 Trampled,V35 Mesic trampled annuals,V35,6
S-P20435,420435,-0.130883469,0.01257905,Lolio-Plantaginetum majoris,142,NA,29TNG17,,3338,80,La Retirosa. Cangas,ES,ATL_COAST,N_DUNES,NA,S,NA,4,236,"Castroviejo, S.",1972,"Flora y cartografía de la vegetación de la península de Morrazo, (Pontevedra).","Tesis Doctoral. Facultad de ciencias, Universidad Complutense de Madrid. 291", R     ,No forest,-8.859974313,42.2578495,3 - UTM10x10 + Elevation,80,?,VEGETATION OF THE NEMORAL FOREST ZONE,Molinio-Arrhenatheretea,Potentillo-Polygonetalia avicularis,Potentillion anserinae,V35 Trampled,V35 Trampled perennials,R36,1
S-P20436,420436,-0.140091185,0.055908716,Lolio-Plantaginetum majoris,146,15664,29TNG17,,3339,70,entre Darbo y Cangas,ES,ATL_COAST,N_DUNES,NA,SE,NA,2,236,"Castroviejo, S.",1972,"Flora y cartografía de la vegetación de la península de Morrazo, (Pontevedra).","Tesis Doctoral. Facultad de ciencias, Universidad Complutense de Madrid. 291", V34   ,No forest,-8.768990292,42.19046266,3 - UTM10x10 + Elevation,70,?,VEGETATION OF THE NEMORAL FOREST ZONE,Molinio-Arrhenatheretea,Potentillo-Polygonetalia avicularis,Potentillion anserinae,V35 Trampled,V35 Mesic trampled annuals,V35,6
S-P20437,420437,-0.156783525,0.014091448,Lolio-Plantaginetum majoris,146,16035,29TNG28,,3340,100,Meixoada. Moaña,ES,ATL_COAST,N_DUNES,NA,NW,NA,2,236,"Castroviejo, S.",1972,"Flora y cartografía de la vegetación de la península de Morrazo, (Pontevedra).","Tesis Doctoral. Facultad de ciencias, Universidad Complutense de Madrid. 291", V32   ,No forest,-8.685631646,42.28645908,3 - UTM10x10 + Elevation,100,?,VEGETATION OF THE NEMORAL FOREST ZONE,Molinio-Arrhenatheretea,Potentillo-Polygonetalia avicularis,Potentillion anserinae,V35 Trampled,V35 Mesic trampled annuals,V37,7
S-P20438,420438,-0.174703265,0.065523218,Lolio-Plantaginetum majoris,143,16349,29TNG18,,3341,120,Coiro. Cangas,ES,ATL_COAST,N_DUNES,NA,W,NA,2,236,"Castroviejo, S.",1972,"Flora y cartografía de la vegetación de la península de Morrazo, (Pontevedra).","Tesis Doctoral. Facultad de ciencias, Universidad Complutense de Madrid. 291", V35   ,No forest,-8.832520105,42.27545709,3 - UTM10x10 + Elevation,120,?,VEGETATION OF THE NEMORAL FOREST ZONE,Molinio-Arrhenatheretea,Potentillo-Polygonetalia avicularis,Potentillion anserinae,V35 Trampled,V35 Mesic trampled annuals,V35,6
S-P20439,420439,-0.122398956,0.045923272,Lolio-Plantaginetum majoris,144,15868,29TNG18,,3342,120,Coiro. Cangas,ES,ATL_COAST,N_DUNES,NA,NW,NA,2,236,"Castroviejo, S.",1972,"Flora y cartografía de la vegetación de la península de Morrazo, (Pontevedra).","Tesis Doctoral. Facultad de ciencias, Universidad Complutense de Madrid. 291", V     ,No forest,-8.810638637,42.27477128,3 - UTM10x10 + Elevation,120,?,VEGETATION OF THE NEMORAL FOREST ZONE,Molinio-Arrhenatheretea,Potentillo-Polygonetalia avicularis,Potentillion anserinae,V35 Trampled,V35 Mesic trampled annuals,V35,6
S-P20440,420440,-0.140112874,0.022122408,Lolio-Plantaginetum majoris,146,15560,29TNG17,,3343,60,entre la Retirosa y Cangas,ES,ATL_COAST,N_DUNES,NA,SE,NA,2,236,"Castroviejo, S.",1972,"Flora y cartografía de la vegetación de la península de Morrazo, (Pontevedra).","Tesis Doctoral. Facultad de ciencias, Universidad Complutense de Madrid. 291", V35   ,No forest,-8.79484313,42.26117022,3 - UTM10x10 + Elevation,60,?,VEGETATION OF THE NEMORAL FOREST ZONE,Molinio-Arrhenatheretea,Potentillo-Polygonetalia avicularis,Potentillion anserinae,V35 Trampled,V35 Mesic trampled annuals,V35,6
S-P20441,420441,-0.178514901,-0.005855454,Lolio-Plantaginetum majoris,147,15414,29TNG27,,3344,60,entre Tirán y La retirosa. Cangas,ES,ATL_COAST,N_DUNES,NA,E,NA,3,236,"Castroviejo, S.",1972,"Flora y cartografía de la vegetación de la península de Morrazo, (Pontevedra).","Tesis Doctoral. Facultad de ciencias, Universidad Complutense de Madrid. 291", V34   ,No forest,-8.751504361,42.21114791,3 - UTM10x10 + Elevation,60,?,VEGETATION OF THE NEMORAL FOREST ZONE,Molinio-Arrhenatheretea,Potentillo-Polygonetalia avicularis,Potentillion anserinae,V35 Trampled,V35 Mesic trampled annuals,V35,6
S-P20442,420442,-0.1698914,0.017632925,Lolio-Plantaginetum majoris,146,15779,29TNG17,,3345,40,carea cementerio. Cangas,ES,ATL_COAST,N_DUNES,NA,S,NA,2,236,"Castroviejo, S.",1972,"Flora y cartografía de la vegetación de la península de Morrazo, (Pontevedra).","Tesis Doctoral. Facultad de ciencias, Universidad Complutense de Madrid. 291", V35   ,No forest,-8.79259593,42.18386796,3 - UTM10x10 + Elevation,40,?,VEGETATION OF THE NEMORAL FOREST ZONE,Molinio-Arrhenatheretea,Potentillo-Polygonetalia avicularis,Potentillion anserinae,V35 Trampled,V35 Mesic trampled annuals,V35,6
S-P20443,420443,-0.157287508,0.011132424,Lolio-Plantaginetum majoris,147,15431,29TNG17,,3346,20,Rodeira. Cangas,ES,ATL_COAST,N_DUNES,NA,W,NA,2,236,"Castroviejo, S.",1972,"Flora y cartografía de la vegetación de la península de Morrazo, (Pontevedra).","Tesis Doctoral. Facultad de ciencias, Universidad Complutense de Madrid. 291", V35   ,No forest,-8.762904127,42.20337229,3 - UTM10x10 + Elevation,20,?,VEGETATION OF THE NEMORAL FOREST ZONE,Molinio-Arrhenatheretea,Potentillo-Polygonetalia avicularis,Potentillion anserinae,V35 Trampled,V35 Mesic trampled annuals,V35,6
S-P20444,420444,-0.161547896,0.003992257,Lolio-Plantaginetum majoris,140,17869,29TNG28,,3347,80,Paxarín. Moaña,ES,ATL_COAST,N_DUNES,NA,SW,NA,2,236,"Castroviejo, S.",1972,"Flora y cartografía de la vegetación de la península de Morrazo, (Pontevedra).","Tesis Doctoral. Facultad de ciencias, Universidad Complutense de Madrid. 291", V34   ,No forest,-8.663102943,42.30558158,3 - UTM10x10 + Elevation,80,?,VEGETATION OF THE NEMORAL FOREST ZONE,Molinio-Arrhenatheretea,Potentillo-Polygonetalia avicularis,Potentillion anserinae,V35 Trampled,V35 Mesic trampled annuals,V35,6
S-P20445,420445,-0.115892815,-0.015119701,Lolio-Plantaginetum majoris,148,15787,29TNG17,,3348,50,"Darbo, iglesario. Cangas",ES,ATL_COAST,N_DUNES,NA,N,NA,2,236,"Castroviejo, S.",1972,"Flora y cartografía de la vegetación de la península de Morrazo, (Pontevedra).","Tesis Doctoral. Facultad de ciencias, Universidad Complutense de Madrid. 291", V35   ,No forest,-8.795333917,42.18732995,3 - UTM10x10 + Elevation,50,?,VEGETATION OF THE NEMORAL FOREST ZONE,Molinio-Arrhenatheretea,Potentillo-Polygonetalia avicularis,Potentillion anserinae,V35 Trampled,V35 Mesic trampled annuals,V35,6
S-P20446,420446,-0.167460259,0.02824565,Lolio-Plantaginetum majoris,144,15904,29TNG18,,3349,100,"Hio, iglesario. Cangas",ES,ATL_COAST,N_DUNES,NA,N,NA,2,236,"Castroviejo, S.",1972,"Flora y cartografía de la vegetación de la península de Morrazo, (Pontevedra).","Tesis Doctoral. Facultad de ciencias, Universidad Complutense de Madrid. 291", V35   ,No forest,-8.797149763,42.28625851,3 - UTM10x10 + Elevation,100,?,VEGETATION OF THE NEMORAL FOREST ZONE,Molinio-Arrhenatheretea,Potentillo-Polygonetalia avicularis,Potentillion anserinae,V35 Trampled,V35 Mesic trampled annuals,V35,6
S-P20447,420447,-0.124697429,0.02564449,Lolio-Plantaginetum majoris,144,14932,29TNG18,,3350,100,Beloso de arriba. Bueu,ES,ATL_COAST,N_DUNES,NA,SW,NA,4,236,"Castroviejo, S.",1972,"Flora y cartografía de la vegetación de la península de Morrazo, (Pontevedra).","Tesis Doctoral. Facultad de ciencias, Universidad Complutense de Madrid. 291", V34   ,No forest,-8.85664787,42.27422322,3 - UTM10x10 + Elevation,100,?,VEGETATION OF THE NEMORAL FOREST ZONE,Molinio-Arrhenatheretea,Potentillo-Polygonetalia avicularis,Potentillion anserinae,V35 Trampled,V35 Mesic trampled annuals,V35,6
S-P20448,420448,-0.130647446,0.032984241,Lolio-Plantaginetum majoris,148,15503,29TNG17,,3351,8,Menduiña. Cangas,ES,ATL_COAST,N_DUNES,NA,SW,NA,2,236,"Castroviejo, S.",1972,"Flora y cartografía de la vegetación de la península de Morrazo, (Pontevedra).","Tesis Doctoral. Facultad de ciencias, Universidad Complutense de Madrid. 291", V35   ,No forest,-8.765478019,42.2050429,3 - UTM10x10 + Elevation,8,?,VEGETATION OF THE NEMORAL FOREST ZONE,Molinio-Arrhenatheretea,Potentillo-Polygonetalia avicularis,Potentillion anserinae,V35 Trampled,V35 Mesic trampled annuals,V35,6
S-P20449,420449,-0.14605675,0.014243948,Lolio-Plantaginetum majoris,143,16864,29TNG18,,3352,30,Aldán. Cangas,ES,ATL_COAST,N_DUNES,NA,N,NA,2,236,"Castroviejo, S.",1972,"Flora y cartografía de la vegetación de la península de Morrazo, (Pontevedra).","Tesis Doctoral. Facultad de ciencias, Universidad Complutense de Madrid. 291", V35   ,No forest,-8.784972881,42.3120808,3 - UTM10x10 + Elevation,30,?,VEGETATION OF THE NEMORAL FOREST ZONE,Molinio-Arrhenatheretea,Potentillo-Polygonetalia avicularis,Potentillion anserinae,V35 Trampled,V35 Mesic trampled annuals,V35,6
S-P20450,420450,-0.188525796,0.043849405,Lolio-Plantaginetum majoris,143,16998,29TNG18,,3353,30,Ameixide. Aldán. Cangas,ES,ATL_COAST,N_DUNES,NA,NW,NA,2,236,"Castroviejo, S.",1972,"Flora y cartografía de la vegetación de la península de Morrazo, (Pontevedra).","Tesis Doctoral. Facultad de ciencias, Universidad Complutense de Madrid. 291", V34   ,No forest,-8.75972483,42.32775914,3 - UTM10x10 + Elevation,30,?,VEGETATION OF THE NEMORAL FOREST ZONE,Molinio-Arrhenatheretea,Potentillo-Polygonetalia avicularis,Potentillion anserinae,V35 Trampled,V35 Mesic trampled annuals,V35,6
S-P20451,420451,-0.113467775,-0.001581961,Lolio-Plantaginetum majoris,148,15384,29TNG17,,3354,30,Espiritu Santo. Cangas,ES,ATL_COAST,N_DUNES,NA,SE,NA,2,236,"Castroviejo, S.",1972,"Flora y cartografía de la vegetación de la península de Morrazo, (Pontevedra).","Tesis Doctoral. Facultad de ciencias, Universidad Complutense de Madrid. 291", V35   ,No forest,-8.758981719,42.26658345,3 - UTM10x10 + Elevation,30,?,VEGETATION OF THE NEMORAL FOREST ZONE,Molinio-Arrhenatheretea,Potentillo-Polygonetalia avicularis,Potentillion anserinae,V35 Trampled,V35 Mesic trampled annuals,V35,6
S-P20452,420452,-0.023712552,-0.018452074,Lolio-Plantaginetum majoris,147,15518,29TNG17,,3355,30,Espiritu Santo. Cangas,ES,ATL_COAST,N_DUNES,NA,NE,NA,2,236,"Castroviejo, S.",1972,"Flora y cartografía de la vegetación de la península de Morrazo, (Pontevedra).","Tesis Doctoral. Facultad de ciencias, Universidad Complutense de Madrid. 291", V32   ,No forest,-8.823626221,42.25790695,3 - UTM10x10 + Elevation,30,?,VEGETATION OF THE NEMORAL FOREST ZONE,Molinio-Arrhenatheretea,Potentillo-Polygonetalia avicularis,Potentillion anserinae,V15 Weeds of rich soils,V15 Winter weeds of rich soils,V37,7
S-P20453,420453,-0.027996083,0.021846333,Lolio-Plantaginetum majoris,144,15904,29TNG18,,3356,100,Coiro. Cangas,ES,ATL_COAST,N_DUNES,NA,SW,NA,2,236,"Castroviejo, S.",1972,"Flora y cartografía de la vegetación de la península de Morrazo, (Pontevedra).","Tesis Doctoral. Facultad de ciencias, Universidad Complutense de Madrid. 291", V37   ,No forest,-8.797149763,42.28625851,3 - UTM10x10 + Elevation,100,?,VEGETATION OF THE NEMORAL FOREST ZONE,Molinio-Arrhenatheretea,Potentillo-Polygonetalia avicularis,Potentillion anserinae,V35 Trampled,V35 Mesic trampled annuals,V37,7
S-P20454,420454,-0.003747983,-0.000460538,Lolio-Plantaginetum majoris,146,15611,29TNG17,,3357,40,Balea. Cangas,ES,ATL_COAST,N_DUNES,NA,SE,NA,2,236,"Castroviejo, S.",1972,"Flora y cartografía de la vegetación de la península de Morrazo, (Pontevedra).","Tesis Doctoral. Facultad de ciencias, Universidad Complutense de Madrid. 291", V37   ,No forest,-8.785695167,42.18781814,3 - UTM10x10 + Elevation,40,?,VEGETATION OF THE NEMORAL FOREST ZONE,Molinio-Arrhenatheretea,Potentillo-Polygonetalia avicularis,Potentillion anserinae,V35 Trampled,V35 Mesic trampled annuals,V37,7
S-P20455,420455,-0.092331615,0.070932045,Lolio-Plantaginetum majoris,144,15107,29TNG29,,3358,2,KM. 1 de autopista de Pontevedra a Marín. Pontevedra,ES,ATL_COAST,N_DUNES,NA,W,NA,2,236,"Castroviejo, S.",1972,"Flora y cartografía de la vegetación de la península de Morrazo, (Pontevedra).","Tesis Doctoral. Facultad de ciencias, Universidad Complutense de Madrid. 291", R     ,No forest,-8.64667613,42.41982059,3 - UTM10x10 + Elevation,2,?,VEGETATION OF THE NEMORAL FOREST ZONE,Molinio-Arrhenatheretea,Potentillo-Polygonetalia avicularis,Potentillion anserinae,V35 Trampled,V35 Trampled perennials,R36,1
S-P20456,420456,-0.031367107,-0.01329371,Lolio-Plantaginetum majoris,143,16701,29TNG28,,3359,80,Carrasqueira. Moaña,ES,ATL_COAST,N_DUNES,NA,E,NA,5,236,"Castroviejo, S.",1972,"Flora y cartografía de la vegetación de la península de Morrazo, (Pontevedra).","Tesis Doctoral. Facultad de ciencias, Universidad Complutense de Madrid. 291", V32   ,No forest,-8.656020256,42.33473892,3 - UTM10x10 + Elevation,80,?,VEGETATION OF THE NEMORAL FOREST ZONE,Molinio-Arrhenatheretea,Potentillo-Polygonetalia avicularis,Potentillion anserinae,V15 Weeds of rich soils,V15 Winter weeds of rich soils,V37,7
S-P20457,420457,-0.02475892,0.00952177,Lolio-Plantaginetum majoris,145,15824,29TNG28,,3360,40,Meira. Moaña,ES,ATL_COAST,N_DUNES,NA,SE,NA,8,236,"Castroviejo, S.",1972,"Flora y cartografía de la vegetación de la península de Morrazo, (Pontevedra).","Tesis Doctoral. Facultad de ciencias, Universidad Complutense de Madrid. 291", V32   ,No forest,-8.722815036,42.29540585,3 - UTM10x10 + Elevation,40,?,VEGETATION OF THE NEMORAL FOREST ZONE,Molinio-Arrhenatheretea,Potentillo-Polygonetalia avicularis,Potentillion anserinae,V35 Trampled,V35 Mesic trampled annuals,V37,7
S-P20458,420458,0.042616331,-0.037485772,Lolio-Plantaginetum majoris,147,15936,29TNG28,,3332,30,Domayo. Moaña,ES,ATL_COAST,N_DUNES,NA,E,NA,7,236,"Castroviejo, S.",1972,"Flora y cartografía de la vegetación de la península de Morrazo, (Pontevedra).","Tesis Doctoral. Facultad de ciencias, Universidad Complutense de Madrid. 291", V15   ,No forest,-8.722489446,42.29182136,3 - UTM10x10 + Elevation,30,?,VEGETATION OF THE NEMORAL FOREST ZONE,Molinio-Arrhenatheretea,Potentillo-Polygonetalia avicularis,Potentillion anserinae,V15 Weeds of rich soils,V15 Winter weeds of rich soils,V15,4
S-P21342,421342,0.222255973,-0.032062556,Calendulo algarbiensis-Parietarietum judaicae,113,14203,29TNG07,,3494,NA,I. Faro,ES,ATL_COAST,N_DUNES,90,,NA,20,7550,"Guitián, J., Guitián, P.",1990,A paisaxe vexetal das illas Cíes,Colección natureza. Consellería de agricultura ganadería e montes. 127, V     ,No forest,-7,43,5 - UTMs missing from DEM,NA,?,VEGETATION OF ROCK CREVICES AND SCREES,Cymbalario-Parietarietea diffusae,Tortulo-Cymbalarietalia,Galio valantiae-Parietarion judaicae,V39 Mesic ruderals,V39 Western mesic ruderals,,0
S-P21793,421793,-0.061582899,-0.10031429,Polygono-Chenopodion polyspermi,62,13736,29TQH26,,3580,1580,Puerto de Somiedo,ES,ATL_COAST,N_DUNES,70,,NA,10,L061,"Fernández Prieto, J. A.",1981,Estudio de la flora y vegetación del concejo de Somiedo,Tesis Doctoral. Universidad de Oviedo., V15   ,No forest,-6.265099743,42.98083098,3 - UTM10x10 + Elevation,1580,Yes,ANTHROPOGENIC VEGETATION,Digitario sanguinalis-Eragrostietea,Eragrostietalia,Spergulo arvensis-Erodion cicutariae,V15 Weeds of rich soils,V15 Winter weeds of rich soils,V15,4
S-P21794,421794,-0.113088726,-0.055036641,Polygono-Chenopodion polyspermi,79,13238,29TQH27,,3581,1240,Valle de Lago,ES,ATL_COAST,N_DUNES,2,,NA,10,L061,"Fernández Prieto, J. A.",1981,Estudio de la flora y vegetación del concejo de Somiedo,Tesis Doctoral. Universidad de Oviedo., V37   ,No forest,-6.193653016,43.06928793,3 - UTM10x10 + Elevation,1240,Yes,ANTHROPOGENIC VEGETATION,Digitario sanguinalis-Eragrostietea,Eragrostietalia,Spergulo arvensis-Erodion cicutariae,V15 Weeds of rich soils,V15 Winter weeds of rich soils,V15,4
S-P21795,421795,0.001416777,-0.120884106,Polygono-Chenopodion polyspermi,78,11821,29TQH27,,3582,1200,Valle de Lago,ES,ATL_COAST,N_DUNES,10,,NA,8,L061,"Fernández Prieto, J. A.",1981,Estudio de la flora y vegetación del concejo de Somiedo,Tesis Doctoral. Universidad de Oviedo., V15   ,No forest,-6.202027389,43.13568315,3 - UTM10x10 + Elevation,1200,Yes,ANTHROPOGENIC VEGETATION,Digitario sanguinalis-Eragrostietea,Eragrostietalia,Spergulo arvensis-Erodion cicutariae,V15 Weeds of rich soils,V15 Winter weeds of rich soils,V15,4
S-P21796,421796,-0.025918401,-0.086893547,Polygono-Chenopodion polyspermi,79,12235,29TQH27,,3583,1240,Valle de Lago,ES,ATL_COAST,N_DUNES,60,,NA,15,L061,"Fernández Prieto, J. A.",1981,Estudio de la flora y vegetación del concejo de Somiedo,Tesis Doctoral. Universidad de Oviedo., V15   ,No forest,-6.196105687,43.06921939,3 - UTM10x10 + Elevation,1240,Yes,ANTHROPOGENIC VEGETATION,Digitario sanguinalis-Eragrostietea,Eragrostietalia,Spergulo arvensis-Erodion cicutariae,V15 Weeds of rich soils,V15 Winter weeds of rich soils,V15,4
S-P21797,421797,-0.031172513,-0.030638328,Polygono-Chenopodion polyspermi,87,12421,29TQH37,,3584,1100,Saliencia,ES,ATL_COAST,N_DUNES,80,,NA,5,L061,"Fernández Prieto, J. A.",1981,Estudio de la flora y vegetación del concejo de Somiedo,Tesis Doctoral. Universidad de Oviedo., V15   ,No forest,-6.142268107,43.12113437,3 - UTM10x10 + Elevation,1100,Yes,ANTHROPOGENIC VEGETATION,Digitario sanguinalis-Eragrostietea,Eragrostietalia,Spergulo arvensis-Erodion cicutariae,V15 Weeds of rich soils,V15 Summer weeds of rich soils,V15,4
S-P21798,421798,0.046722619,0.331988726,Onopordion acanthii,81,14448,29TQH26,,3585,1360,"subida al Puerto de Somiedo, en bordes de carretera removitos",ES,ATL_COAST,N_DUNES,30,,NA,50,L843,"Fernández Prieto, J. A.",1981,Estudio de la flora y vegetación del concejo de Somiedo,Tesis Doctoral. Universidad de Oviedo., V38   ,No forest,-6.247482993,42.9723286,3 - UTM10x10 + Elevation,1360,Yes,ANTHROPOGENIC VEGETATION,Artemisietea vulgaris,Carthametalia lanati,Onopordion castellani,V38 Dry ruderals,V38 Dry thistle ruderals,V38,8
S-P21799,421799,-0.033916313,0.227824047,Onopordion acanthii,82,13619,29TQH26,,3586,1248,"subida al Puerto de Somiedo, en bordes de carretera removitos",ES,ATL_COAST,N_DUNES,50,,NA,50,L843,"Fernández Prieto, J. A.",1981,Estudio de la flora y vegetación del concejo de Somiedo,Tesis Doctoral. Universidad de Oviedo., V     ,No forest,-6.247104232,42.96513607,3 - UTM10x10 + Elevation,1248,Yes,ANTHROPOGENIC VEGETATION,Artemisietea vulgaris,Carthametalia lanati,Onopordion castellani,V38 Dry ruderals,V38 Dry thistle ruderals,V38,8
