SIVIMID,Relevé.number,Sintaxon,Temp,Precip,UTM10X10,UTM1X1,JuiceID,OriginalElevation,Locality,Country,ECOREG_WWF,DUNES_BOHN,Plant.Cover,Aspect,Slope,Area,SintaxonID,Authors,Year,Title,Publication,Type,DEG_LON,DEG_LAT,Accuracy,Elevation,ANTHROPIC,Vegetation,Class,Order,Alliance,EUNIS2020,EUNIS_REVISED,PCluster
T-P04813,504813,Senecioni duriaei-Chenopodietum boni-henrici,81,15569,30TUN56,,13946,1400,Llánaves de la Reina,,ATL_COAST,N_DUNES,NA,,NA,10,2157,"Rivas-Martínez, S.; T.E. Diaz; J.A.F. Prieto; J. Loidi & A. Penas",1984,Los Picos de Europa., Ediciones,No forest,-4.822576379,43.05433533,3 - UTM10x10 + Elevation,1400,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Arctio lappae-Artemisietalia,Arction lappae, V39   ,V39,7
T-P04814,504814,Senecioni duriaei-Chenopodietum boni-henrici,72,11390,30TUN58,,13947,1500,"Vega de Sotres, Macizo Central",,ATL_COAST,N_DUNES,NA,,NA,NA,2157,"Rivas-Martínez, S.; T.E. Diaz; J.A.F. Prieto; J. Loidi & A. Penas",1984,Los Picos de Europa., Ediciones,No forest,-4.798549642,43.24020958,3 - UTM10x10 + Elevation,1500,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Arctio lappae-Artemisietalia,Arction lappae, V39   ,V39,7
T-P04815,504815,Senecioni duriaei-Chenopodietum boni-henrici,44,17497,30TUN58,,13948,1900,"Fuente de la Vueltona, Macizo Central",,ATL_COAST,N_DUNES,NA,,NA,10,2157,"Rivas-Martínez, S.; T.E. Diaz; J.A.F. Prieto; J. Loidi & A. Penas",1984,Los Picos de Europa., Ediciones,No forest,-4.794555687,43.1880464,3 - UTM10x10 + Elevation,1900,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Arctio lappae-Artemisietalia,Arction lappae, V37   ,V39,0
T-P04816,504816,Senecioni duriaei-Chenopodietum boni-henrici,49,11404,30TUN48,,13949,1700,"Canal del Perro, Macizo Occidental",,ATL_COAST,N_DUNES,NA,,NA,10,2157,"Rivas-Martínez, S.; T.E. Diaz; J.A.F. Prieto; J. Loidi & A. Penas",1984,Los Picos de Europa., Ediciones,No forest,-4.934827061,43.18756032,3 - UTM10x10 + Elevation,1700,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Arctio lappae-Artemisietalia,Arction lappae, V39   ,V39,7
T-P05178,505178,Urtico dioicae-Sambucetum ebuli,134,15899,30TVP70,30TVP7106,15087,50,"Castro Urdiales, Sonabia",,ATL_COAST,N_DUNES,NA,,NA,10,856,"Herrera, Mercedes",1995,Estudio de la vegetación y flora vascular de la cuenca del río Asón (Cantabria).," Guineana, 1: 1-453.",No forest,-3.348635457,43.41229918,1 - UTM1x1 + Elevation,50,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Arctio lappae-Artemisietalia,Balloto-Conion maculati, R57   ,V39,0
T-P05179,505179,Urtico dioicae-Sambucetum ebuli,139,14020,30TVP60,30TVP6204,15088,6,Bárcena de Cicero,,ATL_COAST,N_DUNES,NA,,NA,8,856,"Herrera, Mercedes",1995,Estudio de la vegetación y flora vascular de la cuenca del río Asón (Cantabria).," Guineana, 1: 1-453.",No forest,-3.467041253,43.39026625,1 - UTM1x1 + Elevation,6,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Arctio lappae-Artemisietalia,Balloto-Conion maculati, R57   ,V39,0
T-P05180,505180,Urtico dioicae-Sambucetum ebuli,138,14334,30TVP60,,15089,4,Laredo,,ATL_COAST,N_DUNES,NA,,NA,10,856,"Herrera, Mercedes",1995,Estudio de la vegetación y flora vascular de la cuenca del río Asón (Cantabria).," Guineana, 1: 1-453.",No forest,-3.481714672,43.37219645,3 - UTM10x10 + Elevation,4,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Arctio lappae-Artemisietalia,Balloto-Conion maculati, R57   ,V39,0
T-P05181,505181,Urtico dioicae-Sambucetum ebuli,139,14483,30TVN68,30TVN6089,15090,90,Ramales de la Victoria,,ATL_COAST,N_DUNES,NA,,NA,15,856,"Herrera, Mercedes",1995,Estudio de la vegetación y flora vascular de la cuenca del río Asón (Cantabria).," Guineana, 1: 1-453.",No forest,-3.480805149,43.25694172,1 - UTM1x1 + Elevation,90,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Arctio lappae-Artemisietalia,Balloto-Conion maculati, R57   ,V39,0
T-P05182,505182,Urtico dioicae-Sambucetum ebuli,133,17015,30TVN58,30TVN5088,15091,200,Soba,,ATL_COAST,N_DUNES,NA,,NA,10,856,"Herrera, Mercedes",1995,Estudio de la vegetación y flora vascular de la cuenca del río Asón (Cantabria).," Guineana, 1: 1-453.",No forest,-3.60392926,43.24915423,1 - UTM1x1 + Elevation,200,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Arctio lappae-Artemisietalia,Balloto-Conion maculati, R57   ,V39,0
T-P05183,505183,Urtico dioicae-Sambucetum ebuli,140,14247,30TVP60,,15092,8,Limpias,,ATL_COAST,N_DUNES,NA,,NA,10,856,"Herrera, Mercedes",1995,Estudio de la vegetación y flora vascular de la cuenca del río Asón (Cantabria).," Guineana, 1: 1-453.",No forest,-3.434991241,43.39759621,3 - UTM10x10 + Elevation,8,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Arctio lappae-Artemisietalia,Balloto-Conion maculati,      ?,V39,0
T-P05184,505184,Urtico dioicae-Sambucetum ebuli,139,14348,30TVP60,,15093,50,Laredo,,ATL_COAST,N_DUNES,NA,,NA,25,856,"Herrera, Mercedes",1995,Estudio de la vegetación y flora vascular de la cuenca del río Asón (Cantabria).," Guineana, 1: 1-453.",No forest,-3.412532299,43.36346243,3 - UTM10x10 + Elevation,50,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Arctio lappae-Artemisietalia,Balloto-Conion maculati, R57   ,V39,0
T-P05961,505961,Chelidonio maji-Smyrnietum olusatri,126,10957,29TPG24,,15584,500,"Verín, Castillo de Monterrei",,ATL_COAST,N_DUNES,100,N,5,10,2333,"Amigo Vázquez, J. & Romero Buján, M.I.",1997,'Comportamiento fitosociológico de Smyrnium olusatrum L. en el noroeste ibérico'.,"Lazaroa, 18: 153-164.",No forest,-7.486889724,41.96701878,3 - UTM10x10 + Elevation,500,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Galio-Alliarietalia,Geo urbani-Alliarion officinalis, V11   ,V39,0
T-P05962,505962,Chelidonio maji-Smyrnietum olusatri,126,11928,29TPG24,,15585,500,"Verín, Castillo de Monterrei",,ATL_COAST,N_DUNES,90,S,5,14,2333,"Amigo Vázquez, J. & Romero Buján, M.I.",1997,'Comportamiento fitosociológico de Smyrnium olusatrum L. en el noroeste ibérico'.,"Lazaroa, 18: 153-164.",No forest,-7.513612217,41.96957064,3 - UTM10x10 + Elevation,500,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Galio-Alliarietalia,Geo urbani-Alliarion officinalis, V32   ,V39,0
T-P05963,505963,Chelidonio maji-Smyrnietum olusatri,126,11282,29TPG24,,15586,500,"Verín, Castillo de Monterrei",,ATL_COAST,N_DUNES,100,,0,15,2333,"Amigo Vázquez, J. & Romero Buján, M.I.",1997,'Comportamiento fitosociológico de Smyrnium olusatrum L. en el noroeste ibérico'.,"Lazaroa, 18: 153-164.",No forest,-7.454478929,41.95207655,3 - UTM10x10 + Elevation,500,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Galio-Alliarietalia,Geo urbani-Alliarion officinalis, V32   ,V39,0
T-P05964,505964,Chelidonio maji-Smyrnietum olusatri,145,8594,29TNG98,,15587,140,Ourense capital,,ATL_COAST,N_DUNES,95,,0,10,2333,"Amigo Vázquez, J. & Romero Buján, M.I.",1997,'Comportamiento fitosociológico de Smyrnium olusatrum L. en el noroeste ibérico'.,"Lazaroa, 18: 153-164.",No forest,-7.873573094,42.35276252,3 - UTM10x10 + Elevation,140,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Galio-Alliarietalia,Geo urbani-Alliarion officinalis, V39   ,V39,7
T-P05965,505965,Chelidonio maji-Smyrnietum olusatri,124,10932,29TPH11,29TPH1311,15588,500,"Saviñao, Cobreiro, de Resguendo hacia Escairón",,ATL_COAST,N_DUNES,100,,0,18,2333,"Amigo Vázquez, J. & Romero Buján, M.I.",1997,'Comportamiento fitosociológico de Smyrnium olusatrum L. en el noroeste ibérico'.,"Lazaroa, 18: 153-164.",No forest,-7.622975702,42.54323107,1 - UTM1x1 + Elevation,500,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Galio-Alliarietalia,Geo urbani-Alliarion officinalis, V39   ,V39,7
T-P05966,505966,Chelidonio maji-Smyrnietum olusatri,129,10925,29TPH10,29TPH1307,15589,380,"Pantón, Ferreira",,ATL_COAST,N_DUNES,100,SE,5,12,2333,"Amigo Vázquez, J. & Romero Buján, M.I.",1997,'Comportamiento fitosociológico de Smyrnium olusatrum L. en el noroeste ibérico'.,"Lazaroa, 18: 153-164.",No forest,-7.620853386,42.5145063,1 - UTM1x1 + Elevation,380,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Galio-Alliarietalia,Geo urbani-Alliarion officinalis, V39   ,V39,7
T-P05967,505967,Chelidonio maji-Smyrnietum olusatri,127,10249,29TPH11,29TPH1411,15590,440,"Pantón, Tuiríz, Santa Eulàlia",,ATL_COAST,N_DUNES,100,,0,5,2333,"Amigo Vázquez, J. & Romero Buján, M.I.",1997,'Comportamiento fitosociológico de Smyrnium olusatrum L. en el noroeste ibérico'.,"Lazaroa, 18: 153-164.",No forest,-7.603684858,42.54581003,1 - UTM1x1 + Elevation,440,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Galio-Alliarietalia,Geo urbani-Alliarion officinalis, V32   ,V39,0
T-P05968,505968,Chelidonio maji-Smyrnietum olusatri,124,10906,29TPH11,29TPH1311,15591,410,Pantón,,ATL_COAST,N_DUNES,100,,0,15,2333,"Amigo Vázquez, J. & Romero Buján, M.I.",1997,'Comportamiento fitosociológico de Smyrnium olusatrum L. en el noroeste ibérico'.,"Lazaroa, 18: 153-164.",No forest,-7.618385246,42.54701789,2 - UTM1x1 + Centroid,410,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Galio-Alliarietalia,Geo urbani-Alliarion officinalis, V32   ,V39,0
T-P05971,505971,Chelidonio maji-Smyrnietum olusatri,146,10268,29TNF95,,15592,100,entre Lamego y Regua,PT,ATL_COAST,N_DUNES,95,E,40,15,2333a,"Amigo Vázquez, J. & Romero Buján, M.I.",1997,'Comportamiento fitosociológico de Smyrnium olusatrum L. en el noroeste ibérico'.,"Lazaroa, 18: 153-164.",No forest,-7.911564883,41.11408263,3 - UTM10x10 + Elevation,100,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Galio-Alliarietalia,Geo urbani-Alliarion officinalis, V32   ,V39,0
T-P05972,505972,Chelidonio maji-Smyrnietum olusatri,146,16436,29TNG18,,15593,100,"Bueu, entre Bueu y Aldán",,ATL_COAST,N_DUNES,100,NW,10,15,2333a,"Amigo Vázquez, J. & Romero Buján, M.I.",1997,'Comportamiento fitosociológico de Smyrnium olusatrum L. en el noroeste ibérico'.,"Lazaroa, 18: 153-164.",No forest,-8.803856493,42.33272783,3 - UTM10x10 + Elevation,100,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Galio-Alliarietalia,Geo urbani-Alliarion officinalis, V39   ,V39,7
T-P05973,505973,Chelidonio maji-Smyrnietum olusatri,144,15653,29TNG18,,15594,60,"Bueu, Hio",,ATL_COAST,N_DUNES,100,N,20,10,2333a,"Amigo Vázquez, J. & Romero Buján, M.I.",1997,'Comportamiento fitosociológico de Smyrnium olusatrum L. en el noroeste ibérico'.,"Lazaroa, 18: 153-164.",No forest,-8.781682515,42.27623972,3 - UTM10x10 + Elevation,60,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Galio-Alliarietalia,Geo urbani-Alliarion officinalis, V32   ,V39,0
T-P05974,505974,Chelidonio maji-Smyrnietum olusatri,144,15808,29TNG18,,15595,70,"Bueu, Donón",,ATL_COAST,N_DUNES,95,SE,80,9,2333a,"Amigo Vázquez, J. & Romero Buján, M.I.",1997,'Comportamiento fitosociológico de Smyrnium olusatrum L. en el noroeste ibérico'.,"Lazaroa, 18: 153-164.",No forest,-8.783931179,42.27432557,3 - UTM10x10 + Elevation,70,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Galio-Alliarietalia,Geo urbani-Alliarion officinalis, V39   ,V39,7
T-P05975,505975,Chelidonio maji-Smyrnietum olusatri,147,15648,29TNG17,,15596,60,"Cangas, Nerga",,ATL_COAST,N_DUNES,95,N,5,15,2333a,"Amigo Vázquez, J. & Romero Buján, M.I.",1997,'Comportamiento fitosociológico de Smyrnium olusatrum L. en el noroeste ibérico'.,"Lazaroa, 18: 153-164.",No forest,-8.764134987,42.26992447,3 - UTM10x10 + Elevation,60,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Galio-Alliarietalia,Geo urbani-Alliarion officinalis, V32   ,V37,0
T-P05976,505976,Chelidonio maji-Smyrnietum olusatri,NA,NA,29TNG28,,15597,0,Moaña,,ATL_COAST,N_DUNES,100,,0,25,2333a,"Amigo Vázquez, J. & Romero Buján, M.I.",1997,'Comportamiento fitosociológico de Smyrnium olusatrum L. en el noroeste ibérico'.,"Lazaroa, 18: 153-164.",No forest,-8.67613738,42.28873135,3 - UTM10x10 + Elevation,0,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Galio-Alliarietalia,Geo urbani-Alliarion officinalis, V32   ,V39,0
T-P05977,505977,Chelidonio maji-Smyrnietum olusatri,146,15999,29TNG28,,15598,40,"Moaña, Domaio, S. Benito",,ATL_COAST,N_DUNES,95,SW,10,10,2333a,"Amigo Vázquez, J. & Romero Buján, M.I.",1997,'Comportamiento fitosociológico de Smyrnium olusatrum L. en el noroeste ibérico'.,"Lazaroa, 18: 153-164.",No forest,-8.722652234,42.29361361,3 - UTM10x10 + Elevation,40,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Galio-Alliarietalia,Geo urbani-Alliarion officinalis, V39   ,V39,7
T-P05978,505978,Chelidonio maji-Smyrnietum olusatri,142,16271,29TNG38,,15599,40,"Soutomaior, Arcade",,ATL_COAST,N_DUNES,95,,0,4,2333a,"Amigo Vázquez, J. & Romero Buján, M.I.",1997,'Comportamiento fitosociológico de Smyrnium olusatrum L. en el noroeste ibérico'.,"Lazaroa, 18: 153-164.",No forest,-8.581121353,42.3384208,3 - UTM10x10 + Elevation,40,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Galio-Alliarietalia,Geo urbani-Alliarion officinalis, V32   ,V39,0
T-P06541,506541,Geranietum robertiano-lucidi,118,9061,30TWN52,30TWN5624,15614,510,Santa Cruz de Campezo,,ATL_COAST,N_DUNES,NA,,NA,5,2391a,"Loidi, J., Berastegi, A., Biurrun, I., García-Mijangos, I. & Herrera, M.",1995,Data on Artemisietea vulgaris in the Basque country.," Botanica Helvetica, 105: 165-185.",No forest,-2.309589955,42.67053712,2 - UTM1x1 + Centroid,510,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Galio-Alliarietalia,Geo urbani-Alliarion officinalis, V39   ,V39,7
T-P06542,506542,Geranietum robertiano-lucidi,118,9061,30TWN52,30TWN5624,15615,500,Santa Cruz de Campezo,,ATL_COAST,N_DUNES,NA,,NA,10,2391a,"Loidi, J., Berastegi, A., Biurrun, I., García-Mijangos, I. & Herrera, M.",1995,Data on Artemisietea vulgaris in the Basque country.," Botanica Helvetica, 105: 165-185.",No forest,-2.309589955,42.67053712,2 - UTM1x1 + Centroid,500,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Galio-Alliarietalia,Geo urbani-Alliarion officinalis, V39   ,V39,7
T-P06543,506543,Geranietum robertiano-lucidi,109,12752,30TWN94,30TWN9243,15610,850,"Pto. Ulzurrun, Ollo",,ATL_COAST,N_DUNES,NA,,NA,6,2391a,"Loidi, J., Berastegi, A., Biurrun, I., García-Mijangos, I. & Herrera, M.",1995,Data on Artemisietea vulgaris in the Basque country.," Botanica Helvetica, 105: 165-185.",No forest,-1.86232006,42.83806942,1 - UTM1x1 + Elevation,850,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Galio-Alliarietalia,Geo urbani-Alliarion officinalis, V39   ,V39,7
T-P06544,506544,Geranietum robertiano-lucidi,112,9737,30TWN73,30TWN7036,15617,560,"Zudaire, Amescoa Baja",,ATL_COAST,N_DUNES,NA,,NA,2,2391a,"Loidi, J., Berastegi, A., Biurrun, I., García-Mijangos, I. & Herrera, M.",1995,Data on Artemisietea vulgaris in the Basque country.," Botanica Helvetica, 105: 165-185.",No forest,-2.137259703,42.77743413,2 - UTM1x1 + Centroid,560,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Galio-Alliarietalia,Geo urbani-Alliarion officinalis, V39   ,V39,7
T-P06545,506545,Geranietum robertiano-lucidi,136,14544,30TWP10,30TWP1505,15618,20,"Bakio, barranco del Infierno",,ATL_COAST,N_DUNES,NA,,NA,3,2391a,"Loidi, J., Berastegi, A., Biurrun, I., García-Mijangos, I. & Herrera, M.",1995,Data on Artemisietea vulgaris in the Basque country.," Botanica Helvetica, 105: 165-185.",No forest,-2.807669055,43.40186354,2 - UTM1x1 + Centroid,20,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Galio-Alliarietalia,Geo urbani-Alliarion officinalis, R55   ,V39,0
T-P06546,506546,Geranietum robertiano-lucidi,139,14910,30TVP50,30TVP5600,15619,50,Secadura,,ATL_COAST,N_DUNES,NA,,NA,6,2391a,"Loidi, J., Berastegi, A., Biurrun, I., García-Mijangos, I. & Herrera, M.",1995,Data on Artemisietea vulgaris in the Basque country.," Botanica Helvetica, 105: 165-185.",No forest,-3.530960773,43.35757123,1 - UTM1x1 + Elevation,50,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Galio-Alliarietalia,Geo urbani-Alliarion officinalis, R55   ,V39,0
T-P06547,506547,Geranietum robertiano-lucidi,117,13949,30TWN95,30TWN9558,15620,600,"Udabe, Basaburua Mayor",,ATL_COAST,N_DUNES,NA,,NA,10,2391a,"Loidi, J., Berastegi, A., Biurrun, I., García-Mijangos, I. & Herrera, M.",1995,Data on Artemisietea vulgaris in the Basque country.," Botanica Helvetica, 105: 165-185.",No forest,-1.823085561,42.97094829,1 - UTM1x1 + Elevation,600,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Galio-Alliarietalia,Geo urbani-Alliarion officinalis, V39   ,V39,7
T-P06548,506548,Geranietum robertiano-lucidi,108,7945,30TVN84,30TVN8144,15621,750,"Valderejo, defiladero del rio Puron",,ATL_COAST,N_DUNES,NA,,NA,8,2391a,"Loidi, J., Berastegi, A., Biurrun, I., García-Mijangos, I. & Herrera, M.",1995,Data on Artemisietea vulgaris in the Basque country.," Botanica Helvetica, 105: 165-185.",No forest,-3.227958271,42.84889796,1 - UTM1x1 + Elevation,750,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Galio-Alliarietalia,Geo urbani-Alliarion officinalis, V39   ,V39,7
T-P06549,506549,Geranietum robertiano-lucidi,102,8276,30TVN84,30TVN8442,15622,900,Villafria de S. Zadornil,,ATL_COAST,N_DUNES,NA,,NA,10,2391a,"Loidi, J., Berastegi, A., Biurrun, I., García-Mijangos, I. & Herrera, M.",1995,Data on Artemisietea vulgaris in the Basque country.," Botanica Helvetica, 105: 165-185.",No forest,-3.188756175,42.83636183,1 - UTM1x1 + Elevation,900,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Galio-Alliarietalia,Geo urbani-Alliarion officinalis, V39   ,V39,7
T-P06550,506550,Geranietum robertiano-lucidi,112,10196,30TWN43,30TWN4633,15623,690,Cicujano,,ATL_COAST,N_DUNES,NA,,NA,3,2391a,"Loidi, J., Berastegi, A., Biurrun, I., García-Mijangos, I. & Herrera, M.",1995,Data on Artemisietea vulgaris in the Basque country.," Botanica Helvetica, 105: 165-185.",No forest,-2.435767676,42.75227771,1 - UTM1x1 + Elevation,690,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Galio-Alliarietalia,Geo urbani-Alliarion officinalis, V39   ,V39,7
T-P06551,506551,Geranietum robertiano-lucidi,141,12417,30TWN09,,15624,10,"Arroyo Gobelas, Neguri",,ATL_COAST,N_DUNES,NA,,NA,5,2391a,"Loidi, J., Berastegi, A., Biurrun, I., García-Mijangos, I. & Herrera, M.",1995,Data on Artemisietea vulgaris in the Basque country.," Botanica Helvetica, 105: 165-185.",No forest,-2.933749119,43.29575251,3 - UTM10x10 + Elevation,10,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Galio-Alliarietalia,Geo urbani-Alliarion officinalis, R55   ,V39,0
T-P06552,506552,Geranietum robertiano-lucidi,108,7945,30TVN84,30TVN8144,15625,760,"Ribera, Valderejo",,ATL_COAST,N_DUNES,NA,,NA,8,2391a,"Loidi, J., Berastegi, A., Biurrun, I., García-Mijangos, I. & Herrera, M.",1995,Data on Artemisietea vulgaris in the Basque country.," Botanica Helvetica, 105: 165-185.",No forest,-3.227958271,42.84889796,1 - UTM1x1 + Elevation,760,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Galio-Alliarietalia,Geo urbani-Alliarion officinalis, V39   ,V39,7
T-P06554,506554,Geranietum robertiano-lucidi,108,15547,30TWN45,30TWN4958,15626,740,"Aranzazu, Oñate",,ATL_COAST,N_DUNES,NA,,NA,6,2391b,"Loidi, J., Berastegi, A., Biurrun, I., García-Mijangos, I. & Herrera, M.",1995,Data on Artemisietea vulgaris in the Basque country.," Botanica Helvetica, 105: 165-185.",No forest,-2.39447045,42.97719846,1 - UTM1x1 + Elevation,740,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Galio-Alliarietalia,Geo urbani-Alliarion officinalis, R     ,V39,0
T-P06555,506555,Geranietum robertiano-lucidi,123,19483,30TWN98,30TWN9084,15627,180,Arano-Goizueta,,ATL_COAST,N_DUNES,NA,,NA,4,2391b,"Loidi, J., Berastegi, A., Biurrun, I., García-Mijangos, I. & Herrera, M.",1995,Data on Artemisietea vulgaris in the Basque country.," Botanica Helvetica, 105: 165-185.",No forest,-1.882625593,43.20386979,1 - UTM1x1 + Elevation,180,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Galio-Alliarietalia,Geo urbani-Alliarion officinalis, R57   ,V39,0
T-P06556,506556,Geranietum robertiano-lucidi,103,16170,30TWN55,30TWN5058,15628,870,"hacia Urbia, Oñate",,ATL_COAST,N_DUNES,NA,,NA,3,2391b,"Loidi, J., Berastegi, A., Biurrun, I., García-Mijangos, I. & Herrera, M.",1995,Data on Artemisietea vulgaris in the Basque country.," Botanica Helvetica, 105: 165-185.",No forest,-2.384677651,42.97534521,1 - UTM1x1 + Elevation,870,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Galio-Alliarietalia,Geo urbani-Alliarion officinalis, R55   ,V39,0
T-P06557,506557,Geranietum robertiano-lucidi,85,14514,30TWN55,30TWN5356,15629,1150,"Urbia, Segura",,ATL_COAST,N_DUNES,NA,,NA,6,2391b,"Loidi, J., Berastegi, A., Biurrun, I., García-Mijangos, I. & Herrera, M.",1995,Data on Artemisietea vulgaris in the Basque country.," Botanica Helvetica, 105: 165-185.",No forest,-2.343117619,42.96250711,1 - UTM1x1 + Elevation,1150,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Galio-Alliarietalia,Geo urbani-Alliarion officinalis, R57   ,V39,0
T-P06558,506558,Geranietum robertiano-lucidi,96,14482,30TWN45,30TWN4959,15630,960,"Duru, Aranzazu (Oñate)",,ATL_COAST,N_DUNES,NA,,NA,5,2391b,"Loidi, J., Berastegi, A., Biurrun, I., García-Mijangos, I. & Herrera, M.",1995,Data on Artemisietea vulgaris in the Basque country.," Botanica Helvetica, 105: 165-185.",No forest,-2.391946774,42.98438914,1 - UTM1x1 + Elevation,960,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Galio-Alliarietalia,Geo urbani-Alliarion officinalis, V     ,V39,0
T-P06559,506559,Galio aparines-Anthriscetum sylvestris,120,8758,30TWN52,30TWN5725,15631,500,"Zuñiga, Santa Cruz de Campezo",,ATL_COAST,N_DUNES,NA,,NA,50,2392,"Loidi, J., Berastegi, A., Biurrun, I., García-Mijangos, I. & Herrera, M.",1995,Data on Artemisietea vulgaris in the Basque country.," Botanica Helvetica, 105: 165-185.",No forest,-2.29976708,42.67948279,2 - UTM1x1 + Centroid,500,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Circaeo lutetianae-Stachyetalia sylvaticae,Aegopodion podagrariae, R     ,V39,0
T-P06560,506560,Galio aparines-Anthriscetum sylvestris,110,12690,30TWN94,30TWN9243,15632,790,"Ulzurrun, Ollo",,ATL_COAST,N_DUNES,NA,,NA,50,2392,"Loidi, J., Berastegi, A., Biurrun, I., García-Mijangos, I. & Herrera, M.",1995,Data on Artemisietea vulgaris in the Basque country.," Botanica Helvetica, 105: 165-185.",No forest,-1.864766898,42.8380937,1 - UTM1x1 + Elevation,790,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Circaeo lutetianae-Stachyetalia sylvaticae,Aegopodion podagrariae, V39   ,V39,7
T-P06561,506561,Galio aparines-Anthriscetum sylvestris,111,13003,30TWN94,30TWN9243,15633,800,"Ulzurrun, Ollo",,ATL_COAST,N_DUNES,NA,,NA,40,2392,"Loidi, J., Berastegi, A., Biurrun, I., García-Mijangos, I. & Herrera, M.",1995,Data on Artemisietea vulgaris in the Basque country.," Botanica Helvetica, 105: 165-185.",No forest,-1.872172932,42.83456481,1 - UTM1x1 + Elevation,800,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Circaeo lutetianae-Stachyetalia sylvaticae,Aegopodion podagrariae, V39   ,V39,7
T-P06562,506562,Galio aparines-Anthriscetum sylvestris,108,11920,30TWN63,30TWN6036,15634,750,Larraona,,ATL_COAST,N_DUNES,NA,,NA,30,2392,"Loidi, J., Berastegi, A., Biurrun, I., García-Mijangos, I. & Herrera, M.",1995,Data on Artemisietea vulgaris in the Basque country.," Botanica Helvetica, 105: 165-185.",No forest,-2.254605553,42.77825809,1 - UTM1x1 + Elevation,750,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Circaeo lutetianae-Stachyetalia sylvaticae,Aegopodion podagrariae, V39   ,V39,7
T-P06563,506563,Galio aparines-Anthriscetum sylvestris,114,10709,30TWN54,30TWN5044,15635,570,Agurain,,ATL_COAST,N_DUNES,NA,,NA,30,2392,"Loidi, J., Berastegi, A., Biurrun, I., García-Mijangos, I. & Herrera, M.",1995,Data on Artemisietea vulgaris in the Basque country.," Botanica Helvetica, 105: 165-185.",No forest,-2.381017305,42.85105387,2 - UTM1x1 + Centroid,570,Yes,ANTHROPOGENIC VEGETATION,Epilobietea angustifolii,Circaeo lutetianae-Stachyetalia sylvaticae,Aegopodion podagrariae, V     ,V39,0
