"","Relevé.number","SIVIMID","Original.Taxon","Analysis.Names","Cover","Cover.percent"
"7743",505087,"T-P05087","Matthiola incana","Matthiola incana","1",5
"7744",505087,"T-P05087","Parietaria judaica","Parietaria judaica","+",1
"7745",505087,"T-P05087","Plantago lanceolata","Plantago lanceolata","+",1
"7746",505087,"T-P05087","Plantago maritima","Plantago maritima","+",1
"7747",505087,"T-P05087","Raphanus raphanistrum subsp. maritimus","Raphanus raphanistrum","1",5
"7748",505088,"T-P05088","Brassica oleracea","Brassica oleracea","2",15
"7749",505088,"T-P05088","Dactylis glomerata","Dactylis glomerata","1",5
"7750",505088,"T-P05088","Dianthus hyssopifolius","Dianthus hyssopifolius","+",1
"7751",505088,"T-P05088","Festuca rubra subsp. pruinosa","Festuca pruinosa","1",5
"7752",505088,"T-P05088","Helichrysum stoechas","Helichrysum stoechas","+",1
"7753",505088,"T-P05088","Leucanthemum crassifolium","Leucanthemum ircutianum","1",5
"7754",505088,"T-P05088","Matthiola incana","Matthiola incana","1",5
"7755",505088,"T-P05088","Plantago lanceolata","Plantago lanceolata","1",5
"7756",505088,"T-P05088","Reichardia picroides","Reichardia picroides","1",5
"7757",505088,"T-P05088","Silene nutans","Silene nutans","1",5
"7758",505089,"T-P05089","Brachypodium rupestre","Brachypodium rupestre","1",5
"7759",505089,"T-P05089","Brassica oleracea","Brassica oleracea","3",37.5
"7760",505089,"T-P05089","Dactylis glomerata","Dactylis glomerata","1",5
"7761",505089,"T-P05089","Daucus carota subsp. gummifer","Daucus carota","3",37.5
"7762",505089,"T-P05089","Echium vulgare","Echium vulgare","1",5
"7763",505089,"T-P05089","Helichrysum stoechas","Helichrysum stoechas","+",1
"7764",505089,"T-P05089","Leucanthemum crassifolium","Leucanthemum ircutianum","2",15
"7765",505089,"T-P05089","Raphanus raphanistrum subsp. maritimus","Raphanus raphanistrum","+",1
"7766",505089,"T-P05089","Senecio vulgaris","Senecio vulgaris","+",1
"7767",505089,"T-P05089","Silene nutans","Silene nutans","+",1
"7768",505089,"T-P05089","Sonchus oleraceus","Sonchus oleraceus","+",1
"7769",505089,"T-P05089","Stellaria media","Stellaria media","1",5
"7770",505090,"T-P05090","Brassica oleracea","Brassica oleracea","2",15
"7771",505090,"T-P05090","Dactylis glomerata","Dactylis glomerata","+",1
"7772",505090,"T-P05090","Daucus carota subsp. gummifer","Daucus carota","1",5
"7773",505090,"T-P05090","Festuca rubra subsp. pruinosa","Festuca pruinosa","1",5
"7774",505090,"T-P05090","Helichrysum stoechas","Helichrysum stoechas","+",1
"7775",505090,"T-P05090","Leucanthemum crassifolium","Leucanthemum ircutianum","1",5
"7776",505090,"T-P05090","Parietaria judaica","Parietaria judaica","+",1
"7777",505090,"T-P05090","Raphanus raphanistrum subsp. maritimus","Raphanus raphanistrum","1",5
"7778",505090,"T-P05090","Sonchus oleraceus","Sonchus oleraceus","1",5
"7779",505095,"T-P05095","Cakile maritima subsp. integrifolia","Cakile maritima","1",5
"7780",505095,"T-P05095","Euphorbia paralias","Euphorbia paralias","+",1
"7781",505095,"T-P05095","Oenothera biennis","Oenothera biennis","+",1
"7782",505095,"T-P05095","Raphanus raphanistrum subsp. maritimus","Raphanus raphanistrum","+",1
"7783",505095,"T-P05095","Salsola kali","Salsola kali","2",15
"7784",505095,"T-P05095","Matricaria maritima","Tripleurospermum inodorum","+",1
"7785",505098,"T-P05098","Atriplex prostrata","Atriplex prostrata","+",1
"7786",505098,"T-P05098","Beta maritima","Beta vulgaris","1",5
"7787",505098,"T-P05098","Cakile maritima subsp. integrifolia","Cakile maritima","2",15
"7788",505098,"T-P05098","Salsola kali","Salsola kali","+",1
"7789",505099,"T-P05099","Atriplex prostrata","Atriplex prostrata","1",5
"7790",505099,"T-P05099","Beta maritima","Beta vulgaris","+",1
"7791",505099,"T-P05099","Elymus pycnanthus","Elytrigia atherica","+",1
"7792",505099,"T-P05099","Halimione portulacoides","Halimione portulacoides","+",1
"7793",505099,"T-P05099","Linaria maritima","Linaria supina","+",1
"7794",505099,"T-P05099","Raphanus raphanistrum subsp. maritimus","Raphanus raphanistrum","1",5
"7795",505099,"T-P05099","Salsola kali","Salsola kali","3",37.5
"7796",505099,"T-P05099","Stenotaphrum secundatum","Stenotaphrum secundatum","+",1
"7797",505100,"T-P05100","Ambrosia artemisiifolia","Ambrosia artemisiifolia","1",5
"7798",505100,"T-P05100","Bromus rigidus","Anisantha rigida","+",1
"7799",505100,"T-P05100","Atriplex prostrata","Atriplex prostrata","1",5
"7800",505100,"T-P05100","Beta maritima","Beta vulgaris","+",1
"7801",505100,"T-P05100","Cakile maritima","Cakile maritima","1",5
"7802",505100,"T-P05100","Calystegia soldanella","Calystegia soldanella","+",1
"7803",505100,"T-P05100","Carex arenaria","Carex arenaria","1",5
"7804",505100,"T-P05100","Elymus pycnanthus","Elytrigia atherica","3",37.5
"7805",505100,"T-P05100","Eryngium maritimum","Eryngium maritimum","+",1
"7806",505100,"T-P05100","Euphorbia paralias","Euphorbia paralias","+",1
"7807",505100,"T-P05100","Polygonum maritimum","Polygonum maritimum","1",5
"7808",505100,"T-P05100","Raphanus raphanistrum subsp. maritimus","Raphanus raphanistrum","1",5
"7809",505100,"T-P05100","Salsola kali","Salsola kali","+",1
"7810",505100,"T-P05100","Solanum nigrum","Solanum nigrum","+",1
"7811",505100,"T-P05100","Sonchus oleraceus","Sonchus oleraceus","1",5
"7812",505101,"T-P05101","Ambrosia artemisiifolia","Ambrosia artemisiifolia","2",15
"7813",505101,"T-P05101","Bromus rigidus","Anisantha rigida","1",5
"7814",505101,"T-P05101","Avena sativa","Avena sativa","1",5
"7815",505101,"T-P05101","Carex arenaria","Carex arenaria","+",1
"7816",505101,"T-P05101","Chenopodium album","Chenopodium album","1",5
"7817",505101,"T-P05101","Elymus pycnanthus","Elytrigia atherica","2",15
"7818",505101,"T-P05101","Ononis ramosissima","Ononis natrix","+",1
"7819",505101,"T-P05101","Plantago coronopus","Plantago coronopus","+",1
"7820",505101,"T-P05101","Plantago lanceolata","Plantago lanceolata","1",5
"7821",505101,"T-P05101","Raphanus raphanistrum subsp. maritimus","Raphanus raphanistrum","1",5
"7822",505110,"T-P05110","Ammophila australis","Ammophila arenaria","5",87.5
"7823",505110,"T-P05110","Calystegia soldanella","Calystegia soldanella","3",37.5
"7824",505110,"T-P05110","Euphorbia paralias","Euphorbia paralias","1",5
"7825",505110,"T-P05110","Festuca juncifolia","Festuca juncifolia","3",37.5
"7826",505110,"T-P05110","Lagurus ovatus","Lagurus ovatus","+",1
"7827",505110,"T-P05110","Oenothera biennis","Oenothera biennis","+",1
"7828",505133,"T-P05133","Festuca juncifolia","Festuca juncifolia","1",5
"7829",505133,"T-P05133","Helichrysum stoechas","Helichrysum stoechas","2",15
"7830",505133,"T-P05133","Herniaria ciliolata","Herniaria ciliolata","1",5
"7831",505133,"T-P05133","Lagurus ovatus","Lagurus ovatus","2",15
"7832",505133,"T-P05133","Odontites serotina","Odontites vernus","2",15
"7833",505133,"T-P05133","Oenothera biennis","Oenothera biennis","1",5
"7834",505133,"T-P05133","Ononis ramosissima","Ononis natrix","3",37.5
"7835",505133,"T-P05133","Phleum arenarium","Phleum arenarium","1",5
"7836",505133,"T-P05133","Sedum album","Sedum album","1",5
"7837",505138,"T-P05138","Poa annua","Ochlopoa annua","3",37.5
"7838",505138,"T-P05138","Polycarpon tetraphyllum","Polycarpon tetraphyllum","+",1
"7839",505138,"T-P05138","Sagina apetala","Sagina apetala","+",1
"7840",505138,"T-P05138","Sagina maritima","Sagina maritima","2",15
"7841",505138,"T-P05138","Spergularia marina","Spergularia marina","3",37.5
"7842",505138,"T-P05138","Trifolium repens","Trifolium repens","+",1
"7843",505190,"T-P05190","Artemisia vulgaris","Artemisia vulgaris","1",5
"7844",505190,"T-P05190","Bidens aurea","Bidens aureus","+",1
"7845",505190,"T-P05190","Calystegia sepium","Calystegia sepium","1",5
"7846",505190,"T-P05190","Chenopodium album","Chenopodium album","+",1
"7847",505190,"T-P05190","Daucus carota","Daucus carota","1",5
"7848",505190,"T-P05190","Chenopodium ambrosioides","Dysphania ambrosioides","1",5
"7849",505190,"T-P05190","Conyza canadensis","Erigeron canadensis","2",15
"7850",505190,"T-P05190","Foeniculum vulgare","Foeniculum vulgare","4",62.5
"7851",505190,"T-P05190","Picris echioides","Helminthotheca echioides","1",5
"7852",505190,"T-P05190","Lavatera cretica","Malva multiflora","2",15
"7853",505190,"T-P05190","Oenothera biennis","Oenothera biennis","1",5
"7854",505190,"T-P05190","Ononis ramosissima","Ononis natrix","+",1
"7855",505190,"T-P05190","Plantago lanceolata","Plantago lanceolata","+",1
"7856",505190,"T-P05190","Raphanus raphanistrum subsp. maritimus","Raphanus raphanistrum","1",5
"7857",505190,"T-P05190","Rumex conglomeratus","Rumex conglomeratus","+",1
"7858",505190,"T-P05190","Solanum nigrum","Solanum nigrum","+",1
"7859",505190,"T-P05190","Urtica dioica","Urtica dioica","1",5
"7860",505190,"T-P05190","Verbena officinalis","Verbena officinalis","+",1
"7861",505210,"T-P05210","Desmazeria marina","Catapodium marinum","3",37.5
"7862",505210,"T-P05210","Erodium cicutarium","Erodium cicutarium","1",5
"7863",505210,"T-P05210","Minuartia hybrida","Minuartia hybrida","2",15
"7864",505210,"T-P05210","Lophochloa cristata","Rostraria cristata","1",5
"7865",505210,"T-P05210","Sagina apetala","Sagina apetala","1",5
"7866",505210,"T-P05210","Veronica arvensis","Veronica arvensis","1",5
"7867",505246,"T-P05246","Angelica sylvestris","Angelica sylvestris","1",5
"7868",505246,"T-P05246","Anthoxanthum odoratum","Anthoxanthum alpinum","2",15
"7869",505246,"T-P05246","Carex remota","Carex remota","1",5
"7870",505246,"T-P05246","Dactylis glomerata","Dactylis glomerata","1",5
"7871",505246,"T-P05246","Epilobium parviflorum","Epilobium parviflorum","1",5
"7872",505246,"T-P05246","Eupatorium cannabinum","Eupatorium cannabinum","1",5
"7873",505246,"T-P05246","Hypericum tetrapterum","Hypericum tetrapterum","1",5
"7874",505246,"T-P05246","Juncus conglomeratus","Juncus conglomeratus","1",5
"7875",505246,"T-P05246","Juncus effusus","Juncus effusus","2",15
"7876",505246,"T-P05246","Juncus inflexus","Juncus inflexus","1",5
"7877",505246,"T-P05246","Lotus pedunculatus","Lotus pedunculatus","+",1
"7878",505246,"T-P05246","Mentha suaveolens","Mentha suaveolens","2",15
"7879",505246,"T-P05246","Myosotis lamottiana","Myosotis martini","2",15
"7880",505246,"T-P05246","Poa trivialis","Poa trivialis","3",37.5
"7881",505246,"T-P05246","Ranunculus repens","Ranunculus repens","2",15
"7882",505246,"T-P05246","Scrophularia auriculata","Scrophularia auriculata","+",1
"7883",505246,"T-P05246","Stellaria alsine","Stellaria alsine","1",5
"7884",505246,"T-P05246","Veronica montana","Veronica montana","+",1
"7885",505323,"T-P05323","Chamaemelum nobile","Chamaemelum nobile","+",1
"7886",505323,"T-P05323","Lolium perenne","Lolium perenne","3",37.5
"7887",505323,"T-P05323","Poa annua","Ochlopoa annua","1",5
"7888",505323,"T-P05323","Plantago major","Plantago major","3",37.5
"7889",505323,"T-P05323","Polygonum aviculare","Polygonum aviculare","+",1
"7890",505323,"T-P05323","Prunella vulgaris","Prunella vulgaris","+",1
"7891",505323,"T-P05323","Taraxacum officinale","Taraxacum","+",1
"7892",505323,"T-P05323","Trifolium repens","Trifolium repens","1",5
"7893",505324,"T-P05324","Bellis perennis","Bellis perennis","2",15
"7894",505324,"T-P05324","Lolium perenne","Lolium perenne","3",37.5
"7895",505324,"T-P05324","Lotus corniculatus","Lotus corniculatus","+",1
"7896",505324,"T-P05324","Plantago major","Plantago major","3",37.5
"7897",505324,"T-P05324","Plantago media","Plantago media","1",5
"7898",505324,"T-P05324","Ranunculus bulbosus","Ranunculus bulbosus","+",1
"7899",505324,"T-P05324","Trifolium repens","Trifolium repens","1",5
"7900",505332,"T-P05332","Cynodon dactylon","Cynodon dactylon","2",15
"7901",505332,"T-P05332","Ononis ramosissima","Ononis natrix","+",1
"7902",505332,"T-P05332","Plantago coronopus","Plantago coronopus","1",5
"7903",505332,"T-P05332","Plantago lanceolata","Plantago lanceolata","+",1
"7904",505332,"T-P05332","Raphanus raphanistrum subsp. maritimus","Raphanus raphanistrum","1",5
"7905",505332,"T-P05332","Sporobolus indicus","Sporobolus indicus","4",62.5
"7906",505332,"T-P05332","Stenotaphrum secundatum","Stenotaphrum secundatum","+",1
"7907",505333,"T-P05333","Cynodon dactylon","Cynodon dactylon","1",5
"7908",505333,"T-P05333","Hordeum murinum","Hordeum murinum","+",1
"7909",505333,"T-P05333","Lagurus ovatus","Lagurus ovatus","+",1
"7910",505333,"T-P05333","Plantago coronopus","Plantago coronopus","2",15
"7911",505333,"T-P05333","Plantago lanceolata","Plantago lanceolata","1",5
"7912",505333,"T-P05333","Sporobolus indicus","Sporobolus indicus","5",87.5
"7913",505334,"T-P05334","Cynodon dactylon","Cynodon dactylon","2",15
"7914",505334,"T-P05334","Erodium moschatum","Erodium moschatum","+",1
"7915",505334,"T-P05334","Geranium molle","Geranium molle","+",1
"7916",505334,"T-P05334","Lavatera cretica","Malva multiflora","+",1
"7917",505334,"T-P05334","Medicago arabica","Medicago arabica","2",15
"7918",505334,"T-P05334","Plantago coronopus","Plantago coronopus","3",37.5
"7919",505334,"T-P05334","Plantago media","Plantago media","+",1
"7920",505334,"T-P05334","Rumex acetosa","Rumex acetosa","+",1
"7921",505334,"T-P05334","Sporobolus indicus","Sporobolus indicus","3",37.5
"7922",505335,"T-P05335","Convolvulus arvensis","Convolvulus arvensis","1",5
"7923",505335,"T-P05335","Cynodon dactylon","Cynodon dactylon","1",5
"7924",505335,"T-P05335","Herniaria ciliolata","Herniaria ciliolata","1",5
"7925",505335,"T-P05335","Lagurus ovatus","Lagurus ovatus","1",5
"7926",505335,"T-P05335","Medicago lupulina","Medicago lupulina","+",1
"7927",505335,"T-P05335","Ononis ramosissima","Ononis natrix","+",1
"7928",505335,"T-P05335","Plantago coronopus","Plantago coronopus","2",15
"7929",505335,"T-P05335","Ranunculus bulbosus","Ranunculus bulbosus","1",5
"7930",505335,"T-P05335","Sporobolus indicus","Sporobolus indicus","3",37.5
"7931",506540,"T-P06540","Agrostis capillaris","Agrostis capillaris","+",1
"7932",506540,"T-P06540","Alnus glutinosa","Alnus glutinosa","+",1
"7933",506540,"T-P06540","Angelica sylvestris","Angelica sylvestris","4",62.5
"7934",506540,"T-P06540","Calystegia sepium","Calystegia sepium","1",5
"7935",506540,"T-P06540","Carex pendula","Carex pendula","+",1
"7936",506540,"T-P06540","Cyperus eragrostis","Cyperus eragrostis","+",1
"7937",506540,"T-P06540","Dactylis glomerata","Dactylis glomerata","1",5
"7938",506540,"T-P06540","Daucus carota","Daucus carota","+",1
"7939",506540,"T-P06540","Epilobium hirsutum","Epilobium hirsutum","2",15
"7940",506540,"T-P06540","Equisetum arvense","Equisetum arvense","2",15
"7941",506540,"T-P06540","Eupatorium cannabinum","Eupatorium cannabinum","+",1
"7942",506540,"T-P06540","Filipendula ulmaria","Filipendula ulmaria","1",5
"7943",506540,"T-P06540","Galium aparine","Galium aparine","+",1
"7944",506540,"T-P06540","Holcus lanatus","Holcus lanatus","+",1
"7945",506540,"T-P06540","Iris pseudacorus","Iris pseudacorus","+",1
"7946",506540,"T-P06540","Juncus conglomeratus","Juncus conglomeratus","1",5
"7947",506540,"T-P06540","Juncus effusus","Juncus effusus","1",5
"7948",506540,"T-P06540","Lythrum salicaria","Lythrum salicaria","2",15
"7949",506540,"T-P06540","Mentha aquatica","Mentha aquatica","+",1
"7950",506540,"T-P06540","Mentha suaveolens","Mentha suaveolens","1",5
"7951",506540,"T-P06540","Paspalum dilatatum","Paspalum dilatatum","+",1
"7952",506540,"T-P06540","Picris hieracioides","Picris hieracioides","1",5
"7953",506540,"T-P06540","Pulicaria dysenterica","Pulicaria dysenterica","1",5
"7954",506540,"T-P06540","Salix atrocinerea","Salix cinerea subsp. oleifolia","+",1
"7955",506540,"T-P06540","Urtica dioica","Urtica dioica","1",5
"7956",506632,"T-P06632","Anagallis arvensis","Anagallis arvensis","1",5
"7957",506632,"T-P06632","Bromus diandrus","Anisantha diandra","2",15
"7958",506632,"T-P06632","Brachypodium rupestre","Brachypodium rupestre","+",1
"7959",506632,"T-P06632","Desmazeria marina","Catapodium marinum","1",5
"7960",506632,"T-P06632","Crepis haenseleri","Crepis vesicaria","+",1
"7961",506632,"T-P06632","Daucus gummifer","Daucus carota","1",5
"7962",506632,"T-P06632","Euphorbia portlandica","Euphorbia portlandica","1",5
"7963",506632,"T-P06632","Festuca pruinosa","Festuca pruinosa","1",5
"7964",506632,"T-P06632","Galactites tomentosa","Galactites tomentosus","+",1
"7965",506632,"T-P06632","Geranium dissectum","Geranium dissectum","+",1
"7966",506632,"T-P06632","Picris echioides","Helminthotheca echioides","+",1
"7967",506632,"T-P06632","Lotus corniculatus","Lotus corniculatus","+",1
"7968",506632,"T-P06632","Lavatera cretica","Malva multiflora","+",1
"7969",506632,"T-P06632","Matthiola incana","Matthiola incana","+",1
"7970",506632,"T-P06632","Medicago lupulina","Medicago lupulina","+",1
"7971",506632,"T-P06632","Poa annua","Ochlopoa annua","2",15
"7972",506632,"T-P06632","Parietaria judaica","Parietaria judaica","1",5
"7973",506632,"T-P06632","Phalaris canariensis","Phalaris brachystachys","+",1
"7974",506632,"T-P06632","Plantago maritima","Plantago maritima","+",1
"7975",506632,"T-P06632","Raphanus maritimus","Raphanus raphanistrum","3",37.5
"7976",506632,"T-P06632","Rumex acetosa","Rumex acetosa","2",15
"7977",506632,"T-P06632","Rumex obtusifolius","Rumex obtusifolius","+",1
"7978",506632,"T-P06632","Sinapis arvensis","Sinapis arvensis","+",1
"7979",506632,"T-P06632","Sonchus oleraceus","Sonchus oleraceus","1",5
"7980",506633,"T-P06633","Artemisia vulgaris","Artemisia vulgaris","2",15
"7981",506633,"T-P06633","Atriplex prostrata","Atriplex prostrata","+",1
"7982",506633,"T-P06633","Calystegia sepium","Calystegia sepium","+",1
"7983",506633,"T-P06633","Chenopodium album","Chenopodium album","2",15
"7984",506633,"T-P06633","Chenopodium ambrosioides","Dysphania ambrosioides","+",1
"7985",506633,"T-P06633","Elymus pycnanthus","Elytrigia atherica","1",5
"7986",506633,"T-P06633","Conyza canadensis","Erigeron canadensis","1",5
"7987",506633,"T-P06633","Foeniculum vulgare","Foeniculum vulgare","1",5
"7988",506633,"T-P06633","Oenothera biennis","Oenothera biennis","+",1
"7989",506633,"T-P06633","Ononis ramosissima","Ononis natrix","+",1
"7990",506633,"T-P06633","Polygonum persicaria","Persicaria maculosa","+",1
"7991",506633,"T-P06633","Polygonum arenastrum","Polygonum aviculare","+",1
"7992",506633,"T-P06633","Raphanus maritimus","Raphanus raphanistrum","3",37.5
"7993",506633,"T-P06633","Salsola kali","Salsola kali","+",1
"7994",506633,"T-P06633","Urtica dioica","Urtica dioica","1",5
"7995",506634,"T-P06634","Anagallis arvensis","Anagallis arvensis","+",1
"7996",506634,"T-P06634","Bromus diandrus","Anisantha diandra","1",5
"7997",506634,"T-P06634","Atriplex prostrata","Atriplex prostrata","2",15
"7998",506634,"T-P06634","Avena barbata","Avena barbata","+",1
"7999",506634,"T-P06634","Beta maritima","Beta vulgaris","2",15
"8000",506634,"T-P06634","Desmazeria marina","Catapodium marinum","+",1
"8001",506634,"T-P06634","Cynosurus echinatus","Cynosurus echinatus","1",5
"8002",506634,"T-P06634","Dactylis marina","Dactylis glomerata","+",1
"8003",506634,"T-P06634","Daucus gummifer","Daucus carota","2",15
"8004",506634,"T-P06634","Festuca pruinosa","Festuca pruinosa","1",5
"8005",506634,"T-P06634","Picris echioides","Helminthotheca echioides","1",5
"8006",506634,"T-P06634","Hordeum murinum","Hordeum murinum","1",5
"8007",506634,"T-P06634","Leontodon taraxacoides","Leontodon saxatilis ","+",1
"8008",506634,"T-P06634","Limonium binervosum","Limonium binervosum","+",1
"8009",506634,"T-P06634","Lotus corniculatus","Lotus corniculatus","+",1
"8010",506634,"T-P06634","Matthiola incana","Matthiola incana","1",5
"8011",506634,"T-P06634","Ononis repens","Ononis spinosa","+",1
"8012",506634,"T-P06634","Parietaria judaica","Parietaria judaica","+",1
"8013",506634,"T-P06634","Plantago coronopus","Plantago coronopus","1",5
"8014",506634,"T-P06634","Plantago lanceolata","Plantago lanceolata","+",1
"8015",506634,"T-P06634","Raphanus maritimus","Raphanus raphanistrum","3",37.5
"8016",506634,"T-P06634","Trifolium pratense","Trifolium pratense","+",1
"8017",506635,"T-P06635","Anagallis arvensis","Anagallis arvensis","1",5
"8018",506635,"T-P06635","Atriplex prostrata","Atriplex prostrata","+",1
"8019",506635,"T-P06635","Avena sterilis","Avena sterilis","1",5
"8020",506635,"T-P06635","Beta maritima","Beta vulgaris","2",15
"8021",506635,"T-P06635","Blackstonia perfoliata","Blackstonia perfoliata","+",1
"8022",506635,"T-P06635","Calystegia sepium","Calystegia sepium","1",5
"8023",506635,"T-P06635","Dactylis glomerata","Dactylis glomerata","1",5
"8024",506635,"T-P06635","Daucus gummifer","Daucus carota","1",5
"8025",506635,"T-P06635","Dipsacus fullonum","Dipsacus fullonum","+",1
"8026",506635,"T-P06635","Elymus pycnanthus","Elytrigia atherica","1",5
"8027",506635,"T-P06635","Conyza canadensis","Erigeron canadensis","+",1
"8028",506635,"T-P06635","Picris echioides","Helminthotheca echioides","2",15
"8029",506635,"T-P06635","Hordeum murinum","Hordeum murinum","+",1
"8030",506635,"T-P06635","Dorycnium rectum","Lotus pedunculatus","2",15
"8031",506635,"T-P06635","Pulicaria dysenterica","Pulicaria dysenterica","+",1
"8032",506635,"T-P06635","Raphanus maritimus","Raphanus raphanistrum","4",62.5
"8033",506635,"T-P06635","Reichardia picroides","Reichardia picroides","+",1
"8034",506635,"T-P06635","Scorpiurus muricatus","Scorpiurus muricatus","+",1
"8035",506635,"T-P06635","Sonchus oleraceus","Sonchus oleraceus","+",1
"8036",506636,"T-P06636","Anagallis arvensis","Anagallis arvensis","1",5
"8037",506636,"T-P06636","Atriplex patula","Atriplex patula","+",1
"8038",506636,"T-P06636","Avena sterilis","Avena sterilis","1",5
"8039",506636,"T-P06636","Beta maritima","Beta vulgaris","2",15
"8040",506636,"T-P06636","Blackstonia perfoliata","Blackstonia perfoliata","+",1
"8041",506636,"T-P06636","Calystegia sepium","Calystegia sepium","1",5
"8042",506636,"T-P06636","Dactylis glomerata","Dactylis glomerata","1",5
"8043",506636,"T-P06636","Daucus gummifer","Daucus carota","1",5
"8044",506636,"T-P06636","Dipsacus fullonum","Dipsacus fullonum","+",1
"8045",506636,"T-P06636","Elymus caninus","Elymus caninus","1",5
"8046",506636,"T-P06636","Conyza canadensis","Erigeron canadensis","+",1
"8047",506636,"T-P06636","Picris echioides","Helminthotheca echioides","2",15
"8048",506636,"T-P06636","Hordeum murinum","Hordeum murinum","+",1
"8049",506636,"T-P06636","Dorycnium rectum","Lotus pedunculatus","2",15
"8050",506636,"T-P06636","Pulicaria dysenterica","Pulicaria dysenterica","+",1
"8051",506636,"T-P06636","Raphanus maritimus","Raphanus raphanistrum","4",62.5
"8052",506636,"T-P06636","Reichardia picroides","Reichardia picroides","+",1
"8053",506636,"T-P06636","Sonchus oleraceus","Sonchus oleraceus","+",1
"8054",506637,"T-P06637","Atriplex prostrata","Atriplex prostrata","+",1
"8055",506637,"T-P06637","Crithmum maritimum","Crithmum maritimum","+",1
"8056",506637,"T-P06637","Dactylis glomerata","Dactylis glomerata","+",1
"8057",506637,"T-P06637","Daucus carota","Daucus carota","+",1
"8058",506637,"T-P06637","Elymus pycnanthus","Elytrigia atherica","3",37.5
"8059",506637,"T-P06637","Conyza canadensis","Erigeron canadensis","+",1
"8060",506637,"T-P06637","Euphorbia portlandica","Euphorbia portlandica","+",1
"8061",506637,"T-P06637","Lagurus ovatus","Lagurus ovatus","1",5
"8062",506637,"T-P06637","Lobularia maritima","Lobularia maritima","+",1
"8063",506637,"T-P06637","Lolium perenne","Lolium perenne","1",5
"8064",506637,"T-P06637","Mentha suaveolens","Mentha suaveolens","1",5
"8065",506637,"T-P06637","Parietaria judaica","Parietaria judaica","1",5
"8066",506637,"T-P06637","Paspalum dilatatum","Paspalum dilatatum","+",1
"8067",506637,"T-P06637","Paspalum paspalodes","Paspalum distichum","1",5
"8068",506637,"T-P06637","Plantago lanceolata","Plantago lanceolata","+",1
"8069",506637,"T-P06637","Raphanus maritimus","Raphanus raphanistrum","2",15
"8070",506637,"T-P06637","Solanum nigrum","Solanum nigrum","+",1
"8071",506637,"T-P06637","Sporobolus indicus","Sporobolus indicus","1",5
"8072",506637,"T-P06637","Stenotaphrum secundatum","Stenotaphrum secundatum","1",5
"8073",506637,"T-P06637","Aster squamatus","Symphyotrichum squamatum","+",1
"8074",506638,"T-P06638","Bromus diandrus","Anisantha diandra","1",5
"8075",506638,"T-P06638","Atriplex prostrata","Atriplex prostrata","1",5
"8076",506638,"T-P06638","Beta maritima","Beta vulgaris","1",5
"8077",506638,"T-P06638","Cakile maritima","Cakile maritima","+",1
"8078",506638,"T-P06638","Calystegia sepium","Calystegia sepium","2",15
"8079",506638,"T-P06638","Crithmum maritimum","Crithmum maritimum","3",37.5
"8080",506638,"T-P06638","Dactylis glomerata","Dactylis glomerata","1",5
"8081",506638,"T-P06638","Daucus gummifer","Daucus carota","1",5
"8082",506638,"T-P06638","Echium vulgare","Echium vulgare","+",1
"8083",506638,"T-P06638","Elymus pycnanthus","Elytrigia atherica","+",1
"8084",506638,"T-P06638","Festuca pruinosa","Festuca pruinosa","+",1
"8085",506638,"T-P06638","Picris echioides","Helminthotheca echioides","2",15
"8086",506638,"T-P06638","Holcus lanatus","Holcus lanatus","1",5
"8087",506638,"T-P06638","Hordeum leporinum","Hordeum murinum","+",1
"8088",506638,"T-P06638","Hypochoeris radicata","Hypochaeris radicata","+",1
"8089",506638,"T-P06638","Lavatera cretica","Malva multiflora","1",5
"8090",506638,"T-P06638","Oxalis latifolia","Oxalis latifolia","+",1
"8091",506638,"T-P06638","Parietaria judaica","Parietaria judaica","1",5
"8092",506638,"T-P06638","Paspalum paspalodes","Paspalum distichum","1",5
"8093",506638,"T-P06638","Paspalum vaginatum","Paspalum vaginatum","2",15
"8094",506638,"T-P06638","Plantago coronopus","Plantago coronopus","+",1
"8095",506638,"T-P06638","Plantago lanceolata","Plantago lanceolata","+",1
"8096",506638,"T-P06638","Poa trivialis","Poa trivialis","+",1
"8097",506638,"T-P06638","Raphanus maritimus","Raphanus raphanistrum","2",15
"8098",506638,"T-P06638","Rumex obtusifolius","Rumex obtusifolius","1",5
"8099",506638,"T-P06638","Sanguisorba minor","Sanguisorba minor","+",1
"8100",506638,"T-P06638","Aster squamatus","Symphyotrichum squamatum","1",5
"8101",506639,"T-P06639","Baccharis halimifolia","Baccharis halimifolia","+",1
"8102",506639,"T-P06639","Carex otrubae","Carex cuprina","+",1
"8103",506639,"T-P06639","Crithmum maritimum","Crithmum maritimum","1",5
"8104",506639,"T-P06639","Daucus carota","Daucus carota","+",1
"8105",506639,"T-P06639","Elymus pycnanthus","Elytrigia atherica","1",5
"8106",506639,"T-P06639","Conyza canadensis","Erigeron canadensis","1",5
"8107",506639,"T-P06639","Euphorbia portlandica","Euphorbia portlandica","+",1
"8108",506639,"T-P06639","Mentha suaveolens","Mentha suaveolens","+",1
"8109",506639,"T-P06639","Oenothera erythrosepala","Oenothera glazioviana","+",1
"8110",506639,"T-P06639","Pancratium maritimum","Pancratium maritimum","1",5
"8111",506639,"T-P06639","Parietaria judaica","Parietaria judaica","2",15
"8112",506639,"T-P06639","Paspalum vaginatum","Paspalum vaginatum","1",5
