"","SIVIMID","X","Sintaxon","Relevé.number","Revised.alliance","EUNIS2020","Aspect","Slope","Area","Year","DEG_LON","DEG_LAT","Accuracy","Elevation","Alliance","Class","Semisupervised","Revised.class"
"209","T-P05134",1428,"Polygono arenastri-Matricarietum matricarioidis",2010,"Saginion procumbentis","V35","",NA,1,"1995",-3.594302608,43.27261673,"1 - UTM1x1 + Elevation",150,"Polygono-Coronopodion","Polygono-Poetea annuae",0,"Polygono-Poetea annuae"
"210","T-P05135",1429,"Polygono arenastri-Matricarietum matricarioidis",2011,"Polygono-Coronopodion","V35","",NA,2,"1995",-3.470367587,43.18134543,"1 - UTM1x1 + Elevation",600,"Polygono-Coronopodion","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"211","T-P05136",1430,"Polygono arenastri-Matricarietum matricarioidis",2012,"Polygono-Coronopodion","V35","",NA,1,"1995",-3.4706028,43.21196065,"1 - UTM1x1 + Elevation",150,"Polygono-Coronopodion","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"212","T-P05137",1431,"Bryo argentei-Saginetum procumbentis",2013,"Saginion procumbentis","V35","",NA,1,"1995",-3.591855531,43.27443034,"1 - UTM1x1 + Elevation",150,"Saginion procumbentis","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"213","T-P05322",1483,"Lolio-Plantaginetum majoris",2020,"Potentillion anserinae","V35","",NA,2,"1995",-3.568969875,43.19890708,"1 - UTM1x1 + Elevation",550,"Potentillion anserinae","Molinio-Arrhenatheretea",0,"Polygono-Poetea annuae"
"214","T-P05323",1484,"Lolio-Plantaginetum majoris",505323,"Potentillion anserinae","R36","",NA,1,"1995",-3.598790447,43.22757,"1 - UTM1x1 + Elevation",300,"Potentillion anserinae","Molinio-Arrhenatheretea",1,"Polygono-Poetea annuae"
"215","T-P05324",1485,"Lolio-Plantaginetum majoris",505324,"Potentillion anserinae","R36","",NA,2,"1995",-3.405223385,43.37789574,"3 - UTM10x10 + Elevation",250,"Potentillion anserinae","Molinio-Arrhenatheretea",1,"Polygono-Poetea annuae"
"216","T-P05326",1486,"Lolio-Plantaginetum majoris",2021,"Potentillion anserinae","V35","",NA,2,"1995",-3.568552019,43.15388525,"1 - UTM1x1 + Elevation",1200,"Potentillion anserinae","Molinio-Arrhenatheretea",0,"Polygono-Poetea annuae"
"217","T-P06934",1599,"Lolio-Plantaginetum majoris",506934,"Potentillion anserinae","R36","",NA,2,"1984",-4.816035768,42.9157656,"3 - UTM10x10 + Elevation",1420,"Potentillion anserinae","Molinio-Arrhenatheretea",1,"Polygono-Poetea annuae"
"218","T-P06971",1600,"Polygono arenastri-Matricarietum matricarioidis",2025,"Polygono-Coronopodion","V35","",NA,4,"1984",-6.579475306,42.56443645,"3 - UTM10x10 + Elevation",600,"Polygono-Coronopodion","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"219","T-P06973",1601,"Polygono arenastri-Matricarietum matricarioidis",2026,"Polygono-Coronopodion","V35","",NA,1,"1984",-5.204285641,42.9467654,"3 - UTM10x10 + Elevation",1153,"Polygono-Coronopodion","Polygono-Poetea annuae",0,"Polygono-Poetea annuae"
"220","T-P06974",1602,"Polygono arenastri-Matricarietum matricarioidis",2027,"Polygono-Coronopodion","V35","",NA,1,"1984",-5.682372596,42.89153242,"3 - UTM10x10 + Elevation",1100,"Polygono-Coronopodion","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"221","T-P06975",1603,"Polygono arenastri-Matricarietum matricarioidis",2028,"Polygono-Coronopodion","V35","",NA,2,"1984",-5.660941624,42.848811,"3 - UTM10x10 + Elevation",1030,"Polygono-Coronopodion","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"222","T-P06976",1604,"Polygono arenastri-Matricarietum matricarioidis",2029,"Potentillion anserinae","V35","",NA,5,"1984",-5.769911792,42.98669411,"3 - UTM10x10 + Elevation",1320,"Polygono-Coronopodion","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"223","T-P06977",1605,"Polygono arenastri-Matricarietum matricarioidis",2030,"Polygono-Coronopodion","V35","",NA,3,"1984",-5.745586244,42.8810283,"3 - UTM10x10 + Elevation",1120,"Polygono-Coronopodion","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"224","T-P06978",1606,"Polygono arenastri-Matricarietum matricarioidis",2031,"Potentillion anserinae","V35","",NA,2,"1984",-5.65195323,42.92465786,"3 - UTM10x10 + Elevation",1129,"Polygono-Coronopodion","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"225","T-P06979",1607,"Polygono arenastri-Matricarietum matricarioidis",2032,"Polygono-Coronopodion","V35","",NA,20,"1984",-4.724710705,42.8919645,"3 - UTM10x10 + Elevation",1420,"Polygono-Coronopodion","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"226","T-P06980",1608,"Polygono arenastri-Matricarietum matricarioidis",2033,"Polygono-Coronopodion","V35","",NA,2,"1984",-6.384131367,42.42090482,"3 - UTM10x10 + Elevation",1275,"Polygono-Coronopodion","Polygono-Poetea annuae",0,"Polygono-Poetea annuae"
"227","T-P07777",1611,"comunidad de Potentilla anserina",507777,"Potentillion anserinae","R36","",NA,20,"1999",-1.699106696,42.80211144,"3 - UTM10x10 + Elevation",390,"Potentillion anserinae","Molinio-Arrhenatheretea",0,"Polygono-Poetea annuae"
"228","T-P07788",1612,"comunidad de Mentha pulegium y Chamaemelum nobile",507788,"Potentillion anserinae","R36","",NA,12,"1999",-1.710637575,43.07059156,"1 - UTM1x1 + Elevation",670,"Unknown",NA,0,"Polygono-Poetea annuae"
"229","T-P07862",1624,"Trifolio fragiferi-Cynodontetum dactyli",507862,"Potentillion anserinae","R36","",NA,8,"1999",-1.725339212,42.83482522,"1 - UTM1x1 + Elevation",430,"Trifolion maritimi","Molinio-Arrhenatheretea",0,"Polygono-Poetea annuae"
"230","T-P11626",1670,"Lolio-Plantaginetum majoris",511626,"Potentillion anserinae","R36","",NA,5,"1988",-5.643454478,42.89784101,"3 - UTM10x10 + Elevation",1120,"Potentillion anserinae","Molinio-Arrhenatheretea",1,"Polygono-Poetea annuae"
"231","T-P11672",1708,"Polygono-Matricarietum matricarioidis",2036,"Polygono-Coronopodion","V35","",NA,1,"1988",-5.659500858,42.87225639,"3 - UTM10x10 + Elevation",1100,"Polygono-Coronopodion","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"232","T-P11673",1709,"Polygono-Matricarietum matricarioidis",2037,"Potentillion anserinae","V35","",NA,2,"1988",-5.662753852,42.94781861,"3 - UTM10x10 + Elevation",1140,"Polygono-Coronopodion","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"233","T-P11674",1710,"Polygono-Matricarietum matricarioidis",2038,"Polygono-Coronopodion","V35","",NA,5,"1988",-5.654125132,42.80394623,"3 - UTM10x10 + Elevation",1000,"Polygono-Coronopodion","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"234","T-P11675",1711,"Polygono-Matricarietum matricarioidis",2039,"Polygono-Coronopodion","V35","",NA,5,"1988",-5.637179724,42.86556941,"3 - UTM10x10 + Elevation",1100,"Polygono-Coronopodion","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"235","T-P11676",1712,"Polygono-Matricarietum matricarioidis",2040,"Polygono-Coronopodion","V35","",NA,2,"1988",-5.633247428,42.91697961,"4 - UTM10x10 + Centroid",1000,"Polygono-Coronopodion","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"236","T-P11677",1713,"Polygono-Matricarietum matricarioidis",2041,"Potentillion anserinae","V35","",NA,5,"1988",-5.755531323,42.99424496,"3 - UTM10x10 + Elevation",1400,"Polygono-Coronopodion","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"237","T-P11678",1714,"Polygono-Matricarietum matricarioidis",2042,"Polygono-Coronopodion","V35","",NA,3,"1988",-5.763593473,42.90040458,"3 - UTM10x10 + Elevation",1200,"Polygono-Coronopodion","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"238","T-P11679",1715,"Bryo argentei-Saginetum procumbentis",2043,"Saginion procumbentis","V35","",NA,1,"1988",-5.633247428,42.91697961,"4 - UTM10x10 + Centroid",1000,"Saginion procumbentis","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"239","T-P11680",1716,"Bryo argentei-Saginetum procumbentis",2044,"Saginion procumbentis","V35","",NA,5,"1988",-5.583789745,42.8181625,"3 - UTM10x10 + Elevation",1140,"Saginion procumbentis","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"240","T-P11836",1729,"Polygono-Matricarietum matricarioidis",2045,"Potentillion anserinae","V35","",NA,3,"1988",-5.498679137,42.8308582,"3 - UTM10x10 + Elevation",1100,"Polygono-Coronopodion","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"241","T-P11837",1730,"Polygono-Matricarietum matricarioidis",2046,"Polygono-Coronopodion","V35","",NA,8,"1988",-5.254332017,42.97460515,"3 - UTM10x10 + Elevation",1170,"Polygono-Coronopodion","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"242","T-P11838",1731,"Polygono-Matricarietum matricarioidis",2047,"Polygono-Coronopodion","V35","",NA,20,"1988",-5.638406811,42.89435571,"3 - UTM10x10 + Elevation",1100,"Polygono-Coronopodion","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"243","T-P11839",1732,"Polygono-Matricarietum matricarioidis",2048,"Polygono-Coronopodion","V35","",NA,20,"1988",-5.681303716,42.97980127,"3 - UTM10x10 + Elevation",1260,"Polygono-Coronopodion","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"244","T-P11840",1733,"Polygono-Matricarietum matricarioidis",2049,"Polygono-Coronopodion","V35","",NA,8,"1988",-6.211862764,42.47449169,"3 - UTM10x10 + Elevation",990,"Polygono-Coronopodion","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"245","T-P11842",1734,"Polygono-Matricarietum matricarioidis",2050,"Polygono-Coronopodion","V34","",NA,5,"1988",-5.024032771,43.01942117,"4 - UTM10x10 + Centroid",1060,"Polygono-Coronopodion","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"246","T-P11845",1735,"Coronopodo-Sclerochloetum durae",2051,"Polygono-Coronopodion","V34","",NA,10,"1988",-6.168679445,42.49469735,"4 - UTM10x10 + Centroid",900,"Polygono-Coronopodion","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"247","T-P11846",1736,"Coronopodo-Sclerochloetum durae",2052,"Polygono-Coronopodion","V34","",NA,4,"1988",-5.018145493,42.83942945,"4 - UTM10x10 + Centroid",950,"Polygono-Coronopodion","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"248","T-P11848",1737,"Bryo argentei-Saginetum procumbentis",2053,"Saginion procumbentis","V35","",NA,1,"1988",-6.33388078,42.93742747,"3 - UTM10x10 + Elevation",960,"Saginion procumbentis","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"249","T-P11849",1738,"Bryo argentei-Saginetum procumbentis",2054,"Saginion procumbentis","V35","",NA,1,"1988",-6.315112232,43.04422072,"3 - UTM10x10 + Elevation",1500,"Saginion procumbentis","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"250","T-P11850",1739,"Bryo argentei-Saginetum procumbentis",2055,"Saginion procumbentis","V35","",NA,1,"1988",-5.633247428,42.91697961,"4 - UTM10x10 + Centroid",1000,"Saginion procumbentis","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"251","T-P11851",1740,"Bryo argentei-Saginetum procumbentis",2056,"Saginion procumbentis","V35","",NA,5,"1988",-5.600973331,42.81957414,"3 - UTM10x10 + Elevation",1140,"Saginion procumbentis","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"252","T-P11854",1742,"Lolio-Plantaginetum majoris",2058,"Potentillion anserinae","V35","",NA,8,"1988",-4.75374147,43.05180932,"3 - UTM10x10 + Elevation",1610,"Potentillion anserinae","Molinio-Arrhenatheretea",0,"Polygono-Poetea annuae"
"253","T-P12259",1835,"Lolio-Plantaginetum majoris",512259,"Potentillion anserinae","R36","",NA,2,"1988",-6.428663491,42.87879954,"3 - UTM10x10 + Elevation",880,"Potentillion anserinae","Molinio-Arrhenatheretea",1,"Polygono-Poetea annuae"
"254","T-P12306",1874,"Polygono-Matricarietum matricarioidis",2061,"Polygono-Coronopodion","V35","",NA,5,"1988",-6.204359135,42.94473198,"3 - UTM10x10 + Elevation",1270,"Polygono-Coronopodion","Polygono-Poetea annuae",0,"Polygono-Poetea annuae"
"255","T-P12307",1875,"Polygono-Matricarietum matricarioidis",2062,"Polygono-Coronopodion","V35","",NA,2,"1988",-6.277308892,42.9336604,"3 - UTM10x10 + Elevation",1070,"Polygono-Coronopodion","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"256","T-P12308",1876,"Polygono-Matricarietum matricarioidis",2063,"Polygono-Coronopodion","V35","",NA,4,"1988",-6.301779297,42.93295645,"3 - UTM10x10 + Elevation",1000,"Polygono-Coronopodion","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"257","T-P12309",1877,"Polygono-Matricarietum matricarioidis",2064,"Polygono-Coronopodion","V35","",NA,6,"1988",-6.41439312,42.88642977,"3 - UTM10x10 + Elevation",880,"Polygono-Coronopodion","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"258","T-P12310",1878,"Polygono-Matricarietum matricarioidis",2065,"Polygono-Coronopodion","V35","",NA,2,"1988",-6.346701063,42.94785783,"3 - UTM10x10 + Elevation",1060,"Polygono-Coronopodion","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"259","T-P12311",1879,"Polygono-Matricarietum matricarioidis",2066,"Polygono-Coronopodion","V35","",NA,3,"1988",-6.236285031,43.03927617,"3 - UTM10x10 + Elevation",1440,"Polygono-Coronopodion","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"260","T-P12312",1880,"Polygono-Matricarietum matricarioidis",2067,"Polygono-Coronopodion","V35","",NA,1,"1988",-6.268825415,42.9122933,"3 - UTM10x10 + Elevation",1130,"Polygono-Coronopodion","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"261","T-P12313",1881,"Bryo argentei-Saginetum procumbentis",2068,"Saginion procumbentis","V35","",NA,1,"1988",-6.400119171,42.89405834,"3 - UTM10x10 + Elevation",960,"Saginion procumbentis","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"262","T-P12314",1882,"Bryo argentei-Saginetum procumbentis",2069,"Saginion procumbentis","V35","",NA,1,"1988",-6.399284766,42.96791626,"3 - UTM10x10 + Elevation",1500,"Saginion procumbentis","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"263","T-P13107",1887,"Lolio perennis-Plantaginetum majoris",513107,"Potentillion anserinae","R36","",NA,2,"1997",-2.667241585,43.33670876,"1 - UTM1x1 + Elevation",20,"Potentillion anserinae","Molinio-Arrhenatheretea",1,"Polygono-Poetea annuae"
"264","T-P13254",1918,"Polygono arenastri-Matricarietum matricarioidis",2074,"Polygono-Coronopodion","V35","",NA,1,"1997",-2.381017305,42.85105387,"2 - UTM1x1 + Centroid",570,"Polygono-Coronopodion","Polygono-Poetea annuae",0,"Polygono-Poetea annuae"
"265","T-P13255",1919,"Polygono arenastri-Matricarietum matricarioidis",2075,"Polygono-Coronopodion","V35","",NA,3,"1997",-2.894644124,43.09581705,"2 - UTM1x1 + Centroid",470,"Polygono-Coronopodion","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"266","T-P13256",1920,"Polygono arenastri-Matricarietum matricarioidis",2076,"Polygono-Coronopodion","V35","",NA,5,"1997",-2.440817207,42.73429156,"1 - UTM1x1 + Elevation",640,"Polygono-Coronopodion","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"267","T-P13257",1921,"Polygono arenastri-Matricarietum matricarioidis",2077,"Polygono-Coronopodion","V35","",NA,4,"1997",-2.47842573,42.91097369,"1 - UTM1x1 + Elevation",600,"Polygono-Coronopodion","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"268","T-P13258",1922,"Polygono arenastri-Matricarietum matricarioidis",2078,"Polygono-Coronopodion","V35","",NA,3,"1997",-2.405321462,42.86919324,"2 - UTM1x1 + Centroid",630,"Polygono-Coronopodion","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"269","T-P13259",1923,"Polygono arenastri-Matricarietum matricarioidis",2079,"Polygono-Coronopodion","V35","",NA,10,"1997",-1.820426992,42.9817269,"1 - UTM1x1 + Elevation",600,"Polygono-Coronopodion","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"270","T-P13260",1924,"Polygono arenastri-Matricarietum matricarioidis",2080,"Polygono-Coronopodion","V35","",NA,1,"1997",-2.807669055,43.40186354,"2 - UTM1x1 + Centroid",20,"Polygono-Coronopodion","Polygono-Poetea annuae",0,"Polygono-Poetea annuae"
"271","T-P13445",1933,"Comunidad de Juncus bufonius",513445,"Potentillion anserinae","R36","",NA,3,"1997",-2.624613223,43.04662303,"1 - UTM1x1 + Elevation",590,"Unknown",NA,0,"Polygono-Poetea annuae"
"272","T-P15237",1935,"Polygono-Matricarietum matricarioidis",2082,"Polygono-Coronopodion","V35","",NA,2,"1988",-4.372863032,43.37037305,"3 - UTM10x10 + Elevation",5,"Polygono-Coronopodion","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"273","T-P15238",1936,"Polygono-Matricarietum matricarioidis",2083,"Saginion procumbentis","V35","",NA,1,"1988",-4.461834886,43.37467283,"3 - UTM10x10 + Elevation",5,"Polygono-Coronopodion","Polygono-Poetea annuae",0,"Polygono-Poetea annuae"
"274","T-P15239",1937,"Polygono-Matricarietum matricarioidis",2084,"Polygono-Coronopodion","V35","",NA,1,"1988",-4.703831267,43.20023932,"2 - UTM1x1 + Centroid",150,"Polygono-Coronopodion","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"275","T-P15240",1938,"Polygono-Matricarietum matricarioidis",2085,"Saginion procumbentis","V35","",NA,1,"1988",-4.828741302,43.26134135,"2 - UTM1x1 + Centroid",531,"Polygono-Coronopodion","Polygono-Poetea annuae",0,"Polygono-Poetea annuae"
"276","T-P15241",1939,"Polygono-Matricarietum matricarioidis",2086,"Polygono-Coronopodion","V35","",NA,1,"1988",-6.20418092,43.22386099,"3 - UTM10x10 + Elevation",940,"Polygono-Coronopodion","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"277","T-P15242",1940,"Polygono-Matricarietum matricarioidis",2087,"Polygono-Coronopodion","V35","",NA,1,"1988",-6.252787937,42.73457925,"4 - UTM10x10 + Centroid",800,"Polygono-Coronopodion","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"278","T-P15243",1941,"Polygono-Matricarietum matricarioidis",2088,"Polygono-Coronopodion","V35","",NA,1,"1988",-5.775916498,43.36381505,"4 - UTM10x10 + Centroid",214.5,"Polygono-Coronopodion","Polygono-Poetea annuae",0,"Polygono-Poetea annuae"
"279","T-P15244",1942,"Bryo argentei-Saginetum procumbentis",2089,"Saginion procumbentis","V35","",NA,1,"1988",-5.88701936,43.33855899,"3 - UTM10x10 + Elevation",200,"Saginion procumbentis","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"280","T-P15245",1943,"Bryo argentei-Saginetum procumbentis",2090,"Saginion procumbentis","V35","",NA,1,"1988",-4.400299783,43.38264643,"3 - UTM10x10 + Elevation",20,"Saginion procumbentis","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"281","T-P15246",1944,"Bryo argentei-Saginetum procumbentis",2091,"Saginion procumbentis","V35","",NA,10,"1988",-4.393183315,43.39533941,"3 - UTM10x10 + Elevation",20,"Saginion procumbentis","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"282","T-P15247",1945,"Bryo argentei-Saginetum procumbentis",2092,"Saginion procumbentis","V35","",NA,1,"1988",-4.78656111,43.29350877,"4 - UTM10x10 + Centroid",531,"Saginion procumbentis","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"283","T-P15253",1947,"Poo annuae-Spergularietum salinae",515253,"Polygono-Coronopodion","V35","",NA,1,"1988",-3.821186692,43.46727446,"4 - UTM10x10 + Centroid",21,"Saginion procumbentis","Polygono-Poetea annuae",0,"Polygono-Poetea annuae"
"284","T-P15264",1954,"Poo annuae-Spergularietum salinae",515264,"Polygono-Coronopodion","V35","",NA,1,"1988",-6.708298223,43.53800992,"4 - UTM10x10 + Centroid",71,"Saginion procumbentis","Polygono-Poetea annuae",0,"Polygono-Poetea annuae"
"285","T-P15266",1956,"Polygono-Coronopetum squamati",2111,"Polygono-Coronopodion","V35","",NA,1,"1988",-4.363435165,43.3902954,"3 - UTM10x10 + Elevation",10,"Polygono-Coronopodion","Polygono-Poetea annuae",0,"Polygono-Poetea annuae"
"286","T-P27834",2135,"Asociación de Plantago coronopus-Trifolium fragiferum",2113,"Potentillion anserinae","V34","",NA,1,"1958",-5.665984283,43.52893451,"4 - UTM10x10 + Centroid",31,"Potentillion anserinae","Molinio-Arrhenatheretea",0,"Polygono-Poetea annuae"
"287","T-P27837",2136,"Asociación de Lolium perenne-Plantago major",2114,"Potentillion anserinae","V35","",NA,1,"1958",-4.528495991,42.84729103,"4 - UTM10x10 + Centroid",920,"Potentillion anserinae","Molinio-Arrhenatheretea",0,"Polygono-Poetea annuae"
"288","T-P27838",2137,"Asociación de Lolium perenne-Plantago major",2115,"Potentillion anserinae","V35","",NA,2,"1958",-5.004129257,43.27460978,"3 - UTM10x10 + Elevation",1050,"Potentillion anserinae","Molinio-Arrhenatheretea",0,"Polygono-Poetea annuae"
"289","T-P27839",2138,"Asociación de Lolium perenne-Plantago major",2116,"Polygono-Coronopodion","V35","",NA,1,"1958",-6.715006681,43.56492917,"3 - UTM10x10 + Elevation",10,"Potentillion anserinae","Molinio-Arrhenatheretea",0,"Polygono-Poetea annuae"
"290","T-P27840",2139,"Asociación de Lolium perenne-Plantago major",2117,"Polygono-Coronopodion","V35","",NA,NA,"1958",-5.658685532,43.53317989,"3 - UTM10x10 + Elevation",20,"Potentillion anserinae","Molinio-Arrhenatheretea",0,"Polygono-Poetea annuae"
"291","T-P27842",2140,"Asociación de Lolium perenne-Plantago major",527842,"Potentillion anserinae","R36","",NA,1,"1958",-5.027314478,43.30481564,"3 - UTM10x10 + Elevation",660,"Potentillion anserinae","Molinio-Arrhenatheretea",1,"Polygono-Poetea annuae"
"292","T-P27851",2141,"Asociación de Spergularia rubra-Amaranthus deflexus",2118,"Polygono-Coronopodion","V35","",NA,NA,"1958",-5.962566038,42.65886893,"4 - UTM10x10 + Centroid",1053,"Scleranthion annui","Papaveretea rhoeadis",0,"Polygono-Poetea annuae"
"293","T-P27852",2142,"Asociación de Spergularia rubra-Amaranthus deflexus",2119,"Polygono-Coronopodion","V35","",NA,NA,"1958",-5.962566038,42.65886893,"4 - UTM10x10 + Centroid",1053,"Scleranthion annui","Papaveretea rhoeadis",0,"Polygono-Poetea annuae"
"294","T-P27856",2143,"Asociación de Juncus inflexus-Mentha longifolia",527856,"Potentillion anserinae","R36","",NA,1,"1958",-4.959616909,43.26997869,"3 - UTM10x10 + Elevation",1050,"Mentho longifoliae-Juncion inflexi","Molinio-Arrhenatheretea",0,"Polygono-Poetea annuae"
"295","T-P30422",2148,"Asociación de Lolium perenne-Plantago major",530422,"Potentillion anserinae","R36","",NA,NA,"1968",-5.971810968,42.99787107,"4 - UTM10x10 + Centroid",1509,"Potentillion anserinae","Molinio-Arrhenatheretea",1,"Polygono-Poetea annuae"
"296","T-P35970",2293,"Chenopodio boni-henrici-Senecietum durieui",2122,"Polygono-Coronopodion","V35","",NA,15,"1983",-5.882226613,42.87046378,"2 - UTM1x1 + Centroid",1600,"Arction lappae","Epilobietea angustifolii",0,"Polygono-Poetea annuae"
"297","T-P35972",2295,"Chenopodio boni-henrici-Senecietum durieui",2123,"Polygono-Coronopodion","V35","NE",9,15,"1983",-6.005408789,42.88533577,"2 - UTM1x1 + Centroid",1670,"Arction lappae","Epilobietea angustifolii",0,"Polygono-Poetea annuae"
"298","T-P36822",2376,"Polygono-Matricarietum matricarioidis",2124,"Polygono-Coronopodion","V35","",NA,8,"1993",-7.620455797,42.50912038,"1 - UTM1x1 + Elevation",390,"Polygono-Coronopodion","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"299","T-P36823",2377,"Polygono-Matricarietum matricarioidis",2125,"Polygono-Coronopodion","V35","",NA,8,"1993",-7.303231438,42.63854269,"1 - UTM1x1 + Elevation",640,"Polygono-Coronopodion","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"300","T-P36824",2378,"Polygono-Matricarietum matricarioidis",2126,"Polygono-Coronopodion","V35","",NA,5,"1993",-7.523644918,42.51659216,"1 - UTM1x1 + Elevation",300,"Polygono-Coronopodion","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"301","T-P36825",2379,"Polygono-Matricarietum matricarioidis",2127,"Polygono-Coronopodion","V35","",NA,4,"1993",-7.609295764,42.48976342,"1 - UTM1x1 + Elevation",370,"Polygono-Coronopodion","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"302","U-P00118",2395,"Matricario-Polygonetum arenastrii",2128,"Polygono-Coronopodion","V35","",NA,4,"2001",-5.092802311,43.05691472,"1 - UTM1x1 + Elevation",1215,"Polygono-Coronopodion","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"303","U-P00119",2396,"Matricario-Polygonetum arenastrii",2129,"Polygono-Coronopodion","V35","",NA,2,"2001",-5.089675513,43.03716177,"1 - UTM1x1 + Elevation",1140,"Polygono-Coronopodion","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"304","U-P00120",2397,"Matricario-Polygonetum arenastrii",2130,"Polygono-Coronopodion","V35","",NA,2,"2001",-5.00858687,43.03501237,"1 - UTM1x1 + Elevation",1080,"Polygono-Coronopodion","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"305","U-P00287",2402,"Lolio perennis-Plantaginetum majoris",600287,"Potentillion anserinae","R36","",NA,4,"2001",-5.008939317,43.04581175,"1 - UTM1x1 + Elevation",1120,"Potentillion anserinae","Molinio-Arrhenatheretea",1,"Polygono-Poetea annuae"
"306","U-P00288",2403,"Lolio perennis-Plantaginetum majoris",600288,"Potentillion anserinae","R36","",NA,4,"2001",-5.057537865,43.03054059,"1 - UTM1x1 + Elevation",1095,"Potentillion anserinae","Molinio-Arrhenatheretea",1,"Polygono-Poetea annuae"
"307","U-P00289",2404,"Lolio perennis-Plantaginetum majoris",2131,"Potentillion anserinae","V35","",NA,2,"2001",-5.097649652,43.05502502,"1 - UTM1x1 + Elevation",1180,"Potentillion anserinae","Molinio-Arrhenatheretea",0,"Polygono-Poetea annuae"
"308","U-P00290",2405,"Lolio perennis-Plantaginetum majoris",600290,"Potentillion anserinae","R36","",NA,6,"2001",-5.015594164,43.02408354,"1 - UTM1x1 + Elevation",1120,"Potentillion anserinae","Molinio-Arrhenatheretea",1,"Polygono-Poetea annuae"
"309","U-P00422",2406,"Comunidad de Corrigiola littoralis y Filaginella uliginosa",2132,"Polygono-Coronopodion","V","",NA,10,"2002",-4.94770647,42.97303206,"1 - UTM1x1 + Elevation",1100,"Scleranthion annui","Papaveretea rhoeadis",0,"Polygono-Poetea annuae"
"310","U-P00423",2407,"Comunidad de Corrigiola littoralis y Filaginella uliginosa",2133,"Polygono-Coronopodion","V34","",NA,10,"2002",-4.945141732,42.96947378,"1 - UTM1x1 + Elevation",1100,"Scleranthion annui","Papaveretea rhoeadis",0,"Polygono-Poetea annuae"
