"","Relevé.number","Temp","Precip","UTM10X10","UTM1X1","SIVIMID","JuiceID","OriginalElevation","Locality","Country","ECOREG_WWF","DUNES_BOHN","Plant.Cover","Aspect","Slope","Area","SintaxonID","Sintaxon","Authors","Year","Title","Publication","EUNIS2020","Type","DEG_LON","DEG_LAT","Accuracy","Elevation"
"551",425054,88,11390,"30TWN64","30TWN6840","S-P25054",4863,900,"Sierra de Urbasa. Raso","ES","ATL_COAST","N_DUNES",NA,"",NA,12,"7893","Comunidad de Carex panicea y Juncus articulatus","Berastegi, A.","2010","Prados y pastizales en Navarra. Descripción, tipificación y ecología.","Tesis doctoral. Universidad del País Vasco. 584","R36","No forest",-2.166063813,42.817271,"1 - UTM1x1 + Elevation",900
"552",425055,88,11390,"30TWN64","30TWN6840","S-P25055",4864,900,"Sierra de Urbasa. Raso","ES","ATL_COAST","N_DUNES",NA,"",NA,6,"7893","Comunidad de Carex panicea y Juncus articulatus","Berastegi, A.","2010","Prados y pastizales en Navarra. Descripción, tipificación y ecología.","Tesis doctoral. Universidad del País Vasco. 584","R36","No forest",-2.166063813,42.817271,"1 - UTM1x1 + Elevation",900
"553",425064,105,13250,"30TXN35","30TXN3252","S-P25064",4873,800,"Arce. lmizcoz","ES","ATL_COAST","N_DUNES",NA,"",NA,10,"2437_a","Holoschoenetum vulgaris","Berastegi, A.","2010","Prados y pastizales en Navarra. Descripción, tipificación y ecología.","Tesis doctoral. Universidad del País Vasco. 584","R36","No forest",-1.370844906,42.91497646,"1 - UTM1x1 + Elevation",800
"554",425081,127,7897,"30TXN12","30TXN1129","S-P25081",4881,550,"Tiebas.Muruarte de Reta","ES","ATL_COAST","N_DUNES",NA,"",NA,20,"2437_a","Holoschoenetum vulgaris","Berastegi, A.","2010","Prados y pastizales en Navarra. Descripción, tipificación y ecología.","Tesis doctoral. Universidad del País Vasco. 584","R55","No forest",-1.642349009,42.71320082,"1 - UTM1x1 + Elevation",550
"555",425112,100,13171,"30TXN35","30TXN3650","S-P25112",5204,890,"Arce. Gorraiz","ES","ATL_COAST","N_DUNES",NA,"",NA,10,"7895a","Lolietum perennis","Berastegi, A.","2010","Prados y pastizales en Navarra. Descripción, tipificación y ecología.","Tesis doctoral. Universidad del País Vasco. 584","R36","No forest",-1.33214111,42.89640907,"1 - UTM1x1 + Elevation",890
"556",425131,134,6633,"30TXN31","30TXN3416","S-P25131",4897,500,"Aibar","ES","ATL_COAST","N_DUNES",NA,"",NA,5,"2599a","Junco compressi-Caricetum divisae","Berastegi, A.","2010","Prados y pastizales en Navarra. Descripción, tipificación y ecología.","Tesis doctoral. Universidad del País Vasco. 584","V32","No forest",-1.359819968,42.59063232,"1 - UTM1x1 + Elevation",500
"557",425154,121,13770,"30TWN75","30TWN7952","S-P25154",4904,500,"Lakuntza","ES","ATL_COAST","N_DUNES",NA,"",NA,80,"2144a","Mentho suaveolentis-Juncetum inflexi","Berastegi, A.","2010","Prados y pastizales en Navarra. Descripción, tipificación y ecología.","Tesis doctoral. Universidad del País Vasco. 584","R36","No forest",-2.02011743,42.91877429,"1 - UTM1x1 + Elevation",500
"558",425156,121,13791,"30TWN75","30TWN7952","S-P25156",4906,500,"Lakuntza","ES","ATL_COAST","N_DUNES",NA,"",NA,20,"2144a","Mentho suaveolentis-Juncetum inflexi","Berastegi, A.","2010","Prados y pastizales en Navarra. Descripción, tipificación y ecología.","Tesis doctoral. Universidad del País Vasco. 584","R36","No forest",-2.025017739,42.91881613,"1 - UTM1x1 + Elevation",500
"559",425158,120,14494,"30TWN85","30TWN8751","S-P25158",4908,480,"Irañeta","ES","ATL_COAST","N_DUNES",NA,"",NA,20,"2144a","Mentho suaveolentis-Juncetum inflexi","Berastegi, A.","2010","Prados y pastizales en Navarra. Descripción, tipificación y ecología.","Tesis doctoral. Universidad del País Vasco. 584","R36","No forest",-1.92961951,42.90895872,"1 - UTM1x1 + Elevation",480
"560",425159,113,11834,"30TWN95","30TWN9952","S-P25159",4909,470,"Irurtzun","ES","ATL_COAST","N_DUNES",NA,"",NA,10,"2144a","Mentho suaveolentis-Juncetum inflexi","Berastegi, A.","2010","Prados y pastizales en Navarra. Descripción, tipificación y ecología.","Tesis doctoral. Universidad del País Vasco. 584","R36","No forest",-1.779980667,42.91826775,"2 - UTM1x1 + Centroid",470
"561",425160,113,9575,"30TXN22","30TXN2128","S-P25160",4910,700,"Monreal","ES","ATL_COAST","N_DUNES",NA,"",NA,10,"2144b","Mentho suaveolentis-Juncetum inflexi","Berastegi, A.","2010","Prados y pastizales en Navarra. Descripción, tipificación y ecología.","Tesis doctoral. Universidad del País Vasco. 584","R36","No forest",-1.520481484,42.70268588,"1 - UTM1x1 + Elevation",700
"562",425161,127,7931,"30TXN12","30TXN1129","S-P25161",4911,550,"Tiebas-Muruarte de Reta","ES","ATL_COAST","N_DUNES",NA,"",NA,40,"2144b","Mentho suaveolentis-Juncetum inflexi","Berastegi, A.","2010","Prados y pastizales en Navarra. Descripción, tipificación y ecología.","Tesis doctoral. Universidad del País Vasco. 584","R55","No forest",-1.642388261,42.71140022,"1 - UTM1x1 + Elevation",550
"563",425162,108,12514,"30TWN84","30TWN8148","S-P25162",4912,800,"Ergoiena, Unanu","ES","ATL_COAST","N_DUNES",NA,"",NA,2,"2596","Potentillo reptantis-Menthetum suaveolentis","Berastegi, A.","2010","Prados y pastizales en Navarra. Descripción, tipificación y ecología.","Tesis doctoral. Universidad del País Vasco. 584","R36","No forest",-2.00351764,42.88441144,"1 - UTM1x1 + Elevation",800
"564",425163,123,11063,"30TXN04","30TXN0447","S-P25163",4913,520,"Oteiza. Mte. Eltxumendi","ES","ATL_COAST","N_DUNES",NA,"",NA,4,"2596","Potentillo reptantis-Menthetum suaveolentis","Berastegi, A.","2010","Prados y pastizales en Navarra. Descripción, tipificación y ecología.","Tesis doctoral. Universidad del País Vasco. 584","R36","No forest",-1.724635371,42.86903697,"1 - UTM1x1 + Elevation",520
"565",425165,139,18129,"30TXN07","30TXN0879","S-P25165",4915,130,"Sunbilla","ES","ATL_COAST","N_DUNES",NA,"",NA,15,"2596","Potentillo reptantis-Menthetum suaveolentis","Berastegi, A.","2010","Prados y pastizales en Navarra. Descripción, tipificación y ecología.","Tesis doctoral. Universidad del País Vasco. 584","R36","No forest",-1.664553304,43.15650853,"1 - UTM1x1 + Elevation",130
"566",425166,101,15047,"30TXN35","30TXN3459","S-P25166",4916,860,"Erro, Auritzperri-Espinal","ES","ATL_COAST","N_DUNES",NA,"",NA,10,"2596","Potentillo reptantis-Menthetum suaveolentis","Berastegi, A.","2010","Prados y pastizales en Navarra. Descripción, tipificación y ecología.","Tesis doctoral. Universidad del País Vasco. 584","R36","No forest",-1.347163609,42.97587025,"1 - UTM1x1 + Elevation",860
"567",425167,88,11390,"30TWN64","30TWN6840","S-P25167",4917,900,"Siera de Urbasa. Raso","ES","ATL_COAST","N_DUNES",NA,"",NA,9,"2596","Potentillo reptantis-Menthetum suaveolentis","Berastegi, A.","2010","Prados y pastizales en Navarra. Descripción, tipificación y ecología.","Tesis doctoral. Universidad del País Vasco. 584","R36","No forest",-2.166063813,42.817271,"1 - UTM1x1 + Elevation",900
"568",425258,113,11873,"30TWN64","30TWN6647","S-P25258",5285,550,"Olazagutia","ES","ATL_COAST","N_DUNES",NA,"",NA,32,"0728_c,,,,,BA10","","","","","","R36","No forest",-2.189702798,42.88047754,"1 - UTM1x1 + Elevation",550
"569",430858,134,12218,"29TNJ60","","S-P30858",25266,NA,"Miño, principal dune crest of the Baxoi spit.","ES","ATL_COAST","Y_DUNES",20,"",NA,1,"2525","Asterolino lino-stellati-Rumicetum bucephalophori","Izco, J. ; Sánchez, J.M.","2002","Vegetation analysis and mapping of dunes and saltmarshes of the Betanzos ria (A Coruña, Spain).","Thalassas 18(2):","V32","No forest",-8.177111631,43.3953506,"4 - UTM10x10 + Centroid",80
"570",431352,121,14609,"29TNJ93","","S-P31352",5675,NA,"Playa dc Morouzos-Cabalar","ES","ATL_COAST","Y_DUNES",NA,"",NA,20,"8373","Limonio binervosi-Frankenietum laevis","Izco, J.; Sánchez, J.M.","1996","Los medios halófilos de la ría de ortigueira (A Coruña, España). Vegetación de dunas y marismas.","Thalassas 12:","V","No forest",-7.816269054,43.65730685,"4 - UTM10x10 + Centroid",156
"571",431462,130,14909,"29TNJ93","29TNJ9239","S-P31462",5782,NA,"Cabalar","ES","ATL_COAST","Y_DUNES",NA,"",NA,10,"6184d","Euphorbio paraliae-Agropyretum junceiformis","Izco, J.; Sánchez, J.M.","1996","Los medios halófilos de la ría de ortigueira (A Coruña, España). Vegetación de dunas y marismas.","Thalassas 12:","V32","No forest",-7.852595555,43.70047616,"2 - UTM1x1 + Centroid",156
"572",431463,130,14909,"29TNJ93","29TNJ9239","S-P31463",5783,NA,"Cabalar","ES","ATL_COAST","Y_DUNES",NA,"",NA,20,"6184d","Euphorbio paraliae-Agropyretum junceiformis","Izco, J.; Sánchez, J.M.","1996","Los medios halófilos de la ría de ortigueira (A Coruña, España). Vegetación de dunas y marismas.","Thalassas 12:","V","No forest",-7.852595555,43.70047616,"2 - UTM1x1 + Centroid",156
"573",431466,121,14609,"29TNJ93","","S-P31466",5786,NA,"Playa de Morouzos-Cabalar","ES","ATL_COAST","Y_DUNES",NA,"",NA,75,"7620","Otantho maritimi-Ammophiletum australis","Izco, J.; Sánchez, J.M.","1996","Los medios halófilos de la ría de ortigueira (A Coruña, España). Vegetación de dunas y marismas.","Thalassas 12:","V","No forest",-7.816269054,43.65730685,"4 - UTM10x10 + Centroid",156
"574",431467,121,14609,"29TNJ93","","S-P31467",5787,NA,"Playa de Morouzos-Cabalar","ES","ATL_COAST","Y_DUNES",NA,"",NA,60,"7620c","Otantho maritimi-Ammophiletum australis","Izco, J.; Sánchez, J.M.","1996","Los medios halófilos de la ría de ortigueira (A Coruña, España). Vegetación de dunas y marismas.","Thalassas 12:","V","No forest",-7.816269054,43.65730685,"4 - UTM10x10 + Centroid",156
"575",431468,121,14609,"29TNJ93","","S-P31468",5788,NA,"Playa de Morouzos-Cabalar","ES","ATL_COAST","Y_DUNES",NA,"",NA,70,"7620c","Otantho maritimi-Ammophiletum australis","Izco, J.; Sánchez, J.M.","1996","Los medios halófilos de la ría de ortigueira (A Coruña, España). Vegetación de dunas y marismas.","Thalassas 12:","V","No forest",-7.816269054,43.65730685,"4 - UTM10x10 + Centroid",156
"576",431482,121,14609,"29TNJ93","","S-P31482",5802,NA,"Playa de Morouzos-Cabalar","ES","ATL_COAST","Y_DUNES",NA,"",NA,2,"2525a,,,,,ISJ0 SJ12","SJ12","","","","","V","No forest",-7.816269054,43.65730685,"4 - UTM10x10 + Centroid",156
"577",431483,121,14609,"29TNJ93","","S-P31483",5803,NA,"Playa de Morouzos-Cabalar","ES","ATL_COAST","Y_DUNES",NA,"",NA,NA,"2525a,,,,,ISJ0 SJ12","SJ12","","","","","V32","No forest",-7.816269054,43.65730685,"4 - UTM10x10 + Centroid",156
"578",431489,121,14609,"29TNJ93","","S-P31489",5809,NA,"Playa de Morouzos-Cabalar","ES","ATL_COAST","N_DUNES",NA,"",NA,1,"2525a,,,,,ISJ0 SJ12","SJ12","","","","","V","No forest",-7.816269054,43.65730685,"4 - UTM10x10 + Centroid",156
"579",431492,121,14609,"29TNJ93","","S-P31492",5812,NA,"Playa de Morouzos-Cabalar","ES","ATL_COAST","N_DUNES",NA,"",NA,8,"2525a,,,,,ISJ0 SJ12","SJ12","","","","","V32","No forest",-7.816269054,43.65730685,"4 - UTM10x10 + Centroid",156
"580",431496,121,14609,"29TNJ93","","S-P31496",5816,NA,"Playa de Morouzos-Cabalar","ES","ATL_COAST","N_DUNES",NA,"",NA,1,"2525b","Asterolino lino-stellati-Rumicetum bucephalophori","Izco, J.; Sánchez, J.M.","1996","Los medios halófilos de la ría de ortigueira (A Coruña, España). Vegetación de dunas y marismas.","Thalassas 12:","V32","No forest",-7.816269054,43.65730685,"4 - UTM10x10 + Centroid",156
"581",431938,142,18237,"29TMH93","29TMH9034","S-P31938",5853,NA,"Playa de Lariño, La Coruña","ES","ATL_COAST","Y_DUNES",NA,"",NA,NA,"3187","Iberidetum procumbentis","Alvarez, R.","1972","Estudio de la flora y vegetación de las playas de Galicia.","Trabajos Compostelanos de Biologia 2:","V","No forest",-9.110603378,42.76584189,"2 - UTM1x1 + Centroid",103.5
"582",431992,138,18630,"29TMH93","29TMH9436","S-P31992",5899,NA,"Playa de Esteiro-Muros, La Coruña","ES","ATL_COAST","Y_DUNES",NA,"",NA,NA,"2714","Festuco-Crucianelletum","Alvarez, R.","1972","Estudio de la flora y vegetación de las playas de Galicia.","Trabajos Compostelanos de Biologia 2:","V","No forest",-9.067991366,42.78154497,"2 - UTM1x1 + Centroid",103.5
"583",432082,142,NA,"29TMH93","29TMH9232","S-P32082",5974,NA,"Playa de Louro, Coruña","ES","ATL_COAST","Y_DUNES",80,"",NA,20,"5206b","Euphorbio-Ammophiletum arenariae","Rivas-Martínez, S.","1972","Vegetatio Hispaniae. Notula III.","Bol. R. Soc. Española Hist. Nat. (Biol.), 70:","V","No forest",-9.086616082,42.74558554,"2 - UTM1x1 + Centroid",103.5
"584",432136,119,7041,"29TPG59","","S-P32136",280,500,"Orense. A 1 km de Carballal, hacia O Seixo","ES","ATL_COAST","N_DUNES",NA,"",NA,1,"9469b","Galio-Logfietum minimae","Izco, J. & S. Ortiz","1985","El mosaico pastizal-esteval (jaral de Cistus ladanifer L.) en Galicia."," Bol. Soc. Brot. 58:","V32","No forest",-7.152402374,42.35059506,"3 - UTM10x10 + Elevation",500
"585",502640,91,14040,"29TQH25","","T-P02640",14287,1000,"La Magdalena","","ATL_COAST","N_DUNES",100,"",NA,20,"1988a","Deschampsio hispanicae-Juncetum effusi","Llamas Garcia, Felix","1984","Flora y vegetación de la Maragateria (León)'."," Institución Fray Bernardino de Sahagún, : 1-273.","R36","No forest",-6.289544204,42.93330908,"3 - UTM10x10 + Elevation",1000
"586",502654,99,6676,"29TQH30","","T-P02654",14266,900,"Morales del Arcediano","","ATL_COAST","N_DUNES",100,"",NA,4,"732","Junco inflexi-Menthetum longifoliae","Llamas Garcia, Felix","1984","Flora y vegetación de la Maragateria (León)'."," Institución Fray Bernardino de Sahagún, : 1-273.","R36","No forest",-6.168679445,42.49469735,"4 - UTM10x10 + Centroid",900
"587",502655,99,6676,"29TQH30","","T-P02655",14301,900,"Morales del Arcediano","","ATL_COAST","N_DUNES",90,"",NA,3,"732","Junco inflexi-Menthetum longifoliae","Llamas Garcia, Felix","1984","Flora y vegetación de la Maragateria (León)'."," Institución Fray Bernardino de Sahagún, : 1-273.","R36","No forest",-6.168679445,42.49469735,"4 - UTM10x10 + Centroid",900
"588",502657,92,8288,"29TQG19","","T-P02657",14303,1100,"Chana de Somoza","","ATL_COAST","N_DUNES",100,"N",1.8,10,"732","Junco inflexi-Menthetum longifoliae","Llamas Garcia, Felix","1984","Flora y vegetación de la Maragateria (León)'."," Institución Fray Bernardino de Sahagún, : 1-273.","R36","No forest",-6.341154865,42.38975027,"3 - UTM10x10 + Elevation",1100
"589",502658,95,7629,"29TQG19","","T-P02658",14304,1100,"Chana de Somoza","","ATL_COAST","N_DUNES",100,"",NA,3,"732","Junco inflexi-Menthetum longifoliae","Llamas Garcia, Felix","1984","Flora y vegetación de la Maragateria (León)'."," Institución Fray Bernardino de Sahagún, : 1-273.","R36","No forest",-6.331547234,42.39183111,"3 - UTM10x10 + Elevation",1100
"590",502659,97,6872,"29TQH20","","T-P02659",14305,1000,"Stª Colomba de Somoza","","ATL_COAST","N_DUNES",100,"",NA,12,"732","Junco inflexi-Menthetum longifoliae","Llamas Garcia, Felix","1984","Flora y vegetación de la Maragateria (León)'."," Institución Fray Bernardino de Sahagún, : 1-273.","R36","No forest",-6.214568441,42.47981855,"3 - UTM10x10 + Elevation",1000
"591",502660,98,6936,"29TQH20","","T-P02660",14306,1000,"Stª Colomba de Somoza","","ATL_COAST","N_DUNES",100,"",NA,8,"732","Junco inflexi-Menthetum longifoliae","Llamas Garcia, Felix","1984","Flora y vegetación de la Maragateria (León)'."," Institución Fray Bernardino de Sahagún, : 1-273.","R36","No forest",-6.211862764,42.47449169,"3 - UTM10x10 + Elevation",1000
"592",502916,140,14145,"30TVN89","","T-P02916",14722,10,"Covarón","","ATL_COAST","N_DUNES",70,"N",NA,3,"2014","Sagina maritimae-Catapodietum maritimae","Onaindia Olalde, Miren","1986","Ecología vegetal de las Encartaciones y Macizo del Gorbea, Vizcaya'."," Universidad del País Vasco, : 1-271.","V34","No forest",-3.12364361,43.31731593,"3 - UTM10x10 + Elevation",10
"593",502917,139,12899,"30TVN89","","T-P02917",14723,10,"Covarón","","ATL_COAST","N_DUNES",50,"NW",NA,2,"2014","Sagina maritimae-Catapodietum maritimae","Onaindia Olalde, Miren","1986","Ecología vegetal de las Encartaciones y Macizo del Gorbea, Vizcaya'."," Universidad del País Vasco, : 1-271.","V34","No forest",-3.123658218,43.32451958,"3 - UTM10x10 + Elevation",10
"594",502918,141,13547,"30TVN89","","T-P02918",14724,20,"Somorrostro","","ATL_COAST","N_DUNES",40,"NE",NA,4,"2014","Sagina maritimae-Catapodietum maritimae","Onaindia Olalde, Miren","1986","Ecología vegetal de las Encartaciones y Macizo del Gorbea, Vizcaya'."," Universidad del País Vasco, : 1-271.","V34","No forest",-3.153327174,43.35149732,"3 - UTM10x10 + Elevation",20
"595",502965,131,12981,"30TVN89","","T-P02965",14592,NA,"Playa de La Arena, Somorrostro, parte derecha","","ATL_COAST","Y_DUNES",60,"",NA,10,"2023","Honkenyo-Euphorbietum peplis","Onaindia Olalde, Miren","1986","Ecología vegetal de las Encartaciones y Macizo del Gorbea, Vizcaya'."," Universidad del País Vasco, : 1-271.","V","No forest",-3.184041148,43.30731368,"4 - UTM10x10 + Centroid",268
"596",502966,131,12981,"30TVN89","","T-P02966",14593,NA,"Playa de La Arena, Somorrostro, parte derecha","","ATL_COAST","Y_DUNES",40,"",NA,15,"2023","Honkenyo-Euphorbietum peplis","Onaindia Olalde, Miren","1986","Ecología vegetal de las Encartaciones y Macizo del Gorbea, Vizcaya'."," Universidad del País Vasco, : 1-271.","V","No forest",-3.184041148,43.30731368,"4 - UTM10x10 + Centroid",268
"597",502971,131,12981,"30TVN89","","T-P02971",14598,NA,"Somorrostro","","ATL_COAST","Y_DUNES",80,"",NA,15,"2024","Euphorbio-Agropyretum junceiformis","Onaindia Olalde, Miren","1986","Ecología vegetal de las Encartaciones y Macizo del Gorbea, Vizcaya'."," Universidad del País Vasco, : 1-271.","V","No forest",-3.184041148,43.30731368,"4 - UTM10x10 + Centroid",268
"598",502973,141,12668,"30TVN89","","T-P02973",14600,2,"Playa de La Arena, Somorrostro, parte izquierda","","ATL_COAST","Y_DUNES",60,"",NA,20,"2025","Othanto-Ammophiletum arundinaceae","Onaindia Olalde, Miren","1986","Ecología vegetal de las Encartaciones y Macizo del Gorbea, Vizcaya'."," Universidad del País Vasco, : 1-271.","V","No forest",-3.145923648,43.351507,"3 - UTM10x10 + Elevation",2
"599",502974,131,12981,"30TVN89","","T-P02974",14601,NA,"Playa de La Arena, Somorrostro","","ATL_COAST","Y_DUNES",95,"",NA,100,"2026","Ononidetum ramosissimae","Onaindia Olalde, Miren","1986","Ecología vegetal de las Encartaciones y Macizo del Gorbea, Vizcaya'."," Universidad del País Vasco, : 1-271.","V","No forest",-3.184041148,43.30731368,"4 - UTM10x10 + Centroid",268
"600",502976,131,12981,"30TVN89","","T-P02976",14603,NA,"Playa de La Arena, Somorrostro","","ATL_COAST","Y_DUNES",100,"",NA,100,"2026","Ononidetum ramosissimae","Onaindia Olalde, Miren","1986","Ecología vegetal de las Encartaciones y Macizo del Gorbea, Vizcaya'."," Universidad del País Vasco, : 1-271.","V","No forest",-3.184041148,43.30731368,"4 - UTM10x10 + Centroid",268
"601",502978,131,12981,"30TVN89","","T-P02978",14605,NA,"Playa de La Arena, Somorrostro","","ATL_COAST","Y_DUNES",100,"",NA,100,"2026","Ononidetum ramosissimae","Onaindia Olalde, Miren","1986","Ecología vegetal de las Encartaciones y Macizo del Gorbea, Vizcaya'."," Universidad del País Vasco, : 1-271.","V","No forest",-3.184041148,43.30731368,"4 - UTM10x10 + Centroid",268
"602",502990,87,12403,"30TWN16","","T-P02990",14617,1200,"Aldamin","","ATL_COAST","N_DUNES",40,"E",NA,6,"1672","Drabo dedeanae-Saxifragetum trifurcatae","Onaindia Olalde, Miren","1986","Ecología vegetal de las Encartaciones y Macizo del Gorbea, Vizcaya'."," Universidad del País Vasco, : 1-271.","V37","No forest",-2.776982368,43.01280223,"3 - UTM10x10 + Elevation",1200
"603",503001,137,12363,"30TVN88","","T-P03001",14628,200,"Sopuerta fuerte","","ATL_COAST","N_DUNES",NA,"N",NA,4,"133","Eucladio verticillati-Adiantetum capillus-veneris","Onaindia Olalde, Miren","1986","Ecología vegetal de las Encartaciones y Macizo del Gorbea, Vizcaya'."," Universidad del País Vasco, : 1-271.","V","No forest",-3.172702669,43.22180295,"3 - UTM10x10 + Elevation",200
"604",503002,123,13619,"30TWN17","","T-P03002",14629,400,"Villaro","","ATL_COAST","N_DUNES",NA,"NW",NA,4,"133","Eucladio verticillati-Adiantetum capillus-veneris","Onaindia Olalde, Miren","1986","Ecología vegetal de las Encartaciones y Macizo del Gorbea, Vizcaya'."," Universidad del País Vasco, : 1-271.","V","No forest",-2.815889226,43.13353805,"3 - UTM10x10 + Elevation",400
"605",503115,135,12585,"30TVN99","","T-P03115",14704,200,"La Arboleda","","ATL_COAST","N_DUNES",70,"W",NA,12,"236","Lolio-Plantaginetum majoris","Onaindia Olalde, Miren","1986","Ecología vegetal de las Encartaciones y Macizo del Gorbea, Vizcaya'."," Universidad del País Vasco, : 1-271.","R36","No forest",-3.044725977,43.32998042,"3 - UTM10x10 + Elevation",200
"606",504622,77,12011,"30TTN55","","T-P04622",13776,1300,"Villafeliz de Babia","","ATL_COAST","N_DUNES",100,"",NA,10,"2225","Senecio legionensis-Filipenduletum ulmariae","Rivas-Martínez, S.; T.E. Diaz; J.A.F. Prieto; J. Loidi & A. Penas","1984","Los Picos de Europa."," Ediciones","R55","No forest",-5.946920435,42.89222691,"3 - UTM10x10 + Elevation",1300
"607",504623,79,13500,"30TTN55","","T-P04623",13777,1300,"Villafeliz de Babia","","ATL_COAST","N_DUNES",100,"",NA,10,"2225","Senecio legionensis-Filipenduletum ulmariae","Rivas-Martínez, S.; T.E. Diaz; J.A.F. Prieto; J. Loidi & A. Penas","1984","Los Picos de Europa."," Ediciones","R55","No forest",-5.9691683,42.94747838,"3 - UTM10x10 + Elevation",1300
"608",504624,68,10322,"30TTN56","","T-P04624",13778,1500,"San Emiliano","","ATL_COAST","N_DUNES",100,"",NA,5,"2225","Senecio legionensis-Filipenduletum ulmariae","Rivas-Martínez, S.; T.E. Diaz; J.A.F. Prieto; J. Loidi & A. Penas","1984","Los Picos de Europa."," Ediciones","R55","No forest",-5.969577203,43.00689587,"3 - UTM10x10 + Elevation",1500
"609",504625,79,12092,"30TTN55","","T-P04625",13779,1300,"Villafeliz de Babia","","ATL_COAST","N_DUNES",100,"",NA,6,"2225","Senecio legionensis-Filipenduletum ulmariae","Rivas-Martínez, S.; T.E. Diaz; J.A.F. Prieto; J. Loidi & A. Penas","1984","Los Picos de Europa."," Ediciones","R55","No forest",-5.96185602,42.89724376,"3 - UTM10x10 + Elevation",1300
"610",504697,45,12861,"30TUN58","","T-P04697",13847,1890,"Peña Olvidada, Macizo Central","","ATL_COAST","N_DUNES",NA,"",NA,40,"2250","Linario filicaulis-Crepidetum pygmaeae","Rivas-Martínez, S.; T.E. Diaz; J.A.F. Prieto; J. Loidi & A. Penas","1984","Los Picos de Europa."," Ediciones","V38","No forest",-4.820813277,43.16061784,"3 - UTM10x10 + Elevation",1890
"611",504751,101,16441,"29TPH75","","T-P04751",13894,810,"Barranco de Baloura","","ATL_COAST","N_DUNES",NA,"",NA,4,"2258","Chaerophyllo aurei-Valerianetum pyrenaicae","Rivas-Martínez, S.; T.E. Diaz; J.A.F. Prieto; J. Loidi & A. Penas","1984","Los Picos de Europa."," Ediciones","V39","No forest",-6.878897273,42.91303194,"3 - UTM10x10 + Elevation",810
"612",504753,89,13352,"29TQH14","","T-P04753",13896,1200,"Salentinos","","ATL_COAST","N_DUNES",NA,"",NA,10,"2258","Chaerophyllo aurei-Valerianetum pyrenaicae","Rivas-Martínez, S.; T.E. Diaz; J.A.F. Prieto; J. Loidi & A. Penas","1984","Los Picos de Europa."," Ediciones","V39","No forest",-6.405375769,42.85608473,"3 - UTM10x10 + Elevation",1200
"613",504754,70,14955,"29TQH27","","T-P04754",13897,1540,"entre la Pornacal y Las Camposas (Somiedo)","","ATL_COAST","N_DUNES",NA,"",NA,20,"2258","Chaerophyllo aurei-Valerianetum pyrenaicae","Rivas-Martínez, S.; T.E. Diaz; J.A.F. Prieto; J. Loidi & A. Penas","1984","Los Picos de Europa."," Ediciones","V39","No forest",-6.296079158,43.05557585,"3 - UTM10x10 + Elevation",1540
"614",504757,78,13732,"29TQH37","","T-P04757",13900,1250,"Valle de Saliencia (Somiedo)","","ATL_COAST","N_DUNES",NA,"",NA,15,"2258","Chaerophyllo aurei-Valerianetum pyrenaicae","Rivas-Martínez, S.; T.E. Diaz; J.A.F. Prieto; J. Loidi & A. Penas","1984","Los Picos de Europa."," Ediciones","V39","No forest",-6.16709491,43.12585161,"3 - UTM10x10 + Elevation",1250
"615",504829,106,9199,"30TUN67","","T-P04829",13962,840,"Vada, Liebana","","ATL_COAST","N_DUNES",NA,"",NA,4,"236","Lolio-Plantaginetum majoris","Rivas-Martínez, S.; T.E. Diaz; J.A.F. Prieto; J. Loidi & A. Penas","1984","Los Picos de Europa."," Ediciones","R36","No forest",-4.652577476,43.12535283,"3 - UTM10x10 + Elevation",840
"616",504832,25,13933,"30TUN58","","T-P04832",13965,2360,"Cabaña Verónica, Macizo Central","","ATL_COAST","N_DUNES",NA,"",NA,1,"731","Plantagini majoris-Poetum variae","Rivas-Martínez, S.; T.E. Diaz; J.A.F. Prieto; J. Loidi & A. Penas","1984","Los Picos de Europa."," Ediciones","V","No forest",-4.839268281,43.20174328,"3 - UTM10x10 + Elevation",2360
"617",505043,138,14372,"30TVP60","30TVP6002","T-P05043",14952,NA,"Voto","","ATL_COAST","N_DUNES",NA,"",NA,50,"2286","Agrostio stoloniferae-Juncetum maritimi","Herrera, Mercedes","1995","Estudio de la vegetación y flora vascular de la cuenca del río Asón (Cantabria)."," Guineana, 1: 1-453.","V11","No forest",-3.486666274,43.37397638,"2 - UTM1x1 + Centroid",81
"618",505048,138,14156,"30TVP61","30TVP6011","T-P05048",14957,NA,"Argoños","","ATL_COAST","N_DUNES",NA,"",NA,10,"2287a","Inulo crithmoidis-Elymetum pycnanthi","Herrera, Mercedes","1995","Estudio de la vegetación y flora vascular de la cuenca del río Asón (Cantabria)."," Guineana, 1: 1-453.","V38","No forest",-3.487315659,43.45501337,"2 - UTM1x1 + Centroid",41
"619",505049,140,14492,"30TVP60","30TVP6204","T-P05049",14958,NA,"Colindres","","ATL_COAST","N_DUNES",NA,"",NA,10,"2287a","Inulo crithmoidis-Elymetum pycnanthi","Herrera, Mercedes","1995","Estudio de la vegetación y flora vascular de la cuenca del río Asón (Cantabria)."," Guineana, 1: 1-453.","V","No forest",-3.467055081,43.39386792,"2 - UTM1x1 + Centroid",81
