"","SIVIMID","Sintaxon","Relevé.number","Revised.alliance","EUNIS2020","Aspect","Slope","Area","Year","DEG_LON","DEG_LAT","Accuracy","Elevation","Alliance","Class","Semisupervised","Revised.class"
"1040","S-P15147","Urtico dioicae-Sambucetum ebuli",413,"Balloto-Conion maculati","R57","",NA,50,"1967",-1.504837161,43.14912973,"2 - UTM1x1 + Centroid",100,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"1041","S-P15148","Urtico dioicae-Sambucetum ebuli",414,"Balloto-Conion maculati","V38","",NA,50,"1967",-2.100370981,42.96085661,"1 - UTM1x1 + Elevation",650,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"1042","S-P15149","Galio aparines-Anthriscetum sylvestris",415,"Balloto-Conion maculati","R57","",5,100,"1967",-1.508988744,42.97809312,"1 - UTM1x1 + Elevation",640,"Aegopodion podagrariae","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"1043","S-P15150","Balloto-Conion maculati",416,"Dauco-Melilotion","V38","",NA,20,"1967",-1.710895694,42.94092363,"1 - UTM1x1 + Elevation",530,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"1044","S-P15151","Balloto-Conion maculati",417,"Balloto-Conion maculati","R55","",NA,20,"1967",-1.969251875,43.02998989,"1 - UTM1x1 + Elevation",480,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",0,"Epilobietea angustifolii"
"1045","S-P15152","Urtico dioicae-Sambucetum ebuli",418,"Balloto-Conion maculati","V","",NA,50,"1967",-1.766112841,42.99916413,"2 - UTM1x1 + Centroid",920,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"1046","S-P15153","Geranietum robertiano-lucidi",419,"Geo urbani-Alliarion officinalis","R55","",5,20,"1967",-2.269424273,43.17997973,"1 - UTM1x1 + Elevation",120,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"1047","S-P15154","Urtico dioicae-Sambucetum ebuli",420,"Balloto-Conion maculati","R55","",5,20,"1967",-2.262020399,43.18173316,"1 - UTM1x1 + Elevation",120,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"1048","S-P15155","Urtico dioicae-Sambucetum ebuli",421,"Balloto-Conion maculati","R55","",5,50,"1967",-2.269359848,43.18538217,"1 - UTM1x1 + Elevation",190,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"1049","S-P15156","Urtico dioicae-Sambucetum ebuli",422,"Balloto-Conion maculati","R55","",5,20,"1967",-2.41271908,43.12137322,"1 - UTM1x1 + Elevation",180,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"1050","S-P15157","Geranietum robertiano-lucidi",423,"Geo urbani-Alliarion officinalis","V","",NA,20,"1967",-2.217657394,43.18684124,"1 - UTM1x1 + Elevation",180,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"1051","S-P15158","Carduo nutantis-Cirsietum richterani",424,"Arction lappae","R55","",NA,NA,"1967",-2.255082735,42.9421568,"1 - UTM1x1 + Elevation",750,"Cirsion richterano-chodati","Artemisietea vulgaris",0,"Epilobietea angustifolii"
"1052","S-P15160","Lolio perennis-Plantaginetum majoris",1941,"Polygono-Coronopodion","V35","",0,20,"1967",-1.822892987,43.36535217,"1 - UTM1x1 + Elevation",200,"Potentillion anserinae","Molinio-Arrhenatheretea",0,"Polygono-Poetea annuae"
"1053","S-P15161","Lolio perennis-Plantaginetum majoris",415161,"Potentillion anserinae","R36","",0,20,"1967",-1.820425099,43.36532674,"1 - UTM1x1 + Elevation",200,"Potentillion anserinae","Molinio-Arrhenatheretea",1,"Polygono-Poetea annuae"
"1054","S-P15168","Lolio perennis-Plantaginetum majoris",1942,"Polygono-Coronopodion","V35","",NA,50,"1967",-2.374224931,43.27965258,"1 - UTM1x1 + Elevation",50,"Potentillion anserinae","Molinio-Arrhenatheretea",0,"Polygono-Poetea annuae"
"1055","S-P15169","",1943,"Polygono-Coronopodion","V35","",0,50,NA,-2.189980752,43.04617303,"1 - UTM1x1 + Elevation",160,"Unknown",NA,0,"Polygono-Poetea annuae"
"1056","S-P15170","",1944,"Polygono-Coronopodion","V35","",NA,10,NA,-1.49991946,43.14906535,"1 - UTM1x1 + Elevation",230,"Unknown",NA,0,"Polygono-Poetea annuae"
"1057","S-P15171","",1945,"Polygono-Coronopodion","V35","",NA,20,NA,-1.969251875,43.02998989,"1 - UTM1x1 + Elevation",480,"Unknown",NA,0,"Polygono-Poetea annuae"
"1058","S-P15172","Lolio perennis-Plantaginetum majoris",1946,"Polygono-Coronopodion","V35","",NA,50,"1967",-2.137384244,43.2943199,"1 - UTM1x1 + Elevation",10,"Potentillion anserinae","Molinio-Arrhenatheretea",0,"Polygono-Poetea annuae"
"1059","S-P15173","Lolio perennis-Plantaginetum majoris",1947,"Polygono-Coronopodion","V35","",NA,20,"1967",-1.846059432,43.3151634,"1 - UTM1x1 + Elevation",200,"Potentillion anserinae","Molinio-Arrhenatheretea",0,"Polygono-Poetea annuae"
"1060","S-P15174","Lolio perennis-Plantaginetum majoris",1948,"Polygono-Coronopodion","V35","",NA,20,"1967",-1.669979563,43.13315953,"1 - UTM1x1 + Elevation",130,"Potentillion anserinae","Molinio-Arrhenatheretea",0,"Polygono-Poetea annuae"
"1061","S-P15175","Lolio perennis-Plantaginetum majoris",415175,"Potentillion anserinae","R36","",NA,10,"1967",-2.167470408,42.89472634,"1 - UTM1x1 + Elevation",540,"Potentillion anserinae","Molinio-Arrhenatheretea",1,"Polygono-Poetea annuae"
"1062","S-P15176","Lolio perennis-Plantaginetum majoris",415176,"Potentillion anserinae","R36","",5,10,"1967",-2.34045664,43.2110274,"1 - UTM1x1 + Elevation",550,"Potentillion anserinae","Molinio-Arrhenatheretea",1,"Polygono-Poetea annuae"
"1063","S-P15177","Polycarpion tetraphylli",415177,"Polycarpion tetraphylli","V35","",NA,4,"1967",-8.577150315,42.04626052,"4 - UTM10x10 + Centroid",73,"Polycarpion tetraphylli","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"1064","S-P15183","Cardamino flexuosae-Chrysosplenietum oppositifolii",415183,"Potentillion anserinae","V37","",NA,NA,"1967",-6.591547598,43.53512218,"4 - UTM10x10 + Centroid",96,"Caricion remotae","Montio-Cardaminetea",0,"Papaveretea rhoeadis"
"1065","S-P15195","Cochlearia officinalis-Senecio aquaticus",415195,"Cynancho-Convolvulion sepium","R55","",NA,30,"1967",-4.165908673,43.37783424,"4 - UTM10x10 + Centroid",114,"Unknown",NA,0,"Bidentetea"
"1066","S-P15198","Cyperetum flavescentis",415198,"Potentillion anserinae","R36","",NA,10,"1967",-1.507208368,43.15276256,"1 - UTM1x1 + Elevation",230,"Unknown",NA,0,"Polygono-Poetea annuae"
"1067","S-P16049","Rumici obtusifolii-Oenanthetum",416049,"Cynancho-Convolvulion sepium","R55","",NA,50,"1987",-8.633771785,42.60049954,"3 - UTM10x10 + Elevation",60,"Mentho longifoliae-Juncion inflexi","Molinio-Arrhenatheretea",0,"Epilobietea angustifolii"
"1068","S-P16054","Rumici obtusifolii-Oenanthetum",416054,"Cynancho-Convolvulion sepium","R36","",NA,10,"1987",-8.211076213,43.28314957,"3 - UTM10x10 + Elevation",10,"Mentho longifoliae-Juncion inflexi","Molinio-Arrhenatheretea",0,"Epilobietea angustifolii"
"1069","S-P16228","Geranio robertiani-Cariolophetum sempervirentis",425,"Geo urbani-Alliarion officinalis","V39","",NA,20,"1987",-5.853391817,42.66948427,"3 - UTM10x10 + Elevation",900,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"1070","S-P16229","Geranio robertiani-Cariolophetum sempervirentis",426,"Geo urbani-Alliarion officinalis","V39","",NA,4,"1987",-5.784118781,42.75763513,"3 - UTM10x10 + Elevation",990,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"1071","S-P16230","Geranio robertiani-Cariolophetum sempervirentis",427,"Geo urbani-Alliarion officinalis","V39","",NA,20,"1987",-5.868498864,42.83839277,"3 - UTM10x10 + Elevation",1050,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"1072","S-P16231","Geranio robertiani-Cariolophetum sempervirentis",428,"Geo urbani-Alliarion officinalis","V39","",NA,5,"1987",-6.28897324,42.69201194,"3 - UTM10x10 + Elevation",860,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"1073","S-P16232","Geranio robertiani-Cariolophetum sempervirentis",429,"Geo urbani-Alliarion officinalis","V39","",NA,20,"1987",-6.276102577,42.63295209,"3 - UTM10x10 + Elevation",800,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"1074","S-P16233","Geranio robertiani-Cariolophetum sempervirentis",430,"Geo urbani-Alliarion officinalis","V39","",NA,4,"1987",-5.838343321,42.82113585,"3 - UTM10x10 + Elevation",1000,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"1075","S-P16234","Geranio robertiani-Cariolophetum sempervirentis",431,"Geo urbani-Alliarion officinalis","V39","",NA,20,"1987",-6.501838542,42.61366083,"3 - UTM10x10 + Elevation",630,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"1076","S-P16235","Geranio robertiani-Cariolophetum sempervirentis",432,"Geo urbani-Alliarion officinalis","V39","",NA,40,"1987",-6.295195632,42.25420972,"3 - UTM10x10 + Elevation",980,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"1077","S-P16236","Geranio robertiani-Cariolophetum sempervirentis",433,"Geo urbani-Alliarion officinalis","V39","",NA,25,"1987",-6.377725136,42.1653602,"3 - UTM10x10 + Elevation",1090,"Geo urbani-Alliarion officinalis","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"1078","S-P17950","Cymbalario-Trachelietum caerulei",2224,"Galio valantiae-Parietarion judaicae","?","",NA,10,"1982",-2.715385597,43.06489476,"1 - UTM1x1 + Elevation",600,"Cymbalario-Asplenion","Cymbalario-Parietarietea diffusae",0,"Cymbalario-Parietarietea diffusae"
"1079","S-P17951","Cymbalario-Trachelietum caerulei",2225,"Galio valantiae-Parietarion judaicae","H","",NA,10,"1982",-2.618965627,43.16546917,"1 - UTM1x1 + Elevation",150,"Cymbalario-Asplenion","Cymbalario-Parietarietea diffusae",0,"Cymbalario-Parietarietea diffusae"
"1080","S-P17952","Cymbalario-Trachelietum caerulei",2226,"Galio valantiae-Parietarion judaicae","H","",NA,8,"1982",-2.621437042,43.16367641,"1 - UTM1x1 + Elevation",150,"Cymbalario-Asplenion","Cymbalario-Parietarietea diffusae",0,"Cymbalario-Parietarietea diffusae"
"1081","S-P17953","Cymbalario-Trachelietum caerulei",2227,"Galio valantiae-Parietarion judaicae","H","",NA,10,"1982",-2.648375586,43.1853739,"1 - UTM1x1 + Elevation",150,"Cymbalario-Asplenion","Cymbalario-Parietarietea diffusae",0,"Cymbalario-Parietarietea diffusae"
"1082","S-P17954","Cymbalario-Trachelietum caerulei",2228,"Galio valantiae-Parietarion judaicae","H","",NA,6,"1982",-2.650846951,43.18358051,"1 - UTM1x1 + Elevation",150,"Cymbalario-Asplenion","Cymbalario-Parietarietea diffusae",0,"Cymbalario-Parietarietea diffusae"
"1083","S-P17955","Sisymbrio officinalis-Hordeetum murini",434,"Sisymbrion officinalis","V37","",NA,20,"1982",-2.611516269,43.17624989,"2 - UTM1x1 + Centroid",356,"Sisymbrion officinalis","Sisymbrietea",1,"Polygono-Poetea annuae"
"1084","S-P17956","Sisymbrio officinalis-Hordeetum murini",1950,"Polygono-Coronopodion","V37","",NA,20,"1982",-2.611516269,43.17624989,"2 - UTM1x1 + Centroid",356,"Sisymbrion officinalis","Sisymbrietea",0,"Polygono-Poetea annuae"
"1085","S-P17957","Sisymbrio officinalis-Hordeetum murini",1951,"Sisymbrion officinalis","V37","",NA,30,"1982",-2.611516269,43.17624989,"2 - UTM1x1 + Centroid",356,"Sisymbrion officinalis","Sisymbrietea",1,"Polygono-Poetea annuae"
"1086","S-P17958","Sisymbrio officinalis-Hordeetum murini",435,"Sisymbrion officinalis","V37","",NA,20,"1982",-2.611687398,43.14923601,"2 - UTM1x1 + Centroid",304,"Sisymbrion officinalis","Sisymbrietea",1,"Polygono-Poetea annuae"
"1087","S-P17959","Sisymbrio officinalis-Hordeetum murini",436,"Sisymbrion officinalis","V37","",NA,30,"1982",-2.611687398,43.14923601,"2 - UTM1x1 + Centroid",304,"Sisymbrion officinalis","Sisymbrietea",1,"Polygono-Poetea annuae"
"1088","S-P17960","Sisymbrio officinalis-Hordeetum murini",1952,"Sisymbrion officinalis","V37","",NA,30,"1982",-2.684642517,43.31154527,"2 - UTM1x1 + Centroid",137,"Sisymbrion officinalis","Sisymbrietea",1,"Polygono-Poetea annuae"
"1089","S-P17961","Sisymbrio officinalis-Hordeetum murini",1953,"Sisymbrion officinalis","V37","",NA,30,"1982",-2.684642517,43.31154527,"2 - UTM1x1 + Centroid",137,"Sisymbrion officinalis","Sisymbrietea",1,"Polygono-Poetea annuae"
"1090","S-P17962","Sisymbrio officinalis-Hordeetum murini",437,"Sisymbrion officinalis","V37","",NA,20,"1982",-2.722045556,43.22159565,"2 - UTM1x1 + Centroid",208,"Sisymbrion officinalis","Sisymbrietea",1,"Polygono-Poetea annuae"
"1091","S-P17963","Urtico dioicae-Sambucetum ebuli",438,"Balloto-Conion maculati","R57","",NA,20,"1982",-2.739314292,43.21443251,"1 - UTM1x1 + Elevation",110,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"1092","S-P17964","Urtico dioicae-Sambucetum ebuli",439,"Balloto-Conion maculati","R57","",NA,30,"1982",-2.734389712,43.21442118,"1 - UTM1x1 + Elevation",110,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"1093","S-P17965","Urtico dioicae-Sambucetum ebuli",440,"Balloto-Conion maculati","R57","",NA,20,"1982",-2.662416887,43.31688458,"1 - UTM1x1 + Elevation",90,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"1094","S-P17966","Urtico dioicae-Sambucetum ebuli",441,"Balloto-Conion maculati","R57","",NA,20,"1982",-2.657473961,43.3186708,"1 - UTM1x1 + Elevation",80,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"1095","S-P17967","Urtico dioicae-Sambucetum ebuli",442,"Balloto-Conion maculati","R","",NA,30,"1982",-2.65095979,43.16377029,"1 - UTM1x1 + Elevation",180,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"1096","S-P17968","Urtico dioicae-Sambucetum ebuli",443,"Balloto-Conion maculati","R57","",NA,30,"1982",-2.648478904,43.16736462,"1 - UTM1x1 + Elevation",180,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"1097","S-P17969","Urtico dioicae-Sambucetum ebuli",444,"Balloto-Conion maculati","V","",NA,30,"1982",-2.646008126,43.16915796,"1 - UTM1x1 + Elevation",180,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"1098","S-P17970","Urtico dioicae-Sambucetum ebuli",445,"Balloto-Conion maculati","R57","",NA,20,"1982",-2.575129549,43.10047977,"1 - UTM1x1 + Elevation",250,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"1099","S-P17971","Urtico dioicae-Sambucetum ebuli",446,"Balloto-Conion maculati","V39","",NA,20,"1982",-2.577587227,43.10048887,"1 - UTM1x1 + Elevation",250,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"1100","S-P17972","Urtico dioicae-Sambucetum ebuli",447,"Balloto-Conion maculati","R","",NA,10,"1982",-2.673561842,43.07739006,"2 - UTM1x1 + Centroid",450,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"1101","S-P17973","Bryo argentei-Saginetum procumbentis",1954,"Saginion procumbentis","V35","",NA,2,"1982",-2.640431574,43.28079915,"1 - UTM1x1 + Elevation",250,"Saginion procumbentis","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"1102","S-P17974","Bryo argentei-Saginetum procumbentis",1955,"Saginion procumbentis","V35","",NA,2,"1982",-2.640431574,43.28079915,"1 - UTM1x1 + Elevation",250,"Saginion procumbentis","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"1103","S-P17975","Bryo argentei-Saginetum procumbentis",1956,"Saginion procumbentis","V35","",NA,2,"1982",-2.589863612,43.10233451,"1 - UTM1x1 + Elevation",350,"Saginion procumbentis","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"1104","S-P17976","Bryo argentei-Saginetum procumbentis",1957,"Saginion procumbentis","V35","",NA,2,"1982",-2.587417949,43.10052473,"1 - UTM1x1 + Elevation",350,"Saginion procumbentis","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"1105","S-P17977","Bryo argentei-Saginetum procumbentis",1958,"Saginion procumbentis","V35","",NA,2,"1982",-2.623875168,43.16728638,"2 - UTM1x1 + Centroid",180,"Saginion procumbentis","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"1106","S-P17978","Bryo argentei-Saginetum procumbentis",1959,"Saginion procumbentis","V35","",NA,1,"1982",-2.623875168,43.16728638,"2 - UTM1x1 + Centroid",180,"Saginion procumbentis","Polygono-Poetea annuae",1,"Polygono-Poetea annuae"
"1107","S-P18027","Lolio perennis-Plantaginetum majoris",418027,"Potentillion anserinae","R36","",NA,20,"1982",-2.645768666,43.21057921,"1 - UTM1x1 + Elevation",350,"Potentillion anserinae","Molinio-Arrhenatheretea",1,"Polygono-Poetea annuae"
"1108","S-P18271","Asociación de Lolium perenne-Plantago major",1961,"Saginion procumbentis","V35","",NA,20,"1974",-5.901270464,43.27517071,"2 - UTM1x1 + Centroid",210,"Potentillion anserinae","Molinio-Arrhenatheretea",0,"Polygono-Poetea annuae"
"1109","S-P18272","Asociación de Lolium perenne-Plantago major",1962,"Polygono-Coronopodion","V35","E",30,20,"1974",-5.920125607,43.1540368,"1 - UTM1x1 + Elevation",850,"Potentillion anserinae","Molinio-Arrhenatheretea",0,"Polygono-Poetea annuae"
"1110","S-P18274","Asociación de Lolium perenne-Plantago major",1963,"Polygono-Coronopodion","V35","",NA,30,"1974",-5.945297316,43.16599674,"2 - UTM1x1 + Centroid",540,"Potentillion anserinae","Molinio-Arrhenatheretea",0,"Polygono-Poetea annuae"
"1111","S-P18276","Asociación de Lolium perenne-Plantago major",418276,"Potentillion anserinae","R36","",NA,20,"1974",-5.876993334,43.28298755,"1 - UTM1x1 + Elevation",150,"Potentillion anserinae","Molinio-Arrhenatheretea",1,"Polygono-Poetea annuae"
"1112","S-P18277","Asociación de Lolium perenne-Plantago major",1964,"Polygono-Coronopodion","V37","N",20,25,"1974",-5.969519298,43.15816686,"1 - UTM1x1 + Elevation",490,"Potentillion anserinae","Molinio-Arrhenatheretea",0,"Polygono-Poetea annuae"
"1113","S-P18282","Urtico dioicae-Sambucetum ebuli",448,"Balloto-Conion maculati","V38","S",40,30,"1974",-5.92266808,43.15577265,"1 - UTM1x1 + Elevation",850,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"1114","S-P18283","Urtico dioicae-Sambucetum ebuli",449,"Balloto-Conion maculati","V38","SE",30,30,"1974",-5.92266808,43.15577265,"1 - UTM1x1 + Elevation",830,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"1115","S-P18284","Urtico dioicae-Sambucetum ebuli",450,"Balloto-Conion maculati","V38","",NA,40,"1974",-6.025787152,43.20171132,"1 - UTM1x1 + Elevation",300,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"1116","S-P18285","Urtico dioicae-Sambucetum ebuli",451,"Balloto-Conion maculati","R57","S",20,40,"1974",-6.028245514,43.20164621,"2 - UTM1x1 + Centroid",250,"Balloto-Conion maculati","Epilobietea angustifolii",1,"Epilobietea angustifolii"
"1117","S-P18286","Chenopodion subalpinum",452,"Arction lappae","V39","NE",15,20,"1974",-5.928699398,43.17902885,"1 - UTM1x1 + Elevation",1540,"Rumicion alpini","Mulgedio-Aconitetea",0,"Epilobietea angustifolii"
"1118","S-P18287","Chenopodion subalpinum",453,"Arction lappae","V39","W",10,30,"1974",-5.928699398,43.17902885,"1 - UTM1x1 + Elevation",1570,"Rumicion alpini","Mulgedio-Aconitetea",0,"Epilobietea angustifolii"
"1119","S-P18288","Chenopodion subalpinum",454,"Arction lappae","V","",NA,15,"1974",-5.934735765,43.20228451,"2 - UTM1x1 + Centroid",1760,"Rumicion alpini","Mulgedio-Aconitetea",0,"Epilobietea angustifolii"
"1120","S-P18289","Chenopodion subalpinum",455,"Arction lappae","V","N",20,20,"1974",-5.934649484,43.20048592,"1 - UTM1x1 + Elevation",1600,"Rumicion alpini","Mulgedio-Aconitetea",0,"Epilobietea angustifolii"
"1121","S-P18290","Sisymbrio officinalis-Hordeetum murini",456,"Sisymbrion officinalis","V37","",NA,15,"1974",-5.969432129,43.15636831,"2 - UTM1x1 + Centroid",420,"Sisymbrion officinalis","Sisymbrietea",1,"Polygono-Poetea annuae"
"1122","S-P18291","Sisymbrio officinalis-Hordeetum murini",457,"Sisymbrion officinalis","V37","",NA,8,"1974",-5.969432129,43.15636831,"2 - UTM1x1 + Centroid",380,"Sisymbrion officinalis","Sisymbrietea",1,"Polygono-Poetea annuae"
"1123","S-P18292","Sisymbrio officinalis-Hordeetum murini",1965,"Sisymbrion officinalis","V37","SE",20,10,"1974",-5.993299718,43.19176191,"3 - UTM10x10 + Elevation",350,"Sisymbrion officinalis","Sisymbrietea",1,"Polygono-Poetea annuae"
"1124","S-P18293","Sisymbrio officinalis-Hordeetum murini",1329,"Oxalidion europaeae","V37","N",50,15,"1974",-5.993299718,43.19176191,"3 - UTM10x10 + Elevation",360,"Sisymbrion officinalis","Sisymbrietea",0,"Papaveretea rhoeadis"
"1125","S-P18294","Sisymbrio officinalis-Hordeetum murini",458,"Sisymbrion officinalis","V37","NW",30,15,"1974",-5.993299718,43.19176191,"3 - UTM10x10 + Elevation",370,"Sisymbrion officinalis","Sisymbrietea",1,"Polygono-Poetea annuae"
"1126","S-P18295","Sisymbrio officinalis-Hordeetum murini",459,"Balloto-Conion maculati","R57","SW",20,20,"1974",-5.874621222,43.23262495,"1 - UTM1x1 + Elevation",310,"Sisymbrion officinalis","Sisymbrietea",0,"Polygono-Poetea annuae"
"1127","S-P18296","Sisymbrio officinalis-Hordeetum murini",460,"Balloto-Conion maculati","V37","E",25,15,"1974",-5.272624467,43.10479993,"4 - UTM10x10 + Centroid",290,"Sisymbrion officinalis","Sisymbrietea",0,"Epilobietea angustifolii"
"1128","S-P18297","Polygono-Chenopodion polyspermi",1330,"Oxalidion europaeae","V15","S",30,20,"1974",-5.92292549,43.16116851,"1 - UTM1x1 + Elevation",930,"Oxalidion europaeae","Papaveretea rhoeadis",1,"Papaveretea rhoeadis"
"1129","S-P18298","Polygono-Chenopodion polyspermi",1331,"Oxalidion europaeae","V15","",NA,20,"1974",-6.064759579,43.19346982,"1 - UTM1x1 + Elevation",450,"Oxalidion europaeae","Papaveretea rhoeadis",1,"Papaveretea rhoeadis"
"1130","S-P18299","Polygono-Chenopodion polyspermi",1332,"Oxalidion europaeae","V15","",NA,35,"1974",-5.971801567,43.15450593,"1 - UTM1x1 + Elevation",480,"Oxalidion europaeae","Papaveretea rhoeadis",1,"Papaveretea rhoeadis"
"1131","S-P18300","Polygono-Chenopodion polyspermi",1333,"Oxalidion europaeae","V15","",NA,20,"1974",-5.969432129,43.15636831,"1 - UTM1x1 + Elevation",450,"Oxalidion europaeae","Papaveretea rhoeadis",1,"Papaveretea rhoeadis"
"1132","S-P18301","Polygono-Chenopodion polyspermi",1334,"Oxalidion europaeae","V15","",NA,20,"1974",-5.976103332,43.17763085,"4 - UTM10x10 + Centroid",300,"Oxalidion europaeae","Papaveretea rhoeadis",1,"Papaveretea rhoeadis"
"1133","S-P18302","Polygono-Chenopodion polyspermi",1335,"Oxalidion europaeae","V37","SW",15,20,"1974",-6.025787152,43.20171132,"1 - UTM1x1 + Elevation",280,"Oxalidion europaeae","Papaveretea rhoeadis",1,"Papaveretea rhoeadis"
"1134","S-P18303","Polygono-Chenopodion polyspermi",1336,"Oxalidion europaeae","V15","",NA,20,"1974",-5.920211322,43.15583543,"1 - UTM1x1 + Elevation",880,"Oxalidion europaeae","Papaveretea rhoeadis",1,"Papaveretea rhoeadis"
"1135","S-P18304","Polygono-Chenopodion polyspermi",1337,"Oxalidion europaeae","V37","",NA,20,"1974",-5.976103332,43.17763085,"4 - UTM10x10 + Centroid",320,"Oxalidion europaeae","Papaveretea rhoeadis",1,"Epilobietea angustifolii"
"1136","S-P18305","Polygono-Chenopodion polyspermi",1338,"Oxalidion europaeae","V37","",NA,30,"1974",-6.028245514,43.20164621,"2 - UTM1x1 + Centroid",260,"Oxalidion europaeae","Papaveretea rhoeadis",1,"Papaveretea rhoeadis"
"1137","S-P18306","Polygono-Chenopodion polyspermi",1339,"Oxalidion europaeae","V15","",NA,25,"1974",-5.97197604,43.15810302,"1 - UTM1x1 + Elevation",440,"Oxalidion europaeae","Papaveretea rhoeadis",1,"Papaveretea rhoeadis"
"1138","S-P18419","Bidentetea tripartitae",418419,"Paspalo-Agrostion semiverticillati","R57","W",NA,15,"1974",-5.945297316,43.16599674,"2 - UTM1x1 + Centroid",420,"Bidention tripartitae","Bidentetea",0,"Epilobietea angustifolii"
"1139","S-P19594","Spergulario rupicolae-Sedetum anglici",419594,"Polycarpion tetraphylli","V35","",0,4,"2008",-6.238629166,43.59197142,"2 - UTM1x1 + Centroid",78,"Sedion anglici","Sedo-Scleranthetea",0,"Polygono-Poetea annuae"
"1140","S-P19638","Chenopodietalia albi",1340,"Oxalidion europaeae","V15","N",5,100,"1972",-8.094531643,43.09755987,"3 - UTM10x10 + Elevation",510,"Scleranthion annui","Papaveretea rhoeadis",0,"Papaveretea rhoeadis"
"1141","S-P19639","Chenopodietalia albi",1341,"Oxalidion europaeae","V15","S",5,100,"1972",-8.088912404,43.14822496,"3 - UTM10x10 + Elevation",490,"Scleranthion annui","Papaveretea rhoeadis",0,"Papaveretea rhoeadis"
"1142","S-P19640","Chenopodietalia albi",1342,"Scleranthion annui","V15","",NA,100,"1972",-8.097725607,43.10641983,"3 - UTM10x10 + Elevation",470,"Scleranthion annui","Papaveretea rhoeadis",1,"Papaveretea rhoeadis"
"1143","S-P19641","Chenopodietalia albi",1343,"Scleranthion annui","V15","",NA,100,"1972",-8.090827989,43.11212926,"3 - UTM10x10 + Elevation",490,"Scleranthion annui","Papaveretea rhoeadis",1,"Papaveretea rhoeadis"
"1144","S-P19642","Chenopodietalia albi",1344,"Scleranthion annui","V15","",NA,100,"1972",-8.02314755,43.12593125,"3 - UTM10x10 + Elevation",490,"Scleranthion annui","Papaveretea rhoeadis",1,"Papaveretea rhoeadis"
"1145","S-P19643","Chenopodietalia albi",1345,"Oxalidion europaeae","V15","",NA,25,"1972",-8.051502377,43.11207612,"3 - UTM10x10 + Elevation",480,"Scleranthion annui","Papaveretea rhoeadis",0,"Papaveretea rhoeadis"
