Releve number,SIVIMID,Analysis.Names,Cover.percent
676,T-P06579,Poa trivialis,15
676,T-P06579,Ranunculus acris,5
676,T-P06579,Rumex crispus,5
676,T-P06579,Rumex obtusifolius,1
676,T-P06579,Schedonorus arundinaceus,5
676,T-P06579,Tragopogon dubius,1
676,T-P06579,Urtica dioica,15
676,T-P06579,Vicia sepium,1
677,T-P06580,Alliaria petiolata,5
677,T-P06580,Anisantha sterilis,5
677,T-P06580,Anthriscus sylvestris,62.5
677,T-P06580,Arctium minus,1
677,T-P06580,Cruciata laevipes,5
677,T-P06580,Galium aparine,15
677,T-P06580,Lamium maculatum,37.5
677,T-P06580,Rubus ulmifolius aggr.,5
677,T-P06580,Rumex obtusifolius,1
677,T-P06580,Sambucus nigra,1
677,T-P06580,Sisymbrium officinale,1
677,T-P06580,Urtica dioica,87.5
677,T-P06580,Veronica persica,1
687,T-P06581,Anisantha sterilis,1
687,T-P06581,Anthriscus sylvestris,87.5
687,T-P06581,Erodium cicutarium,5
687,T-P06581,Galium aparine,15
687,T-P06581,Geranium pyrenaicum,1
687,T-P06581,Heracleum sphondylium,5
687,T-P06581,Poa trivialis,1
687,T-P06581,Ranunculus repens,1
687,T-P06581,Rubus ulmifolius aggr.,5
687,T-P06581,Rumex obtusifolius,1
687,T-P06581,Sambucus ebulus,15
687,T-P06581,Urtica dioica,15
688,T-P06582,Aegonychon purpurocaeruleum,1
688,T-P06582,Alliaria petiolata,1
688,T-P06582,Anisantha sterilis,1
688,T-P06582,Anthriscus sylvestris,62.5
688,T-P06582,Cruciata laevipes,1
688,T-P06582,Galium aparine,5
688,T-P06582,Geranium pyrenaicum,5
688,T-P06582,Geum urbanum,5
688,T-P06582,Glechoma hederacea,5
688,T-P06582,Heracleum sphondylium,5
688,T-P06582,Lamium maculatum,15
688,T-P06582,Melissa officinalis,1
688,T-P06582,Mentha suaveolens,1
688,T-P06582,Rumex obtusifolius,1
688,T-P06582,Urtica dioica,15
692,T-P06583,Alliaria petiolata,15
692,T-P06583,Anthriscus sylvestris,62.5
692,T-P06583,Carduus tenuiflorus,1
692,T-P06583,Galium aparine,5
692,T-P06583,Geranium lucidum,5
692,T-P06583,Geranium pyrenaicum,5
692,T-P06583,Geum urbanum,5
692,T-P06583,Heracleum sphondylium,5
692,T-P06583,Lamium maculatum,15
692,T-P06583,Medicago polymorpha,1
692,T-P06583,Taraxacum sect. Taraxacum,1
692,T-P06583,Urtica dioica,1
686,T-P06584,Alliaria petiolata,15
686,T-P06584,Anthriscus sylvestris,37.5
686,T-P06584,Cruciata laevipes,1
686,T-P06584,Galium aparine,5
686,T-P06584,Geranium pyrenaicum,5
686,T-P06584,Geranium robertianum,5
686,T-P06584,Geum urbanum,15
686,T-P06584,Heracleum sphondylium,1
686,T-P06584,Humulus lupulus,1
686,T-P06584,Lamium maculatum,1
686,T-P06584,Rumex obtusifolius,1
686,T-P06584,Sambucus nigra,1
686,T-P06584,Urtica dioica,15
669,T-P06585,Achillea millefolium,1
669,T-P06585,Anthriscus sylvestris,62.5
669,T-P06585,Bryonia dioica,5
669,T-P06585,Cirsium vulgare,5
669,T-P06585,Crepis capillaris,1
669,T-P06585,Cruciata laevipes,1
669,T-P06585,Dactylis glomerata,1
669,T-P06585,Epilobium tetragonum,1
669,T-P06585,Galium aparine,37.5
669,T-P06585,Geranium lucidum,5
669,T-P06585,Heracleum sphondylium,5
669,T-P06585,Jacobaea vulgaris,5
669,T-P06585,Pastinaca sativa aggr.,1
669,T-P06585,Potentilla reptans,1
669,T-P06585,Sambucus ebulus,5
669,T-P06585,Torilis arvensis,1
669,T-P06585,Urtica dioica,37.5
669,T-P06585,Vicia sativa aggr.,5
670,T-P06586,Anisantha diandra,5
670,T-P06586,Anisantha sterilis,5
670,T-P06586,Anthriscus sylvestris,62.5
670,T-P06586,Convolvulus arvensis,1
670,T-P06586,Dactylis glomerata,5
670,T-P06586,Dipsacus fullonum,5
670,T-P06586,Galium aparine,15
670,T-P06586,Geranium pyrenaicum,5
670,T-P06586,Lamium maculatum,1
670,T-P06586,Malva sylvestris,1
670,T-P06586,Pastinaca sativa aggr.,1
670,T-P06586,Poa trivialis,5
670,T-P06586,Ranunculus repens,1
670,T-P06586,Rubus caesius,5
670,T-P06586,Rumex crispus,1
670,T-P06586,Sambucus ebulus,1
670,T-P06586,Sisymbrium officinale,1
670,T-P06586,Urtica dioica,37.5
1736,T-P06587,Achillea millefolium,1
1736,T-P06587,Anisantha diandra,15
1736,T-P06587,Anisantha sterilis,5
1736,T-P06587,Borago officinalis,1
1736,T-P06587,Brachypodium pinnatum aggr.,1
1736,T-P06587,Carex cuprina,1
1736,T-P06587,Centaurea scabiosa,1
1736,T-P06587,Cirsium vulgare,1
1736,T-P06587,Convolvulus arvensis,1
1736,T-P06587,Daucus carota,1
1736,T-P06587,Lactuca virosa,1
1736,T-P06587,Ononis spinosa,1
1736,T-P06587,Plantago lanceolata,1
1736,T-P06587,Potentilla reptans,1
1736,T-P06587,Ranunculus bulbosus,1
1736,T-P06587,Rumex crispus,1
1736,T-P06587,Rumex pulcher,5
1736,T-P06587,Sambucus ebulus,87.5
1736,T-P06587,Sonchus oleraceus,1
1736,T-P06587,Urtica dioica,15
1736,T-P06587,Vicia sativa aggr.,1
1697,T-P06588,Anisantha sterilis,5
1697,T-P06588,Arctium minus,5
1697,T-P06588,Chaerophyllum hirsutum,1
1697,T-P06588,Cirsium vulgare,5
1697,T-P06588,Convolvulus arvensis,1
1697,T-P06588,Galium aparine,5
1697,T-P06588,Helminthotheca echioides,5
1697,T-P06588,Malva sylvestris,15
1697,T-P06588,Rubus ulmifolius aggr.,5
1697,T-P06588,Rumex conglomeratus,1
1697,T-P06588,Rumex obtusifolius,1
1697,T-P06588,Sambucus ebulus,37.5
1697,T-P06588,Urtica dioica,62.5
1698,T-P06589,Anisantha sterilis,5
1698,T-P06589,Cirsium vulgare,1
1698,T-P06589,Cruciata laevipes,15
1698,T-P06589,Dactylis glomerata,5
1698,T-P06589,Lapsana communis,5
1698,T-P06589,Rubus ulmifolius aggr.,5
1698,T-P06589,Sambucus ebulus,37.5
1698,T-P06589,Urtica dioica,37.5
387,T-P06590,Arctium minus,5
387,T-P06590,Calystegia sepium,5
387,T-P06590,Cirsium vulgare,5
387,T-P06590,Eupatorium cannabinum,1
387,T-P06590,Galium aparine,5
387,T-P06590,Geranium dissectum,5
387,T-P06590,Geranium pyrenaicum,5
387,T-P06590,Lamium maculatum,5
387,T-P06590,Mentha suaveolens,5
387,T-P06590,Rumex crispus,1
387,T-P06590,Rumex obtusifolius,5
387,T-P06590,Urtica dioica,87.5
398,T-P06591,Achillea millefolium,1
398,T-P06591,Brachypodium pinnatum aggr.,5
398,T-P06591,Bromus hordeaceus aggr.,1
398,T-P06591,Cirsium palustre,15
398,T-P06591,Convolvulus arvensis,5
398,T-P06591,Geranium dissectum,1
398,T-P06591,Geranium pyrenaicum,15
398,T-P06591,Holcus lanatus,1
398,T-P06591,Malva sylvestris,5
398,T-P06591,Mentha suaveolens,15
398,T-P06591,Poa pratensis,1
398,T-P06591,Potentilla reptans,5
398,T-P06591,Rumex pulcher,1
398,T-P06591,Urtica dioica,62.5
348,T-P06592,Cirsium vulgare,5
348,T-P06592,Festuca rubra aggr.,15
348,T-P06592,Geranium robertianum,5
348,T-P06592,Medicago lupulina,5
348,T-P06592,Urtica dioica,87.5
309,T-P06593,Achillea millefolium,1
309,T-P06593,Agrostis capillaris,5
309,T-P06593,Anisantha sterilis,1
309,T-P06593,Arenaria serpyllifolia,5
309,T-P06593,Brachypodium pinnatum aggr.,1
309,T-P06593,Capsella bursa-pastoris,1
309,T-P06593,Cirsium eriophorum,1
309,T-P06593,Festuca rubra aggr.,5
309,T-P06593,Geranium pyrenaicum,15
309,T-P06593,Geranium robertianum,15
309,T-P06593,Lamium maculatum,1
309,T-P06593,Malva neglecta,5
309,T-P06593,Medicago lupulina,5
309,T-P06593,Poa pratensis,5
309,T-P06593,Rumex pulcher,5
309,T-P06593,Sonchus oleraceus,1
309,T-P06593,Stellaria media,1
309,T-P06593,Torilis nodosa,5
309,T-P06593,Trisetum flavescens,1
309,T-P06593,Urtica dioica,87.5
308,T-P06595,Anisantha sterilis,15
308,T-P06595,Calystegia sepium,1
308,T-P06595,Conium maculatum,5
308,T-P06595,Dactylis glomerata,5
308,T-P06595,Dipsacus fullonum,1
308,T-P06595,Galium aparine,37.5
308,T-P06595,Heracleum sphondylium,15
308,T-P06595,Lamium maculatum,5
308,T-P06595,Rumex conglomeratus,1
308,T-P06595,Rumex obtusifolius,5
308,T-P06595,Sinapis arvensis,1
308,T-P06595,Taraxacum sect. Taraxacum,5
308,T-P06595,Urtica dioica,62.5
347,T-P06596,Anisantha sterilis,15
347,T-P06596,Bromus hordeaceus aggr.,5
347,T-P06596,Crepis vesicaria,1
347,T-P06596,Dactylis glomerata,5
347,T-P06596,Galium aparine,15
347,T-P06596,Geranium dissectum,5
347,T-P06596,Geranium pyrenaicum,15
347,T-P06596,Lamium maculatum,15
347,T-P06596,Poa trivialis,5
347,T-P06596,Ranunculus acris,5
347,T-P06596,Ranunculus repens,1
347,T-P06596,Rumex conglomeratus,5
347,T-P06596,Rumex obtusifolius,15
347,T-P06596,Sambucus ebulus,5
347,T-P06596,Sinapis arvensis,1
347,T-P06596,Stachys sylvatica,1
347,T-P06596,Urtica dioica,62.5
1678,T-P06597,Anisantha sterilis,15
1678,T-P06597,Arctium minus,5
1678,T-P06597,Galium aparine,15
1678,T-P06597,Geranium columbinum,1
1678,T-P06597,Geranium dissectum,15
1678,T-P06597,Mentha suaveolens,1
1678,T-P06597,Poa trivialis,15
1678,T-P06597,Rumex conglomeratus,5
1678,T-P06597,Rumex obtusifolius,15
1678,T-P06597,Sambucus ebulus,15
1678,T-P06597,Sinapis arvensis,15
1678,T-P06597,Urtica dioica,62.5
296,T-P06598,Angelica sylvestris,5
296,T-P06598,Arctium minus,5
296,T-P06598,Cruciata laevipes,5
296,T-P06598,Dactylis glomerata,1
296,T-P06598,Geranium pyrenaicum,5
296,T-P06598,Geranium robertianum,5
296,T-P06598,Lamium maculatum,15
296,T-P06598,Poa trivialis,5
296,T-P06598,Ranunculus acris,5
296,T-P06598,Ranunculus repens,1
296,T-P06598,Rumex obtusifolius,5
296,T-P06598,Stachys sylvatica,5
296,T-P06598,Stellaria media,5
296,T-P06598,Urtica dioica,87.5
296,T-P06598,Veronica chamaedrys,1
298,T-P06599,Anisantha sterilis,5
298,T-P06599,Arctium minus,15
298,T-P06599,Cirsium vulgare,1
298,T-P06599,Cruciata laevipes,1
298,T-P06599,Dactylis glomerata,5
298,T-P06599,Geranium dissectum,5
298,T-P06599,Geranium pyrenaicum,5
298,T-P06599,Lamium maculatum,15
298,T-P06599,Malva sylvestris,5
298,T-P06599,Mentha suaveolens,5
298,T-P06599,Poa trivialis,15
298,T-P06599,Ranunculus repens,5
298,T-P06599,Rumex obtusifolius,5
298,T-P06599,Schedonorus arundinaceus,5
298,T-P06599,Taraxacum sect. Taraxacum,1
298,T-P06599,Urtica dioica,62.5
298,T-P06599,Vicia sepium,5
315,T-P06600,Anisantha sterilis,5
315,T-P06600,Calystegia sepium,5
315,T-P06600,Carex cuprina,1
315,T-P06600,Dactylis glomerata,1
315,T-P06600,Galium aparine,15
315,T-P06600,Geranium dissectum,5
315,T-P06600,Geranium pyrenaicum,1
315,T-P06600,Glechoma hederacea,1
315,T-P06600,Poa trivialis,5
315,T-P06600,Ranunculus acris,1
315,T-P06600,Rumex obtusifolius,5
315,T-P06600,Sambucus ebulus,15
315,T-P06600,Sinapis arvensis,1
315,T-P06600,Sonchus arvensis,1
315,T-P06600,Stachys sylvatica,5
315,T-P06600,Urtica dioica,87.5
1784,T-P06601,Anisantha diandra,5
1784,T-P06601,Galium aparine,5
1784,T-P06601,Lavatera cretica,5
1784,T-P06601,Parietaria judaica aggr.,1
1784,T-P06601,Sambucus ebulus,37.5
1784,T-P06601,Sinapis arvensis,15
1784,T-P06601,Sonchus oleraceus,1
1784,T-P06601,Urtica dioica,62.5
1768,T-P06602,Anisantha sterilis,5
1768,T-P06602,Bryonia dioica,15
1768,T-P06602,Calystegia sepium,1
1768,T-P06602,Cirsium arvense,1
1768,T-P06602,Conium maculatum,5
1768,T-P06602,Elytrigia repens,5
1768,T-P06602,Galium aparine,37.5
1768,T-P06602,Lactuca virosa,1
1768,T-P06602,Lapsana communis,1
1768,T-P06602,Pastinaca sativa aggr.,1
1768,T-P06602,Rubus caesius,5
1768,T-P06602,Sambucus ebulus,87.5
1768,T-P06602,Torilis arvensis,5
1768,T-P06602,Urtica dioica,15
1728,T-P06603,Anisantha diandra,1
1728,T-P06603,Avena sterilis,5
1728,T-P06603,Ballota nigra,5
1728,T-P06603,Calystegia sepium,5
1728,T-P06603,Cirsium vulgare,1
1728,T-P06603,Clematis vitalba,1
1728,T-P06603,Conium maculatum,5
1728,T-P06603,Dactylis glomerata,5
1728,T-P06603,Dipsacus fullonum,1
1728,T-P06603,Geranium pyrenaicum,1
1728,T-P06603,Lactuca serriola,1
1728,T-P06603,Lamium purpureum aggr.,1
1728,T-P06603,Potentilla reptans,1
1728,T-P06603,Rubus ulmifolius aggr.,5
1728,T-P06603,Rumex crispus,1
1728,T-P06603,Sambucus ebulus,62.5
1728,T-P06603,Solanum dulcamara,1
1728,T-P06603,Torilis arvensis,1
1728,T-P06603,Urtica dioica,15
1728,T-P06603,Verbena officinalis,1
316,T-P06604,Agrimonia eupatoria,1
316,T-P06604,Angelica sylvestris,1
316,T-P06604,Calystegia sepium,1
316,T-P06604,Carex pendula,5
316,T-P06604,Chaerophyllum hirsutum,5
316,T-P06604,Cirsium vulgare,1
316,T-P06604,Cyperus eragrostis,1
316,T-P06604,Geranium dissectum,1
316,T-P06604,Geranium robertianum,5
316,T-P06604,Glechoma hederacea,5
316,T-P06604,Lamium galeobdolon aggr.,5
316,T-P06604,Lamium maculatum,15
316,T-P06604,Mentha suaveolens,1
316,T-P06604,Potentilla reptans,1
316,T-P06604,Pteridium aquilinum,1
316,T-P06604,Ranunculus repens,5
316,T-P06604,Torilis arvensis,1
316,T-P06604,Urtica dioica,62.5
316,T-P06604,Veronica chamaedrys,1
257,T-P06605,Arum italicum,5
257,T-P06605,Cardamine hirsuta,1
257,T-P06605,Cyperus longus,1
257,T-P06605,Dactylis glomerata,5
257,T-P06605,Galium aparine,1
257,T-P06605,Holcus lanatus,5
257,T-P06605,Juncus effusus,1
257,T-P06605,Lamium maculatum,37.5
257,T-P06605,Lythrum hyssopifolia,5
257,T-P06605,Mentha aquatica,1
257,T-P06605,Mentha suaveolens,1
257,T-P06605,Picris hieracioides,1
257,T-P06605,Potentilla sterilis,1
257,T-P06605,Pteridium aquilinum,1
257,T-P06605,Ranunculus acris,1
257,T-P06605,Ranunculus repens,5
257,T-P06605,Rumex obtusifolius,1
257,T-P06605,Stachys sylvatica,5
257,T-P06605,Stellaria holostea,5
257,T-P06605,Urtica dioica,37.5
257,T-P06605,Veronica chamaedrys,5
263,T-P06606,Anisantha sterilis,5
263,T-P06606,Chenopodium album,1
263,T-P06606,Cirsium vulgare,1
263,T-P06606,Dactylis glomerata,5
263,T-P06606,Galium aparine,5
263,T-P06606,Glechoma hederacea,1
263,T-P06606,Holcus lanatus,1
263,T-P06606,Lamium maculatum,15
263,T-P06606,Lapsana communis,1
263,T-P06606,Malva sylvestris,5
263,T-P06606,Poa pratensis,5
263,T-P06606,Potentilla reptans,5
263,T-P06606,Rumex conglomeratus,1
263,T-P06606,Rumex obtusifolius,1
263,T-P06606,Sisymbrium officinale,1
263,T-P06606,Sonchus oleraceus,1
263,T-P06606,Urtica dioica,87.5
268,T-P06607,Amaranthus hybridus aggr.,1
268,T-P06607,Ceratochloa cathartica,1
268,T-P06607,Chenopodium album,1
268,T-P06607,Dactylis glomerata,5
268,T-P06607,Dipsacus fullonum,1
268,T-P06607,Lamium maculatum,5
268,T-P06607,Lolium perenne,5
268,T-P06607,Malva sylvestris,5
268,T-P06607,Persicaria maculosa,1
268,T-P06607,Plantago major,1
268,T-P06607,Ranunculus repens,15
268,T-P06607,Rumex crispus,5
268,T-P06607,Rumex obtusifolius,15
268,T-P06607,Sonchus oleraceus,5
268,T-P06607,Stachys sylvatica,37.5
268,T-P06607,Stellaria media,1
268,T-P06607,Trifolium pratense,1
268,T-P06607,Trifolium repens,1
268,T-P06607,Urtica dioica,62.5
268,T-P06607,Verbena officinalis,5
553,T-P06609,Bellis perennis,1
553,T-P06609,Capsella bursa-pastoris,1
553,T-P06609,Dactylis glomerata,5
553,T-P06609,Galium aparine,15
553,T-P06609,Geranium pyrenaicum,5
553,T-P06609,Lolium perenne,1
553,T-P06609,Malva sylvestris,15
553,T-P06609,Ochlopoa annua,5
553,T-P06609,Ranunculus acris,15
553,T-P06609,Ranunculus repens,37.5
553,T-P06609,Rumex obtusifolius,15
553,T-P06609,Senecio vulgaris,1
553,T-P06609,Solanum nigrum,1
553,T-P06609,Stellaria media,37.5
553,T-P06609,Taraxacum sect. Taraxacum,1
553,T-P06609,Trifolium repens,5
553,T-P06609,Urtica dioica,15
1755,T-P06610,Achillea millefolium,1
1755,T-P06610,Anisantha diandra,1
1755,T-P06610,Anisantha sterilis,15
1755,T-P06610,Ballota nigra,1
1755,T-P06610,Cirsium vulgare,1
1755,T-P06610,Conium maculatum,62.5
1755,T-P06610,Galium aparine,15
1755,T-P06610,Geranium dissectum,1
1755,T-P06610,Geranium pyrenaicum,5
1755,T-P06610,Malva sylvestris,1
1755,T-P06610,Papaver rhoeas,1
1755,T-P06610,Pastinaca sativa aggr.,5
1755,T-P06610,Sambucus ebulus,15
1755,T-P06610,Urtica dioica,15
1759,T-P06612,Ballota nigra,15
1759,T-P06612,Bryonia dioica,5
1759,T-P06612,Calystegia sepium,5
1759,T-P06612,Carduus tenuiflorus,1
1759,T-P06612,Cirsium vulgare,5
1759,T-P06612,Conium maculatum,87.5
1759,T-P06612,Eruca vesicaria,5
1759,T-P06612,Galium aparine,15
1759,T-P06612,Geranium molle,1
1759,T-P06612,Lactuca virosa,1
1759,T-P06612,Rubus ulmifolius aggr.,1
1759,T-P06612,Sambucus ebulus,15
1759,T-P06612,Silybum marianum,1
1759,T-P06612,Sinapis arvensis,1
1759,T-P06612,Urtica dioica,5
1693,T-P06613,Anisantha sterilis,5
1693,T-P06613,Avena barbata,5
1693,T-P06613,Bryonia dioica,5
1693,T-P06613,Calystegia sepium,1
1693,T-P06613,Carduus tenuiflorus,1
1693,T-P06613,Cirsium vulgare,1
1693,T-P06613,Conium maculatum,87.5
1693,T-P06613,Galium aparine,37.5
1693,T-P06613,Heracleum sphondylium,5
1693,T-P06613,Humulus lupulus,1
1693,T-P06613,Lactuca virosa,1
1693,T-P06613,Malva sylvestris,1
1693,T-P06613,Sambucus ebulus,1
1693,T-P06613,Torilis arvensis,1
1693,T-P06613,Urtica dioica,5
1705,T-P06614,Anisantha diandra,5
1705,T-P06614,Anisantha sterilis,5
1705,T-P06614,Avena barbata,1
1705,T-P06614,Avena sterilis,1
1705,T-P06614,Ballota nigra,5
1705,T-P06614,Conium maculatum,62.5
1705,T-P06614,Elytrigia repens,5
1705,T-P06614,Galium aparine,15
1705,T-P06614,Hordeum murinum,5
1705,T-P06614,Malva sylvestris,1
1705,T-P06614,Pastinaca sativa aggr.,15
1705,T-P06614,Rumex crispus,1
1705,T-P06614,Sambucus ebulus,15
1705,T-P06614,Silene vulgaris,1
1705,T-P06614,Sinapis arvensis,1
1705,T-P06614,Torilis arvensis,5
1705,T-P06614,Urtica dioica,5
1662,T-P06615,Achillea millefolium,1
1662,T-P06615,Anisantha diandra,5
1662,T-P06615,Avena barbata,1
1662,T-P06615,Ballota nigra,1
1662,T-P06615,Bromus hordeaceus aggr.,1
1662,T-P06615,Bryonia dioica,37.5
1662,T-P06615,Conium maculatum,37.5
1662,T-P06615,Daucus carota,1
1662,T-P06615,Foeniculum vulgare,1
1662,T-P06615,Galium aparine,15
1662,T-P06615,Hordeum murinum,1
1662,T-P06615,Malva sylvestris,1
1662,T-P06615,Poa trivialis,1
1662,T-P06615,Rumex crispus,1
1662,T-P06615,Rumex obtusifolius,1
1662,T-P06615,Sambucus ebulus,15
1662,T-P06615,Urtica dioica,15
1662,T-P06615,Vicia cracca,1
1687,T-P06616,Achillea millefolium,5
1687,T-P06616,Anisantha diandra,5
1687,T-P06616,Anisantha sterilis,15
1687,T-P06616,Arctium minus,1
1687,T-P06616,Bromus hordeaceus aggr.,1
1687,T-P06616,Cirsium arvense,1
1687,T-P06616,Cirsium vulgare,1
1687,T-P06616,Conium maculatum,62.5
1687,T-P06616,Dipsacus fullonum,1
1687,T-P06616,Equisetum arvense,5
1687,T-P06616,Galium aparine,1
1687,T-P06616,Geranium pyrenaicum,15
1687,T-P06616,Heracleum sphondylium,5
1687,T-P06616,Lactuca virosa,1
1687,T-P06616,Pastinaca sativa aggr.,1
1687,T-P06616,Rumex crispus,5
1687,T-P06616,Rumex obtusifolius,5
1687,T-P06616,Sambucus ebulus,5
1687,T-P06616,Sinapis arvensis,1
1687,T-P06616,Torilis arvensis,5
1687,T-P06616,Urtica dioica,5
1660,T-P06617,Alopecurus myosuroides,1
1660,T-P06617,Althaea hirsuta,5
1660,T-P06617,Anisantha sterilis,1
1660,T-P06617,Anthemis arvensis,5
1660,T-P06617,Arrhenatherum elatius,1
1660,T-P06617,Avena sterilis,1
1660,T-P06617,Ballota nigra,1
1660,T-P06617,Cirsium vulgare,15
1660,T-P06617,Conium maculatum,37.5
1660,T-P06617,Dipsacus fullonum,15
1660,T-P06617,Elytrigia repens,1
1660,T-P06617,Epilobium hirsutum,1
1660,T-P06617,Galactites tomentosus,1
1660,T-P06617,Galium aparine,5
1660,T-P06617,Geranium dissectum,1
1660,T-P06617,Helminthotheca echioides,5
1660,T-P06617,Medicago sativa,1
1660,T-P06617,Poa trivialis,5
1660,T-P06617,Ranunculus repens,5
1660,T-P06617,Rumex conglomeratus,15
1660,T-P06617,Rumex crispus,1
1660,T-P06617,Sinapis arvensis,5
1660,T-P06617,Sonchus oleraceus,1
1660,T-P06617,Trifolium repens,5
1660,T-P06617,Urtica dioica,5
1660,T-P06617,Verbena officinalis,5
1661,T-P06618,Anisantha diandra,5
1661,T-P06618,Anisantha sterilis,5
1661,T-P06618,Ballota nigra,1
1661,T-P06618,Conium maculatum,62.5
1661,T-P06618,Foeniculum vulgare,1
1661,T-P06618,Galium aparine,15
1661,T-P06618,Hordeum murinum,1
1661,T-P06618,Rumex crispus,1
1661,T-P06618,Silybum marianum,1
1661,T-P06618,Sinapis arvensis,5
1661,T-P06618,Urtica dioica,15
276,T-P06619,Achillea millefolium,1
276,T-P06619,Anisantha diandra,5
276,T-P06619,Anisantha sterilis,5
276,T-P06619,Bromus hordeaceus aggr.,1
276,T-P06619,Carex cuprina,5
276,T-P06619,Conium maculatum,5
276,T-P06619,Convolvulus arvensis,1
276,T-P06619,Dactylis glomerata,1
276,T-P06619,Elytrigia repens,5
276,T-P06619,Galium aparine,37.5
276,T-P06619,Geranium dissectum,1
276,T-P06619,Heracleum sphondylium,1
276,T-P06619,Holcus lanatus,5
276,T-P06619,Hypericum perforatum,1
276,T-P06619,Lapsana communis,1
276,T-P06619,Mentha longifolia,5
276,T-P06619,Mentha suaveolens,5
276,T-P06619,Pastinaca sativa aggr.,5
276,T-P06619,Poa trivialis,1
276,T-P06619,Rumex conglomeratus,5
276,T-P06619,Torilis arvensis,15
276,T-P06619,Urtica dioica,5
276,T-P06619,Vicia sativa aggr.,15
2445,T-P06620,Agrostis stolonifera,15
2445,T-P06620,Arctium minus,37.5
2445,T-P06620,Calystegia sepium,15
2445,T-P06620,Cirsium arvense,1
2445,T-P06620,Cirsium vulgare,5
2445,T-P06620,Conium maculatum,62.5
2445,T-P06620,Dactylis glomerata,1
2445,T-P06620,Daucus carota,1
2445,T-P06620,Galium aparine,5
2445,T-P06620,Geranium dissectum,1
2445,T-P06620,Geranium pyrenaicum,1
2445,T-P06620,Holcus lanatus,5
2445,T-P06620,Hypericum perforatum,5
2445,T-P06620,Linum bienne,5
2445,T-P06620,Medicago lupulina,15
2445,T-P06620,Mentha suaveolens,5
2445,T-P06620,Potentilla reptans,1
2445,T-P06620,Pteridium aquilinum,1
2445,T-P06620,Ranunculus repens,1
2445,T-P06620,Rumex obtusifolius,37.5
2445,T-P06620,Silene dioica,5
2445,T-P06620,Stellaria graminea,1
2445,T-P06620,Trifolium repens,1
2445,T-P06620,Urtica dioica,5
2445,T-P06620,Verbena officinalis,1
2445,T-P06620,Vicia cracca,5
2445,T-P06620,Vicia sativa aggr.,5
362,T-P06621,Anisantha sterilis,5
362,T-P06621,Avena barbata,5
362,T-P06621,Ballota nigra,1
362,T-P06621,Calystegia sepium,1
362,T-P06621,Cirsium eriophorum,5
362,T-P06621,Clematis vitalba,1
362,T-P06621,Conium maculatum,15
362,T-P06621,Dactylis glomerata,5
362,T-P06621,Elytrigia repens,5
362,T-P06621,Galium aparine,37.5
362,T-P06621,Geranium pyrenaicum,5
362,T-P06621,Heracleum sphondylium,5
362,T-P06621,Lactuca virosa,1
362,T-P06621,Lapsana communis,1
362,T-P06621,Mentha suaveolens,1
362,T-P06621,Pastinaca sativa aggr.,1
362,T-P06621,Rubus ulmifolius aggr.,1
362,T-P06621,Rumex conglomeratus,1
362,T-P06621,Sambucus nigra,1
362,T-P06621,Torilis arvensis,15
362,T-P06621,Urtica dioica,37.5
362,T-P06621,Vicia sativa aggr.,1
1669,T-P06622,Anisantha diandra,5
1669,T-P06622,Anisantha sterilis,5
1669,T-P06622,Anthriscus sylvestris,15
1669,T-P06622,Ballota nigra,15
1669,T-P06622,Cirsium vulgare,1
1669,T-P06622,Conium maculatum,37.5
1669,T-P06622,Dipsacus fullonum,1
1669,T-P06622,Elytrigia repens,5
1669,T-P06622,Galium aparine,5
1669,T-P06622,Geranium pyrenaicum,15
1669,T-P06622,Hypericum perforatum,1
1669,T-P06622,Lapsana communis,5
1669,T-P06622,Rumex conglomeratus,5
1669,T-P06622,Rumex obtusifolius,1
1669,T-P06622,Silene baccifera,1
1669,T-P06622,Torilis arvensis,15
1669,T-P06622,Urtica dioica,15
1669,T-P06622,Verbena officinalis,5
1554,T-P06623,Arum italicum,1
1554,T-P06623,Ceratochloa cathartica,5
1554,T-P06623,Cirsium vulgare,1
1554,T-P06623,Dactylis glomerata,5
1554,T-P06623,Daucus carota,5
1554,T-P06623,Dorycnium rectum,1
1554,T-P06623,Lamium maculatum,5
1554,T-P06623,Lavatera cretica,5
1554,T-P06623,Parietaria judaica aggr.,5
1554,T-P06623,Schedonorus arundinaceus,1
1554,T-P06623,Sinapis arvensis,5
1554,T-P06623,Smyrnium olusatrum,62.5
1554,T-P06623,Sonchus arvensis,1
1554,T-P06623,Urtica dioica,37.5
234,T-P06624,Anisantha sterilis,5
234,T-P06624,Avena sterilis,5
234,T-P06624,Brachypodium pinnatum aggr.,5
234,T-P06624,Cirsium arvense,1
234,T-P06624,Convolvulus arvensis,5
234,T-P06624,Crepis vesicaria,1
234,T-P06624,Cruciata laevipes,1
234,T-P06624,Dactylis glomerata,5
234,T-P06624,Galium aparine,37.5
234,T-P06624,Geranium pyrenaicum,5
234,T-P06624,Heracleum sphondylium,37.5
234,T-P06624,Hypericum perforatum,1
234,T-P06624,Lactuca virosa,5
234,T-P06624,Lapsana communis,1
234,T-P06624,Lolium perenne,1
234,T-P06624,Melica ciliata,1
234,T-P06624,Phleum nodosum,1
234,T-P06624,Poa trivialis,5
234,T-P06624,Potentilla reptans,1
234,T-P06624,Rubus ulmifolius aggr.,5
234,T-P06624,Rumex conglomeratus,1
