"SIVIMID","Revised.sintaxon","Relevé.number","CODE","EUNIS_REVISED","EUNIS2020","EUNISL1","EUNISL2","EUNISL3","Aspect","Slope","Area","Year","DEG_LON","DEG_LAT","Accuracy","Elevation","Class","Order","Alliance","Sintaxon","SS"
"T-P06562","Geo urbani-Alliarion officinalis",586,"V39e","V39","V39","Ruderal","V39","V39","",NA,30,"1995",-2.254605553,42.77825809,"1 - UTM1x1 + Elevation",750,"Epilobietea angustifolii","Circaeo lutetianae-Stachyetalia sylvaticae","Aegopodion podagrariae","Galio aparines-Anthriscetum sylvestris",0
"T-P06563","Balloto-Conion maculati",587,"V39e","V39","V","Ruderal","V39","V39","",NA,30,"1995",-2.381017305,42.85105387,"2 - UTM1x1 + Centroid",570,"Epilobietea angustifolii","Circaeo lutetianae-Stachyetalia sylvaticae","Aegopodion podagrariae","Galio aparines-Anthriscetum sylvestris",0
"T-P06564","Balloto-Conion maculati",588,"V39e","V39","V39","Ruderal","V39","V39","",NA,20,"1995",-2.494214752,42.77776596,"1 - UTM1x1 + Elevation",810,"Epilobietea angustifolii","Circaeo lutetianae-Stachyetalia sylvaticae","Aegopodion podagrariae","Galio aparines-Anthriscetum sylvestris",0
"T-P06565","Balloto-Conion maculati",589,"V39e","V39","R","Ruderal","V39","V39","",NA,10,"1995",-2.542860169,42.81219097,"1 - UTM1x1 + Elevation",630,"Epilobietea angustifolii","Circaeo lutetianae-Stachyetalia sylvaticae","Aegopodion podagrariae","Galio aparines-Anthriscetum sylvestris",0
"T-P06566","Geo urbani-Alliarion officinalis",590,"V39a","V39","R55","Ruderal","V39","V39","",NA,20,"1995",-2.589671789,42.76193799,"2 - UTM1x1 + Centroid",770,"Epilobietea angustifolii","Circaeo lutetianae-Stachyetalia sylvaticae","Aegopodion podagrariae","Galio aparines-Anthriscetum sylvestris",0
"T-P06567","Geo urbani-Alliarion officinalis",591,"V39a","V39","V39","Ruderal","V39","V39","",NA,20,"1995",-2.623016772,42.90613801,"1 - UTM1x1 + Elevation",520,"Epilobietea angustifolii","Circaeo lutetianae-Stachyetalia sylvaticae","Aegopodion podagrariae","Galio aparines-Anthriscetum sylvestris",0
"T-P06568","Balloto-Conion maculati",592,"V39e","V39","V39","Ruderal","V39","V39","",NA,40,"1995",-2.887655897,42.88509096,"1 - UTM1x1 + Elevation",600,"Epilobietea angustifolii","Circaeo lutetianae-Stachyetalia sylvaticae","Aegopodion podagrariae","Galio aparines-Anthriscetum sylvestris",0
"T-P06569","Balloto-Conion maculati",593,"V39e","V39","V39","Ruderal","V39","V39","",NA,40,"1995",-2.887560996,42.9373212,"1 - UTM1x1 + Elevation",610,"Epilobietea angustifolii","Circaeo lutetianae-Stachyetalia sylvaticae","Aegopodion podagrariae","Galio aparines-Anthriscetum sylvestris",0
"T-P06570","Geo urbani-Alliarion officinalis",594,"V39e","V39","R55","Ruderal","V39","V39","",NA,50,"1995",-2.904694692,42.95354606,"1 - UTM1x1 + Elevation",640,"Epilobietea angustifolii","Circaeo lutetianae-Stachyetalia sylvaticae","Aegopodion podagrariae","Galio aparines-Anthriscetum sylvestris",0
"T-P06571","Balloto-Conion maculati",595,"V39e","V39","V39","Ruderal","V39","V39","",NA,70,"1995",-2.838470316,42.96247693,"1 - UTM1x1 + Elevation",640,"Epilobietea angustifolii","Circaeo lutetianae-Stachyetalia sylvaticae","Aegopodion podagrariae","Galio aparines-Anthriscetum sylvestris",0
"T-P06572","Balloto-Conion maculati",596,"V39e","V39","V39","Ruderal","V39","V39","",NA,50,"1995",-2.042837645,42.87574176,"1 - UTM1x1 + Elevation",590,"Epilobietea angustifolii","Circaeo lutetianae-Stachyetalia sylvaticae","Aegopodion podagrariae","Galio aparines-Anthriscetum sylvestris",0
"T-P06573","Geo urbani-Alliarion officinalis",597,"V39e","V39","V39","Ruderal","V39","V39","",NA,6,"1995",-1.875202893,42.93725321,"1 - UTM1x1 + Elevation",740,"Epilobietea angustifolii","Circaeo lutetianae-Stachyetalia sylvaticae","Aegopodion podagrariae","Galio aparines-Anthriscetum sylvestris",0
"T-P06574","Geo urbani-Alliarion officinalis",598,"V39e","V39","V39","Ruderal","V39","V39","",NA,40,"1995",-1.870004948,42.9534111,"1 - UTM1x1 + Elevation",750,"Epilobietea angustifolii","Circaeo lutetianae-Stachyetalia sylvaticae","Aegopodion podagrariae","Galio aparines-Anthriscetum sylvestris",0
"T-P06575","Geo urbani-Alliarion officinalis",599,"V39a","V39","R55","Ruderal","V39","V39","",NA,30,"1995",-1.879418436,42.9751157,"1 - UTM1x1 + Elevation",650,"Epilobietea angustifolii","Circaeo lutetianae-Stachyetalia sylvaticae","Aegopodion podagrariae","Galio aparines-Anthriscetum sylvestris",0
"T-P06576","Geo urbani-Alliarion officinalis",600,"V39a","V39","R55","Ruderal","V39","V39","",NA,50,"1995",-1.925730057,42.99176877,"2 - UTM1x1 + Centroid",610,"Epilobietea angustifolii","Circaeo lutetianae-Stachyetalia sylvaticae","Aegopodion podagrariae","Galio aparines-Anthriscetum sylvestris",0
"T-P06577","Geo urbani-Alliarion officinalis",601,"V39e","V39","V39","Ruderal","V39","V39","",NA,40,"1995",-1.830475884,42.96922304,"1 - UTM1x1 + Elevation",580,"Epilobietea angustifolii","Circaeo lutetianae-Stachyetalia sylvaticae","Aegopodion podagrariae","Galio aparines-Anthriscetum sylvestris",0
"T-P06578","Balloto-Conion maculati",602,"V39e","V39","R55","Ruderal","V39","V39","",NA,60,"1995",-1.656783911,42.94930637,"1 - UTM1x1 + Elevation",570,"Epilobietea angustifolii","Circaeo lutetianae-Stachyetalia sylvaticae","Aegopodion podagrariae","Galio aparines-Anthriscetum sylvestris",0
"T-P06579","Geo urbani-Alliarion officinalis",603,"V39e","V39","V39","Ruderal","V39","V39","",NA,30,"1995",-1.710895694,42.94092363,"1 - UTM1x1 + Elevation",550,"Epilobietea angustifolii","Circaeo lutetianae-Stachyetalia sylvaticae","Aegopodion podagrariae","Galio aparines-Anthriscetum sylvestris",0
"T-P06580","Geo urbani-Alliarion officinalis",604,"V39a","V39","R","Ruderal","V39","V39","",NA,8,"1995",-2.828591366,42.98767691,"1 - UTM1x1 + Elevation",640,"Epilobietea angustifolii","Circaeo lutetianae-Stachyetalia sylvaticae","Aegopodion podagrariae","Galio aparines-Anthriscetum sylvestris",0
"T-P06581","Balloto-Conion maculati",605,"V39c","V39","R55","Ruderal","V39","V39","",NA,15,"1995",-2.384180215,42.77902819,"1 - UTM1x1 + Elevation",960,"Epilobietea angustifolii","Circaeo lutetianae-Stachyetalia sylvaticae","Aegopodion podagrariae","Galio aparines-Anthriscetum sylvestris",0
"T-P06582","Geo urbani-Alliarion officinalis",606,"V39a","V39","R55","Ruderal","V39","V39","",NA,20,"1995",-2.877766719,42.93190805,"1 - UTM1x1 + Elevation",600,"Epilobietea angustifolii","Circaeo lutetianae-Stachyetalia sylvaticae","Aegopodion podagrariae","Galio aparines-Anthriscetum sylvestris",0
"T-P06583","Geo urbani-Alliarion officinalis",607,"V39a","V39","V39","Ruderal","V39","V39","",NA,25,"1995",-2.890037871,42.92291529,"1 - UTM1x1 + Elevation",600,"Epilobietea angustifolii","Circaeo lutetianae-Stachyetalia sylvaticae","Aegopodion podagrariae","Galio aparines-Anthriscetum sylvestris",0
"T-P06584","Geo urbani-Alliarion officinalis",608,"V39a","V39","V39","Ruderal","V39","V39","",NA,30,"1995",-2.895027842,42.87068951,"1 - UTM1x1 + Elevation",570,"Epilobietea angustifolii","Circaeo lutetianae-Stachyetalia sylvaticae","Aegopodion podagrariae","Galio aparines-Anthriscetum sylvestris",0
"T-P06585","Balloto-Conion maculati",609,"V39e","V39","V39","Ruderal","V39","V39","",NA,10,"1995",-2.392902866,42.88713855,"1 - UTM1x1 + Elevation",610,"Epilobietea angustifolii","Circaeo lutetianae-Stachyetalia sylvaticae","Aegopodion podagrariae","Galio aparines-Anthriscetum sylvestris",0
"T-P06586","Balloto-Conion maculati",610,"V39e","V39","R55","Ruderal","V39","V39","",NA,20,"1995",-2.492973137,42.63006979,"1 - UTM1x1 + Elevation",710,"Epilobietea angustifolii","Circaeo lutetianae-Stachyetalia sylvaticae","Aegopodion podagrariae","Galio aparines-Anthriscetum sylvestris",0
"T-P06587","Sisymbrion officinalis",611,"V38d","V39","V","Ruderal","V39","V38","",NA,40,"1995",-1.917188316,42.77916673,"1 - UTM1x1 + Elevation",590,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli",0
"T-P06588","Balloto-Conion maculati",612,"V39c","V39","R57","Ruderal","V39","V39","",NA,15,"1995",-2.130051799,42.76837423,"1 - UTM1x1 + Elevation",530,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli",1
"T-P06589","Balloto-Conion maculati",613,"V39c","V39","R57","Ruderal","V39","V39","",NA,8,"1995",-2.610710331,42.91510204,"1 - UTM1x1 + Elevation",550,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli",1
"T-P06590","Balloto-Conion maculati",614,"V39c","V39","R55","Ruderal","V39","V39","",NA,20,"1995",-2.580020286,43.10409979,"1 - UTM1x1 + Elevation",180,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli",1
"T-P06591","Arction lappae",615,"V39c","V39","V39","Ruderal","V39","V39","",NA,10,"1995",-2.396940742,42.97541048,"1 - UTM1x1 + Elevation",750,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli",0
"T-P06592","Geo urbani-Alliarion officinalis",616,"V39b","V39","V","Ruderal","V39","V39","",NA,4,"1995",-2.350435986,42.96615092,"1 - UTM1x1 + Elevation",1130,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli",0
"T-P06593","Arction lappae",617,"V39b","V39","V39","Ruderal","V39","V39","",NA,15,"1995",-2.396817515,42.98801695,"1 - UTM1x1 + Elevation",960,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli",0
"T-P06595","Balloto-Conion maculati",618,"V39e","V39","R55","Ruderal","V39","V39","",NA,30,"1995",-2.632366794,42.98181181,"1 - UTM1x1 + Elevation",590,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli",1
"T-P06596","Balloto-Conion maculati",619,"V39e","V39","R55","Ruderal","V39","V39","",NA,20,"1995",-2.538737421,43.03730413,"1 - UTM1x1 + Elevation",500,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli",1
"T-P06597","Balloto-Conion maculati",620,"V39c","V39","R55","Ruderal","V39","V39","",NA,50,"1995",-2.088164812,42.957158,"1 - UTM1x1 + Elevation",610,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli",1
"T-P06598","Geo urbani-Alliarion officinalis",621,"V39c","V39","R55","Ruderal","V39","V39","",NA,30,"1995",-2.235513263,43.13653517,"1 - UTM1x1 + Elevation",250,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli",0
"T-P06599","Balloto-Conion maculati",622,"V39e","V39","R55","Ruderal","V39","V39","",NA,NA,"1995",-2.368263357,43.14094707,"1 - UTM1x1 + Elevation",540,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli",1
"T-P06600","Balloto-Conion maculati",623,"V39c","V39","R55","Ruderal","V39","V39","",NA,30,"1995",-2.201599488,43.28578159,"1 - UTM1x1 + Elevation",140,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli",1
"T-P06601","Balloto-Conion maculati",624,"V39c","V39","R57","Ruderal","V39","V39","",NA,10,"1995",-3.017597012,43.35700145,"1 - UTM1x1 + Elevation",0,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli",1
"T-P06602","Balloto-Conion maculati",625,"V39d","V39","R57","Ruderal","V39","V39","",NA,20,"1995",-2.440784842,42.73789359,"1 - UTM1x1 + Elevation",640,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli",1
"T-P06603","Balloto-Conion maculati",626,"V39c","V39","V39","Ruderal","V39","V39","",NA,20,"1995",-2.578365288,42.62681363,"1 - UTM1x1 + Elevation",750,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli",1
"T-P06604","Geo urbani-Alliarion officinalis",627,"V39c","V39","R55","Ruderal","V39","V39","",NA,8,"1995",-2.63537261,43.30239422,"2 - UTM1x1 + Centroid",10,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli",0
"T-P06605","Geo urbani-Alliarion officinalis",628,"V39a","V39","R","Ruderal","V39","V39","",NA,5,"1995",-2.72142983,43.35666356,"2 - UTM1x1 + Centroid",340,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli",0
"T-P06606","Balloto-Conion maculati",629,"V39c","V39","R55","Ruderal","V39","V39","",NA,30,"1995",-3.428834687,43.22473146,"1 - UTM1x1 + Elevation",560,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli",1
"T-P06607","Balloto-Conion maculati",630,"V39c","V39","R55","Ruderal","V39","V39","",NA,20,"1995",-2.80786812,43.33883235,"2 - UTM1x1 + Centroid",3,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli",1
"T-P06609","Balloto-Conion maculati",631,"V39e","V39","V","Ruderal","V39","V39","",NA,4,"1995",-2.396940742,42.97541048,"1 - UTM1x1 + Elevation",750,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli",1
"T-P06610","Balloto-Conion maculati",632,"V39d","V39","V39","Ruderal","V39","V39","",NA,20,"1995",-2.709970304,42.64883595,"1 - UTM1x1 + Elevation",690,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli",1
"T-P06612","Balloto-Conion maculati",633,"V39d","V39","V39","Ruderal","V39","V39","",NA,20,"1995",-2.758844096,42.63093277,"4 - UTM10x10 + Centroid",410,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli",1
"T-P06613","Balloto-Conion maculati",634,"V39d","V39","V39","Ruderal","V39","V39","",NA,15,"1995",-2.692878036,42.64529005,"4 - UTM10x10 + Centroid",560,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli",1
"T-P06614","Balloto-Conion maculati",635,"V39d","V39","V39","Ruderal","V39","V39","",NA,8,"1995",-2.768570459,42.6454025,"4 - UTM10x10 + Centroid",510,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli",1
"T-P06615","Balloto-Conion maculati",636,"V39d","V39","V39","Ruderal","V39","V39","",NA,10,"1995",-2.682476138,42.78559459,"4 - UTM10x10 + Centroid",530,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli",1
"T-P06616","Balloto-Conion maculati",637,"V39e","V39","V","Ruderal","V39","V39","",NA,20,"1995",-2.724059494,42.77314126,"2 - UTM1x1 + Centroid",610,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli",1
"T-P06617","Sisymbrion officinalis",638,"V38d","V39","V38","Ruderal","V39","V38","",NA,10,"1995",-1.944384538,42.75963173,"2 - UTM1x1 + Centroid",470,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli",0
"T-P06618","Balloto-Conion maculati",639,"V39d","V39","V39","Ruderal","V39","V39","",NA,20,"1995",-2.315024559,42.6201384,"3 - UTM10x10 + Elevation",750,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli",1
"T-P06619","Balloto-Conion maculati",640,"V39e","V39","R55","Ruderal","V39","V39","",NA,10,"1995",-2.448162537,42.73252609,"1 - UTM1x1 + Elevation",640,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli",1
"T-P06620","Balloto-Conion maculati",641,"V39d","V39","V38","Ruderal","V39","V39","",NA,10,"1995",-2.644299203,43.0394819,"1 - UTM1x1 + Elevation",570,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli",1
"T-P06621","Balloto-Conion maculati",642,"V39e","V39","V39","Ruderal","V39","V39","",NA,20,"1995",-2.63782195,42.88817532,"2 - UTM1x1 + Centroid",600,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli",1
"T-P06622","Balloto-Conion maculati",643,"V39d","V39","V39","Ruderal","V39","V39","",NA,20,"1995",-2.440801026,42.73609257,"1 - UTM1x1 + Elevation",640,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli",1
"T-P06623","Balloto-Conion maculati",644,"V39c","V39","V39","Ruderal","V39","V39","",NA,30,"1995",-2.931132951,43.42901783,"2 - UTM1x1 + Centroid",3,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli",1
"T-P06624","Balloto-Conion maculati",645,"V39e","V39","V39","Ruderal","V39","V39","",NA,50,"1995",-2.968494292,42.85272332,"2 - UTM1x1 + Centroid",710,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli",1
"T-P06625","Balloto-Conion maculati",646,"V39d","V39","V39","Ruderal","V39","V39","",NA,30,"1995",-3.012567051,42.89322413,"4 - UTM10x10 + Centroid",620,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli",1
"T-P06626","Geo urbani-Alliarion officinalis",647,"V39a","V39","V39","Ruderal","V39","V39","",NA,8,"1995",-2.635351482,42.89176958,"1 - UTM1x1 + Elevation",520,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Balloto-Conion maculati","Urtico dioicae-Sambucetum ebuli",0
"T-P06627","Arction lappae",648,"V39b","V38","V38","Ruderal","V39","V39","",NA,4,"1995",-2.172850231,42.85874448,"2 - UTM1x1 + Centroid",870,"Artemisietea vulgaris","Onopordetalia acanthii","Cirsion richterano-chodati","Carduo nutantis-Cirsietum richterani",0
"T-P06628","Cirsion richterano-chodati",649,"V39b","V38","V38","Ruderal","V38","V39","",NA,20,"1995",-2.082350989,43.01834572,"1 - UTM1x1 + Elevation",1120,"Artemisietea vulgaris","Onopordetalia acanthii","Cirsion richterano-chodati","Carduo nutantis-Cirsietum richterani",1
"T-P06629","Arction lappae",650,"V39b","V39","V39","Ruderal","V39","V39","",NA,10,"1995",-2.079816159,43.02372835,"1 - UTM1x1 + Elevation",930,"Artemisietea vulgaris","Onopordetalia acanthii","Cirsion richterano-chodati","Carduo nutantis-Cirsietum richterani",0
"T-P06630","Arction lappae",651,"V39b","V38","V38","Ruderal","V39","V39","",NA,6,"1995",-2.611116047,43.23928178,"2 - UTM1x1 + Centroid",800,"Artemisietea vulgaris","Onopordetalia acanthii","Cirsion richterano-chodati","Carduo nutantis-Cirsietum richterani",0
"T-P06631","Arction lappae",652,"V39b","V38","V38","Ruderal","V39","V39","",NA,10,"1995",-2.612017576,43.09700882,"1 - UTM1x1 + Elevation",980,"Artemisietea vulgaris","Onopordetalia acanthii","Cirsion richterano-chodati","Carduo nutantis-Cirsietum richterani",0
"T-P06641","Sisymbrion officinalis",653,"V38d","V38","V33","Ruderal","V37","V38","",NA,60,"1995",-1.325925728,42.67299118,"3 - UTM10x10 + Elevation",440,"Artemisietea vulgaris","Carthametalia lanati","Silybo mariani-Urticion piluliferae","Carduo bourgeani-Silybetum mariani",0
"T-P06646","Sisymbrion officinalis",654,"V38d","V38","V33","Ruderal","V37","V38","",NA,30,"1995",-1.520438721,42.70448639,"1 - UTM1x1 + Elevation",600,"Artemisietea vulgaris","Carthametalia lanati","Silybo mariani-Urticion piluliferae","Carduo bourgeani-Silybetum mariani",0
"T-P06649","Sisymbrion officinalis",655,"V38d","V38","V38","Ruderal","V37","V38","",NA,25,"1995",-7,43,"5 - UTMs missing from DEM",370,"Artemisietea vulgaris","Carthametalia lanati","Silybo mariani-Urticion piluliferae","Carduo bourgeani-Silybetum mariani",0
"T-P06650","Sisymbrion officinalis",656,"V38d","V38","V38","Ruderal","V37","V38","",NA,30,"1995",-2.758844096,42.63093277,"4 - UTM10x10 + Centroid",420,"Artemisietea vulgaris","Carthametalia lanati","Silybo mariani-Urticion piluliferae","Carduo bourgeani-Silybetum mariani",0
"T-P06651","Sisymbrion officinalis",657,"V38d","V38","V38","Ruderal","V37","V38","",NA,8,"1995",-2.692878036,42.64529005,"4 - UTM10x10 + Centroid",560,"Artemisietea vulgaris","Carthametalia lanati","Silybo mariani-Urticion piluliferae","Carduo bourgeani-Silybetum mariani",0
"T-P06652","Sisymbrion officinalis",658,"V38d","V38","V38","Ruderal","V37","V38","",NA,8,"1995",-2.724059494,42.77314126,"2 - UTM1x1 + Centroid",410,"Artemisietea vulgaris","Carthametalia lanati","Silybo mariani-Urticion piluliferae","Carduo bourgeani-Silybetum mariani",0
"T-P06971","Polygono-Coronopodion",2025,"V31","V35","V35","Trampled","V35","V31","",NA,4,"1984",-6.579475306,42.56443645,"3 - UTM10x10 + Elevation",600,"Polygono-Poetea annuae","Polygono arenastri-Poetalia annuae","Polygono-Coronopodion","Polygono arenastri-Matricarietum matricarioidis",1
"T-P06973","Saginion procumbentis",2026,"V35","V35","V35","Trampled","V35","V35","",NA,1,"1984",-5.204285641,42.9467654,"3 - UTM10x10 + Elevation",1153,"Polygono-Poetea annuae","Polygono arenastri-Poetalia annuae","Polygono-Coronopodion","Polygono arenastri-Matricarietum matricarioidis",0
"T-P06974","Polygono-Coronopodion",2027,"V31","V35","V35","Trampled","V35","V31","",NA,1,"1984",-5.682372596,42.89153242,"3 - UTM10x10 + Elevation",1100,"Polygono-Poetea annuae","Polygono arenastri-Poetalia annuae","Polygono-Coronopodion","Polygono arenastri-Matricarietum matricarioidis",1
"T-P06975","Polygono-Coronopodion",2028,"V31","V35","V35","Trampled","V35","V31","",NA,2,"1984",-5.660941624,42.848811,"3 - UTM10x10 + Elevation",1030,"Polygono-Poetea annuae","Polygono arenastri-Poetalia annuae","Polygono-Coronopodion","Polygono arenastri-Matricarietum matricarioidis",1
"T-P06976","Polygono-Coronopodion",2029,"V31","V35","V35","Trampled","V35","V31","",NA,5,"1984",-5.769911792,42.98669411,"3 - UTM10x10 + Elevation",1320,"Polygono-Poetea annuae","Polygono arenastri-Poetalia annuae","Polygono-Coronopodion","Polygono arenastri-Matricarietum matricarioidis",1
"T-P06977","Polygono-Coronopodion",2030,"V31","V35","V35","Trampled","V35","V31","",NA,3,"1984",-5.745586244,42.8810283,"3 - UTM10x10 + Elevation",1120,"Polygono-Poetea annuae","Polygono arenastri-Poetalia annuae","Polygono-Coronopodion","Polygono arenastri-Matricarietum matricarioidis",1
"T-P06978","Polygono-Coronopodion",2031,"V31","V35","V35","Trampled","V35","V31","",NA,2,"1984",-5.65195323,42.92465786,"3 - UTM10x10 + Elevation",1129,"Polygono-Poetea annuae","Polygono arenastri-Poetalia annuae","Polygono-Coronopodion","Polygono arenastri-Matricarietum matricarioidis",1
"T-P06979","Polygono-Coronopodion",2032,"V31","V35","V35","Trampled","V35","V31","",NA,20,"1984",-4.724710705,42.8919645,"3 - UTM10x10 + Elevation",1420,"Polygono-Poetea annuae","Polygono arenastri-Poetalia annuae","Polygono-Coronopodion","Polygono arenastri-Matricarietum matricarioidis",1
"T-P06980","Saginion procumbentis",2033,"V35","V35","V35","Trampled","V35","V35","",NA,2,"1984",-6.384131367,42.42090482,"3 - UTM10x10 + Elevation",1275,"Polygono-Poetea annuae","Polygono arenastri-Poetalia annuae","Polygono-Coronopodion","Polygono arenastri-Matricarietum matricarioidis",0
"T-P06988","Balloto-Conion maculati",659,"V39d","V39","V38","Ruderal","V39","V39","NW",18,25,"1984",-5.962566038,42.65886893,"4 - UTM10x10 + Centroid",600,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Galio aparines-Conietum maculati",0
"T-P06989","Balloto-Conion maculati",660,"V39a","V39","V37","Ruderal","V39","V39","",NA,20,"1984",-6.802239258,42.46180761,"3 - UTM10x10 + Elevation",580,"Epilobietea angustifolii","Arctio lappae-Artemisietalia","Arction lappae","Galio aparines-Conietum maculati",0
"T-P07866","Polygono-Coronopodion",2034,"V31","R36","V","Trampled","V35","V31","",NA,10,"1999",-7,43,"5 - UTMs missing from DEM",400,"Molinio-Arrhenatheretea","Potentillo-Polygonetalia avicularis","Trifolion maritimi","Trifolio fragiferi-Cynodontetum dactyli",0
"T-P07881","Polygono-Coronopodion",2035,"V31","V34","V34","Trampled","V35","V31","",NA,6,"1999",-7,43,"5 - UTMs missing from DEM",340,"Molinio-Arrhenatheretea","Potentillo-Polygonetalia avicularis","Trifolion maritimi","Trifolio fragiferi-Cynodontetum dactyli",0
"T-P07926","Geo urbani-Alliarion officinalis",661,"V39a","V39","R55","Ruderal","V39","V39","",NA,20,"1999",-1.616720493,42.98664996,"1 - UTM1x1 + Elevation",590,"Epilobietea angustifolii","Circaeo lutetianae-Stachyetalia sylvaticae","Aegopodion podagrariae","Galio aparines-Anthriscetum sylvestris",0
"T-P07927","Geo urbani-Alliarion officinalis",662,"V39a","V39","R55","Ruderal","V39","V39","",NA,5,"1999",-1.552657428,42.89400694,"1 - UTM1x1 + Elevation",500,"Epilobietea angustifolii","Circaeo lutetianae-Stachyetalia sylvaticae","Aegopodion podagrariae","Galio aparines-Anthriscetum sylvestris",0
"T-P07928","Geo urbani-Alliarion officinalis",663,"V39a","V39","R55","Ruderal","V39","V39","",NA,40,"1999",-1.808144245,42.85552861,"1 - UTM1x1 + Elevation",400,"Epilobietea angustifolii","Circaeo lutetianae-Stachyetalia sylvaticae","Aegopodion podagrariae","Galio aparines-Anthriscetum sylvestris",0
"T-P07929","Geo urbani-Alliarion officinalis",664,"V39a","V39","R55","Ruderal","V39","V39","",NA,25,"1999",-1.396851398,42.76225745,"1 - UTM1x1 + Elevation",460,"Epilobietea angustifolii","Circaeo lutetianae-Stachyetalia sylvaticae","Aegopodion podagrariae","Galio aparines-Anthriscetum sylvestris",0
